,steris_male,steris_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.8673576,-0.84526604,"('unsociable', 'sociable')",-0.36439395,-0.4341343,-0.6158758,-0.6397002,-0.0238244
1,-1.448692,-1.5101712,"('unfriendly', 'friendly')",2.0282815,1.8720692,0.2897947,0.180949,-0.1088457
2,0.1848,0.18230154,"('unlikable', 'likable')",0.098094776,0.07444148,0.1414474,0.1283715,-0.0130759
3,-1.0386013,-0.90776014,"('repellent', 'pleasant')",-0.28111053,-0.22756019,-0.6598559,-0.5676602,0.0921957
4,-0.2731976,-0.22433126,"('disliked', 'liked')",-3.8509157,-3.8397336,-2.0620565,-2.0320325,0.030024
5,-1.5872318,-1.5841192,"('distant', 'outgoing')",0.31130794,0.21529543,-0.6379619,-0.6844119,-0.04645
6,-1.5488508,-1.5548849,"('distant', 'open')",0.27223438,0.14401385,-0.6383082,-0.7054355,-0.0671273
7,-0.23037212,-0.15944567,"('insensitive', 'sensitive')",0.31864366,0.33126628,0.0441358,0.0859103,0.0417745
8,-0.5215276,-0.6527216,"('unaffectionate', 'affectionate')",0.90006685,0.6881579,0.1892696,0.0177182,-0.1715514
9,-0.8805803,-0.9304949,"('unaffectionate', 'caring')",1.0150992,0.8629286,0.0672594,-0.0337831,-0.1010425
10,-0.50063795,-0.3927449,"('unsympathetic', 'sympathetic')",-0.65248054,-0.5860291,-0.5765592,-0.489387,0.0871722
11,-0.60162747,-0.58969116,"('unhelpful', 'helpful')",0.61926067,0.6397083,0.0088166,0.0250086,0.016192
12,-0.42191845,-0.3535473,"('unsupportive', 'supportive')",-1.0066037,-0.98111093,-0.7142611,-0.6673291,0.046932
13,-0.6802557,-0.666688,"('impolite', 'polite')",-0.8980213,-0.8548404,-0.7891385,-0.7607642,0.0283743
14,0.16091493,0.2418802,"('antisocial', 'social')",0.6332267,0.6620682,0.3970708,0.4519742,0.0549034
15,0.12880763,0.045836452,"('boring', 'funny')",-0.042689763,-0.13095099,0.0430589,-0.0425573,-0.0856162
16,-0.53679836,-0.4934638,"('unpopular', 'popular')",-0.10574685,-0.18621285,-0.3212726,-0.3398383,-0.0185657
17,-0.16930747,-0.1915135,"('nasty', 'nice')",-0.99035233,-0.9983454,-0.5798299,-0.5949295,-0.0150996
18,-0.89446557,-0.8764205,"('disagreeable', 'welcoming')",-0.86668164,-0.99708545,-0.8805736,-0.936753,-0.0561794
19,-1.3063616,-1.2930669,"('inhospitable', 'hospitable')",-0.45808113,-0.5315752,-0.8822213,-0.912321,-0.0300997
20,0.2280737,0.2273458,"('rough', 'thoughtful')",1.2985092,1.2600169,0.7632915,0.7436814,-0.0196101
21,-0.25057083,-0.18929389,"('immoral', 'moral')",-1.2628009,-1.1993036,-0.7566859,-0.6942987,0.0623872
22,-0.55058926,-0.49434716,"('untrustworthy', 'trustworthy')",-0.4406567,-0.4468186,-0.495623,-0.4705829,0.0250401
23,-0.94573206,-0.9610983,"('insincere', 'sincere')",3.5817122,3.4441905,1.3179901,1.2415462,-0.0764439
24,-0.8031914,-0.7982827,"('dishonest', 'honest')",0.5521289,0.4763697,-0.1255313,-0.1609565,-0.0354252
25,-0.26029044,-0.3049727,"('egoistic', 'altruistic')",1.4804456,1.3502005,0.6100776,0.5226139,-0.0874637
26,0.112545714,0.03734694,"('hardhearted', 'benevolent')",2.7884216,2.686577,1.4504837,1.361962,-0.0885217
27,0.04416818,0.02449983,"('hardhearted', 'softhearted')",0.3971129,0.107769325,0.2206405,0.0661346,-0.1545059
28,-0.11660516,-0.1459376,"('disloyal', 'loyal')",1.0280813,0.9096931,0.4557381,0.3818778,-0.0738603
29,-0.84655005,-0.84879535,"('unfair', 'fair')",-0.5428841,-0.66437405,-0.694717,-0.7565847,-0.0618677
