,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,male-female
46,-1.0754786,-1.059464,"('uncompetitive', 'competitive')",-1.123061,-1.0948236,-0.79165286,-0.8454729,-0.9967308,-0.9999201,0.0031893
21,-1.0414658,-1.0002799,"('immoral', 'moral')",-1.4179449,-1.4210936,-0.7064859,-0.6675383,-1.0552989,-1.0296372,-0.0256617
69,1.0375439,0.9886623,"('lazy', 'industrious')",3.241841,3.16032,-0.5681399,-0.5755352,1.2370817,1.1911491,0.0459326
48,-1.0064847,-1.1975586,"('unintelligent', 'intelligent')",-1.777549,-1.8241589,0.6732534,0.5386586,-0.7035934,-0.8276863,0.1240929
41,-0.97927773,-1.1602011,"('unforgiving', 'forgiving')",-2.132425,-2.1341732,-0.47942922,-0.7742964,-1.1970441,-1.3562236,0.1591795
81,-0.9689494,-0.8834764,"('submissive', 'aggressive')",-0.8284399,-0.61199605,-0.5690422,-0.5671658,-0.7888105,-0.6875461,-0.1012644
13,-0.9663525,-0.9879318,"('impolite', 'polite')",-1.2690345,-1.3430083,-0.8309104,-0.98921794,-1.0220992,-1.1067193,0.0846201
52,-0.95752007,-1.1848435,"('irrational', 'rational')",-0.15175171,-0.36243865,-0.2060419,-0.4176535,-0.4384379,-0.6549786,0.2165407
18,-0.9306799,-1.0900075,"('disagreeable', 'welcoming')",-0.21216416,-0.23052365,-0.8207704,-1.0392618,-0.6545382,-0.7865976,0.1320594
23,-0.92015386,-0.9666816,"('insincere', 'sincere')",-1.4450127,-1.4753982,5.1467047,5.022815,0.9271793,0.8602451,0.0669342
19,-0.90302175,-1.0247189,"('inhospitable', 'hospitable')",-0.37787032,-0.47292137,-0.7314723,-0.81192493,-0.6707881,-0.769855,0.0990669
53,-0.84199977,-0.814924,"('uncreative', 'creative')",-1.3435924,-1.377809,0.24264085,0.07325832,-0.6476504,-0.7064915,0.0588411
28,-0.817731,-0.8621265,"('disloyal', 'loyal')",-1.7553278,-1.8460537,0.72746164,0.5935096,-0.6151991,-0.7048902,0.0896911
54,-0.8100973,-0.70328134,"('incapable', 'capable')",0.33958474,0.29330984,0.56734896,0.64250934,0.0322788,0.0775126,-0.0452338
58,-0.7908913,-0.88820016,"('undiscriminating', 'discriminating')",-0.65361065,-0.6589862,0.086353555,-0.016327132,-0.4527161,-0.5211712,0.0684551
9,-0.7855644,-0.9001319,"('unaffectionate', 'caring')",-1.7578365,-1.8043832,0.8522636,0.59734106,-0.5637124,-0.7023913,0.1386789
62,-0.77512056,-0.6213554,"('incompetent', 'brilliant')",-1.3319007,-1.1749407,0.3016748,0.41818342,-0.6017822,-0.4593709,-0.1424113
82,-0.76072055,-0.6628962,"('poor', 'rich')",-1.4616699,-1.3799994,6.0646243,6.184862,1.2807446,1.3806556,-0.099911
77,-0.7345675,-0.63982624,"('unmotivated', 'motivated')",0.09909972,0.14062646,-0.8627941,-0.7691286,-0.4994206,-0.4227761,-0.0766445
12,-0.7296059,-0.6975794,"('unsupportive', 'supportive')",-1.4764525,-1.39769,-2.0214207,-2.09101,-1.4091597,-1.3954264,-0.0137333
17,-0.7285356,-0.9150262,"('nasty', 'nice')",-0.3490745,-0.48045963,-0.83753175,-1.0243598,-0.6383806,-0.8066152,0.1682346
38,-0.7015407,-0.6001645,"('untruthful', 'truthful')",-1.3384079,-1.2458764,-0.54082525,-0.5205861,-0.8602579,-0.7888757,-0.0713822
36,0.66386354,0.48051533,"('hostile', 'amicable')",0.37301677,0.16184375,-0.2303598,-0.56816816,0.2688402,0.0247303,0.2441099
59,0.6618356,0.5237235,"('foolish', 'wise')",0.96712774,0.7965477,-0.038540494,-0.15929656,0.530141,0.3869916,0.1431494
15,-0.65216935,-0.7652348,"('boring', 'funny')",-0.13368309,-0.22049788,-0.6003082,-0.5850218,-0.4620535,-0.5235848,0.0615313
22,-0.6484437,-0.64364296,"('untrustworthy', 'trustworthy')",-1.4557298,-1.448763,-1.1931669,-1.2951618,-1.0991135,-1.1291893,0.0300758
66,0.6371871,0.56182265,"('inactive', 'active')",1.2823697,1.3091893,0.9218004,0.78974617,0.9471191,0.8869193,0.0601998
1,-0.63190144,-0.6721365,"('unfriendly', 'friendly')",-1.4724137,-1.4929361,0.8303911,0.55683875,-0.4246413,-0.536078,0.1114367
76,-0.60806054,-0.5146603,"('anxious', 'daring')",-0.38101107,-0.3197538,-0.061561096,0.08912387,-0.3502109,-0.2484301,-0.1017808
78,-0.5978443,-0.48491463,"('nonresilient', 'resilient')",0.14197147,0.113068424,0.3920736,0.3320093,-0.0212664,-0.013279,-0.0079874
7,-0.5977414,-0.5988426,"('insensitive', 'sensitive')",-1.3715909,-1.3149115,0.3797199,0.16690801,-0.5298707,-0.582282,0.0524113
2,0.57828236,0.58024716,"('unlikable', 'likable')",0.4300836,0.49906066,0.4864534,0.548094,0.4982731,0.5424673,-0.0441942
49,-0.55840135,-0.6374786,"('unable', 'able')",-0.35869348,-0.49267057,-0.5658103,-0.55709046,-0.4943017,-0.5624132,0.0681115
72,0.5538813,0.67431736,"('unambitious', 'ambitious')",-1.7283472,-1.5840559,-0.70992506,-0.6128078,-0.6281303,-0.5075154,-0.1206149
84,0.52059877,0.50512004,"('inferior', 'superior')",1.5303555,1.4392353,1.044365,1.1026008,1.0317731,1.015652,0.0161211
51,-0.5082375,-0.5217308,"('uneducated', 'educated')",-0.8669385,-0.8184373,0.5713233,0.45223013,-0.2679509,-0.2959793,0.0280284
31,-0.4829579,-0.6119088,"('evil', 'good')",0.41010994,0.28548756,-1.2463942,-1.5368066,-0.4397474,-0.6210759,0.1813285
39,-0.4655007,-0.4429061,"('exploitative', 'cooperative')",-0.35314783,-0.3665641,0.12770423,0.17218229,-0.2303148,-0.2124293,-0.0178855
24,0.46258393,0.4223958,"('dishonest', 'honest')",-1.4741743,-1.4031177,0.21061935,0.15097824,-0.2669903,-0.2765812,0.0095909
47,-0.428598,-0.5920114,"('stupid', 'smart')",-0.24763957,-0.40075168,5.2506733,5.08018,1.5248119,1.3624724,0.1623395
88,-0.42311323,-0.44932634,"('low', 'eminent')",-0.29179817,-0.28051898,-0.53435254,-0.59898436,-0.4164213,-0.4429432,0.0265219
35,0.41012782,0.516054,"('corrupt', 'incorrupt')",1.3520085,1.2753278,-0.58449817,-0.5949579,0.392546,0.398808,-0.006262
44,0.41001296,0.6281623,"('prejudiced', 'unprejudiced')",1.0347623,1.1537235,-1.3418618,-1.0220177,0.0343045,0.2532894,-0.2189849
80,0.39734092,0.42595538,"('dominated', 'dominating')",-0.45766684,-0.40121895,-0.5100907,-0.42500943,-0.1901389,-0.1334243,-0.0567146
34,-0.35780346,-0.4536563,"('mean', 'honorable')",-0.9308843,-0.9477841,5.216997,5.1823397,1.3094365,1.2602998,0.0491367
61,-0.35150537,-0.36485705,"('illogical', 'logical')",0.21578601,0.16845462,0.54865366,0.41701192,0.1376448,0.0735365,0.0641083
56,-0.35051927,-0.26721618,"('impractical', 'practical')",-0.4626985,-0.5048321,-0.8964537,-0.6852481,-0.5698905,-0.4857655,-0.084125
33,0.34574738,0.17956904,"('wrong', 'right')",1.697653,1.6093082,-0.75643235,-0.94338274,0.4289894,0.2818315,0.1471579
68,-0.33196384,-0.38962817,"('dependent', 'independent')",-0.3434136,-0.39755872,-0.6497026,-0.7185991,-0.4416933,-0.5019286,0.0602353
83,-0.32583487,-0.41042036,"('powerless', 'powerful')",0.25002515,0.20152108,-0.9179924,-0.83462405,-0.3312674,-0.3478411,0.0165737
29,-0.31344682,-0.33042142,"('unfair', 'fair')",0.4512792,0.3674988,-0.18968564,-0.24035531,-0.0172844,-0.0677593,0.0504749
3,-0.30037433,-0.4204975,"('repellent', 'pleasant')",-0.95389676,-0.9757241,0.9264603,0.7997921,-0.1092702,-0.1988098,0.0895396
75,0.266887,0.39753205,"('meek', 'impulsive')",0.058466047,0.21440768,-0.4647817,-0.34563497,-0.0464762,0.0887683,-0.1352445
20,-0.26098695,-0.27598295,"('rough', 'thoughtful')",-0.5367486,-0.6656818,1.0368853,0.90776837,0.0797166,-0.0112988,0.0910154
16,-0.24177183,-0.34723398,"('unpopular', 'popular')",0.99541163,0.89255303,0.39848876,0.23356234,0.3840429,0.2596271,0.1244158
74,-0.24086384,-0.12589973,"('undedicated', 'dedicated')",-0.8965008,-0.79058003,-0.41270587,-0.39487308,-0.5166902,-0.4371176,-0.0795726
67,0.17191537,0.13535911,"('doubtful', 'determined')",1.0964831,1.0128473,-0.58958554,-0.42598784,0.226271,0.2407395,-0.0144685
87,0.15227962,0.030870536,"('unsuccessful', 'successful')",1.1786892,1.1337206,1.139275,1.0713048,0.8234146,0.7452987,0.0781159
64,0.14474264,0.15686628,"('shy', 'confident')",0.24347636,0.27207124,-6.0513415,-5.809721,-1.8877076,-1.7935945,-0.0941131
50,-0.14437044,-0.29233032,"('clumsy', 'skillful')",1.3144286,1.1925802,0.39658952,0.30902377,0.5222159,0.4030912,0.1191247
4,-0.13112828,-0.18632723,"('disliked', 'liked')",-0.09620406,-0.09227413,-6.544435,-6.6602426,-2.2572557,-2.3129479,0.0556922
37,-0.123982504,-0.16744347,"('fake', 'genuine')",-0.38011956,-0.44067544,0.103777796,0.04456221,-0.1334414,-0.1878522,0.0544108
6,-0.10601713,-0.020928686,"('distant', 'open')",0.53200305,0.49909753,-0.7445154,-0.7269344,-0.1061765,-0.0829218,-0.0232547
42,-0.06259894,-0.047427922,"('unreliable', 'reliable')",-0.2641523,-0.15863904,-2.7368813,-2.6603296,-1.0212108,-0.9554655,-0.0657453
85,-0.05322835,-0.23698436,"('insignificant', 'prestigious')",1.367117,1.2839406,-0.124597386,-0.39969587,0.3964304,0.2157534,0.180677
25,0.038764995,0.04822328,"('egoistic', 'altruistic')",0.61028314,0.6126982,1.1602784,1.1497369,0.6031089,0.6035528,-0.0004439
32,-0.03651668,-0.07138668,"('unkind', 'kind')",-0.98547304,-0.9681532,0.65444,0.4652046,-0.1225166,-0.1914451,0.0689285
40,-0.027425066,-0.14088848,"('stingy', 'generous')",-0.8538962,-0.7578193,-1.9166783,-2.2467265,-0.9326665,-1.0484781,0.1158116
26,-0.02085119,-0.14455268,"('hardhearted', 'benevolent')",-0.30294937,-0.3399748,1.2801703,1.080404,0.3187899,0.1986255,0.1201644
71,0.019835997,0.004608527,"('diffident', 'self-confident')",0.87294054,0.75631046,0.3520458,0.29248884,0.4149408,0.3511359,0.0638049
5,-0.01648402,0.10417464,"('distant', 'outgoing')",1.1913954,1.1805416,-0.91017747,-0.78132474,0.0882446,0.1677972,-0.0795526
79,0.009457532,-0.004411895,"('wavering', 'unwavering')",1.0360798,0.910023,-0.62270755,-0.6735148,0.1409433,0.0773654,0.0635779
27,0.00865311,-0.041316807,"('hardhearted', 'softhearted')",-1.6740986,-1.5889702,1.0710742,0.7558109,-0.1981237,-0.291492,0.0933683
