,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
26,1.798162,1.4629416,"('hardhearted', 'benevolent')",2.0609658,1.9558747,1.9295639,1.7094082,0.2201557
56,1.4797646,1.418288,"('impractical', 'practical')",-0.099446654,-0.31630722,0.690159,0.5509904,0.1391686
88,-1.4078727,-1.112262,"('low', 'eminent')",-0.6744501,-0.61436564,-1.0411614,-0.8633138,-0.1778476
16,-1.338622,-1.2040944,"('unpopular', 'popular')",0.04602653,0.1875766,-0.6462977,-0.5082589,-0.1380388
44,-1.3222806,-1.1352477,"('prejudiced', 'unprejudiced')",-1.3642039,-1.2914188,-1.3432423,-1.2133332,-0.1299091
39,1.20888,1.3227422,"('exploitative', 'cooperative')",0.571606,0.5751263,0.8902429,0.9489343,-0.0586914
14,1.1166008,0.9368651,"('antisocial', 'social')",0.035470784,-0.21329594,0.5760357,0.3617846,0.2142511
41,1.100822,1.0504653,"('unforgiving', 'forgiving')",0.07491913,-0.13509096,0.5878705,0.4576872,0.1301833
68,-1.080361,-0.8549834,"('dependent', 'independent')",-0.9645334,-0.8582547,-1.0224472,-0.856619,-0.1658282
2,1.0043615,1.0160074,"('unlikable', 'likable')",0.33852294,0.32754073,0.6714422,0.6717741,-0.0003319
42,0.9691608,0.9198223,"('unreliable', 'reliable')",-2.8601084,-3.076421,-0.9454738,-1.0782994,0.1328256
12,0.90751785,1.0337195,"('unsupportive', 'supportive')",-2.2787266,-2.3075569,-0.6856043,-0.6369187,-0.0486856
74,0.90331423,0.7547354,"('undedicated', 'dedicated')",-0.14628972,-0.39908847,0.3785123,0.1778235,0.2006888
31,-0.89967114,-0.914935,"('evil', 'good')",-1.1651524,-1.062474,-1.0324118,-0.9887045,-0.0437073
29,-0.86651844,-0.92063475,"('unfair', 'fair')",-0.44272375,-0.5121451,-0.6546211,-0.7163899,0.0617688
63,0.8158505,1.0451263,"('unperceptive', 'insightful')",0.6842402,0.5802108,0.7500454,0.8126686,-0.0626232
82,-0.79903644,-0.9099896,"('poor', 'rich')",6.789482,6.784879,2.9952228,2.9374447,0.0577781
48,-0.7985066,-0.72966945,"('unintelligent', 'intelligent')",0.56934905,0.6963012,-0.1145788,-0.0166841,-0.0978947
52,-0.79296315,-0.76996356,"('irrational', 'rational')",-0.44740307,-0.33526462,-0.6201831,-0.5526141,-0.067569
43,0.7425305,0.6941149,"('irresponsible', 'responsible')",0.6194978,0.51792854,0.6810142,0.6060218,0.0749924
30,0.7247535,0.79381555,"('intolerant', 'tolerant')",0.5154929,0.4869857,0.6201232,0.6404006,-0.0202774
40,0.6999419,0.4754897,"('stingy', 'generous')",-1.8285264,-2.069626,-0.5642923,-0.7970682,0.2327759
20,0.69572467,0.64936614,"('rough', 'thoughtful')",1.0210793,1.0369862,0.858402,0.8431762,0.0152258
73,0.69084984,0.6191121,"('helpless', 'self-reliant')",-3.6539962,-3.6561701,-1.4815732,-1.5185291,0.0369559
23,0.6598312,0.6015888,"('insincere', 'sincere')",6.53689,6.462485,3.5983605,3.5320368,0.0663237
75,-0.6415394,-0.6359008,"('meek', 'impulsive')",-0.6074646,-0.67928374,-0.624502,-0.6575923,0.0330903
15,-0.6334176,-0.52040553,"('boring', 'funny')",-0.37202528,-0.3772215,-0.5027214,-0.4488135,-0.0539079
7,0.60819453,0.51368964,"('insensitive', 'sensitive')",0.89881074,0.6411165,0.7535026,0.5774031,0.1760995
83,0.571699,0.47599646,"('powerless', 'powerful')",-0.7426717,-0.88452405,-0.0854864,-0.2042638,0.1187774
80,0.5671942,0.6965968,"('dominated', 'dominating')",-0.47629875,-0.4703875,0.0454477,0.1131047,-0.067657
81,0.56017935,0.86865526,"('submissive', 'aggressive')",-0.41140157,-0.40017354,0.0743889,0.2342409,-0.159852
18,-0.55578566,-0.52121735,"('disagreeable', 'welcoming')",-0.7102404,-0.7251968,-0.633013,-0.6232071,-0.0098059
77,0.5491894,0.6261499,"('unmotivated', 'motivated')",-1.0909868,-1.0175533,-0.2708987,-0.1957017,-0.075197
9,0.5364757,0.32493293,"('unaffectionate', 'caring')",1.3396931,1.3193179,0.9380844,0.8221254,0.115959
60,0.5192429,0.78512824,"('inefficient', 'efficient')",0.24022615,0.31481528,0.3797345,0.5499718,-0.1702373
49,-0.5159488,-0.50276834,"('unable', 'able')",-0.33753783,-0.2778557,-0.4267433,-0.390312,-0.0364313
36,-0.5063665,-0.93796045,"('hostile', 'amicable')",-0.4520052,-0.5373189,-0.4791858,-0.7376397,0.2584539
33,0.49304128,0.65795636,"('wrong', 'right')",-0.7715509,-0.6247865,-0.1392548,0.0165849,-0.1558397
50,-0.48935696,-0.3851149,"('clumsy', 'skillful')",-0.073899135,0.08155367,-0.281628,-0.1517806,-0.1298474
71,0.46390766,0.35040364,"('diffident', 'self-confident')",0.6012752,0.5226296,0.5325915,0.4365166,0.0960749
51,-0.46075878,-0.30504835,"('uneducated', 'educated')",0.16713911,0.27558905,-0.1468098,-0.0147296,-0.1320802
4,-0.45611665,-0.629111,"('disliked', 'liked')",-7.611245,-7.8022923,-4.0336809,-4.2157016,0.1820207
46,0.4343885,0.35373783,"('uncompetitive', 'competitive')",-0.7468269,-0.9777539,-0.1562192,-0.312008,0.1557888
58,0.4333808,0.17954862,"('undiscriminating', 'discriminating')",0.15100232,-0.019919273,0.2921916,0.0798147,0.2123769
61,0.4282116,0.41333666,"('illogical', 'logical')",0.70508224,0.66374946,0.5666469,0.538543,0.0281039
78,0.41028872,0.28526542,"('nonresilient', 'resilient')",-0.22918236,-0.22856684,0.0905532,0.0283493,0.0622039
53,-0.4002161,-0.7339642,"('uncreative', 'creative')",0.40363136,0.19794329,0.0017076,-0.2680105,0.2697181
70,0.39350465,0.4512957,"('lethargic', 'energetic')",0.665657,0.43759573,0.5295808,0.4444457,0.0851351
24,-0.37535614,-0.25602233,"('dishonest', 'honest')",0.8286446,0.79132164,0.2266442,0.2676497,-0.0410055
45,-0.37352327,-0.49322718,"('incompetent', 'competent')",0.2835313,0.015686821,-0.044996,-0.2387702,0.1937742
66,0.3644908,0.08786058,"('inactive', 'active')",0.57280964,0.48815265,0.4686502,0.2880066,0.1806436
35,-0.35933128,-0.59463817,"('corrupt', 'incorrupt')",-0.73093164,-0.7671034,-0.5451314,-0.6808708,0.1357394
27,0.3026273,0.25307727,"('hardhearted', 'softhearted')",1.3385706,1.2461046,0.820599,0.7495909,0.0710081
57,-0.3011949,-0.6038436,"('unimaginative', 'imaginative')",-3.0997787,-3.3243399,-1.7004868,-1.9640918,0.263605
11,-0.28761804,-0.12424903,"('unhelpful', 'helpful')",2.1306825,2.065599,0.9215322,0.970675,-0.0491428
79,-0.28742334,-0.4879318,"('wavering', 'unwavering')",-0.5801827,-0.5069229,-0.433803,-0.4974273,0.0636243
47,0.25972223,0.3053018,"('stupid', 'smart')",5.694215,5.72735,2.9769685,3.016326,-0.0393575
72,0.24138045,0.3927344,"('unambitious', 'ambitious')",-0.11561619,-0.04700606,0.0628821,0.1728642,-0.1099821
54,0.23885909,0.3171292,"('incapable', 'capable')",0.9036906,1.000663,0.5712748,0.6588961,-0.0876213
38,0.21556008,0.25677612,"('untruthful', 'truthful')",-0.16048132,-0.09963028,0.0275394,0.0785729,-0.0510335
62,0.21518776,0.4656476,"('incompetent', 'brilliant')",0.7557259,0.76864743,0.4854568,0.6171475,-0.1316907
10,-0.21367012,-0.21057197,"('unsympathetic', 'sympathetic')",0.046896283,-0.05597118,-0.0833869,-0.1332716,0.0498847
