,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
45,-1.0989504,-1.3104812,"('incompetent', 'competent')",0.15191567,-0.20394392,-0.4735174,-0.7572126,0.2836952
63,-1.0520173,-1.1601586,"('unperceptive', 'insightful')",1.528276,1.0195093,0.2381293,-0.0703247,0.308454
72,-0.9776331,-0.9373927,"('unambitious', 'ambitious')",-0.5847242,-0.82152325,-0.7811787,-0.879458,0.0982793
42,0.91691494,0.9244626,"('unreliable', 'reliable')",-2.4442337,-2.5783074,-0.7636594,-0.8269224,0.063263
64,0.8472506,1.0307161,"('shy', 'confident')",-6.219788,-6.432794,-2.6862688,-2.7010391,0.0147703
39,0.8328149,1.0774293,"('exploitative', 'cooperative')",-0.12247083,0.115339674,0.355172,0.5963845,-0.2412125
6,-0.81947446,-0.5378976,"('distant', 'open')",0.4020601,0.721143,-0.2087072,0.0916227,-0.3003299
50,0.81429964,0.77341896,"('clumsy', 'skillful')",0.60063064,0.59207124,0.7074652,0.6827451,0.0247201
87,0.81223834,0.58851695,"('unsuccessful', 'successful')",1.0666848,0.93473035,0.9394616,0.7616236,0.177838
12,-0.8003575,-0.63996047,"('unsupportive', 'supportive')",-1.332179,-1.4953701,-1.0662682,-1.0676653,0.0013971
59,0.7945331,0.98942816,"('foolish', 'wise')",0.5403822,0.7445708,0.6674576,0.8669995,-0.1995419
46,-0.7845779,-0.89557415,"('uncompetitive', 'competitive')",-0.6496467,-0.96184605,-0.7171123,-0.9287101,0.2115978
40,0.7516953,0.74557954,"('stingy', 'generous')",-1.0120921,-1.0859851,-0.1301984,-0.1702028,0.0400044
41,-0.74321705,-0.5728583,"('unforgiving', 'forgiving')",-0.11184069,0.0061965985,-0.4275289,-0.2833308,-0.1441981
27,-0.72867227,-0.5034388,"('hardhearted', 'softhearted')",1.3481917,1.7614286,0.3097597,0.6289949,-0.3192352
82,-0.7276863,-1.0296377,"('poor', 'rich')",6.071334,5.7190704,2.6718237,2.3447163,0.3271074
52,-0.7219922,-0.38922206,"('irrational', 'rational')",-0.023134975,0.44097206,-0.3725636,0.025875,-0.3984386
67,0.7163001,0.70778936,"('doubtful', 'determined')",-0.43570897,-0.50391835,0.1402956,0.1019355,0.0383601
4,0.70566815,0.6758286,"('disliked', 'liked')",-5.696857,-6.004236,-2.4955945,-2.6642039,0.1686094
7,-0.69097435,-0.7910236,"('insensitive', 'sensitive')",0.8634793,0.6399883,0.0862525,-0.0755177,0.1617702
21,-0.68960434,-0.84390444,"('immoral', 'moral')",-0.54546696,-0.717472,-0.6175357,-0.7806882,0.1631525
18,-0.68942106,-0.4097012,"('disagreeable', 'welcoming')",-0.47721493,-0.19700113,-0.583318,-0.3033512,-0.2799668
24,-0.6752082,-0.68161386,"('dishonest', 'honest')",0.68282086,0.58724517,0.0038063,-0.0471843,0.0509906
84,0.6615208,0.57931685,"('inferior', 'superior')",1.0749497,0.9346054,0.8682352,0.7569611,0.1112741
65,-0.65153956,-0.7810899,"('insecure', 'secure')",-0.46735695,-0.83220035,-0.5594482,-0.8066452,0.247197
31,-0.6031701,-0.2098651,"('evil', 'good')",-1.0139084,-0.6404135,-0.8085393,-0.4251393,-0.3834
13,-0.5912423,-0.676549,"('impolite', 'polite')",-0.31720018,-0.5422762,-0.4542212,-0.6094126,0.1551914
60,-0.5812601,-0.8801182,"('inefficient', 'efficient')",0.43278795,-0.09452549,-0.0742361,-0.4873219,0.4130858
5,-0.5722008,-0.40900177,"('distant', 'outgoing')",-0.013147328,0.08466178,-0.2926741,-0.16217,-0.1305041
54,-0.5521481,-0.3706733,"('incapable', 'capable')",1.1228828,1.1649297,0.2853674,0.3971282,-0.1117608
62,-0.5470347,-0.7701886,"('incompetent', 'brilliant')",0.8572794,0.24817741,0.1551224,-0.2610056,0.416128
3,-0.5133169,-0.5120801,"('repellent', 'pleasant')",-0.29779232,-0.3585733,-0.4055546,-0.4353267,0.0297721
32,-0.4785504,-0.5309615,"('unkind', 'kind')",0.6290082,0.6537521,0.0752289,0.0613953,0.0138336
20,0.47242534,0.41437137,"('rough', 'thoughtful')",1.27697,1.4172887,0.8746977,0.91583,-0.0411323
15,-0.45671442,-0.42924744,"('boring', 'funny')",0.5022312,0.562776,0.0227584,0.0667643,-0.0440059
76,0.42246532,0.25966105,"('anxious', 'daring')",0.44545925,0.19570234,0.4339623,0.2276817,0.2062806
51,-0.4174876,-0.693494,"('uneducated', 'educated')",0.66470945,0.3452735,0.1236109,-0.1741103,0.2977212
77,-0.41633204,-0.48311865,"('unmotivated', 'motivated')",-0.7989781,-1.111636,-0.607655,-0.7973773,0.1897223
49,-0.40678075,-0.5339746,"('unable', 'able')",0.048497036,-0.19157912,-0.1791418,-0.3627768,0.183635
25,-0.38040152,-0.09576279,"('egoistic', 'altruistic')",1.4255085,1.7675642,0.5225535,0.8359007,-0.3133472
79,-0.36045125,-0.32035804,"('wavering', 'unwavering')",0.091045916,-0.005287595,-0.1347027,-0.1628228,0.0281201
80,0.3440802,0.15755731,"('dominated', 'dominating')",-1.1380659,-1.3415073,-0.3969929,-0.591975,0.1949821
71,0.32441124,0.26048473,"('diffident', 'self-confident')",0.68266463,0.70423895,0.503538,0.4823619,0.0211761
83,-0.31295303,-0.40618962,"('powerless', 'powerful')",-0.59488344,-0.8646243,-0.4539182,-0.635407,0.1814888
47,0.28948736,0.20167725,"('stupid', 'smart')",5.2988415,5.238418,2.7941644,2.7200477,0.0741167
66,-0.2879692,-0.03286152,"('inactive', 'active')",0.8367045,1.1754841,0.2743676,0.5713113,-0.2969437
74,-0.2723482,-0.22284067,"('undedicated', 'dedicated')",0.12709756,0.19127278,-0.0726253,-0.0157839,-0.0568414
16,0.2708363,0.23303922,"('unpopular', 'popular')",0.69868183,0.66266876,0.4847591,0.447854,0.0369051
2,0.26225993,0.41790566,"('unlikable', 'likable')",0.6586142,0.83122224,0.4604371,0.6245639,-0.1641268
17,0.24358259,0.26880664,"('nasty', 'nice')",-0.55682015,-0.50015986,-0.1566188,-0.1156766,-0.0409422
70,-0.23987421,-0.4485405,"('lethargic', 'energetic')",0.8631831,0.43655896,0.3116544,-0.0059908,0.3176452
36,-0.23203015,-0.008173663,"('hostile', 'amicable')",-0.13185576,0.26421547,-0.181943,0.1280209,-0.3099639
78,-0.21802558,-0.43764716,"('nonresilient', 'resilient')",0.7357842,0.44282144,0.2588793,0.0025871,0.2562922
75,0.18662047,0.03517276,"('meek', 'impulsive')",-0.18411817,-0.34960306,0.0012512,-0.1572151,0.1584663
29,0.17781147,0.022582028,"('unfair', 'fair')",-0.6366318,-0.57963717,-0.2294102,-0.2785276,0.0491174
88,-0.16648893,-0.21043727,"('low', 'eminent')",0.37926376,0.34042785,0.1063874,0.0649953,0.0413921
85,0.15601623,0.50416243,"('insignificant', 'prestigious')",0.571892,1.1218097,0.3639541,0.8129861,-0.449032
26,-0.15157512,0.17934787,"('hardhearted', 'benevolent')",1.4889439,2.0272007,0.6686844,1.1032743,-0.4345899
22,-0.15074316,-0.20910446,"('untrustworthy', 'trustworthy')",-0.8334135,-0.95811534,-0.4920783,-0.5836099,0.0915316
33,0.14735682,0.34124693,"('wrong', 'right')",-0.3119468,-0.01633649,-0.082295,0.1624552,-0.2447502
34,-0.12897821,-0.3062817,"('mean', 'honorable')",5.854029,5.60359,2.8625255,2.6486542,0.2138713
30,-0.09114878,-0.10246624,"('intolerant', 'tolerant')",1.3673499,1.3190265,0.6381006,0.6082801,0.0298205
68,-0.0797656,-0.24611416,"('dependent', 'independent')",-0.16334453,-0.45246,-0.1215551,-0.3492871,0.227732
14,0.07850719,-0.0729697,"('antisocial', 'social')",-0.5469504,-0.77310437,-0.2342216,-0.423037,0.1888154
56,-0.067878306,-0.43871105,"('impractical', 'practical')",0.27180126,-0.27361625,0.1019615,-0.3561637,0.4581252
37,-0.030003298,-0.06686149,"('fake', 'genuine')",0.56823635,0.6790712,0.2691165,0.3061048,-0.0369883
81,-0.007168021,-0.408334,"('submissive', 'aggressive')",-0.3456468,-1.0143666,-0.1764074,-0.7113503,0.5349429
