,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
42,1.6822662,1.7216375,"('unreliable', 'reliable')",1.3732998,1.4236988,1.5869178,1.6862019,1.5053604,1.7219883,-2.583798,-2.4099307,0.7128093,0.8287191,-0.1159098
1,-1.5863352,-1.2754302,"('unfriendly', 'friendly')",1.3423172,1.2091849,-1.3004115,-1.3694191,-0.9061345,-0.8107622,1.8887424,1.7658281,-0.1123643,-0.0961197,-0.0162446
31,-1.2482815,-1.1201538,"('evil', 'good')",-0.53202266,-0.69194734,-2.8907645,-2.9078405,-2.224589,-2.1410823,-1.2484536,-1.4125366,-1.6288223,-1.6547121,0.0258898
60,1.2444546,0.9691369,"('inefficient', 'efficient')",-0.722927,-0.54459083,3.1622396,3.1338239,1.8705368,1.606789,0.08993038,0.31398708,1.1288469,1.0958292,0.0330177
8,-1.1879125,-0.9015525,"('unaffectionate', 'affectionate')",0.7168352,0.60282665,-1.425777,-1.4900513,-1.737575,-1.6033232,0.6738948,0.6673085,-0.5921069,-0.5449584,-0.0471485
2,1.1231087,1.5339407,"('unlikable', 'likable')",2.059578,2.19961,1.5871594,1.7110937,1.5121553,1.8294445,0.65917635,0.9278737,1.3882356,1.6403925,-0.2521569
36,-1.1230874,-0.8699807,"('hostile', 'amicable')",0.96812445,0.80352783,-1.9078132,-1.9869543,-1.3727276,-1.2422866,0.038573764,-0.015696198,-0.679386,-0.662278,-0.017108
16,-1.0746291,-0.74406785,"('unpopular', 'popular')",-0.49371994,-0.4143709,-0.32558632,-0.20126665,-0.9490063,-0.53333104,0.54558957,0.5791144,-0.4594705,-0.2627844,-0.1966861
35,-1.0360676,-0.9427503,"('corrupt', 'incorrupt')",0.0057668164,-0.18602322,-2.4403193,-2.47593,-0.9644191,-1.0557017,-0.36949003,-0.5223064,-0.9609059,-1.0365423,0.0756364
6,-0.98699665,-0.8996379,"('distant', 'open')",0.5969989,0.4560376,-2.104074,-2.1789856,-1.215183,-1.269795,0.30730525,0.22477922,-0.6803899,-0.7335203,0.0531304
76,0.9480642,0.80637825,"('anxious', 'daring')",-0.30085516,-0.23702939,1.9809638,2.0144002,1.5311798,1.4857816,0.30683756,0.4591263,0.8932381,0.9057314,-0.0124933
67,0.94121313,1.0221364,"('doubtful', 'determined')",0.4166843,0.5303555,0.21401393,0.3471401,0.885545,0.99151707,-0.71326727,-0.5324982,0.3488378,0.4717302,-0.1228924
70,0.93618774,0.9971182,"('lethargic', 'energetic')",0.049135655,0.11727373,2.761476,2.7156715,1.6489867,1.6598552,1.3882724,1.373518,1.3568117,1.3726873,-0.0158756
56,0.9247787,1.0821661,"('impractical', 'practical')",0.6379459,0.9448809,1.428498,1.5736163,1.6372284,1.7870148,-0.37813878,-0.11339408,0.8500624,1.0548568,-0.2047944
25,-0.9005539,-0.7060383,"('egoistic', 'altruistic')",0.17824443,-0.031489648,1.0537537,0.9823592,-1.1671145,-1.0013157,1.3119642,1.2409836,0.0952588,0.0968998,-0.001641
52,-0.86970633,-0.6646383,"('irrational', 'rational')",1.2608209,1.0885283,-0.348817,-0.43100563,-1.179256,-0.96930546,-0.19838187,-0.24537258,-0.2670681,-0.2443587,-0.0227094
39,0.8511254,0.7897875,"('exploitative', 'cooperative')",0.84487915,0.8849736,0.8251333,0.7808052,1.0140897,0.91819155,0.119762555,0.14322805,0.7309981,0.7033972,0.0276009
21,0.8299535,0.66905427,"('immoral', 'moral')",0.43786538,0.67572236,2.161392,2.2293005,1.4883175,1.4904248,-0.6007936,-0.4122929,0.8633469,0.9304418,-0.0670949
78,-0.8187223,-0.9128444,"('nonresilient', 'resilient')",0.4499338,0.44940376,1.9703765,1.911086,-0.6704511,-0.7459018,0.2692668,0.13061589,0.2400807,0.1664719,0.0736088
26,-0.8139012,-0.4606009,"('hardhearted', 'benevolent')",1.5620247,1.6180936,0.18676387,0.12592366,-0.1623901,-0.06434332,1.8979504,1.8926183,0.5340896,0.6223382,-0.0882486
81,0.8040994,0.8260209,"('submissive', 'aggressive')",0.48430455,0.65887153,1.8383863,1.9479648,0.84548,1.0784004,-1.0323551,-0.8420562,0.587983,0.7338402,-0.1458572
32,0.7699288,0.90410733,"('unkind', 'kind')",0.24660447,0.35436502,1.197316,1.325661,1.4876935,1.6105983,1.4689382,1.6466261,1.0340962,1.1682715,-0.1341753
74,0.7524795,0.7422308,"('undedicated', 'dedicated')",0.671852,0.77909124,1.315001,1.2816719,0.77339566,0.7500858,0.37503967,0.41342714,0.7775536,0.7933013,-0.0157477
9,-0.74665874,-0.6683863,"('unaffectionate', 'caring')",1.4207119,1.3294793,0.3382499,0.21596344,-0.9015275,-0.88401514,1.4239376,1.3889102,0.3069426,0.2763903,0.0305523
59,-0.7014672,-0.32141718,"('foolish', 'wise')",1.3540374,1.2366002,-1.1152653,-1.1456028,-0.2718194,-0.17026755,0.19764163,0.1609886,-0.1073746,-0.0479398,-0.0594348
87,0.68312883,0.98063433,"('unsuccessful', 'successful')",1.0677788,1.1266406,1.4160305,1.448262,0.8482911,1.0746182,0.4192703,0.47524893,0.8868999,1.0210808,-0.1341809
4,-0.67278177,-0.29400444,"('disliked', 'liked')",0.14177595,0.26059884,-1.2258693,-1.0690615,-0.8383719,-0.35182592,-6.0933766,-6.0578675,-1.7377247,-1.5024321,-0.2352926
5,-0.66565007,-0.5972909,"('distant', 'outgoing')",1.066578,1.0097218,-1.9851475,-1.9829146,-1.2430811,-1.251609,-0.5057269,-0.5637317,-0.6666055,-0.6771648,0.0105593
7,0.664275,0.63718337,"('insensitive', 'sensitive')",0.4055249,0.46780935,1.1651919,1.1741413,1.1258085,1.053768,1.2591422,1.2406402,0.9239885,0.9147084,0.0092801
68,-0.6552432,-0.8515562,"('dependent', 'independent')",-2.2607229,-2.2051492,0.14946312,0.1349312,-0.38211304,-0.46902412,-0.39620328,-0.5173936,-0.7089638,-0.7816384,0.0726746
51,0.6231202,0.7491013,"('uneducated', 'educated')",-0.40161145,-0.21442229,1.8348956,1.9628994,0.14601395,0.47415948,0.487955,0.5257938,0.5380747,0.6995063,-0.1614316
66,0.6125033,0.44452244,"('inactive', 'active')",1.88462,1.7679137,0.88690907,0.8454455,0.48358557,0.38062745,1.1827378,1.0038335,1.0100712,0.8884686,0.1216026
63,0.61050534,0.7758279,"('unperceptive', 'insightful')",0.90053356,1.0055197,3.0515113,3.0456867,0.66029924,0.7946866,1.2482883,1.2321342,1.2942275,1.3707711,-0.0765436
13,0.57455814,0.6365897,"('impolite', 'polite')",-0.038817815,0.07856859,1.7293035,1.7734954,0.614051,0.65638864,-0.12482984,0.045373753,0.550853,0.6380832,-0.0872302
11,0.561763,0.8062126,"('unhelpful', 'helpful')",-0.012280736,0.19501339,2.3330667,2.4575834,0.15846762,0.39852446,2.0092669,2.1066427,1.0100567,1.1927954,-0.1827387
62,0.5332339,0.7284083,"('incompetent', 'brilliant')",-0.23745117,0.035121515,2.3225844,2.4001272,0.4806418,0.67859733,0.2267691,0.4248777,0.6651556,0.8534264,-0.1882708
20,-0.5281052,-0.80148554,"('rough', 'thoughtful')",-0.03314188,-0.0143532315,0.31898198,0.2996624,0.006330963,-0.31222734,0.9886267,0.9596166,0.1505385,0.0262426,0.1242959
12,0.525445,0.6610479,"('unsupportive', 'supportive')",1.1241497,1.2466409,1.9310323,1.9255332,-0.3866682,-0.20860916,-1.4615018,-1.4724345,0.3464914,0.4304357,-0.0839443
22,0.51627755,0.47672975,"('untrustworthy', 'trustworthy')",-0.6731981,-0.6512725,1.0505202,1.0158647,0.9394933,0.90358484,-0.7993177,-0.74717456,0.206755,0.1995465,0.0072085
80,0.49225098,0.29581776,"('dominated', 'dominating')",-0.31432885,-0.3170482,2.5049956,2.5128806,1.4509289,1.2748871,-1.4654,-1.5044018,0.5336893,0.4524271,0.0812622
86,-0.46724293,-0.49852908,"('uninfluential', 'influential')",-0.85991824,-0.7647979,1.2260243,1.1014888,-0.8352226,-0.80606174,0.06975462,0.0014123805,-0.173321,-0.1932975,0.0199765
61,0.4546304,0.11992896,"('illogical', 'logical')",1.6528215,1.6638687,1.5449959,1.4066231,0.68823224,0.42423576,0.6157292,0.47516826,0.9912819,0.8179649,0.173317
41,-0.45095727,-0.03508298,"('unforgiving', 'forgiving')",0.7419077,0.96024597,0.20889938,0.32133052,0.08471233,0.36265138,-0.214345,-0.052093513,0.0740434,0.3114103,-0.2373669
38,-0.44269934,-0.124311864,"('untruthful', 'truthful')",0.9208478,1.0508001,0.2161393,0.35877052,-0.45224276,-0.19838005,0.0010325024,0.07278449,0.0486155,0.2319327,-0.1833172
73,0.44137183,0.4242512,"('helpless', 'self-reliant')",1.3683883,1.2985647,-1.3010246,-1.250029,-0.11137557,-0.031677775,-3.554012,-3.5313282,-0.6313304,-0.6180438,-0.0132866
49,-0.4389012,-0.21484947,"('unable', 'able')",-1.3457842,-1.086876,0.50442785,0.63174266,-0.48292583,-0.17321676,-0.4564717,-0.23964301,-0.443931,-0.2165685,-0.2273625
88,-0.43790698,0.19182035,"('low', 'eminent')",-0.22312354,-0.06860218,-0.1749732,0.018490173,-0.45940518,0.100286566,0.53064346,0.7086519,-0.1529531,0.1901294,-0.3430825
28,-0.41627863,-0.55568033,"('disloyal', 'loyal')",0.39121723,0.36016357,0.70147943,0.6427235,-0.6756125,-0.77801764,1.6195891,1.5687877,0.3240789,0.2475954,0.0764835
43,0.415304,0.42840457,"('irresponsible', 'responsible')",0.24138129,0.32029596,0.7826733,0.8267851,0.9896663,1.0085535,1.5422363,1.5520093,0.7942523,0.8272097,-0.0329574
82,0.40807974,0.71396005,"('poor', 'rich')",-0.4867234,-0.36834618,0.9030727,1.015654,0.54730636,0.88246423,6.455138,6.6356807,1.5653748,1.7758825,-0.2105077
18,-0.39898407,-0.13204928,"('disagreeable', 'welcoming')",-0.32778087,-0.25685287,0.5242145,0.5970944,-1.2831185,-0.8371016,-0.03849226,0.09949816,-0.3048322,-0.1058822,-0.19895
85,-0.3940627,0.04106475,"('insignificant', 'prestigious')",2.5724537,2.3749747,-0.941749,-0.99611515,-1.085713,-0.7790159,0.65290916,0.5021374,0.1607676,0.2286092,-0.0678416
30,0.3889913,0.67774415,"('intolerant', 'tolerant')",0.116466746,0.41607916,1.1513847,1.2410154,0.71831816,1.1319145,0.72655815,1.1019685,0.6203438,0.9137444,-0.2934006
0,-0.37755978,-0.55343723,"('unsociable', 'sociable')",-0.718119,-0.6571655,1.4564935,1.4543757,-0.070945665,-0.1303385,-0.34410596,-0.3044191,-0.0108474,-0.0381969,0.0273495
46,0.37075502,0.4310465,"('uncompetitive', 'competitive')",-0.075602755,0.047042124,3.91476,3.8072457,0.74849904,0.7549943,0.02142729,-0.07213699,0.9959677,0.9936384,0.0023293
53,-0.36660486,-0.2640082,"('uncreative', 'creative')",1.2305794,1.257144,0.3878665,0.25554496,-0.15796131,-0.21779917,1.6725657,1.5082467,0.5532891,0.5078257,0.0454634
48,-0.35978627,-0.4891712,"('unintelligent', 'intelligent')",-1.2826861,-1.2573903,-0.7584324,-0.7896991,-1.4990923,-1.5165466,0.41271606,0.4202816,-0.6974562,-0.7265051,0.0290489
57,-0.35874847,-0.3828385,"('unimaginative', 'imaginative')",-0.32581142,-0.24538858,0.0045114346,-0.031084735,-0.15728529,-0.09156647,-2.268279,-2.3159735,-0.6211226,-0.6133703,-0.0077523
79,-0.35607666,-0.084579244,"('wavering', 'unwavering')",0.89179003,0.8563751,-0.9374694,-0.90820634,-1.223656,-0.8387464,-0.06134246,-0.1347873,-0.3373509,-0.2219888,-0.1153621
14,0.33322716,0.23251103,"('antisocial', 'social')",0.8533308,1.151475,1.7660372,1.8758552,0.9322457,1.1761523,-0.7535937,-0.48713723,0.6262495,0.7897713,-0.1635218
50,0.32778892,0.39494655,"('clumsy', 'skillful')",1.1665531,1.1886768,1.4325,1.470769,0.82398224,0.79398847,0.50368804,0.5479623,0.8509025,0.8792686,-0.0283661
3,0.31923196,-0.044989128,"('repellent', 'pleasant')",-0.9972564,-0.9173775,1.5406457,1.557968,0.70914304,0.62320185,0.6429667,0.62098974,0.4429462,0.3679586,0.0749876
34,0.31584427,0.56195045,"('mean', 'honorable')",0.9130406,0.97533923,0.9508518,1.0440762,0.7506637,0.917261,5.7786837,5.881138,1.7418167,1.8759529,-0.1341362
65,0.28036344,0.12059597,"('insecure', 'secure')",-0.578094,-0.5414424,0.8103904,0.8208114,1.1936426,1.0205584,-0.15360412,0.018119525,0.3105397,0.2877286,0.0228111
27,0.26590088,-0.05213404,"('hardhearted', 'softhearted')",-0.6616567,-0.8718874,0.114167705,-0.118480444,0.23133712,-0.23760936,1.4718775,1.2790982,0.2843253,-0.0002026,0.2845279
55,0.26524267,0.015333109,"('incompetent', 'clever')",-1.6306016,-1.4390088,1.913964,1.8765534,0.17826386,0.014520729,0.28360954,0.3389535,0.2020957,0.1612704,0.0408253
15,-0.24330068,0.007387436,"('boring', 'funny')",0.53166586,0.4862652,-1.5188309,-1.4811265,-0.09623799,0.08320725,-0.24185972,-0.1334021,-0.3137127,-0.2075337,-0.106179
75,0.23079833,0.47847182,"('meek', 'impulsive')",-0.0013824776,0.05944087,-0.9237496,-0.75646937,-0.277666,-0.10940325,-0.6024644,-0.6033359,-0.3148928,-0.1862592,-0.1286336
72,0.22930558,0.16432533,"('unambitious', 'ambitious')",0.13892287,0.027427193,-0.83737653,-0.9285752,-0.2959198,-0.43070328,-0.6174156,-0.5914962,-0.2764967,-0.3518044,0.0753077
69,-0.22183773,-0.22175218,"('lazy', 'industrious')",1.4355531,1.2970743,-0.62345064,-0.6158129,-0.044921063,-0.15245183,-0.80419755,-0.91912967,-0.0517708,-0.1224144,0.0706436
37,0.21837369,0.06031724,"('fake', 'genuine')",-0.44841257,-0.51142806,1.0121402,0.99904406,0.7730976,0.54960066,0.9201532,0.8643822,0.4950704,0.3923832,0.1026872
77,0.17574397,-0.010256268,"('unmotivated', 'motivated')",0.25494266,0.27814177,1.481927,1.4797997,-0.1810013,-0.2848091,-1.0496402,-1.1055332,0.1363944,0.0714686,0.0649258
84,0.15674487,0.010860566,"('inferior', 'superior')",0.49015668,0.419727,-0.64810705,-0.6142647,0.25709653,0.034897566,0.43918118,0.38637224,0.1390144,0.0475185,0.0914959
54,-0.14628331,0.17590603,"('incapable', 'capable')",1.0657316,1.0884262,0.3827468,0.4258092,0.4358604,0.6682495,1.0674679,1.1521004,0.5611047,0.7020983,-0.1409936
23,0.13232113,0.22329211,"('insincere', 'sincere')",0.4438495,0.6186315,2.3178194,2.3515263,0.87240195,0.9473146,5.9325895,5.9842114,1.9397963,2.0249952,-0.0851989
10,-0.121000245,-0.3064112,"('unsympathetic', 'sympathetic')",-1.3596439,-1.2101749,1.614716,1.6039469,0.73276204,0.57322645,0.53452563,0.5543348,0.2802719,0.2429844,0.0372875
45,-0.10406262,-0.10589353,"('incompetent', 'competent')",-0.9795534,-0.8487876,2.3562977,2.295016,0.46741343,0.40222165,0.016015846,0.06424986,0.3512222,0.3613613,-0.0101391
33,0.100389354,0.090333894,"('wrong', 'right')",2.1412911,1.9814651,-0.4092339,-0.5446724,-0.20120281,-0.3743226,-0.95475984,-1.1260549,0.1352968,0.0053498,0.129947
24,0.08987986,0.05519092,"('dishonest', 'honest')",0.22122787,0.24713755,-0.80621034,-0.841535,0.42128387,0.43727067,1.1169924,1.1570125,0.2086347,0.2110153,-0.0023806
40,0.06516808,-0.10598484,"('stingy', 'generous')",1.4185685,1.1833314,0.79321945,0.58184916,-0.3194155,-0.49658763,-1.291439,-1.5584643,0.1332203,-0.0791713,0.2123916
17,0.06154484,-0.01904569,"('nasty', 'nice')",-0.09425141,-0.050047956,-0.17348243,-0.12758598,-0.5804394,-0.5499344,-0.9393898,-0.8908696,-0.3452036,-0.3274967,-0.0177069
19,0.038891952,0.32313263,"('inhospitable', 'hospitable')",0.0012935922,-0.0022448786,-0.86409116,-0.8338682,-1.0374613,-0.7451333,-0.19241558,-0.18220311,-0.4107565,-0.2880634,-0.1226931
58,0.029212346,-0.02444125,"('undiscriminating', 'discriminating')",1.2973061,1.195917,0.09239711,-0.01023262,0.5335787,0.27702647,0.13210063,-0.044670172,0.4169189,0.2787199,0.138199
47,0.02834828,0.1535851,"('stupid', 'smart')",1.082339,1.1014279,1.8513685,1.8367035,1.1968656,1.1764934,4.9226704,5.0813336,1.8163183,1.8699087,-0.0535904
29,0.023636151,-0.3016085,"('unfair', 'fair')",-0.40184742,-0.3772942,-0.80678546,-0.7851567,-0.105959795,-0.26425117,-0.43316495,-0.5582967,-0.3448243,-0.4573215,0.1124972
