,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
55,0.10639015,0.19637974,"('incompetent', 'clever')",-0.49172035,-0.495486,0.48890138,0.67089784,-0.3582905,-0.42452607,-0.0636798,-0.0131836,-0.0504962
75,0.10051355,0.33084774,"('meek', 'impulsive')",0.13586797,0.25308248,-1.0765022,-1.0306408,-0.1729179,-0.27445683,-0.2532597,-0.1802919,-0.0729678
52,-0.097953595,-0.2734923,"('irrational', 'rational')",0.40217748,0.16963123,-0.6203937,-0.8802584,0.5534898,0.48255733,0.05933,-0.1253905,0.1847205
29,-0.08765818,-0.18747307,"('unfair', 'fair')",-0.09918274,-0.0067140274,-0.46683228,-0.54547644,-0.07439296,-0.18380868,-0.1820165,-0.2308681,0.0488516
14,-0.056154244,-0.0045560747,"('antisocial', 'social')",0.21031007,0.17778581,0.38761488,0.52718246,-0.9041049,-0.8743629,-0.0905835,-0.0434877,-0.0470958
66,-0.039930213,-0.12053355,"('inactive', 'active')",-0.47268093,-0.53076524,-0.8078889,-0.9328298,1.3875706,1.1324737,0.0167676,-0.1129137,0.1296813
76,0.039917585,0.27541453,"('anxious', 'daring')",-0.74364,-0.6043301,-0.1753852,0.13869733,-0.3349035,-0.00816891,-0.3035028,-0.0495968,-0.253906
40,-0.03663156,0.054807983,"('stingy', 'generous')",1.2657206,1.2251809,0.6309966,0.72211623,-1.3913959,-1.6012516,0.1171724,0.1002134,0.016959
59,-0.033031613,-0.0057368483,"('foolish', 'wise')",0.78600544,0.8197851,-0.31331062,-0.41576308,0.489241,0.5406627,0.232226,0.234737,-0.002511
49,0.030625474,0.19234554,"('unable', 'able')",-0.5079678,-0.2510107,0.7572181,0.9010563,-0.22766194,0.03694179,0.0130535,0.2198332,-0.2067797
2,-0.03049456,0.3640778,"('unlikable', 'likable')",0.51721936,0.6422143,0.71005726,0.8435326,0.43854147,0.54544735,0.4088309,0.598818,-0.1899871
12,0.022445578,0.13375236,"('unsupportive', 'supportive')",2.1293411,2.1880174,0.39163017,0.6846104,-1.785794,-1.9223053,0.1894057,0.2710187,-0.081613
48,-0.02171588,-0.087968186,"('unintelligent', 'intelligent')",0.85081166,0.85513765,0.6146721,0.6814005,0.34396812,0.21264337,0.446934,0.4153033,0.0316307
15,0.012983497,-0.553098,"('boring', 'funny')",0.63374156,0.555174,-0.69007605,-0.7373725,0.63814235,0.5214357,0.1486978,-0.0534652,0.202163
