,archer_male,archer_female,tuple,daniels_male,daniels_female,midland_male,midland_female,co_male,co_female,average_male,average_female,male-female
69,1.9001673,2.4849105,"('lazy', 'industrious')",3.2505922,3.6548102,1.9154768,2.1257648,-1.1275,-0.72786474,1.4846841,1.8844053,-0.3997212
66,1.6022558,1.5008061,"('inactive', 'active')",1.1863787,1.2332361,1.6577612,1.2624657,0.62786573,0.59024835,1.2685654,1.1466891,0.1218763
60,-1.4514405,-1.4716318,"('inefficient', 'efficient')",-1.7133257,-2.1103466,-0.542414,-0.52319884,0.33469778,-0.017538773,-0.8431206,-1.0306789,0.1875583
58,1.4390608,0.88803697,"('undiscriminating', 'discriminating')",0.63232034,0.35475564,1.2090828,0.6588072,0.74511015,0.32549703,1.0063936,0.5567743,0.4496193
35,1.4173336,1.559165,"('corrupt', 'incorrupt')",2.1299021,2.599243,0.71379,0.66445136,-1.2751919,-0.94926816,0.7464585,0.9683979,-0.2219394
17,-1.3384769,-1.3746312,"('nasty', 'nice')",-0.39896733,-0.47650898,-0.996254,-1.0496554,-0.48140913,-0.3965499,-0.8037768,-0.8243363,0.0205595
75,1.2650577,1.1628267,"('meek', 'impulsive')",1.1486478,1.1944393,-0.43792003,-0.4368543,-0.528542,-0.36723176,0.3618108,0.388295,-0.0264842
14,-1.233949,-2.0966623,"('antisocial', 'social')",-1.8090018,-2.6070628,0.12965648,-0.4439932,-0.21098658,-0.4816386,-0.7810702,-1.4073391,0.6262689
13,-1.2007242,-1.4832113,"('impolite', 'polite')",-1.2628834,-1.5958089,-1.0181096,-1.0563389,0.1555646,-0.3273871,-0.8315382,-1.1156864,0.2841482
73,1.1947484,1.2912046,"('helpless', 'self-reliant')",0.8558274,1.1182046,0.33829284,0.41700864,-3.8926775,-3.7110643,-0.3759522,-0.2211617,-0.1547905
77,-1.1871918,-1.0499626,"('unmotivated', 'motivated')",-0.33637446,-0.4145987,-0.69515955,-0.7071584,-0.8194994,-0.8742102,-0.7595563,-0.7614825,0.0019262
22,-1.1575847,-1.3954108,"('untrustworthy', 'trustworthy')",-1.6200563,-2.18863,-1.6483097,-1.8292215,-0.9995971,-1.0191892,-1.3563869,-1.6081129,0.251726
27,-1.1568478,-0.627692,"('hardhearted', 'softhearted')",-0.48818278,0.13543001,-0.6340886,-0.5055895,0.40456164,0.6001326,-0.4686394,-0.0994297,-0.3692097
10,-1.134403,-1.7092452,"('unsympathetic', 'sympathetic')",-2.715261,-3.2296243,-1.0021082,-1.3254322,0.6818097,0.18347165,-1.0424906,-1.5202075,0.4777169
79,1.1226751,1.1057475,"('wavering', 'unwavering')",2.1238272,2.3952165,0.81578165,0.80148387,-0.37434772,-0.41556224,0.9219841,0.9717214,-0.0497373
84,1.1181949,1.0154815,"('inferior', 'superior')",1.1770937,1.1203213,1.1577234,1.1700974,0.48619366,0.53228676,0.9848014,0.9595467,0.0252547
55,-1.1166539,-1.6320065,"('incompetent', 'clever')",-2.673727,-3.4069116,-1.2052463,-1.5362757,0.49232548,0.10081247,-1.1258255,-1.6185954,0.4927699
50,1.0920345,1.0225582,"('clumsy', 'skillful')",1.1179829,1.2289728,0.46688426,0.35828605,0.21127515,0.1373768,0.7220441,0.6867985,0.0352456
74,1.0611289,1.203202,"('undedicated', 'dedicated')",0.7357038,0.89054143,1.3329697,1.3027537,0.5907147,0.6141067,0.9301292,1.002651,-0.0725218
0,-0.9959076,-1.6081196,"('unsociable', 'sociable')",-0.6761833,-1.4294313,-0.24085863,-0.7819887,0.27642605,-0.13461229,-0.4091309,-0.988538,0.5794071
45,-0.971958,-1.3935987,"('incompetent', 'competent')",-1.2391238,-1.6177828,-0.31016815,-0.7444222,0.08703506,-0.4121005,-0.6085536,-1.0419761,0.4334225
36,0.95735794,1.0545307,"('hostile', 'amicable')",2.447504,2.8780754,1.1928732,1.2319639,-0.75053304,-0.3723907,0.9618006,1.1980448,-0.2362442
71,0.93868667,1.2045473,"('diffident', 'self-confident')",2.467957,2.9197779,1.0060343,1.261819,0.052379902,0.369323,1.1162645,1.4388667,-0.3226022
37,0.91781586,0.889675,"('fake', 'genuine')",0.22830305,0.19931333,0.48688117,0.4364613,0.32436273,0.2598465,0.4893407,0.4463241,0.0430166
3,-0.90080726,-0.9954633,"('repellent', 'pleasant')",-1.6680446,-2.1090295,-0.5695577,-0.71050084,0.7250785,0.52585524,-0.6033328,-0.8222846,0.2189518
47,-0.86255985,-1.2667447,"('stupid', 'smart')",-1.6060295,-1.7259028,-0.25207597,-0.30396363,4.7965393,5.0599356,0.5189685,0.4408311,0.0781374
