,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
82,-0.7634506,-0.82639205,"('poor', 'rich')",0.7011888,0.70638794,-1.1940665,-1.2499931,-0.26838797,-0.11432781,5.9181585,6.0959864,0.8786884,0.9223323,-0.0436439
87,0.74817204,0.7826699,"('unsuccessful', 'successful')",1.2519301,1.1813871,0.32344905,0.22342758,1.0783442,1.106379,0.78195584,0.5932466,0.8367702,0.777422,0.0593482
24,0.740372,0.74584377,"('dishonest', 'honest')",-0.45112976,-0.45426664,-0.043848176,-0.08866584,0.09363249,0.21653473,1.0074062,1.0997055,0.2692866,0.3038303,-0.0345437
9,0.73184896,1.0352829,"('unaffectionate', 'caring')",-0.35056078,-0.24552737,0.7531251,0.7329105,-0.24075574,-0.10669939,1.1531569,1.2492467,0.4093629,0.5330427,-0.1236798
48,-0.72620344,-0.57425636,"('unintelligent', 'intelligent')",-0.92149985,-0.8834887,-0.11575457,-0.06300005,-0.22934121,-0.067583986,0.16570643,0.27904424,-0.3654185,-0.261857,-0.1035615
8,0.7226316,1.11839,"('unaffectionate', 'affectionate')",-0.8655107,-0.65140754,0.029982656,0.078161925,-0.9078057,-0.8130989,0.70773214,0.8111518,-0.062594,0.1086394,-0.1712334
81,-0.7153994,-0.7658664,"('submissive', 'aggressive')",-0.29707775,-0.45947385,-1.0076641,-1.0891737,0.26764137,0.26481575,-0.8956549,-0.8788155,-0.5296309,-0.5857027,0.0560718
56,0.713226,0.72539,"('impractical', 'practical')",-0.30098593,-0.36517593,1.0309446,1.0643752,1.1956203,1.2445459,-0.48064724,-0.40448642,0.4316315,0.4529297,-0.0212982
70,-0.641096,-0.6962373,"('lethargic', 'energetic')",0.10645253,-0.02001724,-0.24399482,-0.30609506,-0.06502329,-0.065387174,0.9985518,1.064201,0.030978,-0.0047071,0.0356851
55,0.63435566,0.64439434,"('incompetent', 'clever')",0.06300507,0.049860515,-1.965002,-1.9318581,-0.022781836,0.07284016,-0.12910259,-0.0226719,-0.2839051,-0.237487,-0.0464181
39,0.6302962,0.7953512,"('exploitative', 'cooperative')",-0.33602607,-0.18899322,0.27031752,0.36583695,-0.43308407,-0.3302815,0.19955015,0.2594714,0.0662107,0.180277,-0.1140663
72,0.6256913,0.72844106,"('unambitious', 'ambitious')",-0.7616288,-0.59945273,0.054961815,0.11452992,1.4441061,1.5155125,-0.5370759,-0.51098174,0.1652109,0.2496098,-0.0843989
25,0.614648,0.8513599,"('egoistic', 'altruistic')",-0.548408,-0.24645805,-0.4425509,-0.23981217,0.17078458,0.31781223,1.2777109,1.4088876,0.2144369,0.4183579,-0.203921
23,-0.590951,-0.45387977,"('insincere', 'sincere')",-0.80743635,-0.7623754,0.65916115,0.7344077,0.69501597,0.89658254,5.4134383,5.629794,1.0738456,1.2089058,-0.1350602
21,-0.56566703,-0.5514354,"('immoral', 'moral')",-0.7660704,-0.7038928,-0.4300542,-0.31774458,-0.21481927,-0.0826727,-1.0564623,-0.9900674,-0.6066147,-0.5291626,-0.0774521
78,-0.56443346,-0.5532052,"('nonresilient', 'resilient')",-0.3581252,-0.36906186,-0.032239407,0.0056541543,0.2861289,0.2139657,-0.14933833,-0.20698982,-0.1636015,-0.1819274,0.0183259
2,0.56207925,0.6743118,"('unlikable', 'likable')",0.907127,0.94084823,0.379791,0.38960078,0.51741856,0.5620658,0.2910662,0.3306299,0.5314964,0.5794913,-0.0479949
58,0.53055525,0.33547628,"('undiscriminating', 'discriminating')",0.6257637,0.44797882,0.63812995,0.54265857,0.78978384,0.6565309,0.28864044,0.1773914,0.5745747,0.4320072,0.1425675
61,0.5298668,0.5976685,"('illogical', 'logical')",0.20978403,0.1919768,-0.14009163,-0.16708168,-0.62482107,-0.58313334,0.26990178,0.27711836,0.048928,0.0633097,-0.0143817
75,-0.529769,-0.67466825,"('meek', 'impulsive')",0.4903498,0.36904418,0.7212962,0.6440205,-0.16179939,-0.27985927,-0.015417362,-0.1405063,0.1009321,-0.0163938,0.1173259
16,-0.49205238,-0.49531907,"('unpopular', 'popular')",0.13237047,0.2238633,-1.0478871,-1.0686436,-0.4623556,-0.5625929,0.19480085,0.20871472,-0.3350247,-0.3387955,0.0037708
31,0.48769277,0.34548452,"('evil', 'good')",0.058736145,0.037894107,0.0109937005,-0.057626184,-0.6381878,-0.85825175,-0.6865427,-0.7393576,-0.1534616,-0.2543714,0.1009098
13,-0.46790326,-0.19737321,"('impolite', 'polite')",-0.7669799,-0.60466015,-0.12824665,-0.0056731254,-0.07978176,0.11502766,-0.31563783,-0.1941795,-0.3517099,-0.1773717,-0.1743382
79,0.4565439,0.29410407,"('wavering', 'unwavering')",0.700086,0.4691967,1.255865,1.0829854,-0.15339589,-0.32602194,0.08799815,-0.013925796,0.4694194,0.3012677,0.1681517
76,-0.44255888,-0.48297572,"('anxious', 'daring')",0.37972993,0.32090694,-0.908488,-0.85731083,0.26454443,0.38587677,-0.21711285,-0.06710816,-0.1847771,-0.1401222,-0.0446549
69,0.4380445,0.4768602,"('lazy', 'industrious')",1.2499733,1.3103968,1.1573476,1.1618218,0.18392017,0.14575204,-0.6920841,-0.73803693,0.4674403,0.4713588,-0.0039185
54,0.42569044,0.51304245,"('incapable', 'capable')",-0.638818,-0.7210326,0.2833082,0.34708977,-0.9578289,-0.9445697,0.9797501,0.93009436,0.0184204,0.0249249,-0.0065045
32,0.4202297,0.51649916,"('unkind', 'kind')",0.28261417,0.29462558,0.28552374,0.16028838,0.07881055,0.14138982,0.9354384,1.0182279,0.4005233,0.4262062,-0.0256829
51,-0.41266084,-0.36218923,"('uneducated', 'educated')",0.3856635,0.4344759,-0.8535843,-0.8273438,-0.5602793,-0.5408384,0.2490118,0.29313862,-0.2383698,-0.2005514,-0.0378184
7,0.40021008,0.5494264,"('insensitive', 'sensitive')",0.036993742,0.09283131,-0.5782384,-0.50084454,-0.26423502,-0.12867847,1.2786872,1.3606298,0.1746835,0.2746729,-0.0999894
60,-0.39737728,-0.29269412,"('inefficient', 'efficient')",-0.5457726,-0.48522815,-0.6581476,-0.5829997,0.8357492,1.0183008,-0.4825837,-0.27193245,-0.2496264,-0.1229107,-0.1267157
83,0.38834965,0.3311449,"('powerless', 'powerful')",-0.16885805,-0.15051955,0.3495685,0.4080608,-0.15572661,-0.12334838,-1.4288487,-1.3876035,-0.2031031,-0.1844532,-0.0186499
27,-0.3683758,-0.04889956,"('hardhearted', 'softhearted')",-0.9259925,-0.81123793,-0.23813368,-0.21414213,-0.8497519,-0.7279611,1.6931438,1.6009282,-0.137822,-0.0402625,-0.0975595
4,0.36358204,0.38025078,"('disliked', 'liked')",0.47457325,0.48352516,0.8045766,0.7492244,-0.32339746,-0.4777003,-6.2688594,-6.370229,-0.989905,-1.0469857,0.0570807
50,-0.36318895,-0.36129445,"('clumsy', 'skillful')",1.6705135,1.6714671,1.1741303,1.1274211,0.113099605,0.13854083,0.05088982,0.15367357,0.5290888,0.5459616,-0.0168728
38,-0.3593583,-0.18766867,"('untruthful', 'truthful')",0.17463352,0.10470163,0.9301239,0.92182803,0.45998776,0.5651237,-0.30567133,-0.2204432,0.1799431,0.2367083,-0.0567652
67,-0.35349447,-0.3948226,"('doubtful', 'determined')",0.025468009,0.0047217887,1.0946597,1.1530216,0.55678916,0.55391055,-0.49251464,-0.5946339,0.1661816,0.1444395,0.0217421
59,0.34988922,0.44950747,"('foolish', 'wise')",0.74717426,0.74516463,0.20893994,0.25050685,-0.47677013,-0.45034862,0.16121848,0.1936349,0.1980904,0.237693,-0.0396026
53,-0.32227242,-0.22616033,"('uncreative', 'creative')",-0.64671135,-0.68791527,-0.86502695,-0.7946752,-0.38132262,-0.31819758,1.0239855,1.1402507,-0.2382696,-0.1773395,-0.0609301
41,0.31423748,0.22118948,"('unforgiving', 'forgiving')",0.10118086,-0.04310355,0.14687602,0.057625894,0.65372866,0.5537419,0.19251202,0.18555988,0.281707,0.1950027,0.0867043
36,0.27841285,0.19417638,"('hostile', 'amicable')",0.38190147,0.19974646,0.56583375,0.36140236,-0.6083357,-0.79188406,0.3185107,0.21900162,0.1872646,0.0364886,0.150776
62,-0.26907846,-0.23513868,"('incompetent', 'brilliant')",-0.94494,-0.93614876,-0.6381235,-0.49174988,0.04759787,0.1494235,-0.28868866,-0.14515223,-0.4186465,-0.3317532,-0.0868933
65,0.2631824,0.35588315,"('insecure', 'secure')",-0.14493743,-0.058450527,-1.0179095,-0.9498554,-0.04908657,0.15812907,-0.28613493,-0.13116416,-0.2469772,-0.1250916,-0.1218856
52,0.24313033,0.36908993,"('irrational', 'rational')",-0.010632157,0.17970395,1.0894709,1.1638061,-0.7267525,-0.7218543,-0.40652198,-0.33616012,0.0377389,0.1309171,-0.0931782
46,-0.22910637,-0.3422717,"('uncompetitive', 'competitive')",0.21755064,0.041050974,-1.0837921,-1.1408464,0.7907142,0.7722561,-0.6059021,-0.6753056,-0.1821072,-0.2690233,0.0869161
86,0.22727779,-0.0050915256,"('uninfluential', 'influential')",-0.021951295,-0.18966302,-0.043916866,-0.11639422,0.5483075,0.4998188,0.37484407,0.26505148,0.2169122,0.0907443,0.1261679
19,-0.22397725,-0.18790036,"('inhospitable', 'hospitable')",-0.04432681,-0.015474107,0.51255125,0.54779136,-1.2764355,-1.1910695,0.033930175,0.030876659,-0.1996516,-0.1631552,-0.0364964
43,-0.211444,-0.07930702,"('irresponsible', 'responsible')",-0.9488382,-0.9352192,-0.39922553,-0.28392607,-0.42233372,-0.21709976,0.44893712,0.49437878,-0.3065808,-0.2042347,-0.1023461
33,-0.20684583,-0.15667555,"('wrong', 'right')",0.48998144,0.5098082,1.0484757,1.0736972,-0.2889202,-0.23008147,-0.27268684,-0.38226348,0.1540009,0.162897,-0.0088961
30,0.20423236,0.2699117,"('intolerant', 'tolerant')",0.079242095,-0.062763326,-0.04590944,-0.023950715,0.18991713,0.23592667,0.9056395,0.91623473,0.2666243,0.2670718,-0.0004475
40,0.20345798,0.2585089,"('stingy', 'generous')",-0.42472446,-0.30903617,0.3004709,0.30416897,-0.30051517,-0.34421754,-1.5375489,-1.3874148,-0.3517719,-0.2955981,-0.0561738
47,0.18293461,0.25787476,"('stupid', 'smart')",0.55438906,0.5064725,-0.38540065,-0.34805688,0.6044619,0.63745415,5.0932255,5.197873,1.209922,1.2503235,-0.0404015
64,-0.17566368,-0.12687297,"('shy', 'confident')",-0.16412963,-0.04931347,0.016192302,0.07900517,-0.19449866,-0.1593273,-6.495487,-6.460836,-1.4027174,-1.3434689,-0.0592485
35,-0.15639071,-0.15395723,"('corrupt', 'incorrupt')",0.6115847,0.5654601,0.81048,0.7801252,-0.64492965,-0.73464745,0.075206466,-0.051588453,0.1391902,0.0810784,0.0581118
17,0.1232461,0.16251425,"('nasty', 'nice')",-0.07989035,-0.122709796,0.82213867,0.84560406,0.71023875,0.6751326,-0.22390385,-0.21675465,0.2703659,0.2687573,0.0016086
0,-0.08384766,-0.04634066,"('unsociable', 'sociable')",0.1426995,0.10185993,0.22564876,0.18490455,0.9014636,0.88225245,-0.33581832,-0.37696105,0.1700292,0.149143,0.0208862
28,0.04036673,0.1701253,"('disloyal', 'loyal')",0.31861463,0.38238534,-0.030178457,0.03073116,-0.29089332,-0.15462139,0.852593,0.9352318,0.1781005,0.2727704,-0.0946699
22,-0.039296057,-0.18062006,"('untrustworthy', 'trustworthy')",0.8527067,0.75741744,-0.027707841,-0.06804424,0.14530596,0.17489013,-0.49642685,-0.38773638,0.0869164,0.0591814,0.027735
18,-0.030208444,-0.05951311,"('disagreeable', 'welcoming')",-0.09130858,0.019420817,-0.36646873,-0.358057,-1.3404347,-1.32314,-0.59206986,-0.45449555,-0.4840981,-0.435157,-0.0489411
66,0.025676705,0.04536454,"('inactive', 'active')",0.49230194,0.38125235,-0.4610771,-0.45670822,-0.78792286,-0.7953445,0.8629082,0.7072854,0.0263774,-0.0236301,0.0500075
49,-0.025393229,0.012800261,"('unable', 'able')",-0.79165137,-0.90911585,0.09058673,0.18547794,-0.97267115,-0.8999424,-0.5125171,-0.48626482,-0.4423292,-0.419409,-0.0229202
80,0.0108269155,-0.11353172,"('dominated', 'dominating')",0.36236677,0.23803017,-0.5376667,-0.5535481,0.5098481,0.5023223,-1.0281583,-1.1375034,-0.1365566,-0.2128461,0.0762895
