,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
69,2.454934,2.1655154,"('lazy', 'industrious')",1.5699128,1.4491723,1.3173795,1.4215767,-0.09003969,-0.14093868,1.3130466,1.2238314,0.0892152
10,-2.239189,-2.0445004,"('unsympathetic', 'sympathetic')",-1.8138707,-1.5549145,-1.7068652,-1.9776801,-0.47466847,-0.39035234,-1.5586483,-1.4918618,-0.0667865
57,-1.944987,-2.0291526,"('unimaginative', 'imaginative')",-0.8683788,-0.98205125,-0.745975,-1.1689118,-2.7817495,-2.8788826,-1.5852726,-1.7647495,0.1794769
3,-1.8894539,-1.9396173,"('repellent', 'pleasant')",-1.3394055,-1.1591691,0.37284636,0.17137992,0.17925985,-0.14796475,-0.6691883,-0.7688428,0.0996545
35,1.7931412,1.628368,"('corrupt', 'incorrupt')",0.7242975,0.6771603,-0.08181575,0.30670497,0.39614978,0.40641984,0.7079433,0.7546633,-0.04672
86,-1.7928768,-1.9301323,"('uninfluential', 'influential')",-0.32781905,-0.39092958,-1.0895915,-1.3246441,-0.13542157,-0.314213,-0.8364272,-0.9899797,0.1535525
45,-1.7762148,-1.4380947,"('incompetent', 'competent')",-0.2370251,-0.05594521,-0.538516,-0.7339549,-0.56512153,-0.6812942,-0.7792194,-0.7273223,-0.0518971
30,-1.7437273,-1.2890767,"('intolerant', 'tolerant')",-0.2507824,0.10556691,0.56710505,0.66970336,0.7058331,0.9357796,-0.1803929,0.1054933,-0.2858862
46,-1.7398499,-1.6656651,"('uncompetitive', 'competitive')",-1.2855681,-1.159122,-1.1350969,-1.4430851,-1.1233497,-1.0815017,-1.3209661,-1.3373435,0.0163774
55,-1.5816798,-1.414368,"('incompetent', 'clever')",-0.79451877,-0.5916141,0.2074405,-0.13429077,-0.4734906,-0.5454306,-0.6605622,-0.6714259,0.0108637
48,-1.5697063,-1.6229293,"('unintelligent', 'intelligent')",-0.70536005,-0.64836967,-1.0918808,-1.297905,0.4477733,0.43552592,-0.7297935,-0.7834195,0.053626
81,-1.5695225,-1.3329163,"('submissive', 'aggressive')",-1.6000812,-1.3190606,-0.9805173,-1.0677836,-1.5171564,-1.2757239,-1.4168193,-1.2488711,-0.1679482
68,-1.5242488,-1.5245533,"('dependent', 'independent')",-0.96514684,-0.7830515,-1.534258,-1.5226524,-0.81506324,-0.7403578,-1.2096791,-1.1426537,-0.0670254
65,-1.4865776,-1.4019204,"('insecure', 'secure')",-1.0889907,-1.02318,0.09237449,-0.259871,-0.89059734,-0.73657155,-0.8434477,-0.8553857,0.011938
43,-1.4846594,-1.1738379,"('irresponsible', 'responsible')",-0.06970222,0.0402156,0.12730297,-0.07532568,0.54866844,0.67715573,-0.2195976,-0.1329481,-0.0866495
23,-1.4076077,-1.2931011,"('insincere', 'sincere')",-0.4747606,-0.39972734,-0.86941326,-1.054183,5.86495,5.833274,0.7782922,0.7715656,0.0067266
88,-1.3536329,-1.4511675,"('low', 'eminent')",-1.089405,-1.0977044,-1.0966626,-1.1395628,0.36298463,0.29498842,-0.794179,-0.8483616,0.0541826
77,-1.3120809,-1.4609526,"('unmotivated', 'motivated')",-0.641082,-0.69698924,-0.18709904,-0.3248259,-0.6116004,-0.81186527,-0.6879656,-0.8236583,0.1356927
70,-1.2717565,-0.9144438,"('lethargic', 'energetic')",-0.83391726,-0.60027534,-0.47678623,-0.523042,0.550491,0.7296641,-0.5079923,-0.3270243,-0.180968
11,-1.2692848,-1.2282572,"('unhelpful', 'helpful')",-0.77245456,-0.730125,-0.57370025,-0.62501025,2.1161866,2.2277493,-0.1248133,-0.0889108,-0.0359025
21,-1.2135675,-1.0843349,"('immoral', 'moral')",-0.7282486,-0.45571554,-0.4574571,-0.6500605,-1.4139062,-1.3659204,-0.9532949,-0.8890078,-0.0642871
72,-1.1954201,-0.94111204,"('unambitious', 'ambitious')",-0.99480087,-0.8525364,-1.2985857,-1.1708035,-1.0857158,-0.9407317,-1.1436306,-0.9762959,-0.1673347
60,-1.1767545,-0.85444933,"('inefficient', 'efficient')",-0.86386466,-0.52174026,0.0067393854,-0.2638387,-0.26138043,-0.2026065,-0.573815,-0.4606587,-0.1131563
6,1.1707089,1.1849024,"('distant', 'open')",1.5552951,1.4837694,-0.6236766,-0.23294264,0.78959244,0.8863463,0.72298,0.8305189,-0.1075389
22,-1.1662697,-0.8825865,"('untrustworthy', 'trustworthy')",-0.6474486,-0.5789109,0.38609222,0.27338788,-1.4215286,-1.2814507,-0.7122887,-0.61739,-0.0948987
82,-1.1513244,-0.86452544,"('poor', 'rich')",-1.7534348,-1.5712123,0.37699193,0.3951523,6.4282827,6.488563,0.9751289,1.1119945,-0.1368656
0,-1.1367122,-1.1688441,"('unsociable', 'sociable')",-0.09801189,-0.1437366,0.46667808,0.01331516,-0.68672717,-0.852084,-0.3636933,-0.5378374,0.1741441
8,1.1313633,0.77346635,"('unaffectionate', 'affectionate')",1.0508759,0.6561841,-1.1714458,-1.2211169,1.1820061,1.2487926,0.5481998,0.3643315,0.1838683
5,1.122291,1.1293445,"('distant', 'outgoing')",1.609274,1.4710503,-0.5729126,-0.04096108,-0.071431436,0.15917751,0.5218052,0.6796528,-0.1578476
64,-1.1000649,-1.0966265,"('shy', 'confident')",-0.9915576,-0.9207244,0.14918733,-0.0058410205,-6.886157,-6.973084,-2.2071481,-2.249069,0.0419209
14,-1.0499237,-0.76269037,"('antisocial', 'social')",0.021582179,0.26582468,1.0616399,0.915772,-1.2478051,-1.2711188,-0.3036267,-0.2130531,-0.0905736
36,1.0431862,0.6541092,"('hostile', 'amicable')",1.0153521,0.74869394,-0.07821614,0.024654213,0.96138275,0.7563387,0.7354262,0.545949,0.1894772
7,-0.99417716,-0.9229953,"('insensitive', 'sensitive')",-0.6998261,-0.6249474,-1.0604278,-1.3322747,0.6359642,0.60311186,-0.5296168,-0.5692765,0.0396597
24,-0.9694595,-0.8192528,"('dishonest', 'honest')",0.38421872,0.45879892,-0.6152617,-0.62682545,0.7463003,1.006434,-0.1135505,0.0047887,-0.1183392
63,-0.95256615,-0.7404579,"('unperceptive', 'insightful')",-0.31069598,-0.18749428,-0.58556664,-0.7223283,1.0151558,1.199676,-0.2084183,-0.1126511,-0.0957672
58,-0.9357679,-0.76413804,"('undiscriminating', 'discriminating')",0.19062054,0.18167476,0.75700206,0.7113203,-0.18837094,-0.08415962,-0.0441291,0.0111743,-0.0553034
