,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
78,-0.89680177,-0.8574979,"('nonresilient', 'resilient')",-0.7680839,-0.70266426,-0.4199527,-0.49175206,0.4834356,0.5326308,-0.4003507,-0.3798209,-0.0205298
53,-0.8841226,-1.0993345,"('uncreative', 'creative')",-0.007564662,-0.3012943,0.45689344,0.1980806,1.4218243,1.3212079,0.2467576,0.0296649,0.2170927
66,0.85749304,0.7014686,"('inactive', 'active')",-0.13079058,-0.20847706,0.18392006,0.21863094,1.3399552,1.2271667,0.5626444,0.4846973,0.0779471
71,0.8507228,0.6204687,"('diffident', 'self-confident')",1.8410448,1.6630996,-0.30211827,-0.023066593,0.54019326,0.45193437,0.7324607,0.678109,0.0543517
25,0.84396714,0.56133974,"('egoistic', 'altruistic')",1.24493,1.0062186,0.6531321,0.54000384,1.5377309,1.531811,1.0699401,0.9098433,0.1600968
51,-0.841165,-0.8323737,"('uneducated', 'educated')",-0.5995097,-0.49171242,0.0037076585,-0.22379476,0.3412975,0.3738807,-0.2739174,-0.2935,0.0195826
33,0.83587736,0.6796321,"('wrong', 'right')",1.0581746,0.8951845,-0.22550997,-0.23391947,-0.12788388,-0.21097721,0.3851645,0.28248,0.1026845
62,-0.820542,-0.37784275,"('incompetent', 'brilliant')",-0.20100975,0.1162506,-0.3228646,-0.23920734,0.11640007,0.33003742,-0.3070041,-0.0426905,-0.2643136
85,0.7966669,0.47097987,"('insignificant', 'prestigious')",1.2363048,0.85862035,-0.4122819,-0.33299962,1.171797,1.0637488,0.6981217,0.5150874,0.1830343
1,-0.7816948,-1.0406358,"('unfriendly', 'friendly')",1.3477705,0.92718506,-0.28690216,-0.32818374,2.2999396,2.2572644,0.6447783,0.4539075,0.1908708
19,0.7355627,0.61005926,"('inhospitable', 'hospitable')",1.2776169,1.1731743,-0.32058758,-0.0719681,0.024520721,0.1629286,0.4292782,0.4685485,-0.0392703
56,-0.72736037,-0.22155581,"('impractical', 'practical')",0.25089285,0.56929135,0.6147665,0.60590076,-0.3282541,-0.14144629,-0.0474888,0.2030475,-0.2505363
2,0.71079564,0.8459829,"('unlikable', 'likable')",1.2653856,1.2805164,1.4625119,1.4730912,0.68454945,0.7185714,1.0308106,1.0795405,-0.0487299
87,0.7024079,0.52709466,"('unsuccessful', 'successful')",1.1977401,1.0646946,0.97272664,0.7757118,0.83270603,0.63846195,0.9263951,0.7514907,0.1749044
83,-0.70180726,-0.5692777,"('powerless', 'powerful')",-0.03374039,0.07592002,-1.4828573,-1.3365304,-1.4700543,-1.4078381,-0.9221148,-0.8094316,-0.1126832
15,0.69986755,0.640914,"('boring', 'funny')",1.7110548,1.5510473,0.98585016,1.1578919,0.3799089,0.56929994,0.9441703,0.9797882,-0.0356179
79,0.6842462,0.4954861,"('wavering', 'unwavering')",-0.26898587,-0.29869428,-1.4084084,-1.1897514,0.254046,0.32804525,-0.1847755,-0.1662286,-0.0185469
76,-0.6485124,-0.21645516,"('anxious', 'daring')",-0.69711614,-0.51253295,0.092604786,0.00880271,-0.8781952,-0.53407717,-0.5328047,-0.3135656,-0.2192391
39,0.5848954,0.4495439,"('exploitative', 'cooperative')",1.8937236,1.8245021,1.9327155,1.7278439,-0.021452557,-0.027028179,1.0974705,0.9937154,0.1037551
47,-0.52488613,-0.2423297,"('stupid', 'smart')",0.15238655,0.17119128,0.7502966,0.69172645,5.3434997,5.517156,1.4303242,1.534436,-0.1041118
40,-0.5158723,-0.54532224,"('stingy', 'generous')",0.26385093,0.28523934,-0.50288296,-0.5102782,-1.6564018,-1.5325806,-0.6028265,-0.5757354,-0.0270911
44,0.51149493,0.54782635,"('prejudiced', 'unprejudiced')",-0.43265954,-0.43090495,-0.0377914,-0.012101533,-1.4157449,-1.4141709,-0.3436752,-0.3273377,-0.0163375
31,0.5082167,0.26429757,"('evil', 'good')",1.0554485,0.83898956,0.30105326,0.5418761,-0.7957328,-0.85885584,0.2672464,0.1965768,0.0706696
9,0.4937167,0.21589166,"('unaffectionate', 'caring')",1.4097996,1.1613758,-0.9340735,-0.98189837,1.9970189,1.9887593,0.7416154,0.5960321,0.1455833
12,-0.43056372,-0.3419553,"('unsupportive', 'supportive')",0.77588564,0.8924817,-1.258197,-1.2563343,-1.8802639,-1.8605577,-0.6982847,-0.6415914,-0.0566933
61,-0.42748132,-0.46338588,"('illogical', 'logical')",0.98396826,1.0328717,-0.28480524,-0.37287444,0.018151712,0.043712553,0.0724584,0.060081,0.0123774
73,0.41624746,0.6644653,"('helpless', 'self-reliant')",1.1012739,1.1393026,0.7492918,1.0761386,-3.5278265,-3.3195357,-0.3152533,-0.1099073,-0.205346
42,-0.41286626,-0.14043427,"('unreliable', 'reliable')",0.38924265,0.592677,0.06510346,0.027088314,-3.1356583,-2.9222243,-0.7735446,-0.6107233,-0.1628213
28,-0.40030092,-0.5258147,"('disloyal', 'loyal')",0.20352261,0.13855144,-0.7505385,-0.97700685,1.1146463,1.0629073,0.0418324,-0.0753407,0.1171731
20,-0.38962567,-0.17107329,"('rough', 'thoughtful')",0.5617144,0.69215333,0.6034009,0.5924297,0.69530964,0.7238845,0.3676998,0.4593486,-0.0916488
50,0.3843667,0.22999099,"('clumsy', 'skillful')",-0.32381767,-0.4483743,-0.36878437,-0.649386,0.68591774,0.5877487,0.0944206,-0.0700051,0.1644257
29,-0.37024277,-0.15108097,"('unfair', 'fair')",-0.13272576,0.10708086,-0.2166221,-0.08359545,-0.92505187,-0.91758955,-0.4111606,-0.2612963,-0.1498643
54,0.35728097,0.2699743,"('incapable', 'capable')",1.2235874,1.1393659,-0.7524303,-0.6651632,1.171716,1.3413043,0.5000385,0.5213703,-0.0213318
74,-0.349686,-0.09165436,"('undedicated', 'dedicated')",1.1977766,1.34223,0.23982373,0.22192758,0.15898746,0.12627563,0.3117254,0.3996947,-0.0879693
17,0.34427154,0.19175915,"('nasty', 'nice')",-0.053488113,-0.015987456,-0.041908905,0.026067223,-1.127175,-1.0258173,-0.2195751,-0.2059946,-0.0135805
52,0.33091295,0.01586103,"('irrational', 'rational')",1.4958837,1.2100254,-0.7375017,-0.6477843,0.70786655,0.5024535,0.4492904,0.2701389,0.1791515
80,-0.28163594,-0.1905309,"('dominated', 'dominating')",-0.9614227,-0.84118974,-0.24069086,-0.5208558,-1.6507038,-1.6471434,-0.7836133,-0.79993,0.0163167
67,-0.23035318,0.038091954,"('doubtful', 'determined')",0.27271,0.35902673,0.4271634,0.46907693,-0.54973924,-0.4963072,-0.0200548,0.0924721,-0.1125269
49,-0.22459397,-0.10742996,"('unable', 'able')",-0.21360561,-0.11881836,-0.76402384,-0.70517254,-0.43260643,-0.40411735,-0.4087075,-0.3338845,-0.074823
13,-0.19702011,0.02764335,"('impolite', 'polite')",-0.6624337,-0.52177733,0.008714251,-0.11598573,-0.36884055,-0.30580026,-0.304895,-0.22898,-0.075915
18,-0.19645594,-0.30867332,"('disagreeable', 'welcoming')",0.20822251,0.12511258,-0.8398253,-0.881919,-0.3797363,-0.43830195,-0.3019488,-0.3759454,0.0739966
34,-0.16816634,-0.13876423,"('mean', 'honorable')",-0.22876176,-0.20219353,0.18313257,0.25767794,6.1871057,6.2531853,1.4933275,1.5424764,-0.0491489
4,0.1627641,0.21412134,"('disliked', 'liked')",0.21522236,0.24948846,-0.11631334,-0.036100008,-6.6035395,-6.462169,-1.5854666,-1.5086648,-0.0768018
41,-0.14362758,0.19174623,"('unforgiving', 'forgiving')",0.2605203,0.5040667,-0.14465977,-0.18358116,-0.1602111,-0.22122592,-0.0469945,0.0727515,-0.119746
59,-0.14050968,-0.22501248,"('foolish', 'wise')",1.5637178,1.3406105,0.051152185,0.029257186,0.90831584,0.9148042,0.595669,0.5149149,0.0807541
75,0.1191725,0.41526374,"('meek', 'impulsive')",-1.2556326,-1.0978909,-1.1077228,-0.6145297,-0.40173447,-0.32834247,-0.6614794,-0.4063748,-0.2551046
84,-0.07980933,0.011265095,"('inferior', 'superior')",0.30973777,0.4400934,0.5745696,0.6825755,0.35086298,0.5098053,0.2888402,0.4109348,-0.1220946
27,-0.07209469,-0.083713144,"('hardhearted', 'softhearted')",0.6086495,0.6314559,-0.1640564,-0.17625892,1.5432305,1.5113144,0.4789322,0.4706995,0.0082327
32,0.05773036,0.0007468313,"('unkind', 'kind')",-0.27059978,-0.19823346,0.21556108,-0.03600724,0.8940951,1.0269893,0.2241967,0.1983739,0.0258228
38,0.0509639,0.30565995,"('untruthful', 'truthful')",-0.020500451,0.090807915,-1.1723543,-1.0160762,0.32703364,0.47243962,-0.2037143,-0.0367922,-0.1669221
16,0.044928648,-0.22015768,"('unpopular', 'popular')",-0.35133484,-0.46434933,-0.38224322,-0.41922036,1.2861389,1.0297272,0.1493724,-0.0185,0.1678724
26,0.04352478,-0.17913446,"('hardhearted', 'benevolent')",2.3924887,2.0088103,1.7198173,1.5668867,1.5403177,1.4221345,1.4240371,1.2046742,0.2193629
37,-0.004024878,-0.012414554,"('fake', 'genuine')",-0.20620409,-0.18670696,-0.5580271,-0.6383287,0.2720331,0.37914208,-0.1240557,-0.114577,-0.0094787
