,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,male-female
11,0.83657086,0.41926473,"('unhelpful', 'helpful')",-0.57934225,-0.53819543,2.390403,2.5514736,0.8825439,0.8108476,0.0716963
53,-0.83125377,-1.0926046,"('uncreative', 'creative')",0.87967783,0.5672176,0.30754846,0.4426502,0.1186575,-0.0275789,0.1462364
9,0.79533017,0.69193155,"('unaffectionate', 'caring')",0.9939215,0.7969241,0.9384757,1.0301999,0.9092425,0.8396851,0.0695574
18,0.78446335,0.85133004,"('disagreeable', 'welcoming')",-0.8921877,-0.85049,-1.0799161,-0.6932485,-0.3958801,-0.2308028,-0.1650773
63,0.78425866,0.76546913,"('unperceptive', 'insightful')",-0.19833337,-0.121444106,0.7130613,0.92077494,0.4329955,0.5216,-0.0886045
17,-0.76406133,-0.9039393,"('nasty', 'nice')",-0.7218999,-0.6665249,0.018962905,-0.12574342,-0.4889994,-0.5654025,0.0764031
19,-0.7490135,-0.4223612,"('inhospitable', 'hospitable')",-0.9935097,-0.8670109,-0.44551542,-0.011489172,-0.7293462,-0.4336204,-0.2957258
2,0.7459056,1.0142064,"('unlikable', 'likable')",0.19780886,0.33144572,0.81294477,0.92173344,0.5855531,0.7557952,-0.1702421
15,0.69883865,0.7194823,"('boring', 'funny')",0.044138514,0.17949724,0.23496096,0.52583516,0.3259794,0.4749382,-0.1489588
31,-0.6975154,-0.37816718,"('evil', 'good')",-0.24383584,-0.3137251,-1.2031239,-1.0762758,-0.7148251,-0.5893894,-0.1254357
3,-0.6490182,-1.0578693,"('repellent', 'pleasant')",-0.738107,-0.8709183,0.6111862,0.54338884,-0.2586463,-0.4617996,0.2031533
77,-0.6330481,-0.8545072,"('unmotivated', 'motivated')",-0.39798194,-0.5963181,-0.9093695,-1.0076753,-0.6467999,-0.8195002,0.1727003
24,0.62143356,0.5270139,"('dishonest', 'honest')",0.15775755,0.049264662,0.77602744,1.1607583,0.5184062,0.5790123,-0.0606061
42,0.59377384,0.46991295,"('unreliable', 'reliable')",0.221629,0.13262105,-2.5763578,-2.7633655,-0.586985,-0.7202772,0.1332922
29,-0.5801005,-0.45713884,"('unfair', 'fair')",-0.25855216,-0.105226494,-0.73147875,-0.60453737,-0.5233771,-0.3889676,-0.1344095
14,0.5680678,0.34733546,"('antisocial', 'social')",0.8827195,0.9029285,0.13982637,0.26386672,0.5302046,0.5047102,0.0254944
73,0.5508934,0.76537025,"('helpless', 'self-reliant')",0.08419739,0.1361181,-3.5460186,-3.5509055,-0.9703093,-0.8831391,-0.0871702
20,-0.54004365,-0.4458928,"('rough', 'thoughtful')",-0.36203182,-0.20339465,0.02995425,0.40362772,-0.2907071,-0.0818866,-0.2088205
16,-0.5331075,-0.332881,"('unpopular', 'popular')",-0.8196254,-0.69093597,0.084286734,0.26913324,-0.4228154,-0.2515612,-0.1712542
70,0.5330282,0.12164753,"('lethargic', 'energetic')",-0.6223874,-0.7679285,0.396705,0.6788801,0.1024486,0.0108664,0.0915822
55,-0.52398175,-0.81725967,"('incompetent', 'clever')",-0.8102292,-0.7958761,0.4885811,0.56898594,-0.2818766,-0.34805,0.0661734
43,0.5208064,0.09147412,"('irresponsible', 'responsible')",-0.6251609,-0.78368926,0.6395835,0.84394014,0.1784097,0.050575,0.1278347
47,-0.45797488,-0.2054427,"('stupid', 'smart')",0.4374974,0.594024,5.3824325,6.0183606,1.7873184,2.1356473,-0.3483289
68,-0.45522565,-0.23393182,"('dependent', 'independent')",-1.7037754,-1.4303857,-1.5483962,-1.1185423,-1.2357992,-0.9276199,-0.3081793
37,-0.43268856,-0.6752296,"('fake', 'genuine')",-1.1386017,-1.281197,-0.009249937,0.23158316,-0.5268467,-0.5749478,0.0481011
45,0.43097353,-0.053448178,"('incompetent', 'competent')",0.013739318,0.043192856,0.3102371,0.22423631,0.25165,0.071327,0.180323
38,0.4289075,0.52557486,"('untruthful', 'truthful')",-0.003928775,0.13090765,0.037487764,0.2527872,0.1541555,0.3030899,-0.1489344
10,-0.3741925,-0.8054496,"('unsympathetic', 'sympathetic')",-0.9209699,-1.1552497,0.100987434,0.025533035,-0.3980583,-0.6450554,0.2469971
76,0.36208466,0.14856489,"('anxious', 'daring')",-0.8994695,-0.949442,0.29065305,0.4199346,-0.0822439,-0.1269809,0.044737
61,-0.34121922,-0.41041753,"('illogical', 'logical')",0.26354963,0.2860609,0.055203546,0.022242656,-0.0074887,-0.034038,0.0265493
35,-0.33211532,-0.04683505,"('corrupt', 'incorrupt')",-0.41175193,-0.37672976,-1.1232538,-1.1436086,-0.6223737,-0.5223911,-0.0999826
71,0.31608564,0.28514785,"('diffident', 'self-confident')",1.147085,1.0256568,0.29437304,0.46001914,0.5858479,0.5902746,-0.0044267
67,0.30895135,0.64121443,"('doubtful', 'determined')",0.15683345,0.40833038,0.07236787,0.05945459,0.1793842,0.3696665,-0.1902823
30,0.30875018,0.41772854,"('intolerant', 'tolerant')",-0.33401698,-0.23480815,0.4581651,0.95881927,0.1442994,0.3805799,-0.2362805
86,0.30819133,-0.1599037,"('uninfluential', 'influential')",0.19006601,-0.2858453,-0.035010017,-0.21191223,0.1544158,-0.2192204,0.3736362
44,-0.30739388,-0.49403942,"('prejudiced', 'unprejudiced')",-1.0533956,-1.081073,-1.6117469,-1.5730615,-0.9908455,-1.0493913,0.0585458
22,-0.30546165,-0.4785968,"('untrustworthy', 'trustworthy')",-0.4702387,-0.65843403,-0.16200802,-0.24958664,-0.3125695,-0.4622058,0.1496363
50,-0.29294452,-0.28287846,"('clumsy', 'skillful')",-0.67771876,-0.6168381,-0.24060307,-0.023329955,-0.4037555,-0.3076822,-0.0960733
34,-0.29139882,-0.20785008,"('mean', 'honorable')",-0.4603141,-0.4019422,4.8516083,5.536158,1.3666318,1.642122,-0.2754902
64,-0.28507113,-0.4355747,"('shy', 'confident')",-0.40320805,-0.5532246,-5.565056,-6.22199,-2.084445,-2.4035966,0.3191516
72,-0.2702326,0.04712434,"('unambitious', 'ambitious')",0.083816096,0.28607747,-0.81053424,-0.26036292,-0.3323169,0.0242796,-0.3565965
54,-0.26974538,-0.050551884,"('incapable', 'capable')",0.33764488,0.3607411,0.51102364,0.9878032,0.1929744,0.4326642,-0.2396898
40,0.25750914,0.4751738,"('stingy', 'generous')",0.5033408,0.52490336,-2.5054543,-2.3745806,-0.5815348,-0.4581678,-0.123367
46,0.25602785,-0.38799584,"('uncompetitive', 'competitive')",-0.61805624,-0.9289024,-0.3342591,-0.65012956,-0.2320958,-0.6556759,0.4235801
1,0.24546275,0.1617544,"('unfriendly', 'friendly')",0.6758628,0.30722654,1.4391428,1.5462943,0.7868228,0.6717584,0.1150644
4,-0.23118277,0.052049764,"('disliked', 'liked')",0.003862149,0.10698096,-6.54373,-6.94207,-2.2570168,-2.261013,0.0039962
85,-0.22770503,-0.17807564,"('insignificant', 'prestigious')",0.28554344,0.028049415,-0.87020767,-0.99739975,-0.2707897,-0.3824753,0.1116856
7,0.22088772,-0.2101955,"('insensitive', 'sensitive')",-0.24491897,-0.34837267,0.34120405,0.47527602,0.1057243,-0.0277641,0.1334884
27,-0.21759307,-0.22896352,"('hardhearted', 'softhearted')",-0.87485725,-0.8373978,0.48972338,0.67656076,-0.200909,-0.1299335,-0.0709755
62,0.213003,0.30520475,"('incompetent', 'brilliant')",-0.3350564,-0.05043719,0.23147285,0.7322502,0.0364732,0.3290059,-0.2925327
59,0.21007237,0.5814764,"('foolish', 'wise')",0.2291823,0.30640626,-0.14189723,-0.051371872,0.0991191,0.2788369,-0.1797178
5,-0.19617982,0.062445074,"('distant', 'outgoing')",-0.012830194,-0.00839239,-0.5772957,-0.272779,-0.2621019,-0.0729088,-0.1891931
79,0.17614971,0.22366622,"('wavering', 'unwavering')",-0.5864081,-0.5238746,-0.8325332,-0.53473765,-0.4142638,-0.2783153,-0.1359485
32,-0.16250652,-0.20653352,"('unkind', 'kind')",0.07525526,0.02071236,0.9682431,1.2690954,0.293664,0.3610914,-0.0674274
81,0.14705527,0.0120384805,"('submissive', 'aggressive')",0.19039983,0.21597776,-0.15848441,-0.07489147,0.0596569,0.0510416,0.0086153
25,-0.13740848,0.15731137,"('egoistic', 'altruistic')",1.0192019,0.9604286,1.2135957,1.0323161,0.698463,0.7166853,-0.0182223
88,0.13199146,-0.045868956,"('low', 'eminent')",-0.9386029,-0.99361527,-0.55380636,-0.35151595,-0.4534726,-0.4636668,0.0101942
75,-0.12370196,0.34005243,"('meek', 'impulsive')",-1.0347663,-0.8161015,-0.73078036,-0.35748065,-0.6297495,-0.2778432,-0.3519063
57,0.11232393,-0.8402894,"('unimaginative', 'imaginative')",-0.42102605,-0.8072296,-2.8629916,-3.4171824,-1.0572313,-1.6882339,0.6310026
36,0.09683139,0.33559385,"('hostile', 'amicable')",-0.47871017,-0.46079886,-0.95806336,-0.749791,-0.4466474,-0.2916654,-0.154982
78,-0.088922046,-0.19494382,"('nonresilient', 'resilient')",-0.16680524,-0.075516686,0.19916056,0.17169912,-0.0188556,-0.0329205,0.0140649
21,0.077233166,-0.08439785,"('immoral', 'moral')",0.0011221655,-0.03566577,-0.3633578,-0.33963197,-0.0950008,-0.1532319,0.0582311
8,0.0734705,0.068361,"('unaffectionate', 'affectionate')",0.58040416,0.3591436,0.1964608,0.3768324,0.2834451,0.2681123,0.0153328
6,0.073057815,0.21029833,"('distant', 'open')",-0.20113042,-0.1323548,-0.639856,-0.43784127,-0.2559762,-0.1199659,-0.1360103
41,0.07192715,0.13939379,"('unforgiving', 'forgiving')",0.096928716,0.21650177,0.5025923,0.3689012,0.2238161,0.2415989,-0.0177828
52,0.0628009,0.2744758,"('irrational', 'rational')",0.42052546,0.45564395,-0.442777,-0.5777587,0.0135165,0.050787,-0.0372705
83,0.059245408,0.24264783,"('powerless', 'powerful')",0.23266798,0.2587719,-1.3039503,-1.1242046,-0.3373456,-0.207595,-0.1297506
65,-0.057805553,-0.38574427,"('insecure', 'secure')",-0.22827771,-0.39958137,0.47786114,0.44263142,0.063926,-0.1142314,0.1781574
58,0.05628899,-0.1327503,"('undiscriminating', 'discriminating')",-0.114249654,-0.26998106,0.3176435,0.07259122,0.0865609,-0.1100467,0.1966076
84,0.05573201,0.24055718,"('inferior', 'superior')",0.36784258,0.41676974,0.45321015,0.44834337,0.2922616,0.3685568,-0.0762952
48,-0.052731987,-0.33793435,"('unintelligent', 'intelligent')",-0.5263927,-0.69448465,-0.23421125,-0.0070299143,-0.271112,-0.346483,0.075371
23,0.05270482,-0.1703641,"('insincere', 'sincere')",0.28078383,0.3761449,5.983079,6.6460786,2.1055225,2.2839532,-0.1784307
60,-0.027879015,-0.41017827,"('inefficient', 'efficient')",0.04853512,0.08860958,0.28081566,0.47173753,0.1004906,0.0500563,0.0504343
0,-0.017015405,-0.3591141,"('unsociable', 'sociable')",0.18118644,0.16029952,0.4275813,0.32767868,0.1972508,0.0429547,0.1542961
28,0.006442167,-0.50987935,"('disloyal', 'loyal')",0.010659594,-0.28201604,0.8531325,0.7029494,0.2900781,-0.0296487,0.3197268
