,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,male-female
7,2.2237508,2.0905416,"('insensitive', 'sensitive')",-0.5236872,-0.5210904,1.1224439,1.2218435,0.9408359,0.9304315,0.0104044
31,-2.1151314,-1.5040514,"('evil', 'good')",-0.33377653,-0.06834086,-0.7771346,-0.6787618,-1.0753475,-0.7503847,-0.3249628
4,-1.9953308,-1.2945473,"('disliked', 'liked')",0.26638865,0.34812817,-6.4136653,-6.5130334,-2.7142026,-2.4864842,-0.2277184
35,-1.9203188,-1.3742584,"('corrupt', 'incorrupt')",0.46662128,0.6588446,-0.25757504,-0.24264869,-0.5704242,-0.3193542,-0.25107
23,1.8472804,1.523856,"('insincere', 'sincere')",-1.6905198,-1.8249717,5.5936413,5.6722035,1.9168007,1.7903627,0.126438
79,-1.8002635,-1.3933271,"('wavering', 'unwavering')",-0.93421096,-0.8491652,-0.1534717,-0.13111371,-0.9626487,-0.791202,-0.1714467
5,-1.7982633,-1.1247526,"('distant', 'outgoing')",-1.1732421,-1.0395213,-0.49172142,-0.38874984,-1.1544089,-0.8510079,-0.303401
6,-1.7217767,-1.1154076,"('distant', 'open')",-0.8323873,-0.7444401,0.3864066,0.3782465,-0.7225858,-0.4938671,-0.2287187
69,-1.6907551,-1.3005162,"('lazy', 'industrious')",1.6852379,1.9024835,-0.6737242,-0.50702524,-0.2264138,0.0316473,-0.2580611
60,1.673602,1.1199163,"('inefficient', 'efficient')",-0.14145996,-0.42340735,-0.047952134,0.02115492,0.49473,0.2392213,0.2555087
27,1.6616282,1.5305392,"('hardhearted', 'softhearted')",-0.63562495,-0.7013212,1.8187393,1.7999196,0.9482476,0.8763792,0.0718684
10,1.6284063,1.363514,"('unsympathetic', 'sympathetic')",-1.4647623,-1.6412417,-0.036641594,0.02029517,0.0423341,-0.0858109,0.128145
12,1.5794635,1.5257576,"('unsupportive', 'supportive')",-0.82416546,-0.8370387,-1.495904,-1.486551,-0.2468687,-0.2659441,0.0190754
39,1.5688926,1.3843665,"('exploitative', 'cooperative')",1.065229,1.0158799,0.32768676,0.3309079,0.9872695,0.9103847,0.0768848
44,-1.5595806,-1.8266108,"('prejudiced', 'unprejudiced')",0.46790633,0.40695465,-1.644146,-1.7526258,-0.9119401,-1.0574273,0.1454872
36,-1.4617583,-1.0697093,"('hostile', 'amicable')",-0.18514621,0.074392006,0.053303923,0.04311466,-0.5312002,-0.3174009,-0.2137993
70,1.4478414,1.3098294,"('lethargic', 'energetic')",-0.8171447,-0.95142514,0.7218391,0.69951046,0.4508452,0.3526382,0.098207
40,1.2200893,1.5707623,"('stingy', 'generous')",-0.4662106,-0.30303612,-0.9546256,-1.0891578,-0.0669156,0.0595228,-0.1264384
16,-1.2098303,-0.89765334,"('unpopular', 'popular')",-0.50040144,-0.32983255,0.19413903,0.23505956,-0.5053643,-0.3308088,-0.1745555
26,1.1711382,1.410459,"('hardhearted', 'benevolent')",0.1732877,0.30520558,1.7792572,1.7885284,1.0412277,1.1680644,-0.1268367
46,1.1589277,0.7073933,"('uncompetitive', 'competitive')",-0.2647818,-0.49437612,-0.65331864,-0.6902153,0.0802757,-0.159066,0.2393417
37,1.1580498,0.78664494,"('fake', 'genuine')",-0.23301598,-0.31126615,0.77283245,0.6630837,0.5659554,0.3794875,0.1864679
72,1.0933704,1.0795302,"('unambitious', 'ambitious')",-1.0504768,-1.1206515,-0.6685808,-0.5368897,-0.2085624,-0.1926703,-0.0158921
74,1.0861851,1.1310582,"('undedicated', 'dedicated')",0.12407732,-0.023055948,0.261231,0.21874665,0.4904978,0.4422497,0.0482481
55,1.063121,0.75753546,"('incompetent', 'clever')",-0.73382056,-0.75170475,0.21029589,0.30122545,0.1798654,0.1023521,0.0775133
81,1.042054,0.8204503,"('submissive', 'aggressive')",0.06661452,-0.12956366,-0.7776457,-0.91960585,0.110341,-0.0762397,0.1865807
15,-1.0323946,-0.70896256,"('boring', 'funny')",-0.12103343,0.0012335414,0.2806144,0.2921921,-0.2909379,-0.1385123,-0.1524256
20,1.0226219,0.82887965,"('rough', 'thoughtful')",-0.033507474,0.07246256,1.2052888,1.2866842,0.7314677,0.7293421,0.0021256
24,1.0205431,0.86939776,"('dishonest', 'honest')",-0.82448345,-0.86016005,0.822138,0.8806323,0.3393992,0.2966233,0.0427759
64,-0.99608064,-0.7117127,"('shy', 'confident')",0.3343686,0.46866718,-6.8326235,-6.802325,-2.4981119,-2.3484567,-0.1496552
9,0.9676638,1.2471013,"('unaffectionate', 'caring')",-1.6643032,-1.6947634,1.4304708,1.5284978,0.2446105,0.3602786,-0.1156681
59,-0.9248157,-0.61195755,"('foolish', 'wise')",0.24287796,0.3407941,0.3338592,0.34876582,-0.1160262,0.0258675,-0.1418937
66,-0.9224277,-0.58926195,"('inactive', 'active')",0.010417797,0.1432831,0.6750435,0.762214,-0.0789888,0.1054117,-0.1844005
63,0.8933249,0.52225053,"('unperceptive', 'insightful')",0.018547397,-0.17822228,1.4365495,1.394732,0.7828073,0.5795867,0.2032206
3,0.8724676,0.7505402,"('repellent', 'pleasant')",-0.19270003,-0.13704346,0.3094551,0.34868044,0.3297409,0.3207257,0.0090152
30,0.838409,0.88005203,"('intolerant', 'tolerant')",-0.7724742,-0.8627095,0.8474493,0.8414247,0.3044614,0.2862557,0.0182057
65,0.83346665,0.4467195,"('insecure', 'secure')",0.012154575,0.03579391,-0.2058348,-0.19292215,0.2132621,0.0965304,0.1167317
71,0.8107625,0.97711515,"('diffident', 'self-confident')",0.044471964,0.09203112,0.24020453,0.29218134,0.3651464,0.4537759,-0.0886295
76,0.75216174,0.37518555,"('anxious', 'daring')",-0.08321667,-0.21971036,0.15797603,0.084788755,0.2756404,0.080088,0.1955524
18,0.7182716,0.81398857,"('disagreeable', 'welcoming')",-0.9348722,-0.8714575,-0.23497999,-0.26521587,-0.1505269,-0.1075616,-0.0429653
43,0.7146372,0.44258654,"('irresponsible', 'responsible')",-1.1881657,-1.3355795,0.4385795,0.47440127,-0.0116496,-0.1395306,0.127881
21,0.70191854,0.28559512,"('immoral', 'moral')",0.13861984,0.04499819,-0.749724,-0.74076563,0.0302715,-0.1367241,0.1669956
87,0.69985944,0.66583174,"('unsuccessful', 'successful')",0.8673726,0.7727003,0.7073265,0.80514914,0.7581862,0.7478937,0.0102925
50,-0.69430774,-0.63965493,"('clumsy', 'skillful')",0.4594264,0.46093532,0.41796482,0.328602,0.0610278,0.0499608,0.011067
48,0.6894654,0.47176975,"('unintelligent', 'intelligent')",-1.7607154,-1.7496246,0.5861456,0.6652374,-0.1617015,-0.2042058,0.0425043
78,-0.6172765,-0.71675605,"('nonresilient', 'resilient')",-0.7828048,-0.747469,0.26149666,0.2921528,-0.3795282,-0.3906908,0.0111626
49,-0.5845671,-0.41946942,"('unable', 'able')",-0.8092736,-0.6575197,-0.5863273,-0.37794536,-0.660056,-0.4849782,-0.1750778
52,-0.565517,-0.21864912,"('irrational', 'rational')",-0.4945238,-0.38132656,-0.0145580545,-0.06466649,-0.3581996,-0.2215474,-0.1366522
14,0.5134918,0.73939705,"('antisocial', 'social')",0.3543399,0.41580155,-0.64840883,-0.45359474,0.073141,0.2338679,-0.1607269
29,-0.51332474,-0.30549413,"('unfair', 'fair')",-0.30228895,-0.13630977,-0.3584663,-0.2663928,-0.39136,-0.2360656,-0.1552944
75,-0.47020015,0.19107106,"('meek', 'impulsive')",-0.13142937,-0.03347072,-0.46135715,-0.3716346,-0.3543289,-0.0713448,-0.2829841
62,0.4629177,0.42254776,"('incompetent', 'brilliant')",-1.0181817,-1.0256217,-0.27942938,-0.08242554,-0.2782311,-0.2284998,-0.0497313
8,0.4487167,0.72757244,"('unaffectionate', 'affectionate')",-1.5502266,-1.4996896,1.1814121,1.2169304,0.0266341,0.1482711,-0.121637
61,0.43327945,0.56893957,"('illogical', 'logical')",-0.61765826,-0.5473382,0.24527705,0.38290593,0.0202994,0.1348358,-0.1145364
22,0.41674295,0.5057199,"('untrustworthy', 'trustworthy')",-0.072610736,-0.031657387,-0.8800733,-0.72901374,-0.178647,-0.0849837,-0.0936633
32,0.38889086,0.26050675,"('unkind', 'kind')",-0.11233566,-0.17895487,1.1568645,1.1465642,0.4778066,0.4093721,0.0684345
41,0.38530922,0.8759547,"('unforgiving', 'forgiving')",-0.11488716,-0.016604077,0.3195665,0.43751395,0.1966628,0.4322882,-0.2356254
51,-0.36935398,-0.42110163,"('uneducated', 'educated')",-0.74502826,-0.65845805,0.27245793,0.3013829,-0.2806414,-0.2593923,-0.0212491
2,0.35290843,0.57660043,"('unlikable', 'likable')",0.7278087,0.8095672,0.43349868,0.54692304,0.5047386,0.6443636,-0.139625
88,-0.33286384,-0.3644674,"('low', 'eminent')",-0.5772178,-0.5842383,0.15458636,0.096718885,-0.2518318,-0.2839956,0.0321638
33,-0.31246734,0.027230445,"('wrong', 'right')",0.3361931,0.43684042,-0.5635426,-0.5699918,-0.179939,-0.035307,-0.144632
86,0.3104394,0.24854112,"('uninfluential', 'influential')",-1.938715,-1.9981622,-0.11323931,-0.16397397,-0.580505,-0.637865,0.05736
53,0.29851952,0.5634025,"('uncreative', 'creative')",-1.1204042,-1.102392,1.0811048,0.94359255,0.0864067,0.1348677,-0.048461
34,0.29066253,-0.07088443,"('mean', 'honorable')",-0.4803823,-0.47882932,5.933319,5.931511,1.9145331,1.7939324,0.1206007
11,0.28157,-0.08560703,"('unhelpful', 'helpful')",-1.1461031,-1.3484991,1.8947884,1.8801558,0.3434184,0.1486832,0.1947352
56,0.2791469,0.0713316,"('impractical', 'practical')",-0.071167946,-0.24695736,-0.5648467,-0.58947605,-0.1189559,-0.2550339,0.136078
68,0.27269614,0.09683133,"('dependent', 'independent')",-0.46199208,-0.41673285,-0.5290975,-0.5157015,-0.2394645,-0.2785343,0.0390698
85,-0.2679367,0.2538336,"('insignificant', 'prestigious')",0.1487115,0.25759307,0.860553,0.80876845,0.2471093,0.4400651,-0.1929558
54,-0.25461602,-0.08291622,"('incapable', 'capable')",-0.3369313,-0.27752754,1.0908101,1.0560321,0.1664209,0.2318628,-0.0654419
0,0.23932841,0.32642522,"('unsociable', 'sociable')",-0.5078326,-0.5406257,-0.49702638,-0.46296987,-0.2551769,-0.2257234,-0.0294535
