,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
6,-1.7197294,-1.6505097,"('distant', 'open')",-0.67446965,-0.7325911,-1.1970996,-1.1915504,-0.0055492
19,-1.4441569,-1.4589622,"('inhospitable', 'hospitable')",-0.44350404,-0.56613606,-0.9438305,-1.0125492,0.0687187
86,-1.2239506,-1.4716616,"('uninfluential', 'influential')",-0.3161175,-0.61225504,-0.7700341,-1.0419583,0.2719242
79,-1.209371,-1.0631322,"('wavering', 'unwavering')",-0.58836854,-0.5503513,-0.8988698,-0.8067417,-0.0921281
30,1.1135559,0.96665215,"('intolerant', 'tolerant')",0.8728236,0.8175074,0.9931898,0.8920798,0.10111
53,-1.1109227,-1.3130921,"('uncreative', 'creative')",0.53367984,0.3113889,-0.2886214,-0.5008516,0.2122302
31,-1.1060526,-1.0108044,"('evil', 'good')",-0.66749775,-0.800145,-0.8867752,-0.9054747,0.0186995
8,-1.0844076,-1.2242641,"('unaffectionate', 'affectionate')",0.6499465,0.48815927,-0.2172305,-0.3680524,0.1508219
5,-1.0837533,-0.9304702,"('distant', 'outgoing')",-0.5985682,-0.5706038,-0.8411608,-0.750537,-0.0906238
60,1.0431503,0.88797665,"('inefficient', 'efficient')",0.24264103,0.23118518,0.6428957,0.5595809,0.0833148
9,-0.96062416,-1.2856888,"('unaffectionate', 'caring')",0.978952,0.7754447,0.0091639,-0.255122,0.2642859
66,-0.94203895,-0.96653014,"('inactive', 'active')",0.34383038,0.14571095,-0.2991043,-0.4104096,0.1113053
1,-0.9317818,-1.1842507,"('unfriendly', 'friendly')",1.6144222,1.3213995,0.3413202,0.0685744,0.2727458
73,0.8575667,0.87750316,"('helpless', 'self-reliant')",-3.1696265,-3.0865762,-1.1560299,-1.1045365,-0.0514934
28,-0.8434335,-1.1195294,"('disloyal', 'loyal')",0.93291086,0.68564105,0.0447387,-0.2169442,0.2616829
51,-0.80892044,-0.7123275,"('uneducated', 'educated')",0.49502558,0.38212472,-0.1569474,-0.1651014,0.008154
57,-0.78939974,-0.8949574,"('unimaginative', 'imaginative')",-3.0367029,-3.1704319,-1.9130514,-2.0326946,0.1196432
2,0.7725868,0.83663994,"('unlikable', 'likable')",0.8071934,0.8050146,0.7898901,0.8208272,-0.0309371
58,-0.76577634,-0.84720886,"('undiscriminating', 'discriminating')",0.3411984,0.37377733,-0.212289,-0.2367158,0.0244268
43,-0.75748324,-0.68602175,"('irresponsible', 'responsible')",0.21077122,0.20662707,-0.273356,-0.2396973,-0.0336587
44,0.7351682,0.92140174,"('prejudiced', 'unprejudiced')",-1.4504651,-1.2709177,-0.3576484,-0.174758,-0.1828904
82,-0.72822636,-0.6328154,"('poor', 'rich')",6.1175284,6.065924,2.6946511,2.7165544,-0.0219033
62,0.7229609,0.8951283,"('incompetent', 'brilliant')",0.38099587,0.49889463,0.5519783,0.6970115,-0.1450332
23,-0.7206968,-0.84942275,"('insincere', 'sincere')",5.5787315,5.5207176,2.4290173,2.3356473,0.09337
11,-0.70872587,-0.7264837,"('unhelpful', 'helpful')",1.4516817,1.5597769,0.3714779,0.4166466,-0.0451687
7,-0.6955785,-0.8225882,"('insensitive', 'sensitive')",0.2833662,0.14376949,-0.2061062,-0.3394094,0.1333032
39,0.68763053,0.67484486,"('exploitative', 'cooperative')",-0.21689406,-0.044928715,0.2353682,0.3149581,-0.0795899
52,-0.6808264,-0.8849974,"('irrational', 'rational')",-0.0150904115,-0.10912204,-0.3479584,-0.4970597,0.1491013
38,-0.6769481,-0.5291864,"('untruthful', 'truthful')",-0.19468665,-0.16217753,-0.4358174,-0.345682,-0.0901354
81,0.66696185,0.86114407,"('submissive', 'aggressive')",-0.7212238,-0.48236924,-0.027131,0.1893874,-0.2165184
35,-0.65866166,-0.6250959,"('corrupt', 'incorrupt')",-0.28329802,-0.25783378,-0.4709798,-0.4414648,-0.029515
36,-0.64267147,-0.8865263,"('hostile', 'amicable')",-0.051260013,-0.31188235,-0.3469657,-0.5992043,0.2522386
54,-0.638865,-0.4736695,"('incapable', 'capable')",0.5352016,0.61761904,-0.0518317,0.0719748,-0.1238065
87,0.6313395,0.8006802,"('unsuccessful', 'successful')",0.76501864,0.8882425,0.6981791,0.8444613,-0.1462822
18,-0.6042579,-0.7928364,"('disagreeable', 'welcoming')",-0.35362005,-0.542888,-0.478939,-0.6678622,0.1889232
16,-0.5654619,-0.4961289,"('unpopular', 'popular')",0.32461134,0.26558894,-0.1204253,-0.11527,-0.0051553
71,-0.5609991,-0.53176826,"('diffident', 'self-confident')",0.10582282,0.18257391,-0.2275881,-0.1745972,-0.0529909
76,0.5606271,0.6079777,"('anxious', 'daring')",-0.35749725,-0.23756176,0.1015649,0.185208,-0.0836431
63,-0.53411674,-0.33805162,"('unperceptive', 'insightful')",0.6005615,0.6430794,0.0332224,0.1525139,-0.1192915
55,0.4995874,0.41555983,"('incompetent', 'clever')",0.40693736,0.3337644,0.4532624,0.3746621,0.0786003
88,-0.47914347,-0.6138988,"('low', 'eminent')",-0.21801524,-0.33278933,-0.3485793,-0.4733441,0.1247648
70,-0.4602849,-0.35066083,"('lethargic', 'energetic')",0.06711042,0.12063835,-0.1965872,-0.1150112,-0.081576
