,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
14,0.45720473,0.5571474,"('antisocial', 'social')",0.03613291,0.077207625,0.2466688,0.3171775,-0.0705087
29,-0.4489696,-0.35156792,"('unfair', 'fair')",-0.16705543,-0.3185029,-0.3080125,-0.3350354,0.0270229
78,-0.43941575,-0.5314709,"('nonresilient', 'resilient')",0.32572672,0.19603889,-0.0568445,-0.167716,0.1108715
10,-0.4337753,-0.49161127,"('unsympathetic', 'sympathetic')",-0.68440115,-0.6751803,-0.5590882,-0.5833958,0.0243076
59,-0.42713535,-0.39283076,"('foolish', 'wise')",-0.08071983,-0.08423064,-0.2539276,-0.2385307,-0.0153969
80,0.4223436,0.47276935,"('dominated', 'dominating')",-0.9357407,-0.7968298,-0.2566985,-0.1620302,-0.0946683
84,0.3989947,0.49188626,"('inferior', 'superior')",1.0892981,1.164498,0.7441464,0.8281921,-0.0840457
33,-0.3807522,-0.33066878,"('wrong', 'right')",-0.75312257,-0.81493413,-0.5669374,-0.5728015,0.0058641
42,0.3785723,0.608218,"('unreliable', 'reliable')",-3.3541102,-3.1360483,-1.487769,-1.2639152,-0.2238538
64,0.3737151,0.42065662,"('shy', 'confident')",-6.3635015,-6.121893,-2.9948933,-2.8506181,-0.1442752
48,0.35585082,0.10607004,"('unintelligent', 'intelligent')",0.99751455,0.9140884,0.6766827,0.5100793,0.1666034
12,-0.34130856,-0.34481084,"('unsupportive', 'supportive')",-2.035925,-2.1382463,-1.1886168,-1.2415285,0.0529117
56,0.33253115,0.5796911,"('impractical', 'practical')",-0.5662382,-0.3120461,-0.1168535,0.1338225,-0.250676
50,-0.3118965,-0.38171822,"('clumsy', 'skillful')",0.12109273,0.04432483,-0.0954019,-0.1686967,0.0732948
68,-0.30765048,-0.39432168,"('dependent', 'independent')",-0.45196998,-0.6336906,-0.3798102,-0.5140061,0.1341959
21,0.2971686,0.24840774,"('immoral', 'moral')",-0.38001084,-0.45349333,-0.0414211,-0.1025428,0.0611217
32,-0.29206645,-0.3279872,"('unkind', 'kind')",0.6060303,0.545343,0.1569819,0.1086779,0.048304
72,-0.28644165,-0.19638832,"('unambitious', 'ambitious')",-0.5494096,-0.49692386,-0.4179257,-0.3466561,-0.0712696
69,0.27763218,0.29680726,"('lazy', 'industrious')",-0.5334432,-0.53638023,-0.1279055,-0.1197865,-0.008119
85,-0.26793784,-0.37577134,"('insignificant', 'prestigious')",0.128409,-0.0544024,-0.0697644,-0.2150869,0.1453225
75,-0.24735184,0.10524391,"('meek', 'impulsive')",-0.74491423,-0.5442537,-0.496133,-0.2195049,-0.2766281
41,-0.23291609,-0.24291758,"('unforgiving', 'forgiving')",-0.049134295,-0.13409348,-0.1410252,-0.1885055,0.0474803
24,-0.23069043,-0.24498603,"('dishonest', 'honest')",0.4459017,0.44263798,0.1076056,0.098826,0.0087796
37,-0.21670793,-0.3145394,"('fake', 'genuine')",0.1900365,0.17660639,-0.0133357,-0.0689665,0.0556308
77,-0.20532209,-0.28259423,"('unmotivated', 'motivated')",-1.1167231,-1.1246506,-0.6610225,-0.7036224,0.0425999
47,-0.18144606,0.06977951,"('stupid', 'smart')",5.0677867,5.255968,2.4431703,2.6628737,-0.2197034
46,-0.17781687,-0.18772708,"('uncompetitive', 'competitive')",-0.9093779,-0.92623633,-0.5435973,-0.5569817,0.0133844
49,-0.1742857,-0.07197423,"('unable', 'able')",-0.42622268,-0.36640424,-0.3002542,-0.2191892,-0.081065
17,-0.16736242,-0.20138161,"('nasty', 'nice')",-0.7928588,-0.78276587,-0.4801106,-0.4920737,0.0119631
67,0.16319972,0.46269694,"('doubtful', 'determined')",-0.5446352,-0.3786809,-0.1907177,0.042008,-0.2327257
4,-0.16171427,-0.030539874,"('disliked', 'liked')",-6.62041,-6.7035728,-3.391062,-3.3670564,-0.0240056
61,-0.14116593,-0.20529866,"('illogical', 'logical')",0.65811086,0.5651781,0.2584725,0.1799397,0.0785328
26,0.13490699,0.025524134,"('hardhearted', 'benevolent')",1.6162245,1.5055926,0.8755658,0.7655584,0.1100074
45,-0.123403996,-0.016450224,"('incompetent', 'competent')",-0.14999722,-0.21571738,-0.1367006,-0.1160838,-0.0206168
40,0.11120284,0.10793927,"('stingy', 'generous')",-1.5622256,-1.7348998,-0.7255114,-0.8134803,0.0879689
20,-0.105480984,0.039374273,"('rough', 'thoughtful')",0.98749846,1.0708002,0.4410087,0.5550872,-0.1140785
0,0.102237746,-0.115522936,"('unsociable', 'sociable')",-0.20090775,-0.34121937,-0.049335,-0.2283711,0.1790361
13,0.09385589,0.15188144,"('impolite', 'polite')",-0.76166946,-0.8009621,-0.3339068,-0.3245403,-0.0093665
15,-0.09033108,-0.06454937,"('boring', 'funny')",0.119813815,0.13082749,0.0147414,0.0331391,-0.0183977
83,-0.088897936,-0.049415912,"('powerless', 'powerful')",-1.1470473,-0.97556156,-0.6179726,-0.5124887,-0.1054839
25,0.08649649,0.07056177,"('egoistic', 'altruistic')",1.2385254,1.1720185,0.6625109,0.6212901,0.0412208
74,0.07619265,0.22594556,"('undedicated', 'dedicated')",-0.36765742,-0.43379262,-0.1457324,-0.1039235,-0.0418089
65,0.056638055,0.031106723,"('insecure', 'secure')",-0.3643513,-0.07123226,-0.1538566,-0.0200628,-0.1337938
22,0.049066857,0.18757737,"('untrustworthy', 'trustworthy')",-0.9388827,-0.9405222,-0.4449079,-0.3764724,-0.0684355
27,-0.041550048,-0.4176582,"('hardhearted', 'softhearted')",1.3120227,0.9037131,0.6352363,0.2430274,0.3922089
3,-0.013310311,0.05790375,"('repellent', 'pleasant')",0.6597942,0.58956444,0.3232419,0.3237341,-0.0004922
34,-0.012915928,-0.0023219548,"('mean', 'honorable')",5.637389,5.637333,2.8122365,2.8175056,-0.0052691
