,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.8062074,-2.4333093,"('unfriendly', 'friendly')",1.0456462,1.4818764,-0.8802806,-0.4757165,-0.4045641
53,-2.0731628,-2.23584,"('uncreative', 'creative')",0.6908921,0.74967575,-0.6911353,-0.7430822,0.0519469
31,-1.8653028,-1.2888807,"('evil', 'good')",-1.8335745,-1.4711279,-1.8494387,-1.3800043,-0.4694344
36,-1.819336,-1.7677635,"('hostile', 'amicable')",-0.20113942,-0.2696325,-1.0102377,-1.018698,0.0084603
86,-1.7560081,-1.66582,"('uninfluential', 'influential')",-0.35230708,-0.1357169,-1.0541576,-0.9007685,-0.1533891
85,-1.6714002,-1.4938933,"('insignificant', 'prestigious')",-0.24397632,-0.180894,-0.9576883,-0.8373936,-0.1202947
6,-1.654795,-0.71243143,"('distant', 'open')",-0.5340838,0.060089145,-1.0944394,-0.3261711,-0.7682683
19,-1.6302056,-1.3412838,"('inhospitable', 'hospitable')",-0.47717342,-0.119506404,-1.0536895,-0.7303951,-0.3232944
66,-1.5445544,-1.3096681,"('inactive', 'active')",0.13254036,0.3748325,-0.706007,-0.4674178,-0.2385892
5,-1.5088365,-0.63353264,"('distant', 'outgoing')",-0.9252658,-0.38254577,-1.2170511,-0.5080392,-0.7090119
60,1.4711462,1.0279483,"('inefficient', 'efficient')",0.8308702,0.60100806,1.1510082,0.8144782,0.33653
44,1.4680108,1.3420625,"('prejudiced', 'unprejudiced')",-1.1579993,-1.485051,0.1550058,-0.0714943,0.2265001
81,1.4669542,0.8618133,"('submissive', 'aggressive')",0.14334261,-0.18775547,0.8051484,0.3370289,0.4681195
9,-1.4314916,-1.1872631,"('unaffectionate', 'caring')",0.5297018,1.0328747,-0.4508949,-0.0771942,-0.3737007
80,1.2854908,0.91676533,"('dominated', 'dominating')",-1.2626204,-1.305976,0.0114352,-0.1946054,0.2060406
8,-1.2749202,-1.1830066,"('unaffectionate', 'affectionate')",0.17607543,0.6026196,-0.5494224,-0.2901935,-0.2592289
57,-1.2748512,-1.2287439,"('unimaginative', 'imaginative')",-2.1415083,-2.4436893,-1.7081797,-1.8362167,0.128037
30,1.2441462,0.83379215,"('intolerant', 'tolerant')",1.8888313,1.407076,1.5664887,1.120434,0.4460547
27,-1.2376062,-0.6986832,"('hardhearted', 'softhearted')",1.1235278,1.4578001,-0.0570392,0.3795585,-0.4365977
71,-1.2230215,-0.93103456,"('diffident', 'self-confident')",0.03244137,0.25979748,-0.5952901,-0.3356186,-0.2596715
61,-1.2219476,-1.1138862,"('illogical', 'logical')",0.01050367,-0.0438344,-0.605722,-0.5788603,-0.0268617
56,1.1258531,0.9734708,"('impractical', 'practical')",0.6974369,0.47992572,0.911645,0.7266983,0.1849467
26,-1.1115487,-0.8861109,"('hardhearted', 'benevolent')",1.4609551,1.5178894,0.1747032,0.3158892,-0.141186
58,-1.1079249,-1.0975271,"('undiscriminating', 'discriminating')",0.03386115,-0.06479404,-0.5370319,-0.5811606,0.0441287
79,-1.0563191,-0.77618223,"('wavering', 'unwavering')",-0.4266351,-0.1866402,-0.7414771,-0.4814112,-0.2600659
10,-1.0435389,-1.2255309,"('unsympathetic', 'sympathetic')",0.16673175,0.14298692,-0.4384036,-0.541272,0.1028684
52,-1.0307568,-0.7568579,"('irrational', 'rational')",-0.38218328,-0.31007248,-0.7064701,-0.5334651,-0.173005
78,-0.91057575,-0.7078368,"('nonresilient', 'resilient')",0.32768065,0.49196,-0.2914476,-0.1079384,-0.1835092
37,0.9072391,0.9020236,"('fake', 'genuine')",0.35383,0.61320615,0.6305345,0.7576149,-0.1270804
62,0.89764524,0.67201155,"('incompetent', 'brilliant')",0.5824042,0.66455984,0.7400247,0.6682857,0.071739
63,-0.88110036,-0.9612973,"('unperceptive', 'insightful')",1.1507944,1.3458266,0.134847,0.1922647,-0.0574177
54,-0.8371414,-1.0304744,"('incapable', 'capable')",1.2488697,1.2342801,0.2058641,0.1019028,0.1039613
76,0.79315245,0.10299441,"('anxious', 'daring')",0.91785103,0.4703173,0.8555018,0.2866558,0.568846
0,-0.77416676,-0.9937031,"('unsociable', 'sociable')",-0.29442725,-0.58597046,-0.534297,-0.7898368,0.2555398
16,-0.772346,-0.8455349,"('unpopular', 'popular')",0.28247398,0.073316075,-0.244936,-0.3861094,0.1411734
24,-0.771748,-0.73966986,"('dishonest', 'honest')",0.5981912,0.89301634,-0.0867784,0.0766732,-0.1634516
73,0.75278014,1.0114095,"('helpless', 'self-reliant')",-2.9865696,-2.894227,-1.1168947,-0.9414088,-0.1754859
39,0.7473393,0.54064786,"('exploitative', 'cooperative')",0.08274503,0.023213377,0.4150422,0.2819306,0.1331116
14,0.7467728,0.21781337,"('antisocial', 'social')",-0.19061984,-0.83073336,0.2780765,-0.30646,0.5845365
