,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
29,-0.73588884,-0.6592468,"('unfair', 'fair')",-0.757531,-0.5679922,-0.7467099,-0.6136195,-0.1330904
77,-0.72601664,-0.900156,"('unmotivated', 'motivated')",-0.9333382,-0.88314193,-0.8296775,-0.891649,0.0619715
38,-0.68555486,-0.53790563,"('untruthful', 'truthful')",0.0038531274,0.12944026,-0.3408509,-0.2042327,-0.1366182
12,-0.66825825,-0.31408888,"('unsupportive', 'supportive')",-1.8633219,-1.5918936,-1.2657901,-0.9529912,-0.3127989
67,0.6369533,0.56436443,"('doubtful', 'determined')",-0.27418894,-0.41267568,0.1813822,0.0758444,0.1055378
74,-0.60485965,-0.54964286,"('undedicated', 'dedicated')",0.054614827,-0.011282267,-0.2751224,-0.2804626,0.0053402
2,0.59061575,0.036308944,"('unlikable', 'likable')",0.56997305,0.31053585,0.5802944,0.1734224,0.406872
45,-0.5819013,-0.4901189,"('incompetent', 'competent')",-0.0013346188,-0.077489294,-0.291618,-0.2838041,-0.0078139
33,-0.57670856,-0.04519785,"('wrong', 'right')",-1.2631024,-0.9490096,-0.9199055,-0.4971037,-0.4228018
4,-0.57375187,-0.25017384,"('disliked', 'liked')",-6.2365565,-6.563858,-3.4051542,-3.407016,0.0018618
49,0.5651867,0.1434685,"('unable', 'able')",0.16991849,0.135764,0.3675526,0.1396163,0.2279363
42,0.55732185,0.48570013,"('unreliable', 'reliable')",-2.7736938,-2.9989798,-1.108186,-1.2566398,0.1484538
23,-0.5274747,-1.0766714,"('insincere', 'sincere')",5.6839824,5.8863845,2.5782537,2.4048567,0.173397
87,-0.48911697,-0.6686475,"('unsuccessful', 'successful')",0.45818448,0.31771758,-0.0154662,-0.175465,0.1599988
65,0.48496574,-0.17050189,"('insecure', 'secure')",-0.10565135,-0.2980626,0.1896572,-0.2342822,0.4239394
25,-0.46931973,-0.42326558,"('egoistic', 'altruistic')",0.8743718,0.9428267,0.202526,0.2597806,-0.0572546
50,0.44653833,0.08885063,"('clumsy', 'skillful')",0.24842519,0.30882317,0.3474818,0.1988369,0.1486449
68,0.4445748,0.3033894,"('dependent', 'independent')",-0.28523818,-0.17289239,0.0796683,0.0652485,0.0144198
21,0.4328804,-0.15759452,"('immoral', 'moral')",-0.19997284,-0.56807095,0.1164538,-0.3628327,0.4792865
28,-0.4119306,-0.63785994,"('disloyal', 'loyal')",0.95629936,0.86161155,0.2721844,0.1118758,0.1603086
7,-0.3335928,-0.65601224,"('insensitive', 'sensitive')",0.57178706,0.6588856,0.1190971,0.0014367,0.1176604
64,0.33201253,0.45520046,"('shy', 'confident')",-6.1171603,-6.3435764,-2.8925738,-2.9441879,0.0516141
55,0.2966072,-0.085475914,"('incompetent', 'clever')",0.2935363,0.07260326,0.2950718,-0.0064363,0.3015081
84,0.28011766,0.21058886,"('inferior', 'superior')",1.2435278,1.1950287,0.7618227,0.7028087,0.059014
88,-0.27109304,-0.79307425,"('low', 'eminent')",0.8081782,0.37262002,0.2685426,-0.2102271,0.4787697
40,-0.26467702,0.09112367,"('stingy', 'generous')",-2.1292028,-1.702003,-1.1969399,-0.8054397,-0.3915002
20,-0.25911674,-0.3238655,"('rough', 'thoughtful')",1.2089983,1.2604401,0.4749408,0.4682873,0.0066535
82,-0.23593992,-0.7172481,"('poor', 'rich')",6.312582,6.385077,3.038321,2.8339145,0.2044065
35,-0.22950552,0.0513333,"('corrupt', 'incorrupt')",-0.77678764,-0.5365496,-0.5031466,-0.2426082,-0.2605384
15,-0.22579417,-0.29554364,"('boring', 'funny')",0.5608417,0.28810617,0.1675238,-0.0037187,0.1712425
70,-0.19560468,-0.3695686,"('lethargic', 'energetic')",1.0698056,0.9620087,0.4371005,0.2962201,0.1408804
43,-0.16340558,-0.11231127,"('irresponsible', 'responsible')",0.84476423,0.83967566,0.3406793,0.3636822,-0.0230029
22,-0.15777344,-0.35062703,"('untrustworthy', 'trustworthy')",-0.9786616,-1.0051025,-0.5682175,-0.6778648,0.1096473
46,-0.15339819,-0.43775392,"('uncompetitive', 'competitive')",0.028162077,-0.33592948,-0.0626181,-0.3868417,0.3242236
72,-0.15314111,-0.21001774,"('unambitious', 'ambitious')",-1.1516562,-0.6615338,-0.6523986,-0.4357758,-0.2166228
11,0.14596602,-0.26139787,"('unhelpful', 'helpful')",2.27351,2.1515706,1.209738,0.9450864,0.2646516
51,-0.13503376,-0.43750817,"('uneducated', 'educated')",0.5099766,0.45122993,0.1874714,0.0068609,0.1806105
18,0.12024008,-0.351718,"('disagreeable', 'welcoming')",-0.33467394,-0.6019198,-0.1072169,-0.4768189,0.369602
47,0.1107336,-0.013657384,"('stupid', 'smart')",5.176382,5.3561406,2.6435578,2.6712415,-0.0276837
41,-0.09570775,-0.30998826,"('unforgiving', 'forgiving')",0.17979023,-0.1750388,0.0420412,-0.2425135,0.2845547
34,-0.09166352,-0.15031336,"('mean', 'honorable')",6.296382,6.4412446,3.1023593,3.1454656,-0.0431063
48,-0.075355135,-0.34394792,"('unintelligent', 'intelligent')",0.9639853,1.0589905,0.4443151,0.3575213,0.0867938
3,-0.06704776,-0.37290487,"('repellent', 'pleasant')",0.35792422,0.13370918,0.1454382,-0.1195978,0.265036
83,0.066643395,0.16792095,"('powerless', 'powerful')",-0.8746693,-0.91294473,-0.4040129,-0.3725119,-0.031501
69,0.04935991,0.42168695,"('lazy', 'industrious')",-0.8876283,-0.6675723,-0.4191342,-0.1229427,-0.2961915
59,0.04086987,0.084085286,"('foolish', 'wise')",-0.14296173,0.07542751,-0.0510459,0.0797564,-0.1308023
17,-0.017445175,-0.26214734,"('nasty', 'nice')",-0.6134185,-0.7643922,-0.3154318,-0.5132698,0.197838
32,-0.013227662,-0.4012352,"('unkind', 'kind')",1.1555257,1.0727196,0.571149,0.3357422,0.2354068
13,-0.0027093403,-0.22812943,"('impolite', 'polite')",-0.1047246,-0.3644102,-0.053717,-0.2962698,0.2425528
75,0.0023194402,0.11945625,"('meek', 'impulsive')",-0.56298023,-0.5077935,-0.2803304,-0.1941686,-0.0861618
