,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.8844595,-1.7433234,"('uninfluential', 'influential')",0.6667257,0.7976335,-2.1250532,-2.0338008,-0.030422725,0.058508605,-0.8433024,-0.7302455,-0.1130569
10,-1.6873631,-1.5023737,"('unsympathetic', 'sympathetic')",0.29429695,0.2889754,-1.6748923,-1.5435915,0.3714012,0.36481842,-0.6741393,-0.5980429,-0.0760964
39,1.5155358,1.4586409,"('exploitative', 'cooperative')",0.88826704,0.78988045,0.29928875,0.047106575,0.07986011,0.13426085,0.695738,0.6074722,0.0882658
0,-1.2684643,-1.5716133,"('unsociable', 'sociable')",0.33238646,0.042040236,-1.129577,-1.180393,-0.22976744,-0.33592188,-0.5738555,-0.761472,0.1876165
55,-1.243813,-0.97862965,"('incompetent', 'clever')",0.42773953,0.3085615,-1.4027727,-1.1363845,0.4949327,0.68624043,-0.4309784,-0.280053,-0.1509254
48,-1.213565,-1.1223465,"('unintelligent', 'intelligent')",0.32062525,0.19084227,-1.7435637,-1.543953,0.5808635,0.6457348,-0.51391,-0.4574306,-0.0564794
57,-1.2130274,-1.0790215,"('unimaginative', 'imaginative')",-0.25212818,-0.15291837,-0.99951726,-0.9556464,-2.2123997,-2.3855891,-1.1692681,-1.1432939,-0.0259742
21,-1.1987674,-1.1286694,"('immoral', 'moral')",0.756087,0.7055802,-0.81915784,-0.7427718,-0.6929717,-0.5593102,-0.4887025,-0.4312928,-0.0574097
73,1.1973422,1.3840517,"('helpless', 'self-reliant')",0.224644,0.3606162,-0.89966476,-0.8488671,-4.219127,-4.174044,-0.9242015,-0.8195608,-0.1046407
42,1.1795205,1.293092,"('unreliable', 'reliable')",0.687124,0.90579003,0.3773264,0.2779468,-2.8543494,-2.8433146,-0.1525946,-0.0916215,-0.0609731
72,-1.1510978,-0.9219476,"('unambitious', 'ambitious')",-0.69692403,-0.545656,-1.3163755,-1.199971,-0.38946596,-0.26250744,-0.8884658,-0.7325205,-0.1559453
14,-1.11849,-1.0698048,"('antisocial', 'social')",1.137903,1.042683,-0.16345514,-0.10648615,-0.25903893,-0.08557256,-0.1007703,-0.0547951,-0.0459752
77,-1.074778,-0.88042825,"('unmotivated', 'motivated')",0.69601595,0.68300015,-1.1789482,-0.8727713,-0.63238937,-0.56988674,-0.5475249,-0.4100215,-0.1375034
53,-1.0684133,-1.0612348,"('uncreative', 'creative')",0.70411265,0.9338192,-0.37012687,-0.44350848,1.8256983,1.6145697,0.2728177,0.2609114,0.0119063
78,-1.052376,-1.0739911,"('nonresilient', 'resilient')",0.788883,0.7493102,-0.5854309,-0.39053416,0.27076766,0.28366727,-0.1445391,-0.1078869,-0.0366522
15,0.98601425,0.55308026,"('boring', 'funny')",-0.3536019,-0.4347062,1.0377532,0.7036876,-0.16646805,-0.10570274,0.3759244,0.1790897,0.1968347
81,-0.9841056,-1.1593173,"('submissive', 'aggressive')",1.344107,0.94411045,0.009045064,-0.012754079,-0.6686528,-0.60782933,-0.0749016,-0.2089476,0.134046
1,-0.9634588,-1.2546468,"('unfriendly', 'friendly')",0.23482203,0.35864738,-1.2206948,-1.4448295,1.3334173,1.2926464,-0.1539786,-0.2620456,0.108067
49,-0.9403596,-0.9888752,"('unable', 'able')",-0.5283084,-0.41941562,-0.5415921,-0.48618537,-0.3766149,-0.25261083,-0.5967187,-0.5367718,-0.0599469
20,-0.93216795,-0.8058086,"('rough', 'thoughtful')",-0.06660917,0.010311204,-0.016040593,-0.06745046,0.92074883,0.91498363,-0.0235172,0.0130089,-0.0365261
52,0.9271509,0.6053882,"('irrational', 'rational')",-0.41239423,-0.5558021,-1.0251735,-1.1950064,-0.37301284,-0.56783277,-0.2208574,-0.4283133,0.2074559
