,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
39,1.6634256,1.3202318,"('exploitative', 'cooperative')",0.64295644,0.5923116,0.42573676,0.49517295,0.29200524,0.28917086,0.756031,0.6742218,0.0818092
67,1.6181527,1.7742971,"('doubtful', 'determined')",0.60034895,0.7863323,0.57201576,0.78509796,-0.32589558,-0.46769455,0.6161554,0.7195082,-0.1033528
49,-1.5456043,-1.3567193,"('unable', 'able')",-0.01475402,0.050747156,-0.70512116,-0.6967297,-0.5043679,-0.31207657,-0.6924618,-0.5786946,-0.1137672
71,1.5449728,1.6270621,"('diffident', 'self-confident')",0.50853854,0.1307804,-0.21243906,-0.2121009,0.6500912,0.5974578,0.6227909,0.5357999,0.086991
75,-1.4045815,-1.346728,"('meek', 'impulsive')",-2.2106893,-2.6726894,0.65639824,0.40244445,-0.81795627,-0.95754105,-0.9442072,-1.1436285,0.1994213
4,-1.2993526,-0.8176531,"('disliked', 'liked')",-1.9520468,-2.2345564,-0.16292039,-0.16680814,-5.8681974,-6.3135934,-2.3206294,-2.3831527,0.0625233
16,-1.2428317,-1.222277,"('unpopular', 'popular')",-1.4230717,-1.5888888,0.46421275,0.23078743,0.2260857,0.223481,-0.4939013,-0.5892243,0.095323
33,1.216744,1.182673,"('wrong', 'right')",0.30501193,-0.08080362,0.93228316,0.8987155,0.754086,0.5936168,0.8020313,0.6485504,0.1534809
84,1.2042125,1.3747725,"('inferior', 'superior')",0.27873242,0.42797115,0.40510398,0.51795757,0.6352576,0.7357219,0.6308266,0.7641057,-0.1332791
74,1.1887838,1.1548889,"('undedicated', 'dedicated')",0.88627046,0.79983836,-0.21899919,-0.37707758,0.19032523,-0.035228245,0.5115951,0.3856053,0.1259898
82,-1.1801419,-1.1039972,"('poor', 'rich')",-0.06136827,0.17237431,0.60775894,0.45293906,5.630368,5.996502,1.2491542,1.3794545,-0.1303003
87,1.0582309,0.58427227,"('unsuccessful', 'successful')",1.4608921,1.2671652,1.1991695,1.014213,1.2457587,1.0070906,1.2410128,0.9681852,0.2728276
59,0.97607905,0.9836625,"('foolish', 'wise')",-1.4690536,-2.1581984,1.1500832,0.92988425,0.54847294,0.682173,0.3013954,0.1093803,0.1920151
73,0.9662757,1.0148838,"('helpless', 'self-reliant')",-0.7045852,-1.1943321,0.08731812,0.010557361,-3.0485253,-3.098784,-0.6748792,-0.8169187,0.1420395
34,-0.9600551,-1.1198919,"('mean', 'honorable')",-0.34056008,-0.30409724,-0.19418296,-0.1152641,4.924262,5.2400026,0.857366,0.9251873,-0.0678213
45,-0.902798,-0.647558,"('incompetent', 'competent')",0.9708455,1.4608111,-0.8920324,-0.91458726,-0.21918926,-0.30273828,-0.2607935,-0.1010181,-0.1597754
