,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,male-female
1,-3.086399,-3.205683,"('unfriendly', 'friendly')",-1.3912152,-1.3046088,-1.0430809,-1.2420305,1.5227544,1.4200122,-0.9994852,-1.0830777,0.0835925
86,-2.8884609,-2.8816297,"('uninfluential', 'influential')",0.61899924,0.5255855,-1.1149768,-1.0674827,-0.253735,-0.22468182,-0.9095434,-0.9120522,0.0025088
8,-2.4479616,-2.5184388,"('unaffectionate', 'affectionate')",-0.9370906,-0.90721494,-0.6696649,-0.8482309,0.9402968,0.81306,-0.778605,-0.8652062,0.0866012
9,-2.4478295,-2.4586966,"('unaffectionate', 'caring')",-0.6841206,-0.57064253,-0.8680236,-0.91570425,1.6088551,1.4351078,-0.5977796,-0.6274838,0.0297042
0,-2.2146375,-2.191874,"('unsociable', 'sociable')",0.72381747,0.7090438,0.06407456,0.19695505,-0.15457368,-0.1811185,-0.3953298,-0.3667484,-0.0285814
44,2.1284313,2.1228514,"('prejudiced', 'unprejudiced')",-0.0634526,0.005584091,0.16344446,0.21652445,-1.2335736,-1.300135,0.2487124,0.2612062,-0.0124938
10,-1.7850735,-1.7528988,"('unsympathetic', 'sympathetic')",0.5744547,0.54927695,-0.42991748,-0.21596938,0.079182126,-0.060255166,-0.3903385,-0.3699616,-0.0203769
45,-1.7537913,-1.580612,"('incompetent', 'competent')",0.1672957,0.13941264,-0.1607323,0.039361164,-0.19786915,-0.054240275,-0.4862743,-0.3640196,-0.1222547
69,1.6999316,1.6578362,"('lazy', 'industrious')",-0.92085207,-0.82231444,-0.4386941,-0.6301101,-1.0724211,-0.9491512,-0.1830089,-0.1859349,0.002926
53,-1.5712515,-1.7087266,"('uncreative', 'creative')",0.20449975,0.07349961,-0.8924772,-0.9172468,0.97996366,0.7785483,-0.3198163,-0.4434814,0.1236651
28,-1.5682263,-1.5759639,"('disloyal', 'loyal')",0.70359415,0.6337525,-0.49120754,-0.55168724,1.526306,1.3386865,0.0426166,-0.038803,0.0814196
