,comcast_male,comcast_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.540535,-2.1926105,"('unsympathetic', 'sympathetic')",-0.70570695,-0.39612168,-1.623121,-1.2943661,-0.3287549
45,-1.9836341,-1.8449429,"('incompetent', 'competent')",-0.17693916,-0.10189684,-1.0802866,-0.9734199,-0.1068667
46,-1.9229139,-1.6199309,"('uncompetitive', 'competitive')",-0.9255222,-0.66448337,-1.4242181,-1.1422071,-0.282011
57,-1.9223496,-1.6304622,"('unimaginative', 'imaginative')",-3.1086378,-3.0609632,-2.5154936,-2.3457127,-0.1697809
43,-1.8945519,-1.5775733,"('irresponsible', 'responsible')",-0.25655782,0.15136895,-1.0755548,-0.7131022,-0.3624526
55,-1.8028502,-1.6592728,"('incompetent', 'clever')",0.27131614,0.44276905,-0.765767,-0.6082519,-0.1575151
0,-1.7504678,-1.695209,"('unsociable', 'sociable')",-0.24959254,-0.19829741,-1.0000302,-0.9467532,-0.053277
70,-1.680489,-1.3795115,"('lethargic', 'energetic')",-0.1912409,0.33621928,-0.9358649,-0.5216461,-0.4142188
21,-1.3501668,-1.0989237,"('immoral', 'moral')",-0.6150882,-0.39105195,-0.9826275,-0.7449878,-0.2376397
85,1.26285,1.0337458,"('insignificant', 'prestigious')",-0.6930514,-0.6088685,0.2848993,0.2124386,0.0724607
69,1.1877726,1.1983056,"('lazy', 'industrious')",-0.40879902,-0.49886334,0.3894868,0.3497211,0.0397657
3,-1.1835562,-0.82729703,"('repellent', 'pleasant')",0.6162685,0.76731473,-0.2836438,-0.0299911,-0.2536527
71,1.1529725,1.0490061,"('diffident', 'self-confident')",0.21561882,0.13170141,0.6842957,0.5903537,0.093942
86,-1.1410013,-1.0931332,"('uninfluential', 'influential')",-0.5842085,-0.53595227,-0.8626049,-0.8145428,-0.0480621
77,-1.1087774,-0.76062566,"('unmotivated', 'motivated')",-0.52633727,-0.44402477,-0.8175573,-0.6023252,-0.2152321
22,-1.1010038,-1.1132747,"('untrustworthy', 'trustworthy')",-1.2668034,-1.1885463,-1.1839036,-1.1509105,-0.0329931
