,tyson_male,tyson_female,tuple,foods_male,foods_female,inc_male,inc_female,average_male,average_female,male-female
44,-2.1624594,-1.9697174,"('prejudiced', 'unprejudiced')",-0.75434476,-0.7366323,-1.6686198,-1.4988866,-1.5284746,-1.4017455,-0.1267291
3,-2.1031091,-2.031444,"('repellent', 'pleasant')",-1.9264327,-1.8690126,-0.3725056,-0.3812098,-1.4673492,-1.4272221,-0.0401271
85,2.0670042,1.8000252,"('insignificant', 'prestigious')",1.001569,0.9732328,0.7171536,0.94884026,1.2619089,1.2406995,0.0212094
71,1.9148555,1.8909307,"('diffident', 'self-confident')",1.3935676,1.4853369,0.58296835,0.66192245,1.2971304,1.3460633,-0.0489329
9,1.7258519,1.6880062,"('unaffectionate', 'caring')",0.6793796,0.76078707,1.2443172,1.3408082,1.2165162,1.2632004,-0.0466842
1,1.6947386,1.493203,"('unfriendly', 'friendly')",0.6962956,0.7142045,1.9704399,2.0297468,1.4538247,1.4123847,0.04144
57,-1.5590131,-1.2778728,"('unimaginative', 'imaginative')",-0.91756004,-0.8041077,-2.7844474,-2.9326243,-1.7536736,-1.6715349,-0.0821387
74,1.5496104,1.6800954,"('undedicated', 'dedicated')",0.100211285,0.14823323,-0.15177572,-0.09079605,0.4993486,0.5791775,-0.0798289
8,1.4271319,1.3417184,"('unaffectionate', 'affectionate')",0.5056753,0.5270104,0.94408834,1.1026052,0.9589651,0.9904447,-0.0314796
72,-1.3266693,-1.2119786,"('unambitious', 'ambitious')",-1.022174,-0.97483104,-1.1091534,-1.0769153,-1.1526656,-1.0879083,-0.0647573
17,-1.3148208,-1.4359989,"('nasty', 'nice')",-0.58937293,-0.731416,-0.28318197,-0.30225697,-0.7291252,-0.823224,0.0940988
80,-1.3127425,-1.0495328,"('dominated', 'dominating')",-0.38990247,-0.21325794,-1.3571885,-1.2500573,-1.0199445,-0.837616,-0.1823285
54,1.2843735,1.1587172,"('incapable', 'capable')",0.22424388,0.2557448,1.1130596,1.2495688,0.8738923,0.8880103,-0.014118
11,-1.2671074,-1.1873446,"('unhelpful', 'helpful')",-0.50077224,-0.39680398,1.7149243,1.7087831,-0.0176518,0.0415449,-0.0591967
20,-1.2528948,-0.8628806,"('rough', 'thoughtful')",-0.4848505,-0.3010768,1.0988687,1.2931821,-0.2129589,0.0430749,-0.2560338
12,1.2000587,1.2047665,"('unsupportive', 'supportive')",0.5875491,0.6544992,-1.5885975,-1.7358513,0.0663368,0.0411381,0.0251987
75,-1.1722834,-1.2070332,"('meek', 'impulsive')",-0.9802055,-1.0330015,-0.30060488,-0.27504253,-0.8176979,-0.838359,0.0206611
37,1.1667795,1.3167177,"('fake', 'genuine')",0.11664708,0.20498376,0.38232657,0.50674796,0.5552511,0.6761498,-0.1208987
19,1.1520456,1.0498165,"('inhospitable', 'hospitable')",-0.36559963,-0.38335013,0.31150252,0.31651616,0.3659829,0.3276608,0.0383221
87,-1.1409426,-1.299288,"('unsuccessful', 'successful')",-0.07474786,-0.15924832,0.14277937,0.11916165,-0.357637,-0.4464583,0.0888213
24,1.1304754,1.2104073,"('dishonest', 'honest')",-0.13202554,-0.12885371,0.679922,0.6037339,0.5594573,0.5617625,-0.0023052
22,-1.0969838,-0.9361919,"('untrustworthy', 'trustworthy')",-1.3560678,-1.2828894,-1.3457478,-1.2627717,-1.2662665,-1.1606177,-0.1056488
14,-1.0417895,-1.1600348,"('antisocial', 'social')",-0.34824228,-0.43456066,-1.331151,-1.4998475,-0.9070609,-1.0314809,0.12442
60,-1.0287435,-0.72064674,"('inefficient', 'efficient')",0.7026872,0.7873359,-0.09230354,-0.24873433,-0.1394533,-0.0606817,-0.0787716
46,-1.0182455,-0.7314519,"('uncompetitive', 'competitive')",0.03547279,0.2348785,-0.8549677,-1.0694184,-0.6125801,-0.5219973,-0.0905828
45,-0.98974,-0.7681836,"('incompetent', 'competent')",0.16108695,0.19942775,-0.3332178,-0.43509585,-0.3872903,-0.3346172,-0.0526731
79,0.96781385,0.7022622,"('wavering', 'unwavering')",0.26691723,0.026899746,0.39023843,0.3393631,0.5416565,0.356175,0.1854815
