,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,male-female
44,-2.6914923,-2.6244495,"('prejudiced', 'unprejudiced')",-2.0915399,-1.9458308,-2.3915162,-2.28514,-0.1063762
69,-2.218256,-2.0974739,"('lazy', 'industrious')",-0.9589826,-1.0840539,-1.5886192,-1.5907638,0.0021446
48,2.171149,2.210502,"('unintelligent', 'intelligent')",1.0923198,1.0766817,1.6317344,1.6435919,-0.0118575
60,2.046465,2.5421429,"('inefficient', 'efficient')",0.11696215,0.21243127,1.0817136,1.377287,-0.2955734
6,-1.9529737,-2.1582918,"('distant', 'open')",-0.64266,-0.8256245,-1.2978169,-1.4919581,0.1941412
52,-1.87204,-2.4474268,"('irrational', 'rational')",-0.14207646,-0.33604202,-1.0070583,-1.3917344,0.3846761
31,-1.8621777,-2.227215,"('evil', 'good')",-1.2356814,-1.4821426,-1.5489296,-1.8546789,0.3057493
16,-1.827249,-2.0957284,"('unpopular', 'popular')",0.44093055,0.34363696,-0.6931592,-0.8760457,0.1828865
66,-1.7871727,-2.0396605,"('inactive', 'active')",0.1504948,0.078808576,-0.8183389,-0.980426,0.1620871
17,-1.7373601,-1.7056375,"('nasty', 'nice')",-0.89467084,-0.69187,-1.3160155,-1.1987537,-0.1172618
23,1.720492,2.0394275,"('insincere', 'sincere')",6.2555156,6.6201596,3.9880037,4.3297935,-0.3417898
36,-1.6842903,-2.3005993,"('hostile', 'amicable')",-0.47892717,-0.5809761,-1.0816088,-1.4407878,0.359179
28,1.6746134,1.3214736,"('disloyal', 'loyal')",1.9547402,1.7862872,1.8146768,1.5538805,0.2607963
5,-1.5891358,-1.4816887,"('distant', 'outgoing')",-0.3440088,-0.53349084,-0.9665723,-1.0075898,0.0410175
12,1.5861421,1.6560282,"('unsupportive', 'supportive')",-1.5906368,-1.6490709,-0.0022474,0.0034786,-0.005726
79,-1.503936,-1.5614911,"('wavering', 'unwavering')",-0.04765963,0.07209801,-0.7757978,-0.7446966,-0.0311012
75,-1.454525,-1.724911,"('meek', 'impulsive')",-0.7188727,-0.79968166,-1.0866989,-1.2622963,0.1755974
24,1.4199721,1.2482233,"('dishonest', 'honest')",1.0235925,0.9694515,1.2217822,1.1088374,0.1129448
56,1.3993912,1.6569681,"('impractical', 'practical')",-0.15922353,-0.32881427,0.6200838,0.6640769,-0.0439931
9,1.3583972,1.0741937,"('unaffectionate', 'caring')",1.3424938,1.3281145,1.3504455,1.2011541,0.1492914
62,1.3515817,1.3634123,"('incompetent', 'brilliant')",1.0459218,0.8054103,1.1987517,1.0844113,0.1143404
74,1.2297164,1.0787785,"('undedicated', 'dedicated')",-0.12837778,-0.15070236,0.5506693,0.4640381,0.0866312
86,1.121797,1.1169268,"('uninfluential', 'influential')",0.1719855,0.02714698,0.6468912,0.5720369,0.0748543
30,1.1167946,1.2087377,"('intolerant', 'tolerant')",0.42843753,0.43726242,0.772616,0.8230001,-0.0503841
11,1.096257,1.402727,"('unhelpful', 'helpful')",2.6800592,2.9133525,1.8881581,2.1580398,-0.2698817
4,-1.0961142,-1.6502303,"('disliked', 'liked')",-6.494837,-7.083445,-3.7954755,-4.3668375,0.571362
84,1.0882738,1.1230273,"('inferior', 'superior')",1.1087315,1.0478827,1.0985026,1.0854549,0.0130477
55,1.0694243,1.1518729,"('incompetent', 'clever')",0.2905279,0.09255542,0.6799761,0.6222141,0.057762
63,1.0622116,1.1271949,"('unperceptive', 'insightful')",1.1199596,1.0102392,1.0910857,1.068717,0.0223687
21,1.0484197,1.2284087,"('immoral', 'moral')",-0.32187876,-0.45494065,0.3632705,0.386734,-0.0234635
81,1.0385133,1.6884848,"('submissive', 'aggressive')",-0.096962854,-0.091377005,0.4707752,0.7985539,-0.3277787
82,1.015757,1.0167582,"('poor', 'rich')",6.937256,6.907901,3.9765065,3.9623294,0.0141771
19,-0.9906959,-0.74922585,"('inhospitable', 'hospitable')",-0.3602088,-0.27260712,-0.6754524,-0.5109165,-0.1645359
42,-0.93686277,-1.0745975,"('unreliable', 'reliable')",-3.3356123,-3.6111937,-2.1362376,-2.3428955,0.2066579
85,-0.87432706,-1.3645562,"('insignificant', 'prestigious')",-0.91173863,-0.91902214,-0.8930328,-1.1417892,0.2487564
51,0.8701783,0.917877,"('uneducated', 'educated')",0.9126578,0.8710569,0.891418,0.894467,-0.003049
61,0.8224534,0.9362301,"('illogical', 'logical')",0.40190312,0.23413856,0.6121783,0.5851843,0.026994
46,0.8197436,0.83613765,"('uncompetitive', 'competitive')",-0.12768884,-0.3440956,0.3460274,0.246021,0.1000064
64,-0.77351254,-0.8486013,"('shy', 'confident')",-6.3816576,-6.780871,-3.577585,-3.8147361,0.2371511
57,-0.77290595,-0.8093162,"('unimaginative', 'imaginative')",-2.969911,-3.3463879,-1.8714085,-2.077852,0.2064435
10,0.7500377,1.2036163,"('unsympathetic', 'sympathetic')",-0.0051354617,0.05744712,0.3724511,0.6305317,-0.2580806
53,0.72569454,0.30306983,"('uncreative', 'creative')",0.5779197,0.31790993,0.6518071,0.3104899,0.3413172
78,0.7183586,0.8026588,"('nonresilient', 'resilient')",0.9517289,0.6361162,0.8350437,0.7193875,0.1156562
83,-0.7116342,-0.8242547,"('powerless', 'powerful')",-0.88899183,-0.93712276,-0.800313,-0.8806887,0.0803757
22,0.69817007,0.64548284,"('untrustworthy', 'trustworthy')",-0.96375215,-1.1762826,-0.132791,-0.2653999,0.1326089
0,0.6965927,0.62210196,"('unsociable', 'sociable')",-0.076951645,-0.25379127,0.3098205,0.1841553,0.1256652
67,0.67859143,1.2703034,"('doubtful', 'determined')",-0.6327858,-0.42522743,0.0229028,0.422538,-0.3996352
32,0.67486817,1.0263505,"('unkind', 'kind')",0.47550294,0.683793,0.5751855,0.8550718,-0.2798863
7,0.6554526,0.7257305,"('insensitive', 'sensitive')",0.5648978,0.41803992,0.6101752,0.5718852,0.03829
26,0.64768136,0.34901196,"('hardhearted', 'benevolent')",0.916616,1.1883295,0.7821487,0.7686707,0.013478
71,0.63560176,0.60817254,"('diffident', 'self-confident')",0.4247375,0.3481009,0.5301696,0.4781367,0.0520329
38,0.63522196,0.6798734,"('untruthful', 'truthful')",0.53348434,0.6866146,0.5843531,0.683244,-0.0988909
14,0.6306781,0.55911136,"('antisocial', 'social')",-0.4935257,-0.6735525,0.0685762,-0.0572206,0.1257968
1,0.598558,0.092715465,"('unfriendly', 'friendly')",1.3153491,1.0815951,0.9569535,0.5871553,0.3697982
29,-0.597134,-0.9489396,"('unfair', 'fair')",-0.568388,-0.6848358,-0.582761,-0.8168877,0.2341267
33,-0.5604861,-0.30177963,"('wrong', 'right')",-0.7365042,-0.7727879,-0.6484951,-0.5372838,-0.1112113
18,-0.55961967,-0.8377211,"('disagreeable', 'welcoming')",-0.7886711,-0.8597071,-0.6741453,-0.8487141,0.1745688
39,0.5154712,0.41805807,"('exploitative', 'cooperative')",-0.45151302,-0.32029042,0.0319791,0.0488838,-0.0169047
72,0.5038845,0.7137929,"('unambitious', 'ambitious')",-0.20934099,-0.55534154,0.1472718,0.0792257,0.0680461
50,-0.50253385,-0.50528806,"('clumsy', 'skillful')",0.33854565,0.536057,-0.0819941,0.0153845,-0.0973786
8,0.48613447,0.038311113,"('unaffectionate', 'affectionate')",0.35075775,0.37844232,0.4184461,0.2083767,0.2100694
2,0.4789664,0.28439972,"('unlikable', 'likable')",0.30879056,0.13931482,0.3938785,0.2118573,0.1820212
43,0.4694525,0.70095676,"('irresponsible', 'responsible')",0.38642856,0.5978876,0.4279405,0.6494222,-0.2214817
70,0.45575237,0.7080362,"('lethargic', 'energetic')",0.6421075,0.6374079,0.5489299,0.672722,-0.1237921
76,0.45331606,0.8359024,"('anxious', 'daring')",-0.15943909,-0.052151933,0.1469385,0.3918752,-0.2449367
65,0.37762877,0.4886393,"('insecure', 'secure')",-0.24848673,-0.40085882,0.064571,0.0438902,0.0206808
45,-0.3725514,-0.2972247,"('incompetent', 'competent')",0.25994834,0.046396438,-0.0563015,-0.1254141,0.0691126
35,-0.35581434,-0.6778601,"('corrupt', 'incorrupt')",-0.8072548,-0.7617461,-0.5815346,-0.7198031,0.1382685
59,-0.32384637,-0.70808566,"('foolish', 'wise')",0.14849034,0.21274723,-0.087678,-0.2476692,0.1599912
58,0.28335032,0.036470227,"('undiscriminating', 'discriminating')",0.51320946,0.4917332,0.3982799,0.2641017,0.1341782
13,0.28284836,0.6271977,"('impolite', 'polite')",-0.9170847,-0.97292596,-0.3171182,-0.1728641,-0.1442541
15,-0.2778222,-0.28454086,"('boring', 'funny')",-0.46906722,-0.41350168,-0.3734447,-0.3490213,-0.0244234
68,0.25302383,0.09868821,"('dependent', 'independent')",-0.16150329,-0.38608474,0.0457603,-0.1436983,0.1894586
34,0.24051274,0.362747,"('mean', 'honorable')",5.872288,6.0886507,3.0564005,3.2256989,-0.1692984
3,0.23389475,0.23163886,"('repellent', 'pleasant')",0.9590847,0.80409014,0.5964897,0.5178645,0.0786252
87,0.1899625,-0.0986218,"('unsuccessful', 'successful')",1.4069798,0.9910748,0.7984712,0.4462265,0.3522447
88,0.18620165,0.31741756,"('low', 'eminent')",-0.32342386,-0.28421387,-0.0686111,0.0166018,-0.0852129
37,0.172082,0.32306853,"('fake', 'genuine')",0.38078365,0.46443844,0.2764328,0.3937535,-0.1173207
41,0.17093168,0.23838045,"('unforgiving', 'forgiving')",-0.53965527,-0.5217337,-0.1843618,-0.1416766,-0.0426852
47,0.15292,0.4040547,"('stupid', 'smart')",4.9816384,5.2222033,2.5672791,2.8131289,-0.2458498
40,0.14978209,-0.48954973,"('stingy', 'generous')",-1.8027754,-2.318622,-0.8264967,-1.4040859,0.5775892
25,-0.1438986,-0.5440852,"('egoistic', 'altruistic')",0.6110262,0.38743943,0.2335638,-0.0783229,0.3118867
73,-0.12971249,-0.58552283,"('helpless', 'self-reliant')",-3.267926,-3.5527422,-1.6988193,-2.0691326,0.3703133
27,-0.11147757,-0.07120831,"('hardhearted', 'softhearted')",0.71672606,0.42712802,0.3026243,0.1779599,0.1246644
49,0.08801681,0.44621742,"('unable', 'able')",0.102000475,0.00040488504,0.0950086,0.2233112,-0.1283026
80,-0.07384357,0.05781588,"('dominated', 'dominating')",-0.6876485,-0.7695927,-0.380746,-0.3558884,-0.0248576
54,0.06728962,0.24003401,"('incapable', 'capable')",1.1832433,1.1111244,0.6252664,0.6755792,-0.0503128
77,-0.05865605,0.2565106,"('unmotivated', 'motivated')",-0.39134187,-0.7840169,-0.224999,-0.2637532,0.0387542
20,-0.022066962,0.09633931,"('rough', 'thoughtful')",0.79540503,0.60450464,0.386669,0.350422,0.036247
