,cbre_male,cbre_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
5,-0.8278311,-0.6470398,"('distant', 'outgoing')",-2.4695694,-2.6481743,-0.58539885,-0.63467634,-1.2942665,-1.3099635,0.015697
12,0.74433196,0.67365575,"('unsupportive', 'supportive')",0.80746216,0.5913225,-1.1955235,-1.5100569,0.1187569,-0.0816929,0.2004498
6,-0.7322848,-0.56986606,"('distant', 'open')",-2.7493675,-2.8790262,-0.17173308,-0.15329516,-1.2177951,-1.2007291,-0.017066
70,-0.70477575,-0.750362,"('lethargic', 'energetic')",0.8862094,0.92374444,1.0737563,0.8064027,0.4183967,0.326595,0.0918017
0,-0.67989695,-0.5648375,"('unsociable', 'sociable')",0.8856493,0.9124268,-0.391291,-0.5485082,-0.0618462,-0.066973,0.0051268
44,-0.6756921,-0.5800085,"('prejudiced', 'unprejudiced')",-0.578638,-0.4943927,-1.6982374,-1.4824913,-0.9841892,-0.8522975,-0.1318917
56,0.6434128,0.8233735,"('impractical', 'practical')",1.1470405,1.4851954,-0.03268888,0.1612895,0.5859215,0.8232861,-0.2373646
49,-0.6419803,-0.5409283,"('unable', 'able')",-0.81649625,-0.7351138,-0.1749013,-0.21837696,-0.5444593,-0.4981397,-0.0463196
15,0.6257227,0.84752494,"('boring', 'funny')",-0.9844181,-0.7695945,0.5898488,0.65793025,0.0770511,0.2452869,-0.1682358
35,0.62067187,0.82623684,"('corrupt', 'incorrupt')",-2.1899185,-2.1035926,-0.5616196,-0.23648602,-0.7102888,-0.504614,-0.2056748
61,0.6131331,0.524286,"('illogical', 'logical')",0.0051656663,-0.10835492,0.40374264,0.24213573,0.3406805,0.2193556,0.1213249
75,-0.6070602,-0.57462454,"('meek', 'impulsive')",-1.7446282,-1.7445257,-0.7089645,-0.6732541,-1.0202177,-0.9974681,-0.0227496
30,0.567318,0.6622268,"('intolerant', 'tolerant')",0.8887621,1.0911415,1.2160791,1.2708508,0.8907197,1.008073,-0.1173533
76,-0.55187654,-0.38006374,"('anxious', 'daring')",0.6569361,0.8452578,0.11087147,0.37166655,0.071977,0.2789536,-0.2069766
68,-0.5455031,-0.50122094,"('dependent', 'independent')",0.039171442,0.030795336,-0.23803928,-0.42744648,-0.2481236,-0.2992907,0.0511671
8,-0.50857973,-0.37166944,"('unaffectionate', 'affectionate')",-0.83201414,-0.8247378,0.7416086,0.542022,-0.1996617,-0.2181284,0.0184667
48,-0.50724536,-0.8022816,"('unintelligent', 'intelligent')",0.34119758,0.07957038,0.5882448,0.3692127,0.1407323,-0.1178328,0.2585651
25,0.49894094,0.63829726,"('egoistic', 'altruistic')",-0.6947487,-0.5081288,1.4640934,1.6289406,0.4227619,0.5863697,-0.1636078
85,0.49154896,0.53638726,"('insignificant', 'prestigious')",-1.2620827,-1.1872048,0.4393477,0.42022812,-0.1103953,-0.0768631,-0.0335322
34,0.49057963,0.41088513,"('mean', 'honorable')",0.4401668,0.365292,6.325825,6.140677,2.4188573,2.305618,0.1132393
62,0.4840955,0.32566714,"('incompetent', 'brilliant')",0.85185105,0.870239,0.20331328,-0.041263856,0.5130866,0.3848808,0.1282058
79,-0.47808272,-0.29980817,"('wavering', 'unwavering')",-2.201382,-2.1635063,-0.16536523,-0.11332363,-0.9482766,-0.8588794,-0.0893972
63,0.47744322,0.2993646,"('unperceptive', 'insightful')",1.5707902,1.2959723,1.5931566,1.0493098,1.2137967,0.8815489,0.3322478
17,0.47391826,0.39688826,"('nasty', 'nice')",-0.5035965,-0.7399972,-0.453723,-0.42849314,-0.1611337,-0.2572007,0.096067
77,-0.44660607,-0.5669316,"('unmotivated', 'motivated')",0.64074844,0.6269294,-1.4146495,-1.4249307,-0.4068357,-0.4549776,0.0481419
78,-0.38795596,-0.711167,"('nonresilient', 'resilient')",0.9353676,0.70528144,0.16884321,-0.09098203,0.2387516,-0.0322892,0.2710408
84,0.37687734,0.7039235,"('inferior', 'superior')",0.31918103,0.32480687,0.67790383,0.69338906,0.4579874,0.5740398,-0.1160524
7,0.36572382,0.27348983,"('insensitive', 'sensitive')",0.8443703,0.7737911,1.309112,0.80170673,0.8397353,0.6163292,0.2234061
65,-0.36255345,-0.36532176,"('insecure', 'secure')",1.4893388,1.4757342,-0.12748075,-0.2256109,0.3331015,0.2949339,0.0381676
45,-0.35857213,-0.5498942,"('incompetent', 'competent')",0.5136862,0.40836608,-0.38501325,-0.6340323,-0.0766331,-0.2585201,0.181887
18,-0.35766318,-0.23536687,"('disagreeable', 'welcoming')",-0.62203467,-0.69755036,-0.086190894,-0.22510533,-0.3552963,-0.3860075,0.0307112
36,0.3510549,0.4142009,"('hostile', 'amicable')",-1.8303163,-1.7194647,0.108325556,0.3399534,-0.4569786,-0.3217701,-0.1352085
26,0.3411833,0.32272497,"('hardhearted', 'benevolent')",1.1272981,1.1328794,1.5119803,1.6278654,0.9934872,1.0278233,-0.0343361
9,0.30996752,0.39710465,"('unaffectionate', 'caring')",-0.42041475,-0.35144177,1.3178117,1.1742244,0.4024549,0.4066291,-0.0041742
55,-0.3087843,-0.36840242,"('incompetent', 'clever')",1.5427649,1.6562699,0.23688683,0.17063656,0.4902892,0.486168,0.0041212
28,-0.29278284,-0.17024446,"('disloyal', 'loyal')",0.4425708,0.65849984,1.1350305,1.375179,0.4282728,0.6211448,-0.192872
3,-0.28843087,-0.33921865,"('repellent', 'pleasant')",1.1352046,1.2779657,0.35582212,0.41969746,0.4008653,0.4528148,-0.0519495
32,0.27882773,0.6224019,"('unkind', 'kind')",1.3496659,1.5555644,1.3173242,1.391052,0.9819392,1.1896728,-0.2077336
43,-0.27235898,-0.13915715,"('irresponsible', 'responsible')",0.6535564,0.8539015,0.78807175,0.76290256,0.3897564,0.4925489,-0.1027925
67,-0.26380906,0.07192086,"('doubtful', 'determined')",0.37533596,0.6604067,-0.81153303,-0.65415853,-0.2333354,0.0260563,-0.2593917
41,0.25514916,0.31162736,"('unforgiving', 'forgiving')",0.69211143,0.6850066,0.6397335,0.5339463,0.5289981,0.5101934,0.0188047
27,-0.24649504,-0.44058484,"('hardhearted', 'softhearted')",-0.47734582,-0.79402566,1.494453,0.9653719,0.2568707,-0.0897462,0.3466169
29,0.24436215,0.138363,"('unfair', 'fair')",-0.08242362,-0.30972308,-0.3628834,-0.44065547,-0.0669816,-0.2040052,0.1370236
22,0.2441715,0.15333907,"('untrustworthy', 'trustworthy')",1.1365346,0.9352345,-0.7379574,-0.82765996,0.2142496,0.0869712,0.1272784
1,-0.23964705,-0.36403897,"('unfriendly', 'friendly')",-0.45108333,-0.6485766,1.7979281,1.7133739,0.3690659,0.2335861,0.1354798
20,0.23531517,0.08445126,"('rough', 'thoughtful')",1.7306545,1.7133007,1.0000033,0.9777405,0.9886576,0.9251641,0.0634935
40,0.21867934,0.057029083,"('stingy', 'generous')",0.137526,-0.21023996,-1.2261031,-1.5754296,-0.2899659,-0.5762135,0.2862476
11,0.20763804,0.23847118,"('unhelpful', 'helpful')",0.23157075,0.33239734,2.2644837,2.2022183,0.9012308,0.9243623,-0.0231315
66,-0.20491998,-0.0912973,"('inactive', 'active')",0.5003551,0.36434707,0.8668343,0.808257,0.3874231,0.3604356,0.0269875
50,-0.20331182,-0.21767022,"('clumsy', 'skillful')",-0.3886355,-0.4464454,0.1731202,0.022159375,-0.139609,-0.2139854,0.0743764
23,-0.18796232,-0.28878325,"('insincere', 'sincere')",0.7801478,0.9075937,6.28089,6.123423,2.2910252,2.2474113,0.0436139
64,0.17972302,0.3025615,"('shy', 'confident')",1.1609765,1.0081317,-6.4007545,-6.3033056,-1.6866849,-1.6642041,-0.0224808
4,0.16789909,0.22591835,"('disliked', 'liked')",-0.481948,-0.62959385,-6.266724,-6.152301,-2.193591,-2.1853255,-0.0082655
24,0.1633312,0.26834056,"('dishonest', 'honest')",0.11732361,0.23511341,0.85595363,0.9474426,0.3788695,0.4836322,-0.1047627
80,-0.15426973,-0.47145438,"('dominated', 'dominating')",1.7193419,1.4914957,-0.97366506,-1.257199,0.1971357,-0.0790526,0.2761883
37,-0.1541093,-0.17919254,"('fake', 'genuine')",0.26757222,0.11042382,0.56199497,0.47528258,0.2251526,0.1355046,0.089648
38,-0.11614873,-0.06673387,"('untruthful', 'truthful')",-1.2204837,-1.1908088,0.27434492,0.2687493,-0.3540958,-0.3295978,-0.024498
16,-0.11531258,-0.007109415,"('unpopular', 'popular')",-0.40180653,-0.39923647,0.39617968,0.42101586,-0.0403131,0.00489,-0.0452031
74,0.103297055,0.16228914,"('undedicated', 'dedicated')",1.2803954,1.2724338,0.38394347,0.33714914,0.589212,0.590624,-0.001412
88,0.102886274,0.45743465,"('low', 'eminent')",-1.0205652,-0.55800754,0.21320215,0.49142623,-0.2348256,0.1302844,-0.36511
81,-0.1023092,0.102725096,"('submissive', 'aggressive')",2.1523447,2.3974178,-0.5533632,-0.5876543,0.4988908,0.6374962,-0.1386054
47,0.07743087,0.033862695,"('stupid', 'smart')",0.5649747,0.50144696,5.3399897,5.114667,1.9941317,1.8833256,0.1108061
51,-0.06887293,-0.089121714,"('uneducated', 'educated')",1.2813314,1.2045608,1.3228549,1.2378527,0.8451045,0.7844306,0.0606739
60,0.068779886,-0.07661775,"('inefficient', 'efficient')",2.0968246,2.1321397,0.03810621,-0.28147873,0.7345703,0.5913477,0.1432226
42,0.04748351,0.19511615,"('unreliable', 'reliable')",0.77344996,0.7986443,-3.0245345,-3.2488356,-0.7345336,-0.7516917,0.0171581
54,-0.026475782,0.06718798,"('incapable', 'capable')",-0.3407882,-0.29711938,1.1940166,1.0592873,0.2755842,0.276452,-0.0008678
14,0.02412751,0.17169365,"('antisocial', 'social')",2.1854131,2.4919655,-0.4230277,-0.37976637,0.5955043,0.7612975,-0.1657932
13,-0.021389484,0.12960167,"('impolite', 'polite')",0.53093123,0.6239878,0.11452221,0.014766574,0.2080213,0.2561187,-0.0480974
19,-0.019642457,0.18176386,"('inhospitable', 'hospitable')",-1.6034559,-1.6035081,0.18647419,0.089199215,-0.4788747,-0.4441817,-0.034693
83,0.01579209,0.20473039,"('powerless', 'powerful')",-0.01726754,0.32774606,-1.0312533,-0.8810455,-0.3442429,-0.1161897,-0.2280532
21,-0.015522737,0.1519378,"('immoral', 'moral')",1.0690666,1.4346524,-0.57874215,-0.5054683,0.1582673,0.360374,-0.2021067
31,-0.004222382,-0.16533375,"('evil', 'good')",-1.5594482,-1.8627751,-1.2055511,-1.3428648,-0.9230739,-1.1236579,0.200584
