,walmart_male,walmart_female,tuple,inc_male,inc_female,average_male,average_female,male-female
43,-0.30232778,-0.5619605,"('irresponsible', 'responsible')",0.85054713,0.9192983,0.2741097,0.1786689,0.0954408
87,0.29153323,0.3008285,"('unsuccessful', 'successful')",1.0093234,0.92888176,0.6504283,0.6148551,0.0355732
82,-0.2776394,-0.6595399,"('poor', 'rich')",6.7152977,6.514782,3.2188292,2.9276211,0.2912081
78,0.27383557,0.0449484,"('nonresilient', 'resilient')",0.52107465,0.3048622,0.3974551,0.1749053,0.2225498
49,0.24923323,0.18666142,"('unable', 'able')",0.05098562,-0.09069686,0.1501094,0.0479823,0.1021271
54,0.23682036,0.4006276,"('incapable', 'capable')",1.3171487,1.2152705,0.7769845,0.8079491,-0.0309646
83,0.23042776,0.33342963,"('powerless', 'powerful')",-0.96972907,-0.9085472,-0.3696507,-0.2875588,-0.0820919
47,0.22256479,0.023939513,"('stupid', 'smart')",5.5891156,5.465781,2.9058402,2.7448604,0.1609798
79,-0.22057326,0.07877437,"('wavering', 'unwavering')",-0.24053374,-0.071787775,-0.2305535,0.0034933,-0.2340468
2,0.20727172,0.08449963,"('unlikable', 'likable')",0.698574,0.72519827,0.4529229,0.4048489,0.048074
58,0.19553898,0.21600123,"('undiscriminating', 'discriminating')",0.5222683,0.5753725,0.3589036,0.3956869,-0.0367833
8,0.1761185,0.28205824,"('unaffectionate', 'affectionate')",1.1869938,0.98478645,0.6815562,0.6334224,0.0481338
28,-0.17148949,-0.49634328,"('disloyal', 'loyal')",1.1998245,0.9708537,0.5141675,0.2372552,0.2769123
61,-0.15952806,-0.07271919,"('illogical', 'logical')",0.61429816,0.69485664,0.227385,0.3110687,-0.0836837
65,-0.15950675,-0.36362204,"('insecure', 'secure')",-0.04430335,-0.09292546,-0.101905,-0.2282737,0.1263687
50,0.15673696,0.18254556,"('clumsy', 'skillful')",0.45104247,0.29205093,0.3038897,0.2372983,0.0665914
12,0.1566613,0.2943567,"('unsupportive', 'supportive')",-1.2379614,-1.1269993,-0.5406501,-0.4163213,-0.1243288
16,0.15522748,0.109621145,"('unpopular', 'popular')",0.34385243,0.27026048,0.24954,0.1899408,0.0595992
41,0.15103702,0.050270077,"('unforgiving', 'forgiving')",0.17673714,0.27283698,0.1638871,0.1615535,0.0023336
36,-0.15096547,0.024746448,"('hostile', 'amicable')",-0.3247492,-0.29111975,-0.2378573,-0.1331867,-0.1046706
7,-0.14299792,-0.32147622,"('insensitive', 'sensitive')",1.1902874,1.1146778,0.5236447,0.3966008,0.1270439
15,0.1422839,0.40145025,"('boring', 'funny')",0.38426983,0.45644587,0.2632769,0.428948,-0.1656711
30,-0.13112967,-0.19206002,"('intolerant', 'tolerant')",0.9739128,0.97846836,0.4213915,0.3932042,0.0281873
35,0.101894915,0.09222826,"('corrupt', 'incorrupt')",-0.4412894,-0.53169715,-0.1696972,-0.2197344,0.0500372
4,0.094622865,0.30939505,"('disliked', 'liked')",-6.837202,-6.6884136,-3.3712895,-3.1895094,-0.1817801
20,0.077127315,-0.0752876,"('rough', 'thoughtful')",1.0288783,0.8635477,0.5530028,0.3941301,0.1588727
19,0.076958515,0.47970143,"('inhospitable', 'hospitable')",0.23280248,0.4793387,0.1548805,0.4795201,-0.3246396
29,0.07131122,0.09371787,"('unfair', 'fair')",-0.13315362,-0.109490365,-0.0309212,-0.0078862,-0.023035
67,0.066768445,0.40394315,"('doubtful', 'determined')",-0.9734672,-0.6050849,-0.4533494,-0.1005709,-0.3527785
46,-0.05219892,-0.22494274,"('uncompetitive', 'competitive')",-0.34268254,-0.24563989,-0.1974407,-0.2352913,0.0378506
76,-0.030129611,-0.06304596,"('anxious', 'daring')",0.10562307,0.24693194,0.0377467,0.091943,-0.0541963
24,-0.028305508,-0.30763945,"('dishonest', 'honest')",1.3805811,1.2956551,0.6761378,0.4940078,0.18213
42,-0.026115753,0.17555411,"('unreliable', 'reliable')",-3.3058865,-3.2854054,-1.6660011,-1.5549257,-0.1110754
38,-0.0036103204,-0.09479949,"('untruthful', 'truthful')",0.551939,0.4549623,0.2741643,0.1800814,0.0940829
37,-0.0031172857,-0.17980047,"('fake', 'genuine')",0.6941426,0.5944036,0.3455127,0.2073016,0.1382111
