,federated_male,federated_female,tuple,hermes_male,hermes_female,inc_male,inc_female,average_male,average_female,male-female
53,-2.620509,-2.6121762,"('uncreative', 'creative')",-0.32264683,-0.21965358,0.68587387,0.6296041,-0.7524273,-0.7340752,-0.0183521
86,-2.2953336,-1.6983418,"('uninfluential', 'influential')",1.1978375,1.4545305,-0.51693803,-0.291095,-0.5381447,-0.1783021,-0.3598426
8,-2.077179,-2.0957677,"('unaffectionate', 'affectionate')",-0.78706044,-0.7189063,0.29022816,0.56964946,-0.8580038,-0.7483415,-0.1096623
67,1.8604496,1.737307,"('doubtful', 'determined')",0.12991612,0.045162957,-0.20178264,-0.26833087,0.5961943,0.504713,0.0914813
82,-1.7712017,-1.5591319,"('poor', 'rich')",-0.22083096,0.022843216,5.7053423,6.192022,1.2377699,1.551911,-0.3141411
39,1.7670399,1.2249757,"('exploitative', 'cooperative')",2.43788,2.1460688,0.3029022,0.060730193,1.5026073,1.143925,0.3586823
10,-1.7173733,-0.98102635,"('unsympathetic', 'sympathetic')",0.15363891,0.67706794,-0.3061869,0.15238805,-0.6233071,-0.0505235,-0.5727836
55,-1.7123951,-1.1660287,"('incompetent', 'clever')",0.86814445,1.4071667,-0.23924406,0.049903363,-0.3611649,0.0970138,-0.4581787
1,-1.6667694,-1.8913255,"('unfriendly', 'friendly')",0.5685054,0.59430546,1.9411789,1.8737051,0.2809716,0.1922284,0.0887432
57,-1.6430831,-1.212726,"('unimaginative', 'imaginative')",-0.38226852,0.03048225,-2.372192,-2.575894,-1.4658478,-1.2527126,-0.2131352
73,1.5932996,1.3042295,"('helpless', 'self-reliant')",1.0204765,1.0002487,-2.971901,-3.273066,-0.1193749,-0.3228626,0.2034877
78,-1.5886034,-0.85224736,"('nonresilient', 'resilient')",-0.27769402,0.07112279,0.008733466,0.37198383,-0.619188,-0.1363803,-0.4828077
48,-1.5669421,-1.2845528,"('unintelligent', 'intelligent')",0.70173943,0.9341983,0.37788588,0.6256411,-0.1624389,0.0917622,-0.2542011
9,-1.3562368,-1.3177269,"('unaffectionate', 'caring')",0.31801844,0.41748554,0.9415896,1.2431607,-0.0322096,0.1143065,-0.1465161
68,-1.3353441,-1.2934188,"('dependent', 'independent')",0.22132757,0.052064955,-0.5920961,-0.56652313,-0.5687042,-0.6026256,0.0339214
45,-1.3351048,-0.93833166,"('incompetent', 'competent')",1.0737493,1.5565834,-0.6128515,-0.1788321,-0.2914023,0.1464732,-0.4378755
27,-1.3284799,-1.2150605,"('hardhearted', 'softhearted')",0.1528219,0.25629464,1.0383964,1.3564724,-0.0457539,0.1325688,-0.1783227
22,-1.2958288,-0.9970063,"('untrustworthy', 'trustworthy')",-0.4642001,-0.115015276,-1.352011,-0.99430233,-1.0373467,-0.702108,-0.3352387
31,-1.1957278,-1.5215752,"('evil', 'good')",-1.4362218,-1.5274067,-1.3859082,-1.3939642,-1.339286,-1.480982,0.141696
61,-1.132011,-1.2982876,"('illogical', 'logical')",1.0386602,0.9097284,-0.056991085,-0.03446904,-0.050114,-0.1410094,0.0908954
56,1.1165217,1.6987647,"('impractical', 'practical')",2.5182734,2.9641619,0.13877763,0.27400145,1.2578576,1.6456428,-0.3877852
16,-1.0670815,-1.4963068,"('unpopular', 'popular')",-1.7812026,-1.9098867,0.44922584,0.20442006,-0.799686,-1.0672578,0.2675718
18,-1.0635512,-1.0408385,"('disagreeable', 'welcoming')",-0.2903957,-0.100839786,-0.60850596,-0.48154908,-0.654151,-0.5410758,-0.1130752
62,-0.9663405,-0.4039595,"('incompetent', 'brilliant')",1.308833,1.9415143,-0.23957337,0.35556683,0.0343064,0.6310405,-0.5967341
29,-0.9505297,-0.87315714,"('unfair', 'fair')",-0.8610124,-0.769499,-0.88135535,-0.73196733,-0.8976324,-0.7915411,-0.1060913
69,0.94985974,0.46441337,"('lazy', 'industrious')",-0.44487458,-0.5483458,-0.5773109,-0.6894911,-0.0241086,-0.2578079,0.2336993
21,-0.92652243,-0.53189677,"('immoral', 'moral')",0.45885566,0.6415493,-0.90984565,-0.76150423,-0.4591708,-0.2172839,-0.2418869
6,-0.9122909,-0.9799806,"('distant', 'open')",-0.97960395,-0.9269627,0.18756863,0.28898597,-0.5681087,-0.5393191,-0.0287896
54,-0.8556597,-0.8188865,"('incapable', 'capable')",-0.56678194,-0.40273094,0.7864552,0.84479076,-0.2119955,-0.1256089,-0.0863866
11,-0.8260585,-0.749915,"('unhelpful', 'helpful')",0.7585293,0.86875343,2.3574548,2.592067,0.7633085,0.9036352,-0.1403267
70,-0.75323004,-0.38436824,"('lethargic', 'energetic')",-0.070632696,0.30467585,0.20272796,0.65505934,-0.2070449,0.191789,-0.3988339
83,0.7285609,0.6687815,"('powerless', 'powerful')",0.092053354,0.0393024,-0.8893845,-0.8669846,-0.0229234,-0.0529669,0.0300435
28,-0.7104233,-0.5983735,"('disloyal', 'loyal')",0.3117885,0.35188228,0.9301778,0.9806812,0.177181,0.24473,-0.067549
24,-0.70783544,-0.8217353,"('dishonest', 'honest')",0.24821815,0.3865604,0.6797754,0.9847624,0.073386,0.1831958,-0.1098098
84,0.69764525,0.67131037,"('inferior', 'superior')",0.54031944,0.40832072,0.82027066,0.867154,0.6860784,0.6489284,0.03715
63,-0.6884714,-0.31228653,"('unperceptive', 'insightful')",1.0246438,1.323607,0.8568653,1.2740992,0.3976792,0.7618066,-0.3641274
41,-0.6709626,-0.53485227,"('unforgiving', 'forgiving')",0.742462,1.0570432,0.06545287,0.18249005,0.0456508,0.2348937,-0.1892429
3,-0.65465665,-0.52535486,"('repellent', 'pleasant')",-0.28796375,-0.2953649,-0.002643915,-0.05211416,-0.3150881,-0.2909446,-0.0241435
40,-0.64600915,-0.38221067,"('stingy', 'generous')",-0.45273924,-0.16933084,-1.9818149,-1.7248147,-1.0268544,-0.7587854,-0.268069
76,-0.643469,-0.50839376,"('anxious', 'daring')",0.71001756,0.8362436,0.40567896,0.6090602,0.1574092,0.3123034,-0.1548942
51,-0.6432381,-0.24334598,"('uneducated', 'educated')",0.2532231,0.2886765,0.7802305,0.7686307,0.1300718,0.2713204,-0.1412486
25,-0.6013529,-0.62691116,"('egoistic', 'altruistic')",-0.29101995,-0.34274617,1.2102759,1.0962069,0.1059677,0.0421832,0.0637845
72,-0.5794755,-0.4568021,"('unambitious', 'ambitious')",1.1071055,1.0592594,-1.1248571,-0.8750773,-0.1990757,-0.0908733,-0.1082024
49,-0.576819,-0.3005683,"('unable', 'able')",-0.048704155,0.07776323,-0.64410484,-0.33789167,-0.4232093,-0.1868989,-0.2363104
46,-0.56154877,-0.0679694,"('uncompetitive', 'competitive')",0.4623894,0.7451774,-0.40973043,-0.26416093,-0.1696299,0.1376824,-0.3073123
81,-0.49239776,-0.27147415,"('submissive', 'aggressive')",0.84953415,1.0400983,-0.58573407,-0.35681617,-0.0761992,0.1372693,-0.2134685
13,-0.48408002,-0.1784905,"('impolite', 'polite')",1.4594454,1.7378188,-0.16666192,0.10701582,0.2695678,0.5554481,-0.2858803
30,0.48229942,0.5173058,"('intolerant', 'tolerant')",1.3669049,1.5077338,1.437653,1.4409579,1.095619,1.1553326,-0.0597136
43,-0.48010537,-0.30243617,"('irresponsible', 'responsible')",1.6664915,2.058393,0.42215744,0.6843866,0.5361812,0.8134478,-0.2772666
12,-0.4787506,-0.071701154,"('unsupportive', 'supportive')",0.77530366,1.1760821,-1.7317038,-1.534594,-0.4783835,-0.1434044,-0.3349791
15,-0.47097978,-0.6612202,"('boring', 'funny')",-0.08527249,0.022413231,0.16226493,0.18829545,-0.1313291,-0.1501705,0.0188414
5,-0.45435023,-0.4821099,"('distant', 'outgoing')",-0.84710896,-0.8270716,-0.49574494,-0.3061455,-0.599068,-0.5384423,-0.0606257
44,0.4407246,0.0033985898,"('prejudiced', 'unprejudiced')",-1.215228,-1.3007404,-1.5238823,-1.7026025,-0.7661285,-0.9999814,0.2338529
26,0.42942804,0.22575523,"('hardhearted', 'benevolent')",1.9485013,2.0312276,1.7202163,1.5238142,1.3660485,1.2602657,0.1057828
32,0.42532325,0.48768234,"('unkind', 'kind')",0.73663014,0.8988336,1.1994289,1.447283,0.7871275,0.9445996,-0.1574721
58,-0.3872153,-0.39939085,"('undiscriminating', 'discriminating')",0.27322525,0.18684559,0.12539013,-0.0126638,0.0038,-0.0750697,0.0788697
0,-0.35012415,0.0061677042,"('unsociable', 'sociable')",1.9915004,2.2606115,-0.5029367,-0.2141818,0.3794798,0.6841991,-0.3047193
59,0.3421768,-0.0814261,"('foolish', 'wise')",-0.67637753,-0.7867519,0.3303696,0.27746966,-0.001277,-0.1969028,0.1956258
