,pactiv_male,pactiv_female,tuple,corp_male,corp_female,average_male,average_female,male-female
60,2.2780478,2.3192306,"('inefficient', 'efficient')",0.84513766,0.74344665,1.5615927,1.5313386,0.0302541
31,-2.172669,-2.289743,"('evil', 'good')",-1.2332407,-1.4453734,-1.7029548,-1.8675582,0.1646034
6,-2.0060356,-2.0298572,"('distant', 'open')",-0.90365875,-1.0495485,-1.4548471,-1.5397029,0.0848558
39,1.9016753,1.8607564,"('exploitative', 'cooperative')",-0.14080888,-0.11904173,0.8804332,0.8708574,0.0095758
85,-1.7776297,-1.5585388,"('insignificant', 'prestigious')",-0.91227686,-0.7843197,-1.3449533,-1.1714293,-0.173524
21,1.7419019,1.9542264,"('immoral', 'moral')",0.08355957,0.16482222,0.9127307,1.0595243,-0.1467936
36,-1.7047876,-1.5548507,"('hostile', 'amicable')",-0.39305937,-0.32596764,-1.0489235,-0.9404092,-0.1085143
14,1.6794381,1.7796683,"('antisocial', 'social')",0.07770723,0.12948917,0.8785727,0.9545788,-0.0760061
8,-1.6376851,-1.6700886,"('unaffectionate', 'affectionate')",0.43803564,0.2753792,-0.5998247,-0.6973547,0.09753
1,-1.6298058,-1.8084226,"('unfriendly', 'friendly')",1.1234593,1.0234151,-0.2531732,-0.3925037,0.1393305
65,1.5461628,1.7782123,"('insecure', 'secure')",0.19693162,0.26075536,0.8715472,1.0194838,-0.1479366
30,1.5401794,1.6560105,"('intolerant', 'tolerant')",1.0258402,1.2306014,1.2830098,1.443306,-0.1602962
56,1.528103,1.7919476,"('impractical', 'practical')",-0.0052168407,0.15023129,0.7614431,0.9710894,-0.2096463
84,1.5276206,1.399554,"('inferior', 'superior')",0.9763894,0.960302,1.252005,1.1799281,0.0720769
53,-1.479469,-1.3560909,"('uncreative', 'creative')",0.57414556,0.6650041,-0.4526617,-0.3455434,-0.1071183
5,-1.418311,-1.4601364,"('distant', 'outgoing')",-0.8096182,-0.9643892,-1.1139646,-1.2122629,0.0982983
49,1.4144512,1.3010536,"('unable', 'able')",0.3840892,0.26192468,0.8992702,0.7814891,0.1177811
81,1.3367615,1.3951867,"('submissive', 'aggressive')",-0.013208561,0.19721787,0.6617765,0.7962022,-0.1344257
16,-1.3348336,-1.2578087,"('unpopular', 'popular')",0.18588462,0.23540276,-0.5744745,-0.5112029,-0.0632716
66,-1.3342094,-1.2671049,"('inactive', 'active')",0.020729795,-0.1033317,-0.6567398,-0.6852183,0.0284785
62,1.3294795,1.4142047,"('incompetent', 'brilliant')",0.9999303,0.8661016,1.1647049,1.1401532,0.0245517
19,-1.2909112,-1.1405578,"('inhospitable', 'hospitable')",-0.584615,-0.46728715,-0.9377631,-0.8039225,-0.1338406
52,-1.2780759,-1.3575126,"('irrational', 'rational')",-0.5102011,-0.47085163,-0.8941385,-0.9141821,0.0200436
25,-1.2606078,-1.1799378,"('egoistic', 'altruistic')",0.5947123,0.8347196,-0.3329478,-0.1726091,-0.1603387
20,1.1654538,0.98626447,"('rough', 'thoughtful')",0.81395686,0.7222958,0.9897053,0.8542801,0.1354252
86,-1.1590475,-1.2121093,"('uninfluential', 'influential')",0.12391546,-0.09166102,-0.517566,-0.6518852,0.1343192
79,-1.1427821,-0.93042123,"('wavering', 'unwavering')",-0.5648837,-0.46786803,-0.8538329,-0.6991446,-0.1546883
75,-1.1081092,-0.94338304,"('meek', 'impulsive')",-1.0747806,-0.95173025,-1.091445,-0.9475566,-0.1438884
76,1.1008719,1.4302409,"('anxious', 'daring')",0.06573264,0.29012847,0.5833023,0.8601847,-0.2768824
55,1.0960199,1.0810665,"('incompetent', 'clever')",0.83188075,0.7316934,0.9639503,0.9063799,0.0575704
67,1.0932055,1.1046327,"('doubtful', 'determined')",-0.3269434,-0.020560067,0.383131,0.5420364,-0.1589054
4,-1.0855162,-0.93439794,"('disliked', 'liked')",-7.5505447,-7.4214106,-4.3180304,-4.1779041,-0.1401263
48,1.0682061,0.7522816,"('unintelligent', 'intelligent')",1.5989883,1.2399617,1.3335972,0.9961216,0.3374756
42,0.9464233,1.2571188,"('unreliable', 'reliable')",-3.245371,-3.0915716,-1.1494739,-0.9172264,-0.2322475
9,-0.9246512,-0.98022866,"('unaffectionate', 'caring')",1.2425685,0.9963086,0.1589586,0.00804,0.1509186
35,-0.87451804,-0.98137003,"('corrupt', 'incorrupt')",-0.96436405,-0.96058196,-0.919441,-0.970976,0.051535
11,0.82659346,0.91217023,"('unhelpful', 'helpful')",2.205053,2.3163915,1.5158232,1.6142808,-0.0984576
50,0.7941538,0.7505066,"('clumsy', 'skillful')",0.3200944,0.22823837,0.5571241,0.4893725,0.0677516
80,0.7926072,0.58224756,"('dominated', 'dominating')",-0.7015736,-0.7574491,0.0455168,-0.0876008,0.1331176
72,-0.75417715,-0.31167784,"('unambitious', 'ambitious')",-0.03850211,-0.217718,-0.3963396,-0.2646979,-0.1316417
43,0.7527437,0.93181694,"('irresponsible', 'responsible')",0.8061265,0.84101653,0.7794351,0.8864167,-0.1069816
