,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.973719,-2.11268,"('uninfluential', 'influential')",0.32923287,0.32916045,0.2959423,-0.012251213,-0.4495146,-0.5985903,0.1490757
1,-1.7034923,-1.8720822,"('unfriendly', 'friendly')",0.4229572,0.39348155,0.77201194,0.8573436,-0.1695077,-0.2070857,0.037578
57,-1.4483305,-1.6454917,"('unimaginative', 'imaginative')",-0.534372,-0.51551646,-1.8772627,-2.1746218,-1.2866551,-1.44521,0.1585549
3,-1.3608114,-1.0186248,"('repellent', 'pleasant')",-0.8018131,-0.5072305,-0.10742496,-0.19790256,-0.7566831,-0.574586,-0.1820971
53,-1.2546823,-1.2841008,"('uncreative', 'creative')",0.6903756,0.865401,0.7971808,0.8328552,0.0776247,0.1380518,-0.0604271
72,-1.2136335,-1.0154699,"('unambitious', 'ambitious')",-0.8132581,-0.74880457,-1.3963034,-1.3819189,-1.141065,-1.0487312,-0.0923338
9,-1.1836399,-1.2647175,"('unaffectionate', 'caring')",0.4182828,0.45721558,0.2717741,0.2509747,-0.1645277,-0.1855091,0.0209814
77,-1.1526375,-1.0478185,"('unmotivated', 'motivated')",-0.17629297,0.10781478,-0.85936594,-0.9914783,-0.7294321,-0.6438274,-0.0856047
23,-1.0800653,-1.0539834,"('insincere', 'sincere')",0.9306641,1.1381558,5.1561556,4.822327,1.6689181,1.6354998,0.0334183
69,1.073976,0.8624573,"('lazy', 'industrious')",0.14824212,0.060977995,-0.7332838,-0.63509256,0.1629781,0.0961142,0.0668639
10,-1.0489337,-1.0617957,"('unsympathetic', 'sympathetic')",0.5799742,0.5503455,0.1764814,-0.20682123,-0.0974927,-0.2394238,0.1419311
31,-0.9664055,-1.2326746,"('evil', 'good')",-1.5450116,-1.5942258,-1.8276689,-1.5816402,-1.446362,-1.4695136,0.0231516
11,-0.93500566,-0.73261386,"('unhelpful', 'helpful')",0.43290386,0.54719394,2.3795977,2.2744467,0.625832,0.6963423,-0.0705103
78,-0.9233469,-1.0537624,"('nonresilient', 'resilient')",0.7489514,0.7057617,0.72614425,0.41584793,0.1839163,0.0226157,0.1613006
88,-0.92100364,-0.6667588,"('low', 'eminent')",0.37588152,0.5541065,0.12680535,0.27277657,-0.1394389,0.0533748,-0.1928137
20,-0.8853214,-0.6179598,"('rough', 'thoughtful')",0.48314032,0.6379353,0.6612074,0.7761947,0.0863421,0.2653901,-0.179048
44,0.8844459,1.0000031,"('prejudiced', 'unprejudiced')",0.15764512,0.11664261,-1.2444202,-0.9512929,-0.0674431,0.0551176,-0.1225607
54,-0.88210016,-0.9813934,"('incapable', 'capable')",1.0926042,1.158592,0.8268055,0.95352733,0.3457698,0.3769086,-0.0311388
0,-0.86644566,-1.0498756,"('unsociable', 'sociable')",1.0569564,1.0530269,-0.18448904,-0.5384035,0.0020072,-0.1784174,0.1804246
52,-0.8631934,-1.1486044,"('irrational', 'rational')",-1.3878752,-1.3807945,-1.0552951,-0.8704631,-1.1021212,-1.1332874,0.0311662
33,0.8608223,0.7465761,"('wrong', 'right')",0.6691334,0.6343242,-0.9287455,-0.75602615,0.2004034,0.2082914,-0.007888
7,-0.84510076,-0.9088672,"('insensitive', 'sensitive')",0.67668504,0.7416602,0.55392545,0.2452995,0.1285032,0.0260308,0.1024724
27,-0.8410739,-0.9073023,"('hardhearted', 'softhearted')",0.3139742,0.30904898,0.73287624,0.6624468,0.0685922,0.0213978,0.0471944
36,-0.8290037,-0.93508804,"('hostile', 'amicable')",-2.0872667,-1.9602046,-0.8288105,-0.41027054,-1.2483602,-1.1018544,-0.1465058
73,0.8221387,0.93532187,"('helpless', 'self-reliant')",0.77045226,0.807085,-3.212963,-2.9445205,-0.540124,-0.4007045,-0.1394195
28,-0.7897965,-0.7622707,"('disloyal', 'loyal')",-0.50474083,-0.3113172,0.8839485,0.9677263,-0.1368629,-0.0352872,-0.1015757
48,-0.78600234,-0.9224633,"('unintelligent', 'intelligent')",-0.5216508,-0.5691616,0.34170073,0.055262543,-0.3219842,-0.4787874,0.1568032
51,-0.7687497,-0.8406708,"('uneducated', 'educated')",0.10656777,0.14501867,0.8349037,0.5923613,0.0575739,-0.0344303,0.0920042
67,0.75405973,0.89018583,"('doubtful', 'determined')",0.018380798,0.24063301,-0.072079815,0.05911865,0.2334536,0.3966458,-0.1631922
2,0.7116492,0.59508777,"('unlikable', 'likable')",1.0826337,1.1421888,0.66331196,0.8878844,0.8191983,0.8750536,-0.0558553
49,-0.71073824,-0.6400768,"('unable', 'able')",0.61208415,0.76261234,-0.24890043,-0.15938927,-0.1158515,-0.0122846,-0.1035669
35,0.696911,0.68111855,"('corrupt', 'incorrupt')",-2.0397074,-2.0480907,-0.944237,-0.62597984,-0.7623445,-0.6643174,-0.0980271
