,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
43,-0.68590266,-0.5154892,"('irresponsible', 'responsible')",1.5993917,1.6336784,0.6720321,0.62496287,0.5285071,0.5810507,-0.0525436
8,-0.6562346,-0.82604027,"('unaffectionate', 'affectionate')",-0.5786745,-0.57780766,-0.49246526,-0.2474364,-0.5757914,-0.5504281,-0.0253633
26,-0.6298003,-0.5634565,"('hardhearted', 'benevolent')",0.76649374,0.8606069,0.94625086,1.2171068,0.3609814,0.5047524,-0.143771
18,-0.62703675,-0.52497566,"('disagreeable', 'welcoming')",-0.77948093,-0.66041887,-0.50255823,-0.35713428,-0.6363587,-0.5141763,-0.1221824
46,-0.62029874,-0.6081338,"('uncompetitive', 'competitive')",1.617832,1.613297,0.5874833,0.12353814,0.5283388,0.3762338,0.152105
42,0.5952426,0.68054354,"('unreliable', 'reliable')",0.8383511,0.9276115,-1.9937727,-1.760192,-0.1867263,-0.050679,-0.1360473
19,-0.5917656,-0.65942305,"('inhospitable', 'hospitable')",-0.32866734,-0.28807744,-0.18894549,0.08747277,-0.3697928,-0.2866759,-0.0831169
63,-0.5515791,-0.73289907,"('unperceptive', 'insightful')",1.0057868,0.89723074,1.6752344,1.3107594,0.7098141,0.491697,0.2181171
84,0.5460086,0.71130127,"('inferior', 'superior')",0.32992,0.5621873,0.925135,1.0229801,0.6003545,0.7654896,-0.1651351
76,0.53122884,0.7850286,"('anxious', 'daring')",1.3985401,1.4535236,1.2653803,1.1956795,1.0650498,1.1447439,-0.0796941
68,-0.52533257,-0.5247953,"('dependent', 'independent')",-0.42198354,-0.2628092,-0.4281001,-0.4591385,-0.4584721,-0.415581,-0.0428911
65,-0.52378744,-0.3510665,"('insecure', 'secure')",0.58303016,0.7937376,0.23848031,0.07256839,0.099241,0.1717465,-0.0725055
66,0.5034863,0.21493603,"('inactive', 'active')",-0.4012837,-0.57975775,0.8454994,0.693895,0.3159006,0.1096911,0.2062095
14,-0.4982251,-0.30020848,"('antisocial', 'social')",0.97123075,1.1772134,-0.55846745,-0.68916094,-0.0284873,0.0626147,-0.091102
6,-0.4785942,-0.7095823,"('distant', 'open')",-0.6545951,-0.8515355,0.037020337,0.17508847,-0.3653897,-0.4620098,0.0966201
12,-0.47104996,-0.45721084,"('unsupportive', 'supportive')",0.7864397,0.7508832,-1.3098377,-1.5209421,-0.3314826,-0.4090899,0.0776073
45,-0.46890387,-0.78741086,"('incompetent', 'competent')",1.0604185,1.0123258,0.02757616,-0.34957135,0.2063636,-0.0415521,0.2479157
16,-0.45479485,-0.58869797,"('unpopular', 'popular')",-0.6069113,-0.4915453,0.41956377,0.36772782,-0.2140475,-0.2375051,0.0234576
81,-0.44786215,-0.30444902,"('submissive', 'aggressive')",0.6861539,0.58643246,0.10656218,-0.15564626,0.1149513,0.0421124,0.0728389
56,0.44541848,0.62195504,"('impractical', 'practical')",1.9849,2.1071851,0.7126682,0.65232396,1.0476622,1.1271547,-0.0794925
39,0.43283415,0.4584647,"('exploitative', 'cooperative')",1.3964328,1.448559,-0.020192653,0.08812581,0.6030248,0.6650499,-0.0620251
58,-0.4199428,-0.49020994,"('undiscriminating', 'discriminating')",0.7087222,0.7819191,0.043291874,-0.1333784,0.1106904,0.0527769,0.0579135
21,-0.41770878,-0.24761423,"('immoral', 'moral')",0.7120753,0.9051276,-0.5328267,-0.5087232,-0.0794867,0.0495967,-0.1290834
15,0.4124692,0.21688625,"('boring', 'funny')",0.5130721,0.2768697,0.4554242,0.49959534,0.4603218,0.3311171,0.1292047
32,-0.40409246,-0.3356129,"('unkind', 'kind')",0.96743894,1.0809944,0.9386543,0.8479749,0.5006669,0.5311188,-0.0304519
87,0.4024427,0.29372537,"('unsuccessful', 'successful')",1.9537923,1.8683057,0.8281447,0.57987803,1.0614599,0.9139698,0.1474901
74,0.38541842,0.37422284,"('undedicated', 'dedicated')",0.96024466,1.0869621,0.6461915,0.7483458,0.6639515,0.7365103,-0.0725588
70,-0.37468046,-0.37124854,"('lethargic', 'energetic')",0.7702979,0.66309565,1.5901209,1.1906623,0.6619128,0.4941698,0.167743
5,-0.351781,-0.53038627,"('distant', 'outgoing')",-0.21093336,-0.36850172,-0.43721157,-0.26392967,-0.3333086,-0.3876059,0.0542973
61,-0.3402947,-0.55596244,"('illogical', 'logical')",0.15449704,0.1818524,0.05538481,-0.10478406,-0.0434709,-0.1596314,0.1161605
55,-0.32583278,-0.3656168,"('incompetent', 'clever')",1.2489877,1.3094078,0.40760583,0.1068979,0.4435869,0.3502297,0.0933572
37,0.24204136,0.18519795,"('fake', 'genuine')",-0.045994032,-0.13854942,0.36919233,0.28414598,0.1884132,0.1102648,0.0781484
29,-0.2338697,-0.3307813,"('unfair', 'fair')",-0.82705206,-0.8784026,-0.8013822,-0.73332655,-0.620768,-0.6475035,0.0267355
62,-0.23130527,-0.2545067,"('incompetent', 'brilliant')",1.5793662,1.5709327,0.456927,0.12592861,0.6016626,0.4807849,0.1208777
83,-0.22431487,-0.111979075,"('powerless', 'powerful')",0.6554245,0.8236533,-0.6030193,-0.63456357,-0.0573032,0.0257035,-0.0830067
59,0.2214964,0.31297615,"('foolish', 'wise')",-0.06321901,0.20410326,-0.29882175,0.07814395,-0.0468481,0.1984078,-0.2452559
38,-0.19885693,-0.24878491,"('untruthful', 'truthful')",-0.28699988,-0.3426859,0.01216739,0.2206904,-0.1578965,-0.1235935,-0.034303
47,-0.19205311,-0.097513504,"('stupid', 'smart')",1.461638,1.4928753,4.950326,4.919888,2.0733035,2.1050833,-0.0317798
17,-0.1882469,-0.29673418,"('nasty', 'nice')",-0.7823337,-0.8156926,-0.75386196,-0.66688967,-0.5748142,-0.5931055,0.0182913
22,0.1834481,0.052346133,"('untrustworthy', 'trustworthy')",0.78287005,0.5484366,-0.75472414,-0.920135,0.0705313,-0.1064508,0.1769821
64,-0.17009924,-0.15549186,"('shy', 'confident')",0.22172713,0.3293421,-5.2776933,-5.4479017,-1.7420217,-1.7580172,0.0159955
79,-0.15057805,-0.27885258,"('wavering', 'unwavering')",-1.2282764,-1.3455945,-0.14677292,-0.03273406,-0.5085425,-0.5523937,0.0438512
34,-0.13769448,-0.05675561,"('mean', 'honorable')",-0.14611402,-0.12042002,6.0115657,5.8534575,1.9092523,1.892094,0.0171583
41,-0.12837602,-0.49553317,"('unforgiving', 'forgiving')",-0.09079053,-0.12672657,0.060928375,-0.03571801,-0.0527461,-0.2193259,0.1665798
60,-0.108605936,0.0030338839,"('inefficient', 'efficient')",2.0178318,2.1923366,0.62161684,0.3294441,0.8436143,0.8416049,0.0020094
13,-0.102958955,-0.24924144,"('impolite', 'polite')",0.92402136,0.7378965,0.27757496,-0.108914316,0.3662124,0.1265802,0.2396322
82,-0.077664554,-0.11855717,"('poor', 'rich')",0.81692564,1.0046802,6.0260773,5.9320664,2.2551128,2.2727299,-0.0176171
24,0.062338926,0.143572,"('dishonest', 'honest')",0.037420437,0.11021404,0.6266612,0.7099004,0.2421402,0.3212288,-0.0790886
25,-0.061719213,0.068971515,"('egoistic', 'altruistic')",-0.7829287,-0.7039889,0.73505116,0.9907456,-0.0365323,0.1185761,-0.1551084
40,-0.038406968,-0.2582769,"('stingy', 'generous')",-0.31774086,-0.42201018,-1.2409114,-1.602098,-0.5323531,-0.760795,0.2284419
75,-0.034932613,-0.01787566,"('meek', 'impulsive')",-1.4154571,-1.6034389,-0.46994078,-0.42393035,-0.6401102,-0.6817483,0.0416381
85,-0.023034632,-0.12729488,"('insignificant', 'prestigious')",-0.43687743,-0.39187926,-0.15357625,0.21114428,-0.2044961,-0.1026766,-0.1018195
71,-0.02289839,0.0044087577,"('diffident', 'self-confident')",2.273795,2.2753057,0.41461435,0.4499545,0.8885036,0.9098897,-0.0213861
80,-0.0153962225,0.010658208,"('dominated', 'dominating')",0.71693206,0.49899268,-0.71811676,-1.0340103,-0.005527,-0.1747865,0.1692595
50,-0.011375405,-0.036224477,"('clumsy', 'skillful')",-0.12832642,-0.020780088,0.29424775,0.32938275,0.0515153,0.0907927,-0.0392774
30,0.009396393,0.048549794,"('intolerant', 'tolerant')",1.7566787,2.0183609,1.3035018,1.3368781,1.0231923,1.1345963,-0.111404
4,0.0019667288,-0.24298246,"('disliked', 'liked')",-0.2538156,-0.3996972,-5.3041677,-5.2880826,-1.8520055,-1.9769208,0.1249153
