,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
6,-1.8218491,-2.0584664,"('distant', 'open')",-0.20089987,-0.3427996,-1.1577355,-1.3198618,-1.0601614,-1.240376,0.1802146
8,-1.5880896,-1.651324,"('unaffectionate', 'affectionate')",-0.55703217,-0.6638331,-0.050541453,-0.27589118,-0.7318877,-0.8636827,0.131795
19,-1.5686054,-1.6189712,"('inhospitable', 'hospitable')",-1.0791368,-1.1012653,-1.1067894,-1.1010026,-1.2515105,-1.2737463,0.0222358
86,-1.5440532,-1.7450562,"('uninfluential', 'influential')",0.522618,0.44061443,-0.11148255,-0.28195834,-0.3776393,-0.5288,0.1511607
1,-1.4887998,-1.7574391,"('unfriendly', 'friendly')",0.39637846,0.24636802,0.42554203,0.17060807,-0.2222931,-0.446821,0.2245279
0,-1.4396957,-1.6274698,"('unsociable', 'sociable')",-0.23072408,-0.31908268,-0.0661985,-0.25379744,-0.5788728,-0.73345,0.1545772
9,-1.3486545,-1.4442788,"('unaffectionate', 'caring')",0.3677484,0.33485386,0.70472467,0.4934123,-0.0920605,-0.2053376,0.1132771
18,-1.2845505,-1.4250808,"('disagreeable', 'welcoming')",-1.0527234,-1.1269258,-0.88923347,-1.0322796,-1.0755026,-1.1947621,0.1192595
53,-1.2835598,-1.3902515,"('uncreative', 'creative')",0.6875191,0.7133448,0.36195058,0.2836997,-0.07803,-0.131069,0.053039
76,1.2575167,1.3662124,"('anxious', 'daring')",-0.1504889,-0.036766816,0.44079608,0.44660354,0.5159413,0.5920164,-0.0760751
26,-1.2098118,-1.2844683,"('hardhearted', 'benevolent')",0.50402844,0.40111548,0.9743497,0.86785537,0.0895221,-0.0051658,0.0946879
5,-1.1205517,-1.3378731,"('distant', 'outgoing')",0.29779634,0.1561285,-1.0106585,-1.0793476,-0.6111379,-0.7536974,0.1425595
85,-1.1192786,-1.3548462,"('insignificant', 'prestigious')",0.32950258,0.1016022,-1.0845759,-1.2793504,-0.624784,-0.8441981,0.2194141
73,1.0715954,1.1776897,"('helpless', 'self-reliant')",1.3083441,1.3321384,-3.4619095,-3.202362,-0.3606567,-0.2308447,-0.129812
88,-1.008076,-1.1441097,"('low', 'eminent')",-0.27320746,-0.4201065,-0.6119928,-0.7415423,-0.6310921,-0.7685862,0.1374941
79,-1.0048901,-1.1993961,"('wavering', 'unwavering')",-0.34367225,-0.521707,-0.70942456,-0.8144102,-0.6859957,-0.8451711,0.1591754
31,-0.96181315,-1.1319716,"('evil', 'good')",-0.9781423,-1.2007743,-1.7553581,-1.8995297,-1.2317712,-1.4107587,0.1789875
45,-0.89539224,-0.9568266,"('incompetent', 'competent')",-0.52640444,-0.58847916,0.2543237,0.1492165,-0.3891577,-0.4653631,0.0762054
2,0.88602865,0.72307056,"('unlikable', 'likable')",1.1807171,1.1222683,0.8136085,0.64265054,0.9601181,0.8293298,0.1307883
82,-0.88137084,-0.8663089,"('poor', 'rich')",-0.28169572,-0.19939771,6.644212,6.4069624,1.8270483,1.7804186,0.0466297
54,-0.87170357,-0.9608893,"('incapable', 'capable')",-0.42449027,-0.44038978,0.46321836,0.30882055,-0.2776585,-0.3641528,0.0864943
57,-0.84357244,-0.8293216,"('unimaginative', 'imaginative')",0.5456017,0.57565516,-2.7814984,-2.6806633,-1.0264897,-0.9781099,-0.0483798
38,-0.75816685,-0.8542147,"('untruthful', 'truthful')",0.21586606,0.22835119,-0.4913915,-0.55185336,-0.3445641,-0.3925723,0.0480082
37,0.7390104,0.6751139,"('fake', 'genuine')",0.23821846,0.20761412,0.03600131,-0.08184852,0.3377434,0.2669598,0.0707836
43,-0.7016775,-0.73121935,"('irresponsible', 'responsible')",0.9100946,1.0123293,0.5261669,0.41725954,0.2448613,0.2327898,0.0120715
16,-0.69749105,-0.88336855,"('unpopular', 'popular')",-0.12948228,-0.28890094,0.304387,0.09183008,-0.1741954,-0.3601464,0.185951
71,-0.67828965,-0.8356177,"('diffident', 'self-confident')",1.537674,1.5625399,0.27652732,0.16207953,0.3786372,0.2963339,0.0823033
52,-0.6778912,-1.0034776,"('irrational', 'rational')",-0.32260463,-0.5584631,-0.68388367,-0.82042783,-0.5614598,-0.7941229,0.2326631
28,-0.6559118,-0.6746801,"('disloyal', 'loyal')",0.17556772,0.20225887,1.1559615,1.0948976,0.2252058,0.2074921,0.0177137
62,0.652432,0.69166416,"('incompetent', 'brilliant')",0.7254523,0.7670037,1.0185171,1.0269536,0.7988005,0.8285405,-0.02974
80,0.64969665,0.7756288,"('dominated', 'dominating')",0.23231483,0.23519172,0.23850313,0.3012333,0.3735049,0.4373513,-0.0638464
61,-0.640005,-0.9812742,"('illogical', 'logical')",1.0153021,0.878086,0.80137575,0.60125244,0.3922243,0.1660214,0.2262029
32,-0.61819935,-0.73340154,"('unkind', 'kind')",-0.06330371,-0.03446924,0.7345815,0.48890004,0.0176928,-0.0929902,0.110683
35,0.57993424,0.6423099,"('corrupt', 'incorrupt')",-0.40528214,-0.46632737,-1.1463113,-1.1439822,-0.3238864,-0.3226665,-0.0012199
51,-0.573966,-0.6508799,"('uneducated', 'educated')",-0.43273723,-0.4315706,0.37957937,0.25839782,-0.2090413,-0.2746842,0.0656429
64,0.56199056,0.4710698,"('shy', 'confident')",0.8752725,0.7920725,-5.777804,-5.5926924,-1.446847,-1.4431833,-0.0036637
23,-0.5610836,-0.6435613,"('insincere', 'sincere')",-0.070180506,0.018895186,5.7243366,5.3915744,1.6976908,1.5889694,0.1087214
10,-0.54570717,-0.5650195,"('unsympathetic', 'sympathetic')",-0.75999033,-0.70290035,-0.08773407,-0.3415503,-0.4644772,-0.53649,0.0720128
75,0.5328907,0.6854177,"('meek', 'impulsive')",-0.025215365,-0.015461661,-0.6125242,-0.5259845,-0.0349496,0.0479905,-0.0829401
36,-0.52146494,-0.588378,"('hostile', 'amicable')",-0.80362344,-0.94778025,-1.0331482,-1.0872691,-0.7860789,-0.8744758,0.0883969
78,-0.51503736,-0.58276844,"('nonresilient', 'resilient')",0.5224278,0.4826813,0.40760154,0.34622592,0.1383307,0.0820463,0.0562844
3,0.5067151,0.43012065,"('repellent', 'pleasant')",-0.18568024,-0.11900762,1.1508512,1.1140176,0.4906287,0.4750435,0.0155852
40,0.49426046,0.28154805,"('stingy', 'generous')",0.2906682,0.19162427,-2.2620857,-2.4023407,-0.4923857,-0.6430561,0.1506704
69,0.47823757,0.4147926,"('lazy', 'industrious')",0.75638187,0.7433642,-1.3022174,-1.2817799,-0.0225327,-0.0412077,0.018675
67,0.4595041,0.42251402,"('doubtful', 'determined')",-0.20313509,-0.24987707,-0.5649459,-0.6974232,-0.102859,-0.1749287,0.0720697
84,0.42105857,0.5432342,"('inferior', 'superior')",0.4122752,0.35355365,0.6952823,0.7629377,0.5095387,0.5532419,-0.0437032
42,0.4090368,0.45827347,"('unreliable', 'reliable')",-0.033002663,0.07156205,-2.3384104,-2.2321515,-0.6541254,-0.5674387,-0.0866867
21,0.40542844,0.26105213,"('immoral', 'moral')",1.1913499,1.2704641,0.21301016,0.10371817,0.6032628,0.5450781,0.0581847
63,-0.3978973,-0.44164464,"('unperceptive', 'insightful')",0.5272275,0.59463596,0.7918134,0.7166923,0.3070479,0.2898945,0.0171534
48,0.3764169,0.35478246,"('unintelligent', 'intelligent')",1.038084,1.0232816,0.80250686,0.7441784,0.7390026,0.7074142,0.0315884
77,-0.3727683,-0.5007501,"('unmotivated', 'motivated')",0.61592,0.6317185,-0.9269256,-0.8723469,-0.2279246,-0.2471262,0.0192016
41,-0.372434,-0.4366719,"('unforgiving', 'forgiving')",-0.6981889,-0.7946232,-0.364518,-0.5397146,-0.4783803,-0.5903366,0.1119563
12,-0.35594487,-0.48532894,"('unsupportive', 'supportive')",0.6571153,0.60952294,-1.9368622,-1.9898695,-0.5452306,-0.6218918,0.0766612
44,0.3551624,0.63312787,"('prejudiced', 'unprejudiced')",-0.20696965,-0.036456976,-1.2006456,-1.0061698,-0.3508176,-0.1364996,-0.214318
72,-0.3262878,-0.27754983,"('unambitious', 'ambitious')",0.6316315,0.6941992,-0.3454225,-0.36600336,-0.0133596,0.016882,-0.0302416
46,0.31474885,0.40018782,"('uncompetitive', 'competitive')",0.15788421,0.29331696,-0.12712319,-0.10331697,0.11517,0.1967293,-0.0815593
25,-0.30283192,-0.4607802,"('egoistic', 'altruistic')",0.7448809,0.7300017,0.66923195,0.5483574,0.370427,0.2725263,0.0979007
7,0.300506,0.18955936,"('insensitive', 'sensitive')",0.67242473,0.70741194,0.67745906,0.49801534,0.5501299,0.4649955,0.0851344
83,-0.29556385,-0.15099183,"('powerless', 'powerful')",1.0555434,1.0216866,-0.94098836,-0.8429004,-0.0603363,0.0092648,-0.0696011
24,-0.2953694,-0.5571632,"('dishonest', 'honest')",0.5850685,0.63819635,0.45973265,0.24927,0.2498106,0.1101011,0.1397095
33,0.2836149,0.037100717,"('wrong', 'right')",1.0447402,0.9033102,-1.0701016,-1.1451151,0.0860845,-0.0682347,0.1543192
56,-0.28239524,-0.19822197,"('impractical', 'practical')",1.1328284,1.328821,-0.14068443,-0.11955209,0.2365829,0.3370156,-0.1004327
27,-0.26291096,-0.36671603,"('hardhearted', 'softhearted')",0.12281058,0.11673788,0.6090601,0.46744984,0.1563199,0.0724906,0.0838293
59,-0.24166189,-0.31978208,"('foolish', 'wise')",0.9419631,0.87091553,-0.29574504,-0.46352062,0.134852,0.0292043,0.1056477
70,0.2390333,0.2668092,"('lethargic', 'energetic')",0.17189832,0.34220663,0.8830869,0.84199554,0.4313395,0.4836705,-0.052331
81,0.23898305,0.29075906,"('submissive', 'aggressive')",1.1878105,1.3199445,-0.19275594,-0.1748175,0.4113459,0.4786287,-0.0672828
34,0.23714897,0.38366175,"('mean', 'honorable')",0.32728955,0.5114571,5.3467584,5.147632,1.9703989,2.0142503,-0.0438514
60,-0.23533905,-0.19928686,"('inefficient', 'efficient')",1.6603335,1.9751236,0.58364683,0.57678175,0.6695471,0.7842062,-0.1146591
15,-0.23138328,-0.378518,"('boring', 'funny')",-0.062054448,-0.08651344,-0.5520636,-0.62646556,-0.2818338,-0.3638323,0.0819985
58,0.22942834,0.2965708,"('undiscriminating', 'discriminating')",0.7011726,0.5621019,-0.01029442,-0.012649485,0.3067688,0.2820078,0.024761
74,-0.20688389,-0.3125729,"('undedicated', 'dedicated')",0.026625287,0.007615283,-0.2937286,-0.3632829,-0.1579957,-0.2227468,0.0647511
47,-0.19746378,-0.24641037,"('stupid', 'smart')",0.68506825,0.7799948,5.6049733,5.254116,2.0308593,1.9292336,0.1016257
55,-0.18424292,-0.1370586,"('incompetent', 'clever')",-0.40378588,-0.37287584,0.7897495,0.73480046,0.0672402,0.0749553,-0.0077151
66,-0.17558624,-0.2509546,"('inactive', 'active')",-0.7109273,-0.8090458,0.44634822,0.3589878,-0.1467218,-0.2336709,0.0869491
