,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,male-female
5,-0.66913676,-0.7531333,"('distant', 'outgoing')",-0.08465956,0.13781065,0.15568154,0.2349668,-0.1993716,-0.1267853,-0.0725863
38,-0.6280325,-0.43975285,"('untruthful', 'truthful')",-0.5097085,-0.17795315,0.24285215,0.25774893,-0.2982963,-0.1199857,-0.1783106
79,-0.6126834,-0.63601923,"('wavering', 'unwavering')",-0.39311782,-0.38307205,-0.31582564,-0.24620627,-0.4405423,-0.4217658,-0.0187765
2,-0.61040974,-0.45142817,"('unlikable', 'likable')",0.90210927,1.0977291,0.25828448,0.39829782,0.183328,0.3481996,-0.1648716
3,-0.59333223,-0.56577545,"('repellent', 'pleasant')",-0.6220689,-0.7022413,-0.36907098,-0.49007455,-0.5281574,-0.5860304,0.057873
11,-0.58401513,-0.60871917,"('unhelpful', 'helpful')",-0.01859558,-0.014123503,0.705484,0.6519563,0.0342911,0.0097046,0.0245865
21,-0.58103865,-0.46097824,"('immoral', 'moral')",-0.4346246,-0.41389334,-1.4800291,-1.5284364,-0.8318974,-0.8011026,-0.0307948
24,-0.55201674,-0.5765821,"('dishonest', 'honest')",-0.36126933,-0.3407362,0.26211697,0.35657603,-0.2170564,-0.1869141,-0.0301423
14,0.5218562,0.4671283,"('antisocial', 'social')",1.0744816,1.0632476,0.72813034,0.7820524,0.7748227,0.7708094,0.0040133
16,-0.5060521,-0.39267832,"('unpopular', 'popular')",0.37069905,0.48901787,0.09638918,-0.054903105,-0.0129879,0.0138121,-0.0268
44,0.50247794,0.51143587,"('prejudiced', 'unprejudiced')",0.0814531,0.19083606,-1.2629604,-1.3081205,-0.2263431,-0.2019495,-0.0243936
54,-0.49375987,-0.43244097,"('incapable', 'capable')",-0.12473151,-0.06537824,-0.06860837,0.11158453,-0.2290333,-0.1287449,-0.1002884
68,-0.43546924,-0.35845575,"('dependent', 'independent')",-0.18539904,-0.25350472,-0.9529243,-0.9716254,-0.5245975,-0.527862,0.0032645
12,-0.41765422,-0.23041363,"('unsupportive', 'supportive')",0.059143797,0.23068692,-0.9919479,-0.9897244,-0.4501528,-0.329817,-0.1203358
67,0.3937458,0.56642145,"('doubtful', 'determined')",0.43009558,0.5775743,-0.14335041,0.10881191,0.2268303,0.4176025,-0.1907722
66,-0.39191672,-0.34466416,"('inactive', 'active')",1.2557119,1.3956629,1.0651556,0.98258555,0.6429836,0.6778614,-0.0348778
73,0.38027418,0.6139928,"('helpless', 'self-reliant')",0.3278546,0.5212052,-1.925978,-1.9061964,-0.4059497,-0.2569995,-0.1489502
76,0.36558038,0.63014287,"('anxious', 'daring')",0.71522194,0.7374729,-0.31164598,-0.18534812,0.2563854,0.3940892,-0.1377038
39,0.33354953,0.030221675,"('exploitative', 'cooperative')",0.5690422,0.19479166,0.5101447,0.37149107,0.4709121,0.1988348,0.2720773
35,0.32619473,0.27099207,"('corrupt', 'incorrupt')",-0.65706253,-0.69010556,-0.28965297,-0.2909673,-0.2068403,-0.2366936,0.0298533
51,-0.32100707,0.08041476,"('uneducated', 'educated')",0.4563797,0.6664631,0.026599951,0.19573846,0.0539909,0.3142054,-0.2602145
82,-0.31780183,0.022568183,"('poor', 'rich')",-1.0420486,-0.9612943,3.6808474,3.918414,0.7736657,0.9932293,-0.2195636
74,-0.30408332,-0.1764389,"('undedicated', 'dedicated')",0.54184794,0.6160469,0.56365865,0.5712111,0.2671411,0.3369397,-0.0697986
75,0.30229476,0.5209449,"('meek', 'impulsive')",-0.0071817674,0.36808708,-0.8710075,-0.77458906,-0.1919648,0.0381476,-0.2301124
59,-0.28916192,-0.31877726,"('foolish', 'wise')",-0.33886212,-0.48094448,-0.051212095,-0.15218623,-0.226412,-0.3173026,0.0908906
71,0.2684494,0.18203335,"('diffident', 'self-confident')",0.6284995,0.7265785,0.40245765,0.44816115,0.4331355,0.4522577,-0.0191222
42,0.262102,0.3040908,"('unreliable', 'reliable')",0.17055167,0.28685093,-1.92558,-1.9610766,-0.4976421,-0.4567116,-0.0409305
22,-0.2558983,-0.14921556,"('untrustworthy', 'trustworthy')",-0.21047026,-0.22441909,-0.6251272,-0.55931413,-0.3638319,-0.3109829,-0.052849
33,-0.25320983,-0.22527602,"('wrong', 'right')",0.704177,0.6943952,0.40572613,0.2863533,0.2855644,0.2518241,0.0337403
46,0.2416566,0.18805087,"('uncompetitive', 'competitive')",0.6656271,0.69773555,-0.42758656,-0.65282124,0.1598991,0.0776551,0.082244
13,0.23320709,0.018000055,"('impolite', 'polite')",1.0568138,0.85505503,-0.1941514,-0.29605496,0.3652898,0.1923334,0.1729564
60,0.23263921,0.41637075,"('inefficient', 'efficient')",0.80999684,0.769233,-0.12870736,-0.12671334,0.3046429,0.3529634,-0.0483205
78,-0.23109505,-0.11464207,"('nonresilient', 'resilient')",0.5460226,0.8164027,0.68672645,0.46070105,0.3338847,0.3874872,-0.0536025
83,-0.1748659,-0.18132655,"('powerless', 'powerful')",0.1292401,0.44264948,-0.13015562,-0.026418805,-0.0585938,0.0783014,-0.1368952
50,-0.14906697,-0.0042567234,"('clumsy', 'skillful')",-0.51995575,-0.5345539,-0.76457244,-0.9492824,-0.4778651,-0.496031,0.0181659
61,-0.13652301,-0.3566243,"('illogical', 'logical')",0.20384194,-0.030967336,0.9133143,0.65852547,0.3268777,0.0903113,0.2365664
62,-0.13214633,0.2288091,"('incompetent', 'brilliant')",0.6447722,0.9667463,0.27693337,0.6712597,0.2631864,0.6222717,-0.3590853
55,-0.120462984,-0.08037252,"('incompetent', 'clever')",-0.61100984,-0.7789475,-0.34464917,-0.43610254,-0.3587073,-0.4318075,0.0731002
70,-0.109998755,0.17185634,"('lethargic', 'energetic')",0.34175146,0.43376216,-0.045106202,-0.03822239,0.0622155,0.189132,-0.1269165
29,0.08114469,0.29333135,"('unfair', 'fair')",-0.24573281,-0.08522975,-0.40649888,-0.17773348,-0.1903623,0.0101227,-0.200485
69,0.06664732,0.028463734,"('lazy', 'industrious')",1.7010373,1.7983098,0.7329466,0.5588152,0.8335437,0.7951962,0.0383475
30,-0.052743435,-0.23780032,"('intolerant', 'tolerant')",0.46951166,0.23150972,0.33315784,0.22390123,0.2499754,0.0725369,0.1774385
17,-0.047973968,-0.1516779,"('nasty', 'nice')",-1.1402671,-1.0786041,-1.1108675,-1.2532723,-0.7663695,-0.8278515,0.061482
4,-0.042938,0.037888736,"('disliked', 'liked')",0.17539214,0.43539417,-3.4730728,-3.504811,-1.1135395,-1.0105094,-0.1030301
7,0.04049997,-0.035802368,"('insensitive', 'sensitive')",0.013719805,-0.14550656,0.43846878,0.29986936,0.1642295,0.0395201,0.1247094
45,0.031850047,0.022196304,"('incompetent', 'competent')",0.37695992,0.31770298,0.8182301,0.8308813,0.4090134,0.3902602,0.0187532
65,-0.00923112,-0.20225278,"('insecure', 'secure')",0.25556567,-0.04579037,0.3161167,0.20558974,0.1874837,-0.0141511,0.2016348
37,0.0011968948,-0.08018073,"('fake', 'genuine')",-0.8320011,-0.8530505,0.28718305,0.3378313,-0.181207,-0.1984666,0.0172596
84,0.00029053912,0.03784222,"('inferior', 'superior')",0.5404855,0.6194434,0.6918061,0.7757719,0.4108607,0.4776858,-0.0668251
