,devon_male,devon_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
85,-3.6994257,-3.7393045,"('insignificant', 'prestigious')",-0.38778937,-0.116793826,-0.84311104,-1.2316818,-1.643442,-1.6959267,0.0524847
36,-3.5070915,-3.8104117,"('hostile', 'amicable')",-1.2423301,-1.1156543,-1.0412827,-1.5879546,-1.9302348,-2.1713401,0.2411053
62,3.1557665,3.3673742,"('incompetent', 'brilliant')",0.9468159,0.89958173,0.9125834,1.2246882,1.6717219,1.830548,-0.1588261
69,-3.1351614,-3.4627728,"('lazy', 'industrious')",0.6256557,0.72971094,-1.4189465,-1.5873394,-1.3094841,-1.4401337,0.1306496
31,-3.049066,-3.2437901,"('evil', 'good')",-1.2561454,-0.9833061,-1.4371495,-1.7055519,-1.9141204,-1.9775492,0.0634288
60,3.0282497,3.158685,"('inefficient', 'efficient')",2.1308756,1.9903432,0.508209,0.8293828,1.8891115,1.9928037,-0.1036922
35,-3.0149817,-3.268315,"('corrupt', 'incorrupt')",-0.9923012,-0.8631772,-0.9502855,-1.3400118,-1.6525229,-1.8238347,0.1713118
55,2.870824,3.0846663,"('incompetent', 'clever')",0.22612959,0.04937717,0.6598497,0.76714736,1.2522678,1.3003969,-0.0481291
80,2.7864552,3.0347672,"('dominated', 'dominating')",0.4926666,0.3691789,0.14217985,0.53387994,1.1404339,1.3126086,-0.1721747
6,-2.7632663,-2.870453,"('distant', 'open')",-0.75605166,-0.57757664,-0.92928714,-1.2302352,-1.4828684,-1.5594215,0.0765531
46,2.730981,2.8582091,"('uncompetitive', 'competitive')",0.69534004,0.46289054,-0.3355954,-0.06818282,1.0302419,1.0843057,-0.0540638
75,-2.6264164,-2.365454,"('meek', 'impulsive')",-0.34058884,-0.11802418,-0.833191,-0.7917522,-1.2667321,-1.0917435,-0.1749886
24,2.594922,2.8265064,"('dishonest', 'honest')",0.49876282,0.47762254,1.1375976,1.1952286,1.4104274,1.4997857,-0.0893583
21,2.5730667,2.5769138,"('immoral', 'moral')",1.6026204,1.4610057,-0.17435484,0.06636571,1.3337773,1.3680951,-0.0343178
10,2.48121,2.6461895,"('unsympathetic', 'sympathetic')",-0.5855111,-0.78012776,-0.23471192,-0.020159565,0.5536623,0.6153007,-0.0616384
43,2.4627175,2.572999,"('irresponsible', 'responsible')",0.8307836,0.7672012,0.43147156,0.5638913,1.2416576,1.3013638,-0.0597062
76,2.453626,2.557776,"('anxious', 'daring')",-0.16322854,-0.36933532,0.08650994,0.25607333,0.7923024,0.8148379,-0.0225355
7,2.326711,2.3386428,"('insensitive', 'sensitive')",1.0354608,0.9410626,1.3312149,1.3648294,1.5644622,1.5481784,0.0162838
5,-2.241847,-2.3116517,"('distant', 'outgoing')",-0.21425107,-0.016970329,-0.807628,-0.89627564,-1.0879087,-1.074966,-0.0129427
79,-2.2368257,-2.460121,"('wavering', 'unwavering')",-0.98312056,-0.76414555,-0.61651754,-0.80745214,-1.2788213,-1.3439062,0.0650849
37,2.2322059,2.049687,"('fake', 'genuine')",0.30236533,0.2665323,0.47959593,0.4331229,1.0047224,0.9164474,0.088275
48,2.198561,2.1095526,"('unintelligent', 'intelligent')",1.4245291,1.3123149,0.60708874,0.6609314,1.4100596,1.360933,0.0491266
23,2.1795561,2.2271116,"('insincere', 'sincere')",0.19231676,0.08139007,6.8761954,6.67556,3.0826893,2.9946874,0.0880019
65,2.1048214,2.143533,"('insecure', 'secure')",0.61621547,0.35631377,0.4939956,0.68681526,1.0716775,1.0622207,0.0094568
81,2.09534,2.369976,"('submissive', 'aggressive')",1.6297829,1.4255294,-0.41213617,0.007240534,1.104329,1.267582,-0.163253
56,2.0601754,2.1882956,"('impractical', 'practical')",1.365226,1.3236214,-0.24666578,0.04723758,1.0595786,1.1863849,-0.1268063
70,2.018551,2.25398,"('lethargic', 'energetic')",0.53281474,0.42198515,0.65298915,0.8946648,1.0681183,1.1902099,-0.1220916
45,1.9861512,2.1299078,"('incompetent', 'competent')",0.07293792,-0.04502611,0.20225933,0.31676543,0.7537828,0.800549,-0.0467662
16,-1.9538107,-2.164559,"('unpopular', 'popular')",-0.20636201,-0.17752068,0.14013231,-0.029391203,-0.6733468,-0.7904903,0.1171435
14,1.9537071,2.3252342,"('antisocial', 'social')",1.2174014,1.2177774,0.061684217,0.35878128,1.0775975,1.3005977,-0.2230002
39,1.9232075,1.9003656,"('exploitative', 'cooperative')",0.111302994,0.057508245,0.24429892,0.24957341,0.7596032,0.7358158,0.0237874
11,1.8873601,2.153224,"('unhelpful', 'helpful')",0.5891723,0.4956324,2.497781,2.7816505,1.6581046,1.8101689,-0.1520643
19,-1.8171,-1.9562283,"('inhospitable', 'hospitable')",-0.99360055,-0.9787266,-0.74313855,-0.912741,-1.1846131,-1.2825653,0.0979522
28,1.7958028,1.8618062,"('disloyal', 'loyal')",0.55577505,0.35270724,1.7466593,1.6230402,1.366079,1.2791845,0.0868945
12,1.6863073,1.7421246,"('unsupportive', 'supportive')",0.7676312,0.7957311,-1.645356,-1.4708091,0.2695275,0.3556822,-0.0861547
33,-1.6808599,-1.7897403,"('wrong', 'right')",0.79599094,0.7960155,-0.8499342,-1.1182084,-0.5782677,-0.7039777,0.12571
4,-1.6759408,-1.4952224,"('disliked', 'liked')",0.50239265,0.676349,-7.1311994,-6.731747,-2.7682492,-2.5168735,-0.2513757
51,1.6650385,1.6927153,"('uneducated', 'educated')",0.26502347,0.1524712,0.73773396,0.75133884,0.8892653,0.8655084,0.0237569
86,1.6623276,1.7576731,"('uninfluential', 'influential')",0.68888646,0.69501793,-0.33041435,-0.23218384,0.6736,0.740169,-0.066569
59,-1.5689167,-1.6825018,"('foolish', 'wise')",0.6405536,0.7277195,0.029436372,-0.29222143,-0.2996422,-0.4156679,0.1160257
0,1.5675087,1.6899116,"('unsociable', 'sociable')",0.16668023,-0.043831322,-0.11026223,0.04924217,0.5413089,0.5651075,-0.0237986
25,-1.559577,-1.7026054,"('egoistic', 'altruistic')",0.88476783,0.9223771,1.130709,0.8202762,0.1519666,0.0133493,0.1386173
13,1.52582,1.8335216,"('impolite', 'polite')",0.18769544,0.052536666,-0.29294515,-0.045178108,0.4735235,0.6136268,-0.1401033
82,1.5182934,1.5389546,"('poor', 'rich')",0.28832155,0.1737548,7.184837,6.860114,2.9971504,2.8576078,0.1395426
22,1.5053569,1.7372311,"('untrustworthy', 'trustworthy')",-0.3350093,-0.4271179,-0.3796916,-0.2993284,0.263552,0.3369283,-0.0733763
63,1.5043823,1.6577659,"('unperceptive', 'insightful')",0.98079807,1.0029376,1.017088,1.1714902,1.1674228,1.2773979,-0.1099751
30,1.4736974,1.6989911,"('intolerant', 'tolerant')",0.8707823,0.78147864,0.65316767,0.82962304,0.9992158,1.1033642,-0.1041484
44,-1.3768023,-1.343493,"('prejudiced', 'unprejudiced')",-0.5699462,-0.45487532,-1.5847634,-1.468,-1.1771706,-1.0887895,-0.0883811
61,1.3440776,1.268959,"('illogical', 'logical')",0.9924188,0.896497,0.57419336,0.5568364,0.9702299,0.9074308,0.0627991
66,-1.2869301,-1.3308055,"('inactive', 'active')",-1.3939486,-1.3095965,0.113984495,-0.13174728,-0.8556314,-0.9240498,0.0684184
52,-1.2392869,-1.4723442,"('irrational', 'rational')",-0.7951952,-0.78778684,-0.46630943,-0.816393,-0.8335972,-1.0255079,0.1919107
68,1.1873847,1.0916502,"('dependent', 'independent')",0.40478486,0.39851603,-0.3721428,-0.49245074,0.4066756,0.3325719,0.0741037
17,-1.1588942,-0.8629484,"('nasty', 'nice')",-1.0940768,-1.0283636,-0.96665406,-0.854683,-1.0732083,-0.9153317,-0.1578766
32,1.0707165,1.2437551,"('unkind', 'kind')",0.0858339,0.020335004,1.3542436,1.4124225,0.8369314,0.8921709,-0.0552395
72,1.0500715,1.1555455,"('unambitious', 'ambitious')",0.48186892,0.4841674,-0.05105426,-0.13931839,0.4936287,0.5001315,-0.0065028
49,1.0280566,0.8428437,"('unable', 'able')",0.4420098,0.45196587,0.25796455,0.3278978,0.5760103,0.5409025,0.0351078
9,1.013687,1.0111334,"('unaffectionate', 'caring')",0.29440525,0.3865174,1.4396588,1.2638493,0.915917,0.8871667,0.0287503
74,0.9920362,1.1970896,"('undedicated', 'dedicated')",0.12158713,0.17717552,-0.30509856,-0.26736787,0.2695083,0.3689657,-0.0994574
57,0.9384127,1.3015959,"('unimaginative', 'imaginative')",0.5927315,0.54024875,-3.1158986,-2.8190916,-0.5282515,-0.325749,-0.2025025
18,-0.79709387,-0.7094753,"('disagreeable', 'welcoming')",-0.5920163,-0.70780575,-0.2882496,-0.50357157,-0.5591199,-0.6402842,0.0811643
67,-0.73079014,-0.79422635,"('doubtful', 'determined')",-0.42383397,-0.48039,-0.7044203,-0.65527093,-0.6196815,-0.6432958,0.0236143
50,-0.7027048,-0.9449007,"('clumsy', 'skillful')",-0.042465087,-0.12824565,0.43306914,0.10494068,-0.1040336,-0.3227352,0.2187016
3,0.66920185,0.807641,"('repellent', 'pleasant')",0.41864756,0.20812581,1.2658402,1.2509301,0.7845632,0.7555656,0.0289976
64,0.66529006,0.68054307,"('shy', 'confident')",0.9658639,0.8677986,-6.3987117,-5.910372,-1.5891859,-1.45401,-0.1351759
58,-0.6156148,-0.48265663,"('undiscriminating', 'discriminating')",0.742666,0.7929481,-0.016415887,0.031382203,0.0368784,0.1138912,-0.0770128
77,-0.61102986,-0.8734391,"('unmotivated', 'motivated')",0.9869659,0.8382557,-1.0483248,-0.93844664,-0.2241296,-0.3245433,0.1004137
15,-0.55461866,-0.53720593,"('boring', 'funny')",-0.43624395,-0.33642873,-0.59906936,-0.55727977,-0.5299773,-0.4769715,-0.0530058
78,0.5334483,0.0674832,"('nonresilient', 'resilient')",0.8795285,0.756669,0.3530922,0.31744555,0.5886896,0.3805326,0.208157
53,0.52761704,0.55967706,"('uncreative', 'creative')",0.56387746,0.5198529,0.5723254,0.38464934,0.5546067,0.4880598,0.0665469
87,0.51193726,0.30565113,"('unsuccessful', 'successful')",0.1812077,-0.029070124,1.0617795,1.0685014,0.5849748,0.4483608,0.136614
42,0.4834544,0.53024757,"('unreliable', 'reliable')",-0.12757412,-0.21227098,-2.9541707,-2.7909393,-0.8660968,-0.824321,-0.0417758
8,-0.46342203,-0.44494152,"('unaffectionate', 'affectionate')",-0.7926116,-0.5746668,0.5899793,0.27173236,-0.2220181,-0.249292,0.0272739
20,0.4610244,0.43999404,"('rough', 'thoughtful')",0.217623,0.17329803,0.4357004,0.34719232,0.3714493,0.3201615,0.0512878
2,0.43900785,0.67838126,"('unlikable', 'likable')",0.9960254,1.0880864,0.5227877,0.44673434,0.652607,0.737734,-0.085127
27,-0.43885818,-0.47218078,"('hardhearted', 'softhearted')",0.23334903,0.25315386,1.2896158,1.0243865,0.3613689,0.2684532,0.0929157
40,0.37894747,0.6400961,"('stingy', 'generous')",0.5086214,0.4020547,-1.6955442,-1.7604477,-0.2693251,-0.2394323,-0.0298928
47,-0.3675044,-0.15167427,"('stupid', 'smart')",0.46864802,0.51382196,5.4606924,5.266209,1.8539454,1.876119,-0.0221736
41,0.345985,0.7592762,"('unforgiving', 'forgiving')",-0.49530786,-0.51727724,-0.2402305,-0.24410145,-0.1298511,-0.0007008,-0.1291503
1,-0.31762058,-0.28961617,"('unfriendly', 'friendly')",0.46851018,0.5258669,1.2898558,1.029085,0.4802485,0.4217786,0.0584699
54,-0.30420998,-0.47771382,"('incapable', 'capable')",-0.512102,-0.594916,0.846539,0.49053854,0.0100757,-0.1940304,0.2041061
73,0.28807986,0.268678,"('helpless', 'self-reliant')",1.5344322,1.5188153,-3.2100413,-3.2531285,-0.4625098,-0.4885451,0.0260353
38,0.27416068,0.48809358,"('untruthful', 'truthful')",-0.012524011,0.12719499,0.32882333,0.3572071,0.19682,0.3241652,-0.1273452
