,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,male-female
0,-1.8947316,-1.663263,"('unsociable', 'sociable')",-2.1121132,-1.9814954,-0.29428554,-0.31436777,-1.4337101,-1.3197087,-0.1140014
57,-1.8780679,-1.6611675,"('unimaginative', 'imaginative')",-2.5061755,-2.373455,-3.5470695,-3.5394583,-2.643771,-2.5246936,-0.1190774
70,-1.756019,-1.4898679,"('lethargic', 'energetic')",-2.0546749,-1.9366293,0.10623204,0.21878551,-1.2348206,-1.0692372,-0.1655834
30,-1.6691195,-1.4349152,"('intolerant', 'tolerant')",-1.7544312,-1.7134575,0.3995764,0.37839624,-1.0079914,-0.9233255,-0.0846659
55,-1.6443107,-1.3448308,"('incompetent', 'clever')",-3.055845,-2.8940606,0.31383535,0.28422296,-1.4621069,-1.3182228,-0.1438841
63,-1.6429855,-1.3721236,"('unperceptive', 'insightful')",-2.1591086,-1.9759126,0.6158899,0.6095405,-1.062068,-0.9128319,-0.1492361
65,-1.5940143,-1.491358,"('insecure', 'secure')",-1.8979938,-1.8402268,-0.07686243,-0.15621994,-1.1896235,-1.1626016,-0.0270219
14,-1.5754523,-1.3599844,"('antisocial', 'social')",-1.7185944,-1.5490596,-0.3442839,-0.36302373,-1.2127769,-1.0906893,-0.1220876
8,-1.5752702,-1.6544447,"('unaffectionate', 'affectionate')",-2.4330359,-2.4828284,-0.2774569,-0.4263008,-1.4285876,-1.5211913,0.0926037
10,-1.572388,-1.2535756,"('unsympathetic', 'sympathetic')",-3.0312145,-2.8073287,-0.33826667,-0.31660372,-1.6472898,-1.4591694,-0.1881204
43,-1.5648419,-1.3117006,"('irresponsible', 'responsible')",-2.7134857,-2.6416042,-0.04701642,0.03208196,-1.4417814,-1.3070742,-0.1347072
45,-1.5026494,-1.237584,"('incompetent', 'competent')",-2.0242784,-1.9412876,-0.43222225,-0.4507772,-1.3197168,-1.209883,-0.1098338
11,-1.4595512,-1.2730578,"('unhelpful', 'helpful')",-2.035028,-1.9470803,2.108399,2.1220033,-0.4620601,-0.3660449,-0.0960152
86,-1.4127185,-1.1119621,"('uninfluential', 'influential')",-2.8660035,-2.6186628,-0.62314665,-0.45018077,-1.6339561,-1.3936019,-0.2403542
60,-1.3163539,-1.129274,"('inefficient', 'efficient')",-2.328339,-2.2083297,0.21309319,0.20241345,-1.1438665,-1.0450633,-0.0988032
46,-1.2314527,-0.916626,"('uncompetitive', 'competitive')",-1.5221745,-1.3352746,-0.63025016,-0.5288706,-1.1279592,-0.9269238,-0.2010354
21,-1.2141598,-0.91954654,"('immoral', 'moral')",-1.7521961,-1.5659642,-0.59508866,-0.6173271,-1.1871482,-1.0342793,-0.1528689
69,1.1934105,0.87439513,"('lazy', 'industrious')",3.4889739,3.2815742,-0.57232326,-0.68714917,1.3700204,1.1562735,0.2137469
73,1.1087403,1.1683897,"('helpless', 'self-reliant')",0.5929202,0.59254545,-3.6761098,-3.5519783,-0.6581498,-0.5970144,-0.0611354
23,-1.0794798,-0.93314034,"('insincere', 'sincere')",-1.8197731,-1.7904736,5.5641837,5.3957257,0.8883103,0.8907039,-0.0023936
48,-1.070048,-1.073291,"('unintelligent', 'intelligent')",-1.9021187,-1.8775138,1.0063756,0.90578663,-0.6552637,-0.6816727,0.026409
