,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,male-female
41,-1.0604615,-0.99550164,"('unforgiving', 'forgiving')",-2.1083832,-2.0596237,-0.64549327,-0.7829431,-1.271446,-1.2793562,0.0079102
13,-1.0416269,-0.7619185,"('impolite', 'polite')",-1.3720683,-1.2555993,-0.3295167,-0.3625389,-0.914404,-0.7933522,-0.1210518
28,-1.0018976,-0.8805794,"('disloyal', 'loyal')",-2.1004374,-2.0878434,0.6563681,0.4574759,-0.8153223,-0.8369823,0.02166
53,-0.98246765,-0.92876726,"('uncreative', 'creative')",-1.5769867,-1.5510746,0.114940435,-0.034041546,-0.814838,-0.8379612,0.0231232
18,-0.976463,-0.9146419,"('disagreeable', 'welcoming')",-0.17047031,-0.21274503,-0.9267221,-1.0247319,-0.6912185,-0.7173729,0.0261544
58,-0.96650445,-0.9100916,"('undiscriminating', 'discriminating')",-0.81906235,-0.76381314,-0.050322823,0.07605535,-0.6119632,-0.5326165,-0.0793467
81,-0.9132247,-0.63547844,"('submissive', 'aggressive')",-0.9515772,-0.7586266,-0.20055172,-0.16985746,-0.6884512,-0.5213208,-0.1671304
52,-0.91306424,-1.1575543,"('irrational', 'rational')",0.0041929632,-0.16215786,-0.48565218,-0.6817161,-0.4648412,-0.6671427,0.2023015
7,-0.893718,-0.70618933,"('insensitive', 'sensitive')",-1.6539117,-1.5446228,0.11640732,0.0580499,-0.8104075,-0.7309207,-0.0794868
9,-0.8922864,-0.9010662,"('unaffectionate', 'caring')",-1.8542995,-1.8400115,0.68234706,0.5208704,-0.6880796,-0.7400691,0.0519895
22,-0.8593878,-0.69966555,"('untrustworthy', 'trustworthy')",-1.7340044,-1.6937386,-1.5158526,-1.5951105,-1.3697483,-1.3295048,-0.0402435
62,-0.8574524,-0.49317944,"('incompetent', 'brilliant')",-1.496066,-1.3129332,0.4535864,0.60289395,-0.6333107,-0.4010729,-0.2322378
54,-0.8338782,-0.77895343,"('incapable', 'capable')",0.10890579,0.14845377,0.5112357,0.4808373,-0.0712456,-0.0498875,-0.0213581
12,-0.80395913,-0.6169496,"('unsupportive', 'supportive')",-1.626161,-1.5159134,-2.0438867,-2.0447829,-1.4913356,-1.3925486,-0.098787
1,-0.7819865,-0.7411673,"('unfriendly', 'friendly')",-1.6250231,-1.6741114,0.5850557,0.36914822,-0.607318,-0.6820435,0.0747255
77,-0.7491163,-0.6663183,"('unmotivated', 'motivated')",-0.24653888,-0.18495104,-0.6766393,-0.57217497,-0.5574315,-0.4744814,-0.0829501
19,-0.7445775,-0.78823537,"('inhospitable', 'hospitable')",-0.19143698,-0.30222794,-0.606668,-0.57026696,-0.5142275,-0.5535767,0.0393492
17,-0.7165425,-0.80303526,"('nasty', 'nice')",-0.21387605,-0.26817578,-0.59164524,-0.5928634,-0.5073546,-0.5546915,0.0473369
59,0.7136638,0.49633977,"('foolish', 'wise')",1.1851645,1.0203326,-0.13207304,-0.27802646,0.5889184,0.412882,0.1760364
76,-0.7001084,-0.55653423,"('anxious', 'daring')",-0.64448774,-0.522323,0.07252074,0.056108557,-0.4240251,-0.3409162,-0.0831089
78,-0.69698244,-0.61028725,"('nonresilient', 'resilient')",-0.23359844,-0.072201654,0.8086583,0.7565249,-0.0406409,0.0246787,-0.0653196
35,0.6868096,0.33738017,"('corrupt', 'incorrupt')",1.6516304,1.4284236,-0.6435364,-0.6791429,0.5649679,0.3622203,0.2027476
66,0.6824227,0.56672263,"('inactive', 'active')",1.3830992,1.3388381,0.9092022,0.8326337,0.9915748,0.9127315,0.0788433
36,0.6765315,0.3900168,"('hostile', 'amicable')",0.43692285,0.25057372,-0.723221,-0.95864034,0.1300778,-0.1060166,0.2360944
38,-0.64074385,-0.6215884,"('untruthful', 'truthful')",-1.3126919,-1.2929883,0.056663107,0.056010853,-0.6322575,-0.619522,-0.0127355
84,0.6142266,0.5539458,"('inferior', 'superior')",1.353979,1.3411187,1.2806956,1.3157285,1.082967,1.0702643,0.0127027
15,-0.60695815,-0.6161443,"('boring', 'funny')",-0.042839162,-0.09211342,-0.44824287,-0.52743256,-0.3660134,-0.4118968,0.0458834
47,-0.59582555,-0.58219993,"('stupid', 'smart')",-0.37744918,-0.3908593,5.1096783,4.951889,1.3788012,1.3262766,0.0525246
82,-0.59146017,-0.543538,"('poor', 'rich')",-1.5867717,-1.5764595,6.2222776,6.0691395,1.3480151,1.3163807,0.0316344
72,0.5804195,0.68116707,"('unambitious', 'ambitious')",-1.7782047,-1.729287,-1.0567232,-1.0383712,-0.7515028,-0.695497,-0.0560058
88,-0.5734906,-0.47081724,"('low', 'eminent')",-0.4114041,-0.37568653,-0.55281997,-0.54685426,-0.5125716,-0.4644527,-0.0481189
44,0.5532271,0.45488644,"('prejudiced', 'unprejudiced')",1.2513065,1.1425083,-1.409702,-1.3756932,0.1316106,0.0739005,0.0577101
34,-0.53557336,-0.49719208,"('mean', 'honorable')",-1.0230058,-0.9965202,5.6049213,5.5487347,1.3487806,1.3516741,-0.0028935
31,-0.5332927,-0.6082697,"('evil', 'good')",0.67075,0.566742,-1.6828432,-1.7413676,-0.5151286,-0.5942984,0.0791698
61,-0.50794476,-0.41029653,"('illogical', 'logical')",0.05298008,0.12712145,0.49926874,0.5676665,0.014768,0.0948305,-0.0800625
20,-0.5065307,-0.49943638,"('rough', 'thoughtful')",-0.7895582,-0.7680217,0.7186828,0.7399017,-0.1924687,-0.1758521,-0.0166166
2,0.50199044,0.5661,"('unlikable', 'likable')",0.38984516,0.39104638,0.16522016,0.18027575,0.3523519,0.3791407,-0.0267888
80,0.49300778,0.6243217,"('dominated', 'dominating')",-0.5521174,-0.4212825,-0.2125151,-0.06568795,-0.0905416,0.0457837,-0.1363253
39,-0.47075647,-0.45077187,"('exploitative', 'cooperative')",-0.3496856,-0.4033834,-0.10064853,-0.12527087,-0.3070302,-0.3264754,0.0194452
51,-0.46084833,-0.297639,"('uneducated', 'educated')",-0.8916549,-0.7230942,1.1730965,1.1752734,-0.0598023,0.0515134,-0.1113157
74,-0.43836045,-0.281054,"('undedicated', 'dedicated')",-1.1292869,-1.0518601,-0.7424515,-0.71365184,-0.770033,-0.6821887,-0.0878443
49,-0.39290547,-0.42311826,"('unable', 'able')",-0.32840145,-0.32554293,-0.16093957,-0.21164566,-0.2940822,-0.3201023,0.0260201
56,-0.36737144,-0.18947662,"('impractical', 'practical')",-0.634164,-0.53604996,-0.56998694,-0.44331208,-0.5238408,-0.3896129,-0.1342279
3,-0.36664325,-0.30195436,"('repellent', 'pleasant')",-1.1455709,-1.0767907,0.6554103,0.5725339,-0.2856013,-0.2687371,-0.0168642
75,0.3634846,0.32204893,"('meek', 'impulsive')",0.32243294,0.33349547,-0.5891613,-0.43425712,0.0322521,0.0737624,-0.0415103
24,0.326688,0.5203363,"('dishonest', 'honest')",-1.5925442,-1.5748664,0.29192278,0.3374871,-0.3246445,-0.2390143,-0.0856302
29,-0.29190865,-0.3548087,"('unfair', 'fair')",0.46196228,0.4329562,-0.13233188,-0.23506506,0.0125739,-0.0523059,0.0648798
26,-0.290222,-0.23950653,"('hardhearted', 'benevolent')",-0.45959002,-0.47069862,0.7068782,0.6468489,-0.0143113,-0.0211187,0.0068074
83,-0.27839777,-0.15206164,"('powerless', 'powerful')",0.17535706,0.3019756,-0.67346644,-0.49353322,-0.2588357,-0.1145398,-0.1442959
37,-0.2696784,-0.32105178,"('fake', 'genuine')",-0.5260394,-0.64898217,-0.07611883,-0.1054752,-0.2906122,-0.3585031,0.0678909
68,-0.22076388,-0.24593931,"('dependent', 'independent')",-0.2603587,-0.27700773,-0.2601104,-0.26824656,-0.2470777,-0.2637312,0.0166535
50,-0.21281438,-0.323469,"('clumsy', 'skillful')",1.1224774,1.0541444,0.39906037,0.23535663,0.4362411,0.3220107,0.1142304
42,-0.21218258,-0.14071679,"('unreliable', 'reliable')",-0.42858654,-0.4030071,-3.0159519,-3.0872185,-1.218907,-1.2103141,-0.0085929
5,0.2047121,0.25290668,"('distant', 'outgoing')",1.3072447,1.2756044,-0.8043717,-0.7956957,0.2358617,0.2442718,-0.0084101
33,0.18214513,0.16884148,"('wrong', 'right')",1.7450153,1.6760728,-0.90457726,-0.89285254,0.340861,0.3173539,0.0235071
67,0.17331678,0.17212744,"('doubtful', 'determined')",1.2240119,1.1650285,-0.34568432,-0.26031634,0.3505481,0.3589465,-0.0083984
64,0.1500063,0.27193353,"('shy', 'confident')",0.13160005,0.16752234,-5.9630694,-5.7357874,-1.8938211,-1.7654438,-0.1283773
6,0.13400261,0.05782077,"('distant', 'open')",0.70086914,0.6369065,-0.9038358,-1.0529301,-0.022988,-0.1194009,0.0964129
27,-0.13280216,-0.23460378,"('hardhearted', 'softhearted')",-1.5594649,-1.6280798,0.7351484,0.5022511,-0.3190396,-0.4534775,0.1344379
32,-0.13197565,-0.012551535,"('unkind', 'kind')",-1.0857854,-1.0647241,0.7323098,0.58979017,-0.1618171,-0.1624952,0.0006781
71,-0.1253569,-0.043398418,"('diffident', 'self-confident')",0.76167256,0.7634343,0.30054504,0.3619781,0.3122869,0.3606713,-0.0483844
40,-0.12151131,-0.08450939,"('stingy', 'generous')",-0.8592959,-0.846213,-2.0506678,-2.170453,-1.0104917,-1.0337251,0.0232334
85,-0.114002526,-0.30671653,"('insignificant', 'prestigious')",1.4964242,1.3986973,-0.3405636,-0.50033534,0.3472861,0.1972151,0.150071
25,-0.108019575,-0.2664595,"('egoistic', 'altruistic')",0.5152136,0.42605418,0.85731125,0.6607931,0.4215018,0.2734626,0.1480392
16,-0.0733274,-0.25901413,"('unpopular', 'popular')",1.2208986,1.1040359,0.45680186,0.32065272,0.534791,0.3885581,0.1462329
4,-0.07022449,-0.03995725,"('disliked', 'liked')",0.0879769,0.10351777,-6.4008746,-6.2900376,-2.1277073,-2.0754924,-0.0522149
79,0.03500648,0.06309806,"('wavering', 'unwavering')",1.0298898,1.039755,-0.5146025,-0.4723219,0.1834313,0.2101771,-0.0267458
87,0.002206985,0.08884211,"('unsuccessful', 'successful')",1.0283496,1.0688841,1.0219108,1.1368731,0.6841558,0.7648665,-0.0807107
