,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,male-female
30,-1.1142548,-0.8093716,"('intolerant', 'tolerant')",-0.4582859,-0.28327146,0.46797717,0.61585057,-0.3681879,-0.1589308,-0.2092571
28,-1.0570706,-0.966717,"('disloyal', 'loyal')",0.44956976,0.53379816,1.1610854,0.88967675,0.1845282,0.1522526,0.0322756
75,-1.03757,-0.8878843,"('meek', 'impulsive')",0.49198258,0.5188478,-0.46234396,-0.48064977,-0.3359771,-0.2832288,-0.0527483
84,0.9843893,0.840262,"('inferior', 'superior')",1.1535076,1.0619966,0.4585865,0.484771,0.8654945,0.7956765,0.069818
69,0.979565,1.2963787,"('lazy', 'industrious')",1.3894347,1.412753,-1.4778131,-1.1889126,0.2970622,0.5067397,-0.2096775
44,-0.96426666,-0.64727783,"('prejudiced', 'unprejudiced')",-1.5750214,-1.4164693,-1.7681242,-1.543196,-1.435804,-1.2023144,-0.2334896
81,-0.95416725,-0.97959733,"('submissive', 'aggressive')",-1.0714462,-0.9042702,-0.6060958,-0.5416694,-0.8772364,-0.8085123,-0.0687241
49,-0.9441554,-0.6546165,"('unable', 'able')",-0.23142263,0.021570086,-0.738735,-0.62575245,-0.6381044,-0.4195996,-0.2185048
34,-0.9403433,-0.7456298,"('mean', 'honorable')",0.019880012,-0.051334813,5.557341,5.5852733,1.545626,1.5961029,-0.0504769
59,0.9398596,1.0154316,"('foolish', 'wise')",1.2267549,1.2298167,-0.23434116,-0.37992504,0.6440911,0.6217744,0.0223167
65,-0.8990883,-0.9057725,"('insecure', 'secure')",-1.2890185,-1.3302621,0.24515629,0.2100369,-0.6476502,-0.6753325,0.0276823
58,-0.8055039,-0.9012626,"('undiscriminating', 'discriminating')",-0.70052916,-0.79790264,-0.01145402,-0.21429336,-0.505829,-0.6378195,0.1319905
11,-0.78594166,-0.7932822,"('unhelpful', 'helpful')",-0.3776623,-0.26024297,2.724174,2.647312,0.52019,0.5312622,-0.0110722
43,-0.7563067,-0.75152016,"('irresponsible', 'responsible')",-0.5735526,-0.58619815,0.801525,0.47893438,-0.1761114,-0.2862613,0.1101499
74,0.73099905,0.58674073,"('undedicated', 'dedicated')",1.1705447,1.0667782,0.08505639,-0.116839975,0.6622001,0.5122263,0.1499738
62,-0.72443444,-0.6835689,"('incompetent', 'brilliant')",-0.020706803,-0.036927875,0.2015214,0.10816332,-0.1812066,-0.2041112,0.0229046
26,0.6751144,0.78731805,"('hardhearted', 'benevolent')",1.6712185,1.606374,1.2809064,1.2746835,1.2090798,1.2227918,-0.013712
14,-0.6654984,-0.6895325,"('antisocial', 'social')",-0.812756,-0.90070635,-0.23495667,-0.16461942,-0.5710703,-0.5849528,0.0138825
8,0.63734925,0.84283954,"('unaffectionate', 'affectionate')",1.8801042,1.8023847,0.7080153,0.37138006,1.0751562,1.0055348,0.0696214
72,0.6359724,0.5284155,"('unambitious', 'ambitious')",-0.32019413,-0.49830598,-0.52970874,-0.72233397,-0.0713102,-0.2307415,0.1594313
0,-0.63578624,-0.6994154,"('unsociable', 'sociable')",-0.3638546,-0.41794282,0.0763224,-0.21942368,-0.3077728,-0.445594,0.1378212
29,-0.62747884,-1.0203654,"('unfair', 'fair')",-0.95313996,-1.0988132,-0.88466513,-1.1936747,-0.8217613,-1.1042844,0.2825231
18,-0.6255101,-0.16579202,"('disagreeable', 'welcoming')",0.15263924,0.3925084,-0.7392713,-0.86440176,-0.4040474,-0.2125618,-0.1914856
73,0.61969537,0.72976834,"('helpless', 'self-reliant')",0.87398696,0.7221297,-3.7774522,-3.6829247,-0.7612566,-0.7436755,-0.0175811
66,-0.6044651,-0.7003053,"('inactive', 'active')",0.1297766,-0.010064915,0.19043088,0.11988419,-0.0947526,-0.1968287,0.1020761
20,-0.5984938,-0.5529329,"('rough', 'thoughtful')",-0.39595535,-0.47477406,0.45155525,0.4007241,-0.1809646,-0.2089943,0.0280297
85,0.5761431,1.0966008,"('insignificant', 'prestigious')",2.2272847,2.3235886,-1.0153255,-0.8353306,0.596034,0.8616196,-0.2655856
15,0.56722564,0.6317001,"('boring', 'funny')",1.6361401,1.7020285,0.39913538,0.51390254,0.8675004,0.9492103,-0.0817099
48,-0.53595865,-0.771384,"('unintelligent', 'intelligent')",0.54969096,0.5126899,0.01005459,-0.21264683,0.007929,-0.1571137,0.1650427
5,0.51621294,0.7997152,"('distant', 'outgoing')",1.6903746,1.8156936,-1.1321676,-1.03806,0.35814,0.525783,-0.167643
70,-0.50733364,-0.7346917,"('lethargic', 'energetic')",-0.7588691,-0.8872644,0.47700563,0.26051673,-0.2630657,-0.4538131,0.1907474
32,0.49700677,0.50979793,"('unkind', 'kind')",0.7110578,0.7334804,1.7217324,1.523133,0.976599,0.9221371,0.0544619
56,0.47952288,0.45970795,"('impractical', 'practical')",0.6349044,0.6640557,-0.40825027,-0.32082433,0.2353924,0.2676465,-0.0322541
87,0.47782144,0.43685704,"('unsuccessful', 'successful')",-0.09062667,-0.14969784,0.05014421,0.18692946,0.1457796,0.1580296,-0.01225
82,-0.46512347,-0.5559487,"('poor', 'rich')",-1.1647435,-1.2071376,6.3913684,6.2471933,1.5871671,1.4947023,0.0924648
86,0.4554109,0.14463915,"('uninfluential', 'influential')",0.5784561,0.24863176,-0.11707793,-0.47042292,0.3055964,-0.0257173,0.3313137
7,-0.45122996,-0.4177519,"('insensitive', 'sensitive')",-0.27531555,-0.21033245,0.47417054,0.13689752,-0.084125,-0.163729,0.079604
42,-0.4217666,-0.30788025,"('unreliable', 'reliable')",-0.48743457,-0.4978339,-3.3454874,-3.5067806,-1.4182294,-1.4374983,0.0192689
31,-0.41954285,-0.24335329,"('evil', 'good')",0.7191284,0.48310494,-1.4658363,-1.6135283,-0.3887502,-0.4579255,0.0691753
16,-0.41323856,-0.2015508,"('unpopular', 'popular')",-0.5820346,-0.4299658,0.055060156,0.045339137,-0.3134043,-0.1953925,-0.1180118
27,-0.41044113,-0.43007737,"('hardhearted', 'softhearted')",0.17174834,0.10701962,0.80674195,0.5001431,0.1893497,0.0590284,0.1303213
64,-0.40590206,-0.5629451,"('shy', 'confident')",-0.735628,-0.8342569,-6.596969,-6.5817695,-2.5794997,-2.6596572,0.0801575
36,0.37034535,0.6471112,"('hostile', 'amicable')",1.0278655,0.7712758,-0.85389996,-0.7299824,0.181437,0.2294682,-0.0480312
41,-0.35015962,-0.16929847,"('unforgiving', 'forgiving')",-0.012860514,0.27589706,0.20118345,0.2523896,-0.0539456,0.1196627,-0.1736083
12,0.33395466,0.26971072,"('unsupportive', 'supportive')",1.3785086,1.2554373,-1.7116764,-1.9508702,0.0002623,-0.1419074,0.1421697
24,0.32782897,0.2669555,"('dishonest', 'honest')",0.82444996,0.8016673,1.0435214,0.6793693,0.7319334,0.582664,0.1492694
22,-0.3166795,-0.5754161,"('untrustworthy', 'trustworthy')",-0.62521356,-0.8322463,-0.90680116,-1.0930167,-0.6162314,-0.8335597,0.2173283
80,0.28155997,0.11969782,"('dominated', 'dominating')",-0.32710594,-0.35296604,-0.26737344,-0.14720178,-0.1043065,-0.1268233,0.0225168
83,-0.27555597,-0.3494119,"('powerless', 'powerful')",-0.47727343,-0.4867526,-1.2987424,-1.2474633,-0.6838573,-0.6945426,0.0106853
47,-0.26996738,-0.031594984,"('stupid', 'smart')",0.08141164,0.07978259,5.275529,5.24789,1.6956577,1.7653592,-0.0697015
21,-0.24553892,-0.3387784,"('immoral', 'moral')",-0.07627663,-0.09784841,-0.6110387,-0.56201345,-0.3109514,-0.3328801,0.0219287
2,-0.23794551,0.22186951,"('unlikable', 'likable')",0.2711448,0.4246759,0.48785034,0.75018865,0.1736832,0.465578,-0.2918948
52,0.23780216,0.34166768,"('irrational', 'rational')",0.82163644,0.6748387,-0.7070996,-0.7597353,0.1174463,0.0855904,0.0318559
46,-0.20184995,-0.48949626,"('uncompetitive', 'competitive')",-0.9690404,-1.0159334,-0.49063274,-0.6893679,-0.553841,-0.7315992,0.1777582
51,0.19568226,-0.38637137,"('uneducated', 'educated')",-0.4791904,-0.6988125,1.0282139,0.8568792,0.2482352,-0.0761016,0.3243368
54,0.18279925,0.09518042,"('incapable', 'capable')",0.9515734,0.85609984,0.9936102,0.92966264,0.7093276,0.6269809,0.0823467
63,0.17755425,-0.112965144,"('unperceptive', 'insightful')",-0.068317704,-0.21058924,0.61750025,0.4286577,0.2422456,0.0350344,0.2072112
6,0.17245124,0.44851366,"('distant', 'open')",1.3955686,1.4207596,-0.7898397,-0.86581385,0.2593934,0.3344864,-0.075093
50,-0.1607949,-0.013113577,"('clumsy', 'skillful')",-0.18317702,-0.29505816,0.36397445,0.27165782,0.0066675,-0.0121713,0.0188388
77,-0.1532322,-0.42254454,"('unmotivated', 'motivated')",0.19314013,0.06003021,-1.047545,-1.118322,-0.335879,-0.4936121,0.1577331
60,0.111705646,-0.0042619016,"('inefficient', 'efficient')",-0.5867754,-0.556077,0.42895293,0.31128663,-0.0153723,-0.0830174,0.0676451
78,0.10858668,-0.1719252,"('nonresilient', 'resilient')",0.50615174,0.3313784,0.031471968,-0.11240494,0.2154035,0.0156828,0.1997207
38,0.08764312,0.1400742,"('untruthful', 'truthful')",0.65730095,0.728386,0.5299901,0.45903644,0.4249781,0.4424989,-0.0175208
37,0.06617672,-0.02979488,"('fake', 'genuine')",0.017820902,-0.22595942,0.6801154,0.18989708,0.2547043,-0.0219524,0.2766567
88,0.051851965,0.22865528,"('low', 'eminent')",0.078821704,0.15568922,-0.2574463,-0.21090536,-0.0422575,0.0578131,-0.1000706
61,0.049792983,-0.016207993,"('illogical', 'logical')",0.41730878,0.31381124,-0.33112037,-0.37120417,0.0453271,-0.0245336,0.0698607
4,-0.047268897,0.015243344,"('disliked', 'liked')",0.59516746,0.64066947,-7.336044,-7.3136344,-2.262715,-2.2192405,-0.0434745
40,-0.041874144,-0.09416404,"('stingy', 'generous')",0.46852982,0.30254126,-2.3801792,-2.783072,-0.6511745,-0.8582316,0.2070571
35,-0.03482482,0.26836926,"('corrupt', 'incorrupt')",0.74746406,0.77406555,-1.2115316,-1.032263,-0.1662975,0.0033906,-0.1696881
79,0.032660883,-0.0007567117,"('wavering', 'unwavering')",1.0777676,0.9105965,-0.34262854,-0.42465404,0.2559333,0.1617286,0.0942047
13,0.018579245,-0.051762883,"('impolite', 'polite')",-0.017564323,0.064161316,0.20950602,0.15806445,0.0701736,0.056821,0.0133526
19,0.0058737467,0.19868806,"('inhospitable', 'hospitable')",0.49965256,0.4421654,-0.14525366,0.024999008,0.1200909,0.2219508,-0.1018599
23,-0.0041833445,-0.101321444,"('insincere', 'sincere')",0.10486404,0.13958187,6.960817,6.772245,2.3538326,2.2701685,0.0836641
