,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
11,-1.0409392,-1.326911,"('unhelpful', 'helpful')",-1.7527555,-1.800512,-1.6390182,-1.8026146,1.8632708,1.6498423,-0.6423606,-0.8200488,0.1776882
39,1.0112834,1.0292852,"('exploitative', 'cooperative')",-0.72676724,-0.57824796,-0.0784457,0.07351391,-0.40968072,-0.35423666,-0.0509026,0.0425786,-0.0934812
62,-0.96384573,-0.931568,"('incompetent', 'brilliant')",-1.3614416,-1.4115531,-1.6463329,-1.6591275,0.15399668,-0.113510035,-0.9544058,-1.0289397,0.0745339
46,-0.96004367,-0.7815777,"('uncompetitive', 'competitive')",-0.8159039,-0.6024081,-0.9773568,-0.953098,-0.78472656,-0.82407427,-0.8845078,-0.7902895,-0.0942183
1,0.9277117,1.2490441,"('unfriendly', 'friendly')",0.5394341,0.7703371,-0.5288548,-0.25409898,2.3050814,2.5275202,0.8108431,1.0732006,-0.2623575
40,0.9147388,1.3173339,"('stingy', 'generous')",0.24276245,0.24360256,0.24423793,0.2962608,-1.2928774,-1.0528747,0.0272154,0.2010807,-0.1738653
38,0.8899943,0.77407634,"('untruthful', 'truthful')",-0.8303091,-0.8296782,-0.5974741,-0.6230375,0.47705892,0.35854453,-0.0151825,-0.0800237,0.0648412
78,0.8535468,1.0445498,"('nonresilient', 'resilient')",0.9050797,0.9419138,1.4059622,1.2202739,1.2848803,1.4255476,1.1123673,1.1580713,-0.045704
36,0.84175885,1.0592811,"('hostile', 'amicable')",0.3296529,0.34924388,0.87673837,0.9285199,0.58192986,0.7575639,0.65752,0.7736522,-0.1161322
59,0.8139481,0.5820839,"('foolish', 'wise')",1.2882124,1.2831191,-0.095550045,0.04066865,0.62990886,0.75622594,0.6591298,0.6655244,-0.0063946
26,0.80741245,0.8361439,"('hardhearted', 'benevolent')",3.0221152,2.9993026,1.3598208,1.526839,1.7187409,1.8590758,1.7270223,1.8053403,-0.078318
86,0.80433315,1.0882096,"('uninfluential', 'influential')",0.14639205,0.28944775,-0.69442034,-0.6897527,0.39835647,0.32205796,0.1636653,0.2524907,-0.0888254
14,-0.7868372,-0.5156361,"('antisocial', 'social')",0.14541394,0.070786804,-0.7018801,-0.7163875,-1.2195379,-1.2920442,-0.6407104,-0.6133202,-0.0273902
48,-0.78486025,-0.5472342,"('unintelligent', 'intelligent')",-0.8518026,-0.74839854,-2.3217452,-2.236218,0.17677331,0.25398868,-0.9454086,-0.8194655,-0.1259431
75,-0.7466637,-1.0661902,"('meek', 'impulsive')",-0.06111557,-0.34613118,0.84522706,0.62330997,-0.16191338,-0.27178335,-0.0311164,-0.2651987,0.2340823
76,-0.7244269,-0.618388,"('anxious', 'daring')",0.42331237,0.37668595,-0.49705234,-0.5924317,-0.24999937,-0.36072487,-0.2620416,-0.2987146,0.036673
56,0.7166556,0.7115866,"('impractical', 'practical')",-0.97872055,-0.977687,-1.1003103,-1.1827176,-0.34811053,-0.605293,-0.4276215,-0.5135278,0.0859063
49,-0.7123354,-0.69850516,"('unable', 'able')",-0.5790764,-0.58860034,-1.4644086,-1.5046698,-0.6432211,-0.66361475,-0.8497604,-0.8638475,0.0140871
61,0.71225744,0.82111925,"('illogical', 'logical')",-0.1606083,-0.055069253,-0.82598835,-0.6911002,0.2105718,0.20869933,-0.0159419,0.0709123,-0.0868542
4,0.6882392,0.63409585,"('disliked', 'liked')",0.30629933,0.09039501,-0.0851879,-0.07496616,-6.4120665,-6.281506,-1.375679,-1.4079953,0.0323163
31,0.68535477,0.88819593,"('evil', 'good')",0.7412876,0.8379405,1.3670429,1.4506512,-0.7635513,-0.41850576,0.5075336,0.6895705,-0.1820369
60,-0.6850233,-0.574594,"('inefficient', 'efficient')",-1.2458324,-1.1342541,-1.8138136,-1.8179909,-0.19734508,-0.41537654,-0.9855036,-0.9855539,5.03e-05
28,0.6750545,0.91884094,"('disloyal', 'loyal')",-0.16992389,-0.06954372,-0.855514,-0.87952983,0.9602424,0.8716865,0.1524647,0.2103635,-0.0578988
21,-0.6574611,-0.50961757,"('immoral', 'moral')",-0.6915565,-0.611369,-1.890905,-1.9326441,-1.2817811,-1.2975863,-1.1304259,-1.0878043,-0.0426216
24,-0.63854694,-0.34185037,"('dishonest', 'honest')",-1.030369,-0.71351784,-2.010647,-1.7696248,0.534028,0.5072844,-0.7863837,-0.5794272,-0.2069565
88,-0.61245376,-0.519184,"('low', 'eminent')",0.052250396,0.062479578,-1.3589696,-1.3772768,0.3170312,0.31862497,-0.4005355,-0.378839,-0.0216965
70,0.56455576,0.74389434,"('lethargic', 'energetic')",-0.11559361,-0.049942054,-1.2056513,-1.2203978,0.6848365,0.52669877,-0.0179632,6.33e-05,-0.0180265
63,0.54884213,0.59278136,"('unperceptive', 'insightful')",0.48407358,0.5301607,-1.0981053,-1.0698738,1.5252662,1.4215274,0.3650191,0.3686489,-0.0036298
37,0.5347172,0.5250636,"('fake', 'genuine')",0.038984407,0.113409184,-0.38850015,-0.35561392,0.5351312,0.57691216,0.1800832,0.2149428,-0.0348596
87,0.52734685,0.3262837,"('unsuccessful', 'successful')",1.6526276,1.5341262,1.0096397,1.0206479,1.082416,1.0428889,1.0680076,0.9809867,0.0870209
72,0.4914435,0.70596504,"('unambitious', 'ambitious')",-1.0376803,-0.99623,-0.93848217,-0.93554765,-0.7156569,-0.7740092,-0.5500939,-0.4999555,-0.0501384
43,-0.47993788,-0.30868453,"('irresponsible', 'responsible')",-1.1763082,-1.0040332,-1.6294656,-1.5526408,0.48698106,0.4434186,-0.6996827,-0.605485,-0.0941977
20,-0.4774773,-0.43317407,"('rough', 'thoughtful')",0.30103254,0.34741598,-0.43674704,-0.41172627,0.8572892,1.0261517,0.0610243,0.1321668,-0.0711425
73,0.46701705,0.2965915,"('helpless', 'self-reliant')",-0.016411424,-0.16798833,0.93409526,1.0242546,-3.4075046,-3.252008,-0.5057009,-0.5247875,0.0190866
16,-0.44590554,-0.39894575,"('unpopular', 'popular')",0.8504912,0.84792006,0.7374129,0.88804024,0.71999365,0.82237816,0.4654981,0.5398482,-0.0743501
32,-0.4281993,-0.29674554,"('unkind', 'kind')",-0.35224506,-0.2282896,-1.6487669,-1.5373366,0.48105797,0.49199638,-0.4870383,-0.3925938,-0.0944445
18,0.3931086,0.5272098,"('disagreeable', 'welcoming')",0.92361945,0.7890245,-0.6338039,-0.63706833,-0.46660084,-0.49820217,0.0540808,0.045241,0.0088398
54,0.38188967,0.33690977,"('incapable', 'capable')",0.6039431,0.5824963,-0.621699,-0.5347947,1.2745204,1.2365656,0.4096636,0.4052942,0.0043694
17,0.37686104,0.31024948,"('nasty', 'nice')",0.41179007,0.35602134,0.19886103,0.22369298,-0.41270295,-0.28312954,0.1437023,0.1517086,-0.0080063
50,0.3516208,0.35614213,"('clumsy', 'skillful')",1.8369576,1.6788744,0.69124436,0.66921914,0.7291922,0.8889283,0.9022537,0.898291,0.0039627
53,0.32566068,0.5171985,"('uncreative', 'creative')",0.17927542,0.20288971,-0.37780267,-0.2532362,1.165648,1.2559206,0.3231953,0.4306932,-0.1074979
58,0.29321593,0.51845044,"('undiscriminating', 'discriminating')",-0.06066715,0.13400169,0.4835351,0.5642922,0.2392022,0.25145814,0.2388215,0.3670506,-0.1282291
0,0.29205197,0.4390653,"('unsociable', 'sociable')",-0.2661234,-0.24190983,-0.7327405,-0.72832775,-0.62671083,-0.83747345,-0.3333807,-0.3421614,0.0087807
77,-0.27843863,-0.20994915,"('unmotivated', 'motivated')",-0.682951,-0.5547554,-0.0698376,-0.14956588,-0.8093691,-0.9059539,-0.4601491,-0.4550561,-0.005093
80,-0.26322824,-0.40054178,"('dominated', 'dominating')",-0.33188894,-0.47228205,-0.17026138,-0.43267858,-1.132965,-1.3777301,-0.4745859,-0.6708081,0.1962222
29,-0.2578997,-0.3583255,"('unfair', 'fair')",-0.26261747,-0.25632775,-0.92502654,-0.84709775,-0.6166972,-0.56512266,-0.5155603,-0.5067184,-0.0088419
41,-0.2404489,0.15747121,"('unforgiving', 'forgiving')",-0.67262006,-0.65908056,-0.6411164,-0.63924074,-0.20658156,-0.39622363,-0.4401917,-0.3842684,-0.0559233
51,-0.19121628,0.0007707812,"('uneducated', 'educated')",0.27022308,0.26111737,-0.79631877,-0.87454593,0.98445123,0.8380662,0.0667848,0.0563521,0.0104327
83,-0.18200633,-0.28712022,"('powerless', 'powerful')",-0.025800839,0.049718738,-0.58711946,-0.6474271,-0.8207539,-0.9157914,-0.4039201,-0.450155,0.0462349
13,-0.15609139,0.022631556,"('impolite', 'polite')",-1.095243,-0.9732951,-0.87381655,-0.8182005,-0.5070587,-0.6222483,-0.6580524,-0.5977781,-0.0602743
67,0.15157652,-0.2320281,"('doubtful', 'determined')",0.12236053,-0.0947827,0.08785753,-0.21201509,-0.23013857,-0.49787647,0.032914,-0.2591756,0.2920896
42,-0.13887489,-0.14511098,"('unreliable', 'reliable')",0.5109296,0.4267404,-0.49522078,-0.48289463,-2.9948416,-2.8496535,-0.7795019,-0.7627296,-0.0167723
34,-0.12980004,-0.13109158,"('mean', 'honorable')",-0.16474049,-0.11783458,-0.08885127,-0.23096915,6.18068,5.914948,1.449322,1.3587632,0.0905588
2,0.054330297,0.31626803,"('unlikable', 'likable')",0.6572131,0.69712996,0.34446815,0.5113114,0.31308085,0.24237397,0.3422731,0.4417708,-0.0994977
27,0.04345793,0.15961379,"('hardhearted', 'softhearted')",-0.556833,-0.38300338,-1.1179694,-0.92134374,1.5176556,1.8099234,-0.0284222,0.1662975,-0.1947197
64,0.036088973,0.062216416,"('shy', 'confident')",-0.66186523,-0.68260276,-0.4001959,-0.3757538,-7.2655425,-7.383418,-2.0728786,-2.0948896,0.022011
15,0.026091434,-0.08555569,"('boring', 'funny')",0.42132828,0.33035517,-0.25081939,-0.23436624,0.4884095,0.5472945,0.1712525,0.1394319,0.0318206
7,-0.020329759,0.33552977,"('insensitive', 'sensitive')",-0.766472,-0.516553,-1.6018025,-1.3646978,0.7811011,0.8384868,-0.4018758,-0.1768086,-0.2250672
68,-0.0067478716,0.07934011,"('dependent', 'independent')",-1.1068329,-1.0299287,-1.6180595,-1.5547442,-0.5587666,-0.40285632,-0.8226017,-0.7270473,-0.0955544
