,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,male-female
53,-0.9053395,-0.81366074,"('uncreative', 'creative')",-0.67510986,-0.58321774,-0.5663577,-0.5826253,-0.13940184,-0.19443804,-0.5715522,-0.5434855,-0.0280667
81,-0.9049209,-0.78635436,"('submissive', 'aggressive')",-1.3675234,-1.4428705,-3.1723688,-3.086115,-0.76337177,-0.94219166,-1.5520462,-1.5643829,0.0123367
50,0.9030888,0.8388392,"('clumsy', 'skillful')",1.6771182,1.5789448,0.506663,0.41785288,0.36446428,0.20893712,0.8628336,0.7611435,0.1016901
85,0.8960158,0.62190837,"('insignificant', 'prestigious')",1.5405937,1.4355897,2.4915953,2.249881,0.22667904,-0.09252627,1.2887208,1.0537131,0.2350077
4,-0.89599454,-0.7798017,"('disliked', 'liked')",0.9737954,1.2846985,0.72946256,0.7679342,-5.9792805,-6.156486,-1.2930043,-1.2209138,-0.0720905
65,-0.84514654,-0.8415302,"('insecure', 'secure')",-1.0485052,-1.0521331,-2.3065968,-2.2128484,-0.7735905,-0.6367326,-1.2434598,-1.185811,-0.0576488
71,0.8328058,0.7858632,"('diffident', 'self-confident')",0.22978693,0.2391304,2.4964418,2.3408854,0.52164584,0.53544086,1.0201701,0.97533,0.0448401
40,-0.8244711,-0.8284534,"('stingy', 'generous')",-0.5375388,-0.41133767,-0.4183513,-0.4022906,-1.9814858,-2.210601,-0.9404618,-0.9631707,0.0227089
64,-0.78387976,-0.5889704,"('shy', 'confident')",-0.04170455,0.17550069,-1.0101343,-0.8130458,-5.998838,-5.805378,-1.9586391,-1.7579734,-0.2006657
35,0.75932455,0.86112875,"('corrupt', 'incorrupt')",1.5216087,1.6478999,3.2302117,3.1955583,-0.11913141,-0.047055878,1.3480034,1.4143828,-0.0663794
70,-0.75534457,-0.8397386,"('lethargic', 'energetic')",-1.5913669,-1.7092376,-2.219673,-2.2345371,-0.4982668,-0.5203924,-1.2661628,-1.3259764,0.0598136
29,0.74668086,0.8579251,"('unfair', 'fair')",-0.3877502,-0.2677819,-0.17885508,-0.08722721,-0.49289328,-0.48978987,-0.0782044,0.0032815,-0.0814859
14,-0.74363434,-0.52040315,"('antisocial', 'social')",-0.89223385,-0.89262456,-1.7187766,-1.632154,-0.9497603,-0.913093,-1.0761013,-0.9895687,-0.0865326
59,0.7378998,0.7187048,"('foolish', 'wise')",1.3351951,1.3318908,0.48793438,0.44278735,0.6121011,0.61076635,0.7932826,0.7760374,0.0172452
8,-0.71560633,-0.8769847,"('unaffectionate', 'affectionate')",-0.15429759,-0.3547312,1.1509155,1.0249512,0.699072,0.41948125,0.2450209,0.0531791,0.1918418
21,-0.70938456,-0.7165821,"('immoral', 'moral')",-0.95989394,-1.0415154,-3.3491185,-3.3760533,-1.1389545,-1.2236625,-1.5393379,-1.5894532,0.0501153
23,-0.6637788,-0.7043804,"('insincere', 'sincere')",-1.7714612,-1.9862804,-0.6803973,-0.7303787,4.9685206,5.126125,0.4632208,0.4262713,0.0369495
68,0.6449691,0.5615186,"('dependent', 'independent')",-0.49884072,-0.52957064,-0.29018605,-0.41297343,-0.8043722,-0.7462877,-0.2371075,-0.2818283,0.0447208
79,0.60725677,0.7325472,"('wavering', 'unwavering')",0.6607251,0.8911022,1.1658622,1.1266775,-0.29261166,-0.18589623,0.5353081,0.6411077,-0.1057996
9,0.580944,0.36826363,"('unaffectionate', 'caring')",-0.5634043,-0.7706533,0.6139257,0.4318592,1.271007,1.0860944,0.4756181,0.278891,0.1967271
67,0.5749122,0.67365515,"('doubtful', 'determined')",0.19954056,0.07991633,1.0889556,1.1037998,-0.28248867,-0.24452013,0.3952299,0.4032128,-0.0079829
66,0.53662026,0.5301165,"('inactive', 'active')",1.4865738,1.4017562,0.2778628,0.1722309,0.37924218,0.3431957,0.6700748,0.6118248,0.05825
28,-0.53295016,-0.6955644,"('disloyal', 'loyal')",-1.4032186,-1.4600275,-1.4200566,-1.4755595,0.28184563,0.17191482,-0.768595,-0.8648092,0.0962142
7,-0.53171563,-0.4997689,"('insensitive', 'sensitive')",-1.7351042,-1.8019176,-1.1620255,-1.1063477,-0.29481566,-0.37775666,-0.9309152,-0.9464477,0.0155325
80,0.5136419,0.73720556,"('dominated', 'dominating')",-0.80325055,-0.6753956,-1.6950114,-1.5044487,-0.8626078,-0.6290151,-0.711807,-0.5179135,-0.1938935
5,0.5056928,0.6585307,"('distant', 'outgoing')",0.96722543,1.1090112,2.6630464,2.6893764,0.042382058,0.1224304,1.0445867,1.1448371,-0.1002504
2,0.49999213,0.26326534,"('unlikable', 'likable')",1.5086381,1.3606886,0.7934799,0.67556524,0.6308137,0.38093868,0.8582309,0.6701145,0.1881164
78,0.49512425,0.45172808,"('nonresilient', 'resilient')",-0.79617995,-0.7147192,-0.032706335,-0.041247025,0.43457627,0.533744,0.0252036,0.0573765,-0.0321729
58,-0.49191272,-0.484689,"('undiscriminating', 'discriminating')",-0.21935683,-0.13789964,-0.51811653,-0.64907444,-0.07351255,-0.06881795,-0.3257247,-0.3351203,0.0093956
24,-0.47888678,-0.5145686,"('dishonest', 'honest')",-0.99531966,-1.17103,-0.69666207,-0.7980749,0.32842234,0.2281121,-0.4606115,-0.5638903,0.1032788
87,0.47532326,0.6270994,"('unsuccessful', 'successful')",2.0736737,2.0647104,-0.12858374,-0.051600173,1.2552803,1.2899054,0.9189234,0.9825287,-0.0636053
32,-0.46165556,-0.5624677,"('unkind', 'kind')",-0.9939089,-1.1755433,-1.5725191,-1.7279216,0.2971421,0.1412962,-0.6827354,-0.8311591,0.1484237
84,0.4594001,0.6083662,"('inferior', 'superior')",0.33798134,0.46569768,-0.017470803,0.082461774,1.0363045,1.0828882,0.4540538,0.5598534,-0.1057996
42,0.4243303,0.5116251,"('unreliable', 'reliable')",0.66912955,0.7256381,-1.0363672,-0.9834692,-2.8899472,-2.9895215,-0.7082136,-0.6839319,-0.0242817
62,-0.41976273,-0.4141479,"('incompetent', 'brilliant')",-1.4914109,-1.5329164,-1.6752484,-1.5328114,0.7350565,0.6856138,-0.7128414,-0.6985655,-0.0142759
44,-0.4185918,-0.3281697,"('prejudiced', 'unprejudiced')",-0.0047774874,-0.24735552,-0.8620876,-0.8099508,-1.287564,-1.2261467,-0.6432552,-0.6529057,0.0096505
75,0.40838295,0.31897283,"('meek', 'impulsive')",0.61645174,0.6432694,1.2716709,1.2332605,-0.18887761,-0.30258158,0.526907,0.4732303,0.0536767
46,-0.39674425,-0.445311,"('uncompetitive', 'competitive')",-0.94775486,-0.97577316,-3.0222805,-3.0261264,-1.4160798,-1.4948702,-1.4457147,-1.4855201,0.0398054
76,0.3856113,0.47093755,"('anxious', 'daring')",0.39869657,0.32674778,-1.3419483,-1.2939869,-0.6772862,-0.61811256,-0.3087317,-0.2786036,-0.0301281
38,0.33846352,0.346238,"('untruthful', 'truthful')",-1.0501912,-1.0308592,0.13745452,0.11736995,0.26693997,0.32557777,-0.0768333,-0.0604184,-0.0164149
54,-0.3304652,-0.34906933,"('incapable', 'capable')",-0.08877712,-0.3489363,1.2776421,1.2062104,1.0105336,0.86382914,0.4672334,0.3430085,0.1242249
39,0.30641884,0.23841384,"('exploitative', 'cooperative')",-0.7262303,-0.77967167,1.3214401,1.4256792,0.021911094,0.1130051,0.2308849,0.2493566,-0.0184717
37,0.29624668,0.13796608,"('fake', 'genuine')",-0.56016,-0.7072216,-0.30155262,-0.42165443,-0.21566048,-0.16975017,-0.1952816,-0.290165,0.0948834
43,-0.28669873,-0.29960775,"('irresponsible', 'responsible')",-1.591358,-1.7511005,-1.3818934,-1.4455792,-0.16160218,-0.05312053,-0.8553881,-0.887352,0.0319639
16,0.27897197,0.28596115,"('unpopular', 'popular')",1.0614455,0.94191265,-0.28122267,-0.44101566,0.33084393,0.262633,0.3475097,0.2623728,0.0851369
72,0.21905193,0.27926576,"('unambitious', 'ambitious')",-0.11337194,-0.14664628,-0.34818378,-0.2657816,-0.052178793,-0.105734296,-0.0736706,-0.0597241,-0.0139465
15,-0.18932146,0.009893801,"('boring', 'funny')",0.94891524,1.1012774,-0.13714725,-0.11055438,-0.34626982,-0.1707976,0.0690442,0.2074548,-0.1384106
56,-0.18502593,-0.1716845,"('impractical', 'practical')",-1.4961534,-1.5733392,-1.1754769,-1.1588,-0.6772988,-0.6195351,-0.8834887,-0.8808397,-0.002649
60,-0.16924122,-0.22134653,"('inefficient', 'efficient')",-1.1280406,-1.3884009,-2.500659,-2.4368942,-0.2631281,-0.25762546,-1.0152673,-1.0760667,0.0607994
3,-0.12754385,-0.23819546,"('repellent', 'pleasant')",-1.1067544,-1.2705557,-1.1644242,-1.1179649,0.2617192,0.035141606,-0.5342508,-0.6478936,0.1136428
83,0.10917746,0.008203946,"('powerless', 'powerful')",0.061660383,-0.103774555,-0.17861329,-0.28471684,-0.78247744,-0.84674394,-0.1975632,-0.3067579,0.1091947
12,0.104014724,0.16240439,"('unsupportive', 'supportive')",-0.6857895,-0.6284809,0.011138042,0.036275215,-1.9382482,-1.9267828,-0.6272212,-0.589146,-0.0380752
52,-0.09550831,-0.0020826254,"('irrational', 'rational')",1.2602056,1.4392712,1.1403551,1.1675123,0.2795451,0.26718745,0.6461493,0.7179721,-0.0718228
74,-0.08952528,-0.14393386,"('undedicated', 'dedicated')",-0.5285442,-0.38681877,-0.27910426,-0.27800384,-0.84243214,-0.92841136,-0.4349015,-0.434292,-0.0006095
19,0.07982226,-0.041435987,"('inhospitable', 'hospitable')",-0.15434325,-0.109927066,1.2222688,1.0767366,-0.1405439,-0.25931746,0.251801,0.166514,0.085287
51,-0.060286418,0.039745957,"('uneducated', 'educated')",-0.41249245,-0.29332265,-2.1689613,-2.1619232,-0.030887805,0.048565466,-0.668157,-0.5917336,-0.0764234
25,-0.040828682,-0.12825648,"('egoistic', 'altruistic')",0.3585233,0.43153766,1.4157699,1.3690573,1.0966578,0.9051726,0.7075306,0.6443778,0.0631528
61,0.03527918,0.16196257,"('illogical', 'logical')",-0.3068059,-0.111215785,-0.22234541,-0.115668744,0.12654085,0.12639038,-0.0918328,0.0153671,-0.1071999
36,-0.013575859,-0.17553777,"('hostile', 'amicable')",1.0073435,1.0277265,2.2879357,2.1363654,-0.22325172,-0.47146368,0.7646129,0.6292726,0.1353403
