,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,male-female
55,-0.4341777,-0.62395316,"('incompetent', 'clever')",-0.11938539,-0.10028851,-0.26589772,-0.43159446,-0.2731536,-0.3852787,0.1121251
27,-0.4320516,-0.6582897,"('hardhearted', 'softhearted')",-0.3519889,-0.46550512,1.3612418,1.2198842,0.1924004,0.0320298,0.1603706
34,0.43116155,0.15674943,"('mean', 'honorable')",0.9242679,0.82016706,6.017303,6.1964054,2.4575774,2.3911072,0.0664702
56,0.4280622,0.34151202,"('impractical', 'practical')",0.81244373,1.0814902,-0.15915884,-0.12627162,0.360449,0.4322435,-0.0717945
47,0.4264617,0.42578158,"('stupid', 'smart')",0.90003896,1.0159062,5.6261277,5.7989283,2.3175427,2.4135386,-0.0959959
3,-0.4219528,-0.94927293,"('repellent', 'pleasant')",-0.6229301,-0.93929106,-0.07602838,-0.19027096,-0.3736371,-0.692945,0.3193079
63,-0.41697133,-0.8010317,"('unperceptive', 'insightful')",0.38425332,0.27900857,0.8906788,0.63489705,0.2859869,0.0376246,0.2483623
17,0.40422177,0.37018913,"('nasty', 'nice')",-0.17303525,-0.1502391,-0.36179772,-0.34439707,-0.0435371,-0.0414823,-0.0020548
71,0.38495982,0.11375953,"('diffident', 'self-confident')",1.3435402,1.3755486,0.7091151,0.5330773,0.8125384,0.6741285,0.1384099
24,0.37254202,0.28112087,"('dishonest', 'honest')",0.08886509,0.14702985,0.7960589,0.9632107,0.4191554,0.4637872,-0.0446318
51,-0.35897914,-0.48903823,"('uneducated', 'educated')",0.04646416,-0.032237727,0.5727565,0.55097467,0.0867472,0.0098996,0.0768476
18,-0.34455082,-0.5488598,"('disagreeable', 'welcoming')",-0.3725244,-0.57199055,-0.34083733,-0.25923955,-0.3526375,-0.46003,0.1073925
75,0.32317618,0.48960733,"('meek', 'impulsive')",-0.021824997,-0.001527667,-0.17868191,-0.058980465,0.0408898,0.1430331,-0.1021433
43,-0.3210115,-0.50833565,"('irresponsible', 'responsible')",0.21746615,0.5411051,0.21461248,0.4517249,0.0370224,0.1614981,-0.1244757
76,0.31747195,0.44147748,"('anxious', 'daring')",-0.028382283,0.12675115,0.16788495,0.21919647,0.1523249,0.262475,-0.1101501
6,-0.30440378,-0.43234769,"('distant', 'open')",-0.76847714,-0.7220416,0.67691755,0.65866685,-0.1319878,-0.1652408,0.033253
14,-0.3003835,-0.20241027,"('antisocial', 'social')",0.1720562,0.2695207,-1.057258,-1.1056178,-0.3951951,-0.3461691,-0.049026
12,-0.27829495,-0.5448218,"('unsupportive', 'supportive')",0.59984905,0.617846,-1.5971239,-1.7795869,-0.4251899,-0.5688543,0.1436644
29,0.2765699,0.15408611,"('unfair', 'fair')",-0.18890889,-0.2944702,-0.57554567,-0.60810304,-0.1626282,-0.2494957,0.0868675
22,0.26484904,0.084178016,"('untrustworthy', 'trustworthy')",-0.48907545,-0.62454724,-1.150305,-1.2616005,-0.4581772,-0.6006566,0.1424794
60,-0.253727,-0.5960719,"('inefficient', 'efficient')",0.72392863,0.6773437,-0.056165338,0.018755162,0.1380121,0.0333423,0.1046698
38,0.24933092,-0.04481735,"('untruthful', 'truthful')",-0.25248712,-0.2714203,0.35410404,0.45898786,0.1169826,0.0475834,0.0693992
36,-0.24875484,-0.33199307,"('hostile', 'amicable')",-0.8119827,-0.77424055,-0.056375124,0.077480435,-0.3723709,-0.3429177,-0.0294532
13,0.24835047,0.12746318,"('impolite', 'polite')",0.20135927,0.40531844,0.015522048,-0.11944278,0.1550773,0.1377796,0.0172977
21,-0.24140286,-0.6292939,"('immoral', 'moral')",0.3484061,0.50179595,-0.97095317,-0.93799865,-0.2879833,-0.3551656,0.0671823
84,-0.23384453,-0.221338,"('inferior', 'superior')",1.2178897,1.2786796,1.0351464,0.9413568,0.6730638,0.6662328,0.006831
19,-0.2239243,-0.2234033,"('inhospitable', 'hospitable')",-0.59628713,-0.43417397,0.24184294,0.43430087,-0.1927895,-0.0744255,-0.118364
59,0.19850641,0.2515623,"('foolish', 'wise')",0.5151976,0.58843356,0.7523361,0.68258965,0.48868,0.5075285,-0.0188485
42,0.18151951,0.34807464,"('unreliable', 'reliable')",-1.2026218,-1.024631,-3.0409462,-3.1515498,-1.3540161,-1.2760354,-0.0779807
80,0.1659588,0.15221651,"('dominated', 'dominating')",-0.5075854,-0.592242,-1.3595194,-1.7049165,-0.5670486,-0.7149807,0.1479321
40,0.14977969,-0.2982873,"('stingy', 'generous')",-0.15308952,-0.52988636,-1.4627768,-1.9563612,-0.4886955,-0.9281783,0.4394828
70,-0.14846544,-0.2595315,"('lethargic', 'energetic')",-0.32640162,-0.30317143,0.59259576,0.52077055,0.0392429,-0.0139774,0.0532203
49,-0.12181261,-0.35008758,"('unable', 'able')",0.3483568,0.34763926,0.1832154,0.13336898,0.1365865,0.0436402,0.0929463
66,0.11305915,0.2999651,"('inactive', 'active')",-0.6359364,-0.44739634,0.936789,0.88485116,0.1379706,0.2458067,-0.1078361
79,0.10995346,0.19383417,"('wavering', 'unwavering')",-1.2218729,-1.022622,0.3491645,0.40095404,-0.2542516,-0.1426113,-0.1116403
5,0.10699001,0.047464263,"('distant', 'outgoing')",-0.22887573,-0.21135269,0.30939096,0.27347264,0.0625017,0.0365281,0.0259736
23,0.09554042,-0.40764722,"('insincere', 'sincere')",0.60212237,0.5598719,5.8157716,5.7952695,2.1711448,1.982498,0.1886468
82,-0.086684234,-0.2110802,"('poor', 'rich')",0.4907446,0.47521424,6.5853224,6.69828,2.3297942,2.3208046,0.0089896
62,0.08415482,-0.19948825,"('incompetent', 'brilliant')",1.2358434,1.0156918,0.60945165,0.2721409,0.64315,0.3627814,0.2803686
64,0.07960997,0.29898068,"('shy', 'confident')",-0.56911457,-0.45723101,-6.461592,-6.6664624,-2.3170323,-2.2749043,-0.042128
45,0.07900266,-0.37908503,"('incompetent', 'competent')",0.13949034,0.003557872,-0.27349308,-0.4772668,-0.0183334,-0.2842646,0.2659312
30,-0.05075399,-0.25917867,"('intolerant', 'tolerant')",0.97861755,0.908609,1.2715018,1.2868421,0.7331218,0.6454241,0.0876977
15,-0.048592467,0.047124036,"('boring', 'funny')",0.16068152,0.30775937,0.5422392,0.5197614,0.2181094,0.2915483,-0.0734389
16,-0.044281676,-0.2339723,"('unpopular', 'popular')",0.29237884,0.004191935,1.1684715,0.91153926,0.4721895,0.227253,0.2449365
7,-0.03661779,-0.509361,"('insensitive', 'sensitive')",0.64557135,0.55796814,0.6948783,0.5074057,0.4346106,0.1853376,0.249273
25,-0.024580967,-0.28251046,"('egoistic', 'altruistic')",0.495905,0.33830547,1.2821485,1.3552834,0.5844909,0.4703595,0.1141314
