,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,male-female
34,-0.16451395,0.08819653,"('mean', 'honorable')",0.37271774,0.73688203,0.25670925,0.42821378,5.695602,6.012886,1.5401287,1.8165445,-0.2764158
29,0.14876701,0.091347516,"('unfair', 'fair')",-0.4373025,-0.56963766,-1.1037893,-1.1565608,-0.34324786,-0.5743397,-0.4338932,-0.5522977,0.1184045
70,-0.14046319,-0.3203032,"('lethargic', 'energetic')",0.86982965,1.190529,0.113909416,0.17655744,0.6558882,0.9827793,0.374791,0.5073906,-0.1325996
12,-0.1244781,-0.012743268,"('unsupportive', 'supportive')",0.41902488,0.5779965,-2.204821,-2.2011132,-1.8446985,-1.9147987,-0.9387432,-0.8876647,-0.0510785
17,-0.120112985,0.014874117,"('nasty', 'nice')",-1.4650183,-1.4839324,-0.8918098,-0.9297061,-0.7201236,-0.8109893,-0.7992662,-0.8024384,0.0031722
3,-0.118733324,-0.060063213,"('repellent', 'pleasant')",0.036149904,0.33910638,0.23669338,0.19621642,0.24947815,0.5050154,0.100897,0.2450687,-0.1441717
80,-0.115374394,-0.22900578,"('dominated', 'dominating')",0.03729911,0.37758866,-0.22481059,0.0019202046,-1.6320237,-1.366262,-0.4837274,-0.3039397,-0.1797877
64,0.106421486,-0.13612795,"('shy', 'confident')",-0.093262374,-0.12173163,-0.5827546,-0.7556438,-6.381793,-6.564769,-1.7378471,-1.894568,0.1567209
23,-0.10606162,0.2393268,"('insincere', 'sincere')",0.76730585,1.2156014,-0.89662015,-0.7859255,5.4681363,6.052648,1.3081901,1.6804128,-0.3722227
37,0.087426186,-0.19669624,"('fake', 'genuine')",0.3526713,0.1803367,0.026291434,-0.084951654,0.69766635,0.60727507,0.2910138,0.126491,0.1645228
58,-0.073662944,-0.30673817,"('undiscriminating', 'discriminating')",1.3111851,1.1174245,-0.6390165,-0.99150026,0.1707988,-0.26266026,0.1923261,-0.1108685,0.3031946
67,0.053141978,-0.07506469,"('doubtful', 'determined')",-0.54853326,-0.40155348,0.92043513,0.96846294,-0.62398267,-0.52117664,-0.0497347,-0.007333,-0.0424017
74,0.04742618,-0.0065555647,"('undedicated', 'dedicated')",0.37345913,0.42492607,-0.44471258,-0.43042532,0.11569577,-0.2083908,0.0229671,-0.0551114,0.0780785
27,-0.03873413,-0.48648253,"('hardhearted', 'softhearted')",-0.62584466,-1.041976,0.1454588,-0.18604337,1.3544972,1.0514892,0.2088443,-0.1657532,0.3745975
22,-0.035499126,-0.052985907,"('untrustworthy', 'trustworthy')",0.7298076,0.7069217,-0.79746306,-0.9317025,-0.9705925,-0.8541486,-0.2684368,-0.2829788,0.014542
5,0.03194463,-0.013280846,"('distant', 'outgoing')",-0.28136906,-0.91403073,-0.8185661,-0.89170045,-0.37766945,-0.42966983,-0.361415,-0.5621704,0.2007554
75,0.022269541,0.056384172,"('meek', 'impulsive')",-0.66464174,-0.83114994,-0.056285936,-0.018516585,-0.49183625,-0.4546478,-0.2976236,-0.3119825,0.0143589
44,-0.01818363,0.016099729,"('prejudiced', 'unprejudiced')",-0.9285125,-0.9530283,0.16782346,0.19167188,-1.4753951,-1.2484175,-0.5635669,-0.4984185,-0.0651484
