,grainger_male,grainger_female,tuple,w_male,w_female,inc_male,inc_female,average_male,average_female,male-female
6,-2.1349297,-1.7888736,"('distant', 'open')",-1.5568414,-1.486716,-0.375614,-0.05418645,-1.3557951,-1.1099253,-0.2458698
1,-1.9075972,-1.8925467,"('unfriendly', 'friendly')",-1.1045337,-1.2082722,0.86348236,1.1842599,-0.7162161,-0.638853,-0.0773631
60,1.7354283,1.5715618,"('inefficient', 'efficient')",2.0282495,2.232115,0.77604973,0.47533986,1.5132426,1.4263388,0.0869038
56,1.7250328,1.6172905,"('impractical', 'practical')",1.4279962,1.4998587,0.35719556,0.09481661,1.1700749,1.0706553,0.0994196
55,1.7040708,1.5182748,"('incompetent', 'clever')",1.8504977,1.8460443,0.5433494,0.2883653,1.3659727,1.2175615,0.1484112
27,-1.6497715,-1.5225884,"('hardhearted', 'softhearted')",-0.7078841,-0.60669357,1.094948,1.3505225,-0.4209025,-0.2595865,-0.161316
14,1.6282048,1.2526759,"('antisocial', 'social')",2.3027947,2.2394822,-0.3121129,-0.63375854,1.2062956,0.9527998,0.2534958
36,-1.6242708,-1.5184051,"('hostile', 'amicable')",-1.930752,-2.1482306,-0.268946,-0.09705447,-1.2746562,-1.2545633,-0.0200929
52,-1.6140426,-1.5158149,"('irrational', 'rational')",-0.43285614,-0.6814802,0.14380306,0.38306856,-0.6343652,-0.6047422,-0.029623
80,1.6130191,1.3129317,"('dominated', 'dominating')",1.2949467,1.1453788,-0.6541644,-0.91782796,0.7512671,0.5134942,0.2377729
87,1.5612185,1.4277207,"('unsuccessful', 'successful')",2.1795042,1.9566357,1.38993,1.2386256,1.7102175,1.540994,0.1692235
5,-1.5370952,-1.3335901,"('distant', 'outgoing')",-1.4446545,-1.4298561,-0.95288706,-0.62836623,-1.3115455,-1.1306042,-0.1809413
85,-1.4822799,-1.2382966,"('insignificant', 'prestigious')",-1.5005475,-1.7423245,0.46102223,0.8300466,-0.8406018,-0.7168581,-0.1237437
31,-1.4198253,-1.1351258,"('evil', 'good')",-1.0072116,-0.9984219,-1.5320393,-1.1362311,-1.319692,-1.0899262,-0.2297658
18,-1.4117073,-1.3358858,"('disagreeable', 'welcoming')",-0.79945236,-0.658024,-0.9753723,-0.9103246,-1.0621773,-0.9680781,-0.0940992
46,1.3438709,1.1154177,"('uncompetitive', 'competitive')",1.6944561,1.512758,0.92506206,0.57920516,1.3211296,1.0691269,0.2520027
8,-1.339388,-1.1542072,"('unaffectionate', 'affectionate')",-1.2890794,-1.2096634,-0.110682026,0.16393554,-0.9130499,-0.7333117,-0.1797382
45,1.3230153,1.1939515,"('incompetent', 'competent')",2.2836149,2.248894,0.45060337,0.30210048,1.3524113,1.2483153,0.104096
79,-1.2893652,-1.0509117,"('wavering', 'unwavering')",-0.43112049,-0.37345597,-0.3363006,-0.089319035,-0.6855954,-0.5045622,-0.1810332
67,1.2542391,1.1316967,"('doubtful', 'determined')",0.533243,0.43191776,-0.25945985,-0.4228045,0.5093407,0.38027,0.1290707
74,1.1311224,1.1785944,"('undedicated', 'dedicated')",1.7107271,1.7256904,-0.059891272,-0.15790299,0.9273194,0.9154606,0.0118588
81,1.1157097,0.88751465,"('submissive', 'aggressive')",0.75916636,0.9020667,-0.5403025,-0.79991126,0.4448578,0.32989,0.1149678
16,-1.0727692,-1.1077743,"('unpopular', 'popular')",-0.42715332,-0.5880864,0.41133723,0.4843557,-0.3628618,-0.403835,0.0409732
53,-0.98480946,-0.9362839,"('uncreative', 'creative')",0.18724948,0.13415843,0.8838889,0.9498904,0.0287763,0.049255,-0.0204787
71,0.9735096,1.2292441,"('diffident', 'self-confident')",-0.16389406,-0.09690554,0.025224574,0.17728224,0.27828,0.4365402,-0.1582602
62,0.954418,0.7328387,"('incompetent', 'brilliant')",1.7895645,1.7127675,0.93920195,0.65167797,1.2277282,1.0324281,0.1953001
35,-0.94230586,-0.7833829,"('corrupt', 'incorrupt')",-2.1335177,-2.2559876,-1.2841712,-1.0869037,-1.4533316,-1.3754247,-0.0779069
42,0.8935294,0.93865955,"('unreliable', 'reliable')",0.759042,0.6826976,-2.53092,-2.6281955,-0.2927829,-0.3356128,0.0428299
39,0.86842024,1.0485748,"('exploitative', 'cooperative')",0.3569998,0.61703277,0.066420585,0.09834512,0.4306135,0.5879842,-0.1573707
9,-0.81584907,-0.6907928,"('unaffectionate', 'caring')",0.07260977,0.044092976,1.137231,1.2927052,0.1313306,0.2153351,-0.0840045
58,0.80126196,0.65928525,"('undiscriminating', 'discriminating')",0.9296915,0.734689,0.12416352,-0.007117044,0.6183723,0.4622858,0.1560865
54,-0.799279,-0.60455626,"('incapable', 'capable')",-0.09503704,0.062111568,0.67318594,0.90692455,-0.07371,0.1214933,-0.1952033
88,-0.7963321,-0.84226686,"('low', 'eminent')",-1.8299178,-1.9247463,-0.38143978,-0.38461882,-1.0025632,-1.0505439,0.0479807
37,0.75577366,0.8553561,"('fake', 'genuine')",0.9388751,0.9960549,0.3715092,0.4111131,0.6887193,0.7541747,-0.0654554
21,0.752892,0.54974884,"('immoral', 'moral')",2.3621175,2.2312727,0.08915302,-0.074718125,1.0680542,0.9021011,0.1659531
65,0.74115264,0.67442304,"('insecure', 'secure')",1.3250818,1.4903619,0.18452328,-0.028232679,0.7502526,0.7121841,0.0380685
69,0.7372917,0.94188416,"('lazy', 'industrious')",-0.8507462,-0.77293026,-0.85141605,-0.5908241,-0.3216235,-0.1406234,-0.1810001
7,0.7238779,0.7452265,"('insensitive', 'sensitive')",0.91890055,1.0297289,0.98061574,1.0011834,0.8744647,0.9253796,-0.0509149
30,0.6981442,0.42076483,"('intolerant', 'tolerant')",0.2582183,0.26314294,1.0205009,0.8464102,0.6589545,0.510106,0.1488485
64,0.68794394,0.66914445,"('shy', 'confident')",0.91715086,0.8982918,-5.2589083,-5.5415773,-1.2179378,-1.3247137,0.1067759
19,-0.6789835,-0.54226077,"('inhospitable', 'hospitable')",-0.13499305,-0.23075977,-0.43526137,-0.2426857,-0.4164126,-0.3385687,-0.0778439
2,0.66355133,0.6584837,"('unlikable', 'likable')",1.214089,1.1564691,0.47527182,0.3482098,0.7843041,0.7210542,0.0632499
82,-0.6371882,-0.67588943,"('poor', 'rich')",0.099234365,0.14029777,5.348543,5.559847,1.6035298,1.6747518,-0.071222
13,0.61480117,0.5291281,"('impolite', 'polite')",0.7489792,0.8507703,0.8086397,0.58084166,0.72414,0.65358,0.07056
0,0.5959172,0.40142834,"('unsociable', 'sociable')",1.0915049,1.0136076,0.28915137,0.10064633,0.6588578,0.5052274,0.1536304
48,-0.59358954,-0.7878165,"('unintelligent', 'intelligent')",-0.3901931,-0.47638112,0.25866872,0.24999282,-0.2417046,-0.3380682,0.0963636
83,0.5646437,0.35307434,"('powerless', 'powerful')",-0.48198414,-0.67246044,-0.6339357,-0.89499843,-0.1837587,-0.4047949,0.2210362
72,-0.55519724,-0.574542,"('unambitious', 'ambitious')",0.5019199,0.5111932,-1.0232539,-1.0606548,-0.3588437,-0.3746678,0.0158241
44,-0.530241,-0.45086035,"('prejudiced', 'unprejudiced')",-1.278845,-1.1065063,-1.6585238,-1.5419543,-1.15587,-1.033107,-0.122763
75,-0.5020497,-0.5489582,"('meek', 'impulsive')",-0.5902808,-0.946505,-0.3477829,-0.41812873,-0.4800378,-0.637864,0.1578262
47,0.4577359,0.33062875,"('stupid', 'smart')",0.14064765,0.1412725,4.378095,4.5663342,1.6588262,1.6794119,-0.0205857
76,0.45240209,0.33912116,"('anxious', 'daring')",1.0298681,1.0564344,0.651541,0.4284612,0.7112704,0.6080056,0.1032648
10,0.42514783,0.30498335,"('unsympathetic', 'sympathetic')",1.7433987,1.7837276,0.61950105,0.38598612,0.9293492,0.824899,0.1044502
68,-0.4137323,-0.4171255,"('dependent', 'independent')",0.0007233247,0.1250894,-0.5632458,-0.5897719,-0.3254182,-0.293936,-0.0314822
40,-0.40879035,-0.42821875,"('stingy', 'generous')",-0.51963824,-0.6695237,-1.5339016,-1.4791965,-0.8207767,-0.8589797,0.038203
34,-0.40857264,-0.33679226,"('mean', 'honorable')",0.28155518,0.29825154,5.7943153,5.887856,1.8890993,1.9497717,-0.0606724
11,-0.40713406,-0.53207666,"('unhelpful', 'helpful')",0.7205954,0.5877507,2.3344095,2.1295054,0.8826236,0.7283932,0.1542304
49,-0.3932261,-0.31248742,"('unable', 'able')",0.03015941,0.11794054,0.00058007985,0.06338648,-0.1208289,-0.0437201,-0.0771088
22,0.39057824,0.49479526,"('untrustworthy', 'trustworthy')",0.7451201,0.9341063,-0.49342284,-0.53833413,0.2140918,0.2968558,-0.082764
51,0.38399845,0.10450297,"('uneducated', 'educated')",2.0273175,1.6406661,0.68768036,0.4855212,1.0329987,0.7435634,0.2894353
70,0.38056642,0.42585218,"('lethargic', 'energetic')",1.4705902,1.5488394,1.3390647,1.2426537,1.0634071,1.0724484,-0.0090413
66,-0.37639356,-0.40447792,"('inactive', 'active')",0.43179575,0.2523139,1.3009388,1.3104779,0.4521137,0.3861046,0.0660091
25,-0.37189636,-0.15165755,"('egoistic', 'altruistic')",-0.7112881,-0.64531255,0.4252898,0.7088545,-0.2192982,-0.0293719,-0.1899263
24,-0.36591431,-0.31237128,"('dishonest', 'honest')",-0.61828744,-0.3819287,0.62697875,0.66001445,-0.1190743,-0.0114285,-0.1076458
57,-0.36127162,-0.44535315,"('unimaginative', 'imaginative')",0.75376046,0.67409456,-1.6738669,-1.8464897,-0.427126,-0.5392494,0.1121234
15,-0.36054242,-0.38445753,"('boring', 'funny')",-0.038727153,-0.10915525,0.14945716,0.22279948,-0.0832708,-0.0902711,0.0070003
12,0.36001197,0.3556962,"('unsupportive', 'supportive')",0.7866454,0.6868861,-1.4945995,-1.4677212,-0.1159807,-0.141713,0.0257323
17,-0.30935088,-0.4149568,"('nasty', 'nice')",-0.22904654,-0.4291326,-0.40143543,-0.41185522,-0.3132776,-0.4186482,0.1053706
84,0.30506358,0.24294904,"('inferior', 'superior')",0.092373766,0.093547426,0.4155008,0.5746714,0.2709794,0.3037226,-0.0327432
59,-0.30465162,-0.11160062,"('foolish', 'wise')",0.24489312,0.12865737,0.02381375,0.29900524,-0.0119816,0.105354,-0.1173356
23,-0.280116,-0.30602688,"('insincere', 'sincere')",1.3403022,1.3442612,5.624553,5.63494,2.2282465,2.2243915,0.003855
20,0.2739804,0.24020335,"('rough', 'thoughtful')",0.017480517,-0.06224243,0.8349925,0.8184029,0.3754845,0.3321213,0.0433632
4,-0.25539833,-0.26072302,"('disliked', 'liked')",-0.99459326,-1.536342,-5.636705,-5.858676,-2.2955656,-2.5519136,0.256348
38,-0.2037472,-0.19445178,"('untruthful', 'truthful')",-0.16884354,-0.34161597,0.16985123,0.16556165,-0.0675798,-0.123502,0.0559222
86,-0.1998927,-0.32846352,"('uninfluential', 'influential')",0.8620177,0.8318352,0.3604586,0.1924599,0.3408612,0.2319439,0.1089173
33,-0.18149552,0.0028094426,"('wrong', 'right')",-0.44497865,-0.40285277,-0.7990653,-0.4996167,-0.4751798,-0.2998867,-0.1752931
73,0.17253157,0.302067,"('helpless', 'self-reliant')",-0.24496314,-0.37899595,-3.4573808,-3.4293568,-1.1766041,-1.1687619,-0.0078422
43,0.16301617,0.25562105,"('irresponsible', 'responsible')",0.652837,0.77379787,1.0494206,1.0077208,0.6217579,0.6790466,-0.0572887
63,0.15584144,0.1477723,"('unperceptive', 'insightful')",1.199746,1.0495596,1.2995498,1.1762651,0.8850458,0.791199,0.0938468
3,-0.15061255,-0.17222646,"('repellent', 'pleasant')",1.4722884,1.4256265,0.9766145,0.7921479,0.7660968,0.6818493,0.0842475
32,0.12039662,0.17035869,"('unkind', 'kind')",0.92873716,1.116691,0.76111877,0.84662145,0.6034175,0.7112237,-0.1078062
78,0.08930129,0.14072573,"('nonresilient', 'resilient')",1.074633,1.039096,1.246614,1.2660995,0.8035161,0.8153071,-0.011791
41,0.08084858,-0.15042084,"('unforgiving', 'forgiving')",-0.02909011,-0.35825357,0.08840868,0.0004561469,0.0467224,-0.1694061,0.2161285
