,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
54,1.2333353,1.3205689,"('incapable', 'capable')",-0.004098393,0.22551635,1.0232457,1.1899891,0.7508275,0.9120248,-0.1611973
39,1.2289097,1.7126695,"('exploitative', 'cooperative')",1.203574,1.5044734,0.0072513446,0.34085166,0.813245,1.1859983,-0.3727533
82,-1.2194433,-0.3454266,"('poor', 'rich')",-0.4977556,-0.14556101,5.3431344,5.6615343,1.2086452,1.7235155,-0.5148703
35,1.2089678,0.6814454,"('corrupt', 'incorrupt')",0.03136276,-0.08554608,-0.6692712,-0.63536376,0.1903531,-0.0131548,0.2035079
22,-1.1987128,-0.6823733,"('untrustworthy', 'trustworthy')",-0.3653871,-0.22001225,-0.68982077,-0.59116006,-0.7513069,-0.4978485,-0.2534584
41,-1.1962239,-0.93978584,"('unforgiving', 'forgiving')",-1.3892845,-1.1537489,-0.03412993,0.05335417,-0.8732127,-0.6800601,-0.1931526
37,-1.1837481,-0.93727994,"('fake', 'genuine')",-0.75491464,-0.69185454,0.41740006,0.0076402593,-0.5070875,-0.5404981,0.0334106
61,1.1733685,1.4844327,"('illogical', 'logical')",0.9561156,1.1678329,0.27385914,0.35888302,0.8011144,1.0037162,-0.2026018
73,1.1732656,1.2467648,"('helpless', 'self-reliant')",-0.27186587,-0.09916359,-3.1618738,-2.8783739,-0.7534914,-0.5769242,-0.1765672
53,1.1279489,1.533255,"('uncreative', 'creative')",0.62508667,0.82926035,0.8594527,0.9675301,0.8708294,1.1100152,-0.2391858
8,1.0298069,0.9819943,"('unaffectionate', 'affectionate')",-0.9741571,-0.7817001,-0.5824433,-0.7446854,-0.1755978,-0.1814637,0.0058659
7,-0.8044551,-0.32824162,"('insensitive', 'sensitive')",-0.5790165,-0.35633633,0.4449949,0.38810718,-0.3128256,-0.0988236,-0.214002
51,-0.8018247,-0.77980787,"('uneducated', 'educated')",-0.484421,-0.6818227,1.1604364,0.8897876,-0.0419364,-0.1906143,0.1486779
83,0.7867038,0.6135147,"('powerless', 'powerful')",0.50310487,0.46964687,-0.2690947,-0.5192303,0.340238,0.1879771,0.1522609
23,-0.7849444,-0.08993206,"('insincere', 'sincere')",0.123006575,0.623769,4.974276,4.899994,1.4374461,1.8112769,-0.3738308
66,0.7311821,0.32180488,"('inactive', 'active')",-0.45733875,-0.536359,1.0368322,0.93100524,0.4368919,0.238817,0.1980749
30,-0.7078758,-0.2417281,"('intolerant', 'tolerant')",-0.07955576,0.12265488,0.28202897,0.77071524,-0.1684675,0.217214,-0.3856815
12,0.6501637,0.83836955,"('unsupportive', 'supportive')",-0.18169,-0.024561934,-1.4902058,-1.8494791,-0.3405774,-0.3452238,0.0046464
16,0.62670887,0.33611146,"('unpopular', 'popular')",1.086403,1.0847902,0.53717655,0.6513958,0.7500962,0.6907659,0.0593303
24,-0.551903,0.23325118,"('dishonest', 'honest')",-2.1264608,-1.609646,0.68769646,0.67692083,-0.6635558,-0.233158,-0.4303978
75,-0.52368337,-0.9806509,"('meek', 'impulsive')",-0.108826034,-0.3518045,-0.30565798,-0.32917267,-0.3127225,-0.553876,0.2411535
4,0.52006805,0.1828944,"('disliked', 'liked')",-0.94769555,-1.0859442,-5.3988442,-5.3238626,-1.9421573,-2.0756375,0.1334802
20,0.51993346,0.7835585,"('rough', 'thoughtful')",0.036109746,0.22971264,0.9903614,0.68985814,0.5154682,0.5677098,-0.0522416
47,0.45600033,1.01633,"('stupid', 'smart')",0.47496536,0.8137914,4.8721213,4.958311,1.9343624,2.2628109,-0.3284485
17,-0.44159243,-0.57907796,"('nasty', 'nice')",-0.43927026,-0.46923015,-0.5237259,-0.33149362,-0.4681962,-0.4599339,-0.0082623
34,0.43093905,0.65310687,"('mean', 'honorable')",0.5687328,0.7660603,5.7308927,5.6911955,2.2435215,2.3701208,-0.1265993
11,-0.4266631,-0.05155743,"('unhelpful', 'helpful')",0.49965385,0.7092232,2.4541922,2.40619,0.8423943,1.0212852,-0.1788909
88,0.407753,1.1391866,"('low', 'eminent')",-0.45073482,-0.27484488,-0.1244729,0.32953954,-0.0558182,0.3979604,-0.4537786
58,0.3978427,0.3424282,"('undiscriminating', 'discriminating')",0.18594623,0.24870546,0.3852709,0.14300478,0.3230199,0.2447128,0.0783071
27,-0.3798884,-0.5878079,"('hardhearted', 'softhearted')",-0.7773575,-0.7495455,0.76219565,0.23128471,-0.1316834,-0.3686896,0.2370062
2,0.37700638,0.8329184,"('unlikable', 'likable')",0.647101,0.9496708,0.5034407,0.97958463,0.5091827,0.9207246,-0.4115419
74,0.3762456,0.8320403,"('undedicated', 'dedicated')",-0.33117932,-0.11986918,0.52317196,0.42313918,0.1894128,0.3784368,-0.189024
63,-0.30604896,0.048570573,"('unperceptive', 'insightful')",0.13589647,0.5026508,1.1901557,0.9058204,0.3400011,0.4856806,-0.1456795
38,-0.30146867,-0.22277293,"('untruthful', 'truthful')",-0.16971329,-0.027664697,-0.21365082,-0.365036,-0.2282776,-0.2051579,-0.0231197
29,-0.2986355,-0.5273344,"('unfair', 'fair')",0.12550679,-0.12799013,-0.71243566,-1.1021653,-0.2951881,-0.58583,0.2906419
32,-0.29454544,0.13092755,"('unkind', 'kind')",-0.58425534,-0.33289304,0.7154686,0.7964855,-0.0544441,0.1981733,-0.2526174
68,-0.28718343,-0.54341877,"('dependent', 'independent')",0.42601824,0.42439914,0.02986661,-0.05603657,0.0562338,-0.0583521,0.1145859
18,0.23230469,0.45340905,"('disagreeable', 'welcoming')",0.11374618,0.036614887,-0.9927171,-0.760942,-0.2155554,-0.090306,-0.1252494
87,-0.1823851,0.07866973,"('unsuccessful', 'successful')",0.8573934,1.1509457,0.6519344,1.0639675,0.4423142,0.7645276,-0.3222134
28,-0.15790245,0.35240135,"('disloyal', 'loyal')",-0.99411154,-0.6297549,0.5731811,0.7924217,-0.1929443,0.1716894,-0.3646337
86,-0.1295244,0.3874581,"('uninfluential', 'influential')",-0.78062385,-0.61071616,0.22896682,0.12879717,-0.2270605,-0.031487,-0.1955735
48,0.12923916,-0.08586398,"('unintelligent', 'intelligent')",-0.21851057,-0.29748318,0.5750839,0.16527201,0.1619375,-0.0726917,0.2346292
67,0.12522927,0.18789098,"('doubtful', 'determined')",-0.4466245,-0.4267164,-0.48777023,-0.4444171,-0.2697218,-0.2277475,-0.0419743
40,-0.12358617,-0.14014557,"('stingy', 'generous')",0.37075537,0.13954008,-1.2849885,-1.8970305,-0.3459398,-0.6325453,0.2866055
78,-0.08783002,-0.25054818,"('nonresilient', 'resilient')",1.696169,1.5935951,0.4828135,0.3926416,0.6970508,0.5785628,0.118488
49,-0.062256627,-0.3644791,"('unable', 'able')",0.5529895,0.37209025,-0.26348102,-0.082529284,0.0757506,-0.0249727,0.1007233
50,0.04403712,0.23740701,"('clumsy', 'skillful')",0.6695891,0.83871406,0.03995616,0.057042006,0.2511941,0.377721,-0.1265269
