,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
85,3.7870903,3.5705328,"('insignificant', 'prestigious')",1.2716951,1.2922457,-0.18018219,-0.25717312,1.6262012,1.5352019,0.0909993
6,2.9155197,2.7423513,"('distant', 'open')",0.0026664585,-0.08495748,-0.22974065,-0.36005834,0.8961485,0.7657785,0.13037
1,2.7530227,2.932191,"('unfriendly', 'friendly')",0.47521722,0.67677313,0.860234,0.60703427,1.3628248,1.4053327,-0.0425079
71,2.7055569,2.8096738,"('diffident', 'self-confident')",0.49528652,0.73207945,0.5021362,0.42168844,1.2343265,1.3211473,-0.0868208
70,-2.6823597,-1.9535987,"('lethargic', 'energetic')",-1.7656964,-1.4031191,0.9648536,0.9630776,-1.1610676,-0.7978801,-0.3631875
10,-2.5493093,-1.7771461,"('unsympathetic', 'sympathetic')",-1.522538,-1.1168541,0.21227156,0.015620277,-1.2865252,-0.9594599,-0.3270653
36,2.5157886,2.3403354,"('hostile', 'amicable')",-0.11634065,0.04888843,-0.17234008,0.12502879,0.7423693,0.8380842,-0.0957149
3,-2.4944713,-2.147871,"('repellent', 'pleasant')",0.2419358,0.4639852,0.20773868,0.43233192,-0.681599,-0.4171846,-0.2644144
5,2.4479675,2.2499087,"('distant', 'outgoing')",-0.054780476,-0.22809666,-0.8717987,-0.92678463,0.5071294,0.3650091,0.1421203
59,2.4297876,2.2618873,"('foolish', 'wise')",0.13288258,0.18356955,-0.4748701,-0.45719945,0.6959333,0.6627525,0.0331808
60,-2.2195458,-1.4570172,"('inefficient', 'efficient')",0.107406236,0.44964093,0.54827696,0.69024986,-0.5212876,-0.1057088,-0.4155788
69,2.166808,1.7381532,"('lazy', 'industrious')",0.9954528,0.9046271,-0.96618897,-0.72969604,0.732024,0.6376948,0.0943292
81,-2.1302474,-1.671062,"('submissive', 'aggressive')",-0.8857151,-0.9446515,0.22624731,0.30169207,-0.9299051,-0.7713405,-0.1585646
45,-2.1229854,-1.5836376,"('incompetent', 'competent')",-1.4811696,-1.0907559,-0.25881475,-0.3635426,-1.2876566,-1.0126454,-0.2750112
26,2.105297,2.5749166,"('hardhearted', 'benevolent')",-0.51376796,-0.25239497,0.8455037,0.893063,0.8123442,1.0718616,-0.2595174
52,2.0785868,1.7699729,"('irrational', 'rational')",0.24574193,0.3403835,-1.045293,-0.85784215,0.4263452,0.4175047,0.0088405
33,2.0698414,2.1915567,"('wrong', 'right')",0.66612995,0.60849434,-0.9781894,-0.9265078,0.5859273,0.6245144,-0.0385871
84,1.9668316,1.7837774,"('inferior', 'superior')",-0.07709965,0.026086897,0.9457387,0.852101,0.9451569,0.8873218,0.0578351
46,-1.950748,-1.2192793,"('uncompetitive', 'competitive')",0.90534395,1.1695545,0.40854347,0.58317363,-0.2122868,0.1778163,-0.3901031
76,-1.9446245,-1.4214648,"('anxious', 'daring')",-1.499126,-1.3377657,0.8351212,1.1745635,-0.8695431,-0.5282224,-0.3413207
31,1.9051653,1.2696582,"('evil', 'good')",0.16073677,-0.097900644,-1.6640079,-2.0334113,0.1339647,-0.2872179,0.4211826
64,-1.9019215,-2.037618,"('shy', 'confident')",-0.4017134,-0.5326059,-5.1784515,-5.0627856,-2.4940287,-2.5443365,0.0503078
55,-1.8559573,-1.2343289,"('incompetent', 'clever')",-0.9812467,-0.7545641,0.37121868,0.35369837,-0.8219951,-0.5450649,-0.2769302
43,-1.8374937,-1.288749,"('irresponsible', 'responsible')",-2.2212698,-1.7171706,0.12986942,0.08246368,-1.3096313,-0.9744852,-0.3351461
80,-1.813043,-1.6274947,"('dominated', 'dominating')",-0.17182878,-0.31416053,-0.47333145,-0.44770765,-0.8194011,-0.7964543,-0.0229468
57,-1.7583464,-1.2939562,"('unimaginative', 'imaginative')",-1.4938482,-1.5323322,-2.143887,-1.8915361,-1.798694,-1.5726082,-0.2260858
42,-1.7298405,-1.2484065,"('unreliable', 'reliable')",-1.7136005,-1.5110995,-2.371116,-2.2193577,-1.9381857,-1.6596212,-0.2785645
21,-1.5497731,-0.85559404,"('immoral', 'moral')",-0.40472102,-0.09592275,-0.52958983,-0.21646467,-0.828028,-0.3893272,-0.4387008
65,-1.5229241,-0.80560607,"('insecure', 'secure')",-0.1957839,0.2731002,0.09426869,0.39996994,-0.5414797,-0.0441786,-0.4973011
13,-1.5169923,-0.94047654,"('impolite', 'polite')",-0.87036663,-0.5013382,0.28308702,0.32205573,-0.701424,-0.373253,-0.328171
9,1.5096531,1.4822981,"('unaffectionate', 'caring')",-0.37374845,-0.09221423,0.3479063,0.36763212,0.4946036,0.5859054,-0.0913018
25,1.4606516,1.4262534,"('egoistic', 'altruistic')",0.5874388,0.57959354,0.8884678,1.0359823,0.9788527,1.013943,-0.0350903
56,-1.4094586,-0.6889746,"('impractical', 'practical')",-1.0722626,-0.7674042,0.29056284,0.65093553,-0.7303862,-0.2684811,-0.4619051
19,1.3751965,1.2685115,"('inhospitable', 'hospitable')",-0.43395886,-0.42129245,-0.392827,-0.42309076,0.1828035,0.1413761,0.0414274
0,-1.3686608,-1.0135809,"('unsociable', 'sociable')",-0.72339994,-0.4586965,-0.21206939,-0.1260635,-0.7680434,-0.5327803,-0.2352631
14,-1.3438038,-0.7284465,"('antisocial', 'social')",-1.050321,-0.7826428,-0.7955849,-0.40263116,-1.0632366,-0.6379068,-0.4253298
44,-1.2752491,-1.419977,"('prejudiced', 'unprejudiced')",-0.46835375,-0.6846529,-1.0418082,-0.8687648,-0.9284704,-0.9911316,0.0626612
72,-1.2512677,-1.3003428,"('unambitious', 'ambitious')",-2.1601365,-2.0328343,-1.2195464,-1.4727814,-1.5436502,-1.6019862,0.058336
62,-1.243496,-0.86430043,"('incompetent', 'brilliant')",0.097019434,0.22885612,0.22609799,0.34363925,-0.3067928,-0.0972683,-0.2095245
79,1.2403837,1.1076137,"('wavering', 'unwavering')",0.026498338,-0.07313111,-0.16459927,-0.05816148,0.3674276,0.3254404,0.0419872
15,1.2401807,1.4489586,"('boring', 'funny')",-1.4882276,-1.3405014,0.06194786,0.5950128,-0.062033,0.23449,-0.296523
77,-1.2354978,-0.8672908,"('unmotivated', 'motivated')",-0.15572439,0.087547466,-0.71672684,-0.5911715,-0.7026497,-0.4569716,-0.2456781
