,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
64,0.34908724,0.37119356,"('shy', 'confident')",-6.3679595,-6.4223466,-3.0094361,-3.0255766,0.0161405
72,-0.32574257,-0.45750448,"('unambitious', 'ambitious')",-0.7554673,-0.7343059,-0.5406049,-0.5959052,0.0553003
35,0.31365517,0.32948908,"('corrupt', 'incorrupt')",-0.08650017,-0.1440593,0.1135775,0.0927149,0.0208626
60,0.2905387,0.3396766,"('inefficient', 'efficient')",-0.20744416,-0.23788755,0.0415473,0.0508945,-0.0093472
41,-0.2700526,-0.38355052,"('unforgiving', 'forgiving')",-0.14158317,-0.010723591,-0.2058179,-0.1971371,-0.0086808
33,0.2146768,0.1440497,"('wrong', 'right')",-0.3257441,-0.39987922,-0.0555336,-0.1279148,0.0723812
50,0.21321969,0.281292,"('clumsy', 'skillful')",0.13530633,0.18399397,0.174263,0.232643,-0.05838
59,0.2131405,0.29415134,"('foolish', 'wise')",0.101240896,0.10679424,0.1571907,0.2004728,-0.0432821
14,0.20941876,0.16416802,"('antisocial', 'social')",-0.35360572,-0.375442,-0.0720935,-0.105637,0.0335435
65,-0.20725317,-0.36130118,"('insecure', 'secure')",-0.46872956,-0.6191738,-0.3379914,-0.4902375,0.1522461
42,0.20686392,0.09009318,"('unreliable', 'reliable')",-3.182621,-3.064045,-1.4878786,-1.4869759,-0.0009027
52,-0.20066576,-0.31935105,"('irrational', 'rational')",0.16270137,0.16072018,-0.0189822,-0.0793154,0.0603332
17,-0.19594933,-0.07499068,"('nasty', 'nice')",-0.62648755,-0.5799822,-0.4112184,-0.3274865,-0.0837319
76,-0.1943762,-0.34749818,"('anxious', 'daring')",-0.055285286,-0.09709699,-0.1248307,-0.2222976,0.0974669
15,-0.18574348,-0.22165182,"('boring', 'funny')",0.4639232,0.45199582,0.1390899,0.115172,0.0239179
83,-0.17979826,-0.16055605,"('powerless', 'powerful')",-1.0743711,-1.0852518,-0.6270847,-0.6229039,-0.0041808
56,0.17317703,0.16120438,"('impractical', 'practical')",-0.4311395,-0.483002,-0.1289812,-0.1608988,0.0319176
25,0.17071906,0.30610576,"('egoistic', 'altruistic')",1.6137316,1.6070918,0.8922253,0.9565988,-0.0643735
40,0.16652511,0.1879479,"('stingy', 'generous')",-1.3295017,-1.2138804,-0.5814883,-0.5129663,-0.068522
68,-0.16228339,-0.104503304,"('dependent', 'independent')",-0.3713335,-0.35368538,-0.2668085,-0.2290943,-0.0377142
26,-0.15707463,-0.043981098,"('hardhearted', 'benevolent')",2.1007705,2.1785603,0.9718479,1.0672896,-0.0954417
22,-0.15176159,-0.2714679,"('untrustworthy', 'trustworthy')",-0.8313842,-0.85280615,-0.4915729,-0.562137,0.0705641
47,-0.12214437,-0.08164707,"('stupid', 'smart')",4.588425,4.548814,2.2331405,2.2335835,-0.000443
84,0.097890265,0.08976711,"('inferior', 'superior')",0.9421561,0.9065989,0.5200232,0.498183,0.0218402
75,0.0825735,0.13316935,"('meek', 'impulsive')",-0.49864602,-0.542295,-0.2080363,-0.2045628,-0.0034735
18,-0.07693988,-0.22323471,"('disagreeable', 'welcoming')",-0.38440925,-0.37558168,-0.2306746,-0.2994082,0.0687336
62,0.07151026,0.08360995,"('incompetent', 'brilliant')",-0.009010207,-0.04908234,0.03125,0.0172638,0.0139862
