,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
53,-2.2445555,-2.2890296,"('uncreative', 'creative')",0.75401944,0.6929384,-0.745268,-0.7980456,0.0527776
1,-1.9736308,-2.0131013,"('unfriendly', 'friendly')",1.8979654,1.8999801,-0.0378327,-0.0565606,0.0187279
86,-1.7533592,-1.6444291,"('uninfluential', 'influential')",-0.0089974925,0.13179654,-0.8811783,-0.7563163,-0.124862
10,-1.3995283,-1.476622,"('unsympathetic', 'sympathetic')",-0.17989786,-0.16287273,-0.7897131,-0.8197473,0.0300342
44,1.3944963,1.3205161,"('prejudiced', 'unprejudiced')",-1.4267539,-1.5115216,-0.0161288,-0.0955027,0.0793739
77,-1.30113,-1.0568498,"('unmotivated', 'motivated')",-1.258074,-1.2027792,-1.2796021,-1.1298145,-0.1497876
36,-1.2007564,-1.2771933,"('hostile', 'amicable')",0.1661461,0.09759055,-0.5173051,-0.5898014,0.0724963
61,-1.1807015,-1.1630169,"('illogical', 'logical')",0.30217484,0.30348763,-0.4392633,-0.4297646,-0.0094987
63,-1.1483105,-0.9307682,"('unperceptive', 'insightful')",0.8330533,1.0257,-0.1576286,0.0474659,-0.2050945
19,-1.1415033,-1.1717663,"('inhospitable', 'hospitable')",-0.052679054,0.047817897,-0.5970912,-0.5619742,-0.035117
16,-1.1201066,-1.0504825,"('unpopular', 'popular')",-0.17615634,-0.07455064,-0.6481315,-0.5625166,-0.0856149
37,1.1003782,1.0431057,"('fake', 'genuine')",0.70470834,0.72828907,0.9025432,0.8856974,0.0168458
71,-1.0804758,-0.76088303,"('diffident', 'self-confident')",0.27141944,0.43303213,-0.4045282,-0.1639255,-0.2406027
78,-1.0612824,-0.79420376,"('nonresilient', 'resilient')",0.2856509,0.43506098,-0.3878157,-0.1795714,-0.2082443
57,-1.0567844,-1.1508282,"('unimaginative', 'imaginative')",-1.9084755,-1.8998646,-1.48263,-1.5253464,0.0427164
85,-1.0535579,-0.8094561,"('insignificant', 'prestigious')",0.408809,0.59995615,-0.3223744,-0.10475,-0.2176244
23,-1.0198207,-1.0556538,"('insincere', 'sincere')",5.260151,5.2255135,2.1201651,2.0849299,0.0352352
73,1.0198079,0.93139285,"('helpless', 'self-reliant')",-2.5157273,-2.4545512,-0.7479597,-0.7615792,0.0136195
66,-1.0008092,-0.9429735,"('inactive', 'active')",0.5518619,0.5498623,-0.2244737,-0.1965556,-0.0279181
54,-0.9669068,-1.0119339,"('incapable', 'capable')",1.1445384,1.1787622,0.0888158,0.0834141,0.0054017
9,-0.951568,-0.99005246,"('unaffectionate', 'caring')",1.1230835,1.2050499,0.0857577,0.1074987,-0.021741
31,-0.94736195,-0.8663371,"('evil', 'good')",-0.88252497,-0.75161,-0.9149435,-0.8089736,-0.1059699
0,-0.9064317,-1.0051376,"('unsociable', 'sociable')",-0.3391649,-0.3746911,-0.6227983,-0.6899143,0.067116
82,-0.9013945,-0.9889667,"('poor', 'rich')",5.528181,5.437594,2.3133934,2.2243137,0.0890797
69,0.89620864,1.0297291,"('lazy', 'industrious')",-0.3276796,-0.35969657,0.2842645,0.3350163,-0.0507518
48,-0.89541435,-0.74859667,"('unintelligent', 'intelligent')",0.57714885,0.63440543,-0.1591327,-0.0570956,-0.1020371
58,-0.8940564,-0.77611446,"('undiscriminating', 'discriminating')",0.20352155,0.44491315,-0.3452674,-0.1656007,-0.1796667
38,-0.8481075,-0.7914497,"('untruthful', 'truthful')",-0.55681866,-0.4727568,-0.7024631,-0.6321033,-0.0703598
29,-0.81485116,-0.8489011,"('unfair', 'fair')",-0.18862641,-0.2469059,-0.5017388,-0.5479035,0.0461647
51,-0.8123826,-0.76077396,"('uneducated', 'educated')",0.41582128,0.5465433,-0.1982806,-0.1071153,-0.0911653
8,-0.8118848,-0.8512043,"('unaffectionate', 'affectionate')",1.030986,1.1246436,0.1095506,0.1367196,-0.027169
24,-0.8003797,-0.8760618,"('dishonest', 'honest')",0.5312869,0.50726086,-0.1345464,-0.1844005,0.0498541
80,0.7545366,0.8905794,"('dominated', 'dominating')",-1.309527,-1.251763,-0.2774952,-0.1805918,-0.0969034
30,0.7086387,0.5663145,"('intolerant', 'tolerant')",1.217976,1.1810968,0.9633074,0.8737056,0.0896018
27,-0.70710474,-0.62515247,"('hardhearted', 'softhearted')",1.4847966,1.616141,0.388846,0.4954942,-0.1066482
46,-0.68718934,-0.6872961,"('uncompetitive', 'competitive')",-0.5015531,-0.5207412,-0.5943712,-0.6040187,0.0096475
28,-0.6670785,-0.6504761,"('disloyal', 'loyal')",0.7591313,0.8545774,0.0460264,0.1020507,-0.0560243
39,0.65256953,0.6791972,"('exploitative', 'cooperative')",0.3312187,0.23514763,0.4918941,0.4571724,0.0347217
11,-0.6402054,-0.5236539,"('unhelpful', 'helpful')",1.3902005,1.3585567,0.3749976,0.4174514,-0.0424538
21,-0.63859135,-0.57252973,"('immoral', 'moral')",-0.6894734,-0.61576754,-0.6640323,-0.5941486,-0.0698837
6,-0.5891704,-0.5798731,"('distant', 'open')",0.178431,0.16402835,-0.2053697,-0.2079224,0.0025527
7,-0.5572412,-0.4474264,"('insensitive', 'sensitive')",0.93869174,1.0024375,0.1907253,0.2775055,-0.0867802
5,-0.5565219,-0.480887,"('distant', 'outgoing')",-0.23254639,-0.21493943,-0.3945341,-0.3479132,-0.0466209
12,-0.5529873,-0.38983706,"('unsupportive', 'supportive')",-1.6433308,-1.5242081,-1.0981591,-0.9570225,-0.1411366
20,-0.5413715,-0.5104195,"('rough', 'thoughtful')",1.2665583,1.3142532,0.3625934,0.4019169,-0.0393235
88,-0.5246033,-0.3840161,"('low', 'eminent')",0.2979383,0.28708872,-0.1133325,-0.0484637,-0.0648688
45,-0.5199155,-0.5741768,"('incompetent', 'competent')",-0.2323643,-0.15634924,-0.3761399,-0.365263,-0.0108769
55,-0.51186055,-0.58628947,"('incompetent', 'clever')",0.055589437,0.04581208,-0.2281356,-0.2702387,0.0421031
70,-0.48297805,-0.31864148,"('lethargic', 'energetic')",0.7216993,0.811985,0.1193606,0.2466718,-0.1273112
87,-0.46749583,-0.3185784,"('unsuccessful', 'successful')",0.77591735,0.8458496,0.1542108,0.2636356,-0.1094248
49,-0.4514082,-0.3889809,"('unable', 'able')",-0.36605427,-0.28695878,-0.4087312,-0.3379698,-0.0707614
13,-0.4452198,-0.54704374,"('impolite', 'polite')",-0.70754164,-0.7294998,-0.5763807,-0.6382718,0.0618911
74,-0.44232106,-0.43130723,"('undedicated', 'dedicated')",0.11255641,0.12649085,-0.1648823,-0.1524082,-0.0124741
67,0.4149896,0.4277094,"('doubtful', 'determined')",-0.68263334,-0.73338574,-0.1338219,-0.1528382,0.0190163
81,0.40875977,0.444964,"('submissive', 'aggressive')",-0.8537874,-0.91229934,-0.2225138,-0.2336677,0.0111539
2,0.3964351,0.27053273,"('unlikable', 'likable')",0.3348834,0.31198156,0.3656592,0.2912571,0.0744021
43,-0.3835054,-0.37939605,"('irresponsible', 'responsible')",0.65827096,0.6193213,0.1373828,0.1199626,0.0174202
34,-0.37765807,-0.23066032,"('mean', 'honorable')",5.5517416,5.549771,2.5870419,2.6595552,-0.0725133
32,-0.3632042,-0.3309536,"('unkind', 'kind')",0.86757106,0.83133364,0.2521834,0.25019,0.0019934
3,-0.35824195,-0.37823737,"('repellent', 'pleasant')",0.35925305,0.30723152,0.0005056,-0.0355029,0.0360085
4,-0.35516813,-0.29863387,"('disliked', 'liked')",-6.4224763,-6.255272,-3.3888223,-3.276953,-0.1118693
79,-0.35474607,-0.35241774,"('wavering', 'unwavering')",-0.1876171,-0.1308521,-0.2711816,-0.2416349,-0.0295467
