,netapp_male,netapp_female,tuple,inc_male,inc_female,average_male,average_female,male-female
54,0.32317847,0.35186994,"('incapable', 'capable')",1.174011,1.0697199,0.7485948,0.7107949,0.0377999
85,0.32184207,0.13169429,"('insignificant', 'prestigious')",0.8439682,0.7968019,0.5829052,0.4642481,0.1186571
69,0.31432882,0.33483636,"('lazy', 'industrious')",-0.22251454,-0.21730407,0.0459071,0.0587661,-0.012859
34,-0.27419323,-0.1529545,"('mean', 'honorable')",5.88368,5.9843016,2.8047433,2.9156735,-0.1109302
21,-0.26922023,-0.08641629,"('immoral', 'moral')",-0.8968402,-0.87002784,-0.5830302,-0.4782221,-0.1048081
58,0.24762197,0.15219504,"('undiscriminating', 'discriminating')",0.23572278,0.23007606,0.2416724,0.1911356,0.0505368
7,-0.24060103,0.06728275,"('insensitive', 'sensitive')",0.8909072,0.9858524,0.3251531,0.5265676,-0.2014145
25,0.22708517,0.20052384,"('egoistic', 'altruistic')",1.7976526,1.9511207,1.0123689,1.0758222,-0.0634533
5,-0.21787989,-0.32372054,"('distant', 'outgoing')",-0.16118088,-0.2765231,-0.1895304,-0.3001218,0.1105914
26,0.209376,0.17473006,"('hardhearted', 'benevolent')",1.5678229,1.7173657,0.8885995,0.9460479,-0.0574484
47,-0.20408954,0.017312929,"('stupid', 'smart')",5.479692,5.618142,2.6378012,2.8177276,-0.1799264
41,-0.19733028,-0.4145215,"('unforgiving', 'forgiving')",-0.040400207,-0.17308609,-0.1188652,-0.2938038,0.1749386
88,-0.18518355,-0.18361473,"('low', 'eminent')",0.31705213,0.1647701,0.0659343,-0.0094223,0.0753566
70,-0.17707507,0.14768288,"('lethargic', 'energetic')",0.7643454,0.81272185,0.2936352,0.4802024,-0.1865672
18,-0.1763505,-0.24177603,"('disagreeable', 'welcoming')",-0.2648394,-0.2762054,-0.220595,-0.2589907,0.0383957
16,-0.17261432,-0.425678,"('unpopular', 'popular')",0.6123594,0.41752672,0.2198725,-0.0040756,0.2239481
6,-0.1719397,-0.16319844,"('distant', 'open')",0.42304584,0.41008538,0.1255531,0.1234435,0.0021096
13,-0.17175874,0.070189714,"('impolite', 'polite')",-0.471569,-0.49161273,-0.3216639,-0.2107115,-0.1109524
76,-0.16329987,0.1607659,"('anxious', 'daring')",0.08895101,0.15466538,-0.0371744,0.1577156,-0.19489
17,-0.1514388,-0.01905837,"('nasty', 'nice')",-0.60268325,-0.52139777,-0.377061,-0.2702281,-0.1068329
44,0.1451784,0.3320754,"('prejudiced', 'unprejudiced')",-1.5233238,-1.4180185,-0.6890727,-0.5429716,-0.1461011
32,0.12921646,0.14552602,"('unkind', 'kind')",0.9482152,0.85212207,0.5387158,0.4988241,0.0398917
75,0.12188915,0.06646453,"('meek', 'impulsive')",-0.38879877,-0.40832877,-0.1334548,-0.1709321,0.0374773
20,-0.10900743,-0.1305156,"('rough', 'thoughtful')",0.9825719,1.0216525,0.4367822,0.4455684,-0.0087862
49,-0.107213706,0.018481888,"('unable', 'able')",-0.2569996,-0.12126859,-0.1821067,-0.0513934,-0.1307133
48,0.09874506,0.03930674,"('unintelligent', 'intelligent')",0.6882677,0.6945836,0.3935064,0.3669452,0.0265612
64,-0.09824604,0.02320958,"('shy', 'confident')",-6.673284,-6.8460374,-3.3857651,-3.4114139,0.0256488
9,-0.08949248,-0.16169791,"('unaffectionate', 'caring')",1.3331635,1.2655654,0.6218355,0.5519338,0.0699017
79,-0.08387227,0.019462023,"('wavering', 'unwavering')",0.1515391,0.16913508,0.0338334,0.0942985,-0.0604651
1,0.08159699,-0.15580754,"('unfriendly', 'friendly')",1.9512931,1.8436805,1.016445,0.8439365,0.1725085
14,-0.0807278,0.037564807,"('antisocial', 'social')",-0.75472546,-0.7186006,-0.4177266,-0.3405179,-0.0772087
87,-0.070069194,-0.008027075,"('unsuccessful', 'successful')",0.5725146,0.64210224,0.2512227,0.3170376,-0.0658149
42,-0.06740269,0.23308957,"('unreliable', 'reliable')",-2.9823754,-2.9492197,-1.524889,-1.3580651,-0.1668239
74,0.06518523,0.1291831,"('undedicated', 'dedicated')",0.06331611,0.14481728,0.0642507,0.1370002,-0.0727495
65,-0.05950418,0.24923801,"('insecure', 'secure')",-0.6317764,-0.5691967,-0.3456403,-0.1599793,-0.185661
35,0.05129432,-0.27466923,"('corrupt', 'incorrupt')",-0.07654273,-0.008968975,-0.0126242,-0.1418191,0.1291949
81,-0.04844109,0.12443218,"('submissive', 'aggressive')",-0.7958159,-0.89896506,-0.4221285,-0.3872665,-0.034862
12,-0.038076997,0.07279107,"('unsupportive', 'supportive')",-1.6675054,-1.7559174,-0.8527912,-0.8415632,-0.011228
2,-0.029604852,-0.02188889,"('unlikable', 'likable')",0.38113284,0.4341287,0.175764,0.2061199,-0.0303559
38,0.027590904,-0.07497161,"('untruthful', 'truthful')",0.008664245,-0.23119333,0.0181276,-0.1530825,0.1712101
52,-0.02635545,-0.2757904,"('irrational', 'rational')",-0.005766472,-0.14570531,-0.016061,-0.2107479,0.1946869
40,-0.018019099,-0.04304441,"('stingy', 'generous')",-1.4705706,-1.5039442,-0.7442948,-0.7734943,0.0291995
63,1.5561469e-05,0.1678855,"('unperceptive', 'insightful')",1.1075104,1.0212218,0.553763,0.5945536,-0.0407906
