,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.5096977,-2.1791058,"('unsympathetic', 'sympathetic')",-2.8790185,-2.2592762,0.5831648,0.70118046,-1.6018505,-1.2457339,-0.3561166
1,-1.8291336,-2.187767,"('unfriendly', 'friendly')",-1.4791092,-1.116738,0.6818184,0.7519709,-0.8754748,-0.8508447,-0.0246301
3,-1.6643976,-1.7153615,"('repellent', 'pleasant')",-1.3718014,-1.2855603,1.146313,1.0701873,-0.629962,-0.6435781,0.0136161
86,-1.6472539,-1.506815,"('uninfluential', 'influential')",-2.0099258,-1.5338242,0.0147301555,0.28176022,-1.2141499,-0.9196263,-0.2945236
46,-1.6368623,-1.6519645,"('uncompetitive', 'competitive')",-1.809389,-1.6292267,-0.26137352,-0.50170404,-1.235875,-1.2609651,0.0250901
48,-1.6063842,-1.7832596,"('unintelligent', 'intelligent')",-1.7762328,-1.8310423,0.4287369,0.28492245,-0.9846267,-1.1097932,0.1251665
28,-1.5971282,-1.4701043,"('disloyal', 'loyal')",-0.98052895,-0.63637674,1.2724315,1.3827723,-0.4350752,-0.2412362,-0.193839
57,-1.5412318,-1.2059306,"('unimaginative', 'imaginative')",-1.5473461,-0.9743138,-3.1946702,-2.8166924,-2.094416,-1.6656456,-0.4287704
73,1.4872004,1.3074809,"('helpless', 'self-reliant')",1.3601209,1.1351306,-3.6232455,-3.758717,-0.2586414,-0.4387018,0.1800604
17,-1.4577365,-1.008547,"('nasty', 'nice')",-0.52930355,-0.17980574,-0.881085,-0.7052911,-0.9560417,-0.6312146,-0.3248271
0,-1.446851,-1.2363762,"('unsociable', 'sociable')",-1.4780439,-0.8659514,0.38414848,0.49735603,-0.8469154,-0.5349905,-0.3119249
53,-1.4240512,-1.3507788,"('uncreative', 'creative')",-1.2757778,-0.93880576,0.2546122,0.311671,-0.8150723,-0.6593045,-0.1557678
23,-1.3058888,-1.586627,"('insincere', 'sincere')",-1.3822255,-1.5526757,6.6686516,6.4910316,1.3268458,1.117243,0.2096028
41,-1.3024455,-1.6395847,"('unforgiving', 'forgiving')",-1.2153729,-0.9986127,-0.64324445,-0.41238815,-1.0536877,-1.0168618,-0.0368259
49,-1.2708955,-1.3969707,"('unable', 'able')",-0.8188117,-0.73132557,0.052618254,-0.16853008,-0.6790296,-0.7656088,0.0865792
32,-1.2696608,-1.3352649,"('unkind', 'kind')",-1.5044371,-1.416443,0.92478704,1.0574374,-0.616437,-0.5647569,-0.0516801
11,-1.2689431,-1.2331026,"('unhelpful', 'helpful')",-1.6042138,-1.6902922,1.9538066,1.7368469,-0.3064501,-0.3955159,0.0890658
88,-1.2071278,-1.1940333,"('low', 'eminent')",-1.857232,-1.8207027,-0.40709993,-0.42914855,-1.1571532,-1.1479615,-0.0091917
24,-1.202001,-1.038343,"('dishonest', 'honest')",-1.1717647,-1.0426555,0.358776,0.32579184,-0.6716632,-0.5850689,-0.0865943
72,-1.1716366,-1.4122984,"('unambitious', 'ambitious')",-1.3437685,-1.4351126,0.04629405,0.10396935,-0.8230371,-0.9144806,0.0914435
45,-1.1494297,-1.1207045,"('incompetent', 'competent')",-0.8250049,-0.38796568,0.10695858,0.18495053,-0.622492,-0.4412399,-0.1812521
65,-1.1395049,-0.89333403,"('insecure', 'secure')",-1.2959566,-1.2713388,0.6337633,0.36108065,-0.6005661,-0.6011974,0.0006313
43,-1.1157818,-0.9994089,"('irresponsible', 'responsible')",-1.549972,-1.4120427,0.8283105,0.7190946,-0.6124811,-0.564119,-0.0483621
34,-1.0641354,-1.1915581,"('mean', 'honorable')",-0.9521828,-1.0394012,5.9681563,5.668547,1.3172793,1.1458626,0.1714167
18,-1.0099256,-0.96616167,"('disagreeable', 'welcoming')",-1.3211728,-1.4781151,-0.9309673,-0.8293892,-1.0873553,-1.091222,0.0038667
61,-1.0065442,-0.89818645,"('illogical', 'logical')",-1.0098329,-0.6910895,0.49477443,0.7066488,-0.5072008,-0.294209,-0.2129918
22,-0.9933659,-0.85135365,"('untrustworthy', 'trustworthy')",-1.1615089,-0.90334743,-0.5659928,-0.4872512,-0.9069559,-0.7473175,-0.1596384
63,-0.98022634,-1.212557,"('unperceptive', 'insightful')",-1.0688988,-0.98528427,1.0227915,0.8004784,-0.3421112,-0.4657876,0.1236764
21,-0.9691827,-1.2523097,"('immoral', 'moral')",-1.2714595,-1.5393876,0.20164141,0.016804166,-0.6796669,-0.9249643,0.2452974
62,-0.96181345,-1.1947201,"('incompetent', 'brilliant')",-1.3691114,-1.59506,0.58455735,0.34206402,-0.5821226,-0.8159054,0.2337828
35,0.95868516,1.3385719,"('corrupt', 'incorrupt')",1.5594207,1.7822825,-1.2099028,-0.935993,0.4360677,0.7282871,-0.2922194
40,-0.9503533,-0.9151653,"('stingy', 'generous')",-0.4736714,-0.35249963,-2.739718,-2.6208665,-1.3879142,-1.2961771,-0.0917371
81,-0.9044508,-0.8454277,"('submissive', 'aggressive')",-1.4970759,-1.69188,-0.16629796,-0.30885422,-0.8559415,-0.9487206,0.0927791
58,-0.90037227,-0.6216741,"('undiscriminating', 'discriminating')",-1.0639235,-0.42910483,-0.40815902,-0.2313397,-0.7908182,-0.4273729,-0.3634453
8,-0.88531077,-0.45286137,"('unaffectionate', 'affectionate')",-0.46784258,0.01333607,0.44144264,0.6110551,-0.3039036,0.0571766,-0.3610802
12,-0.8548157,-0.9174651,"('unsupportive', 'supportive')",-0.7609267,-0.53056455,-2.0430982,-1.9312236,-1.2196136,-1.1264178,-0.0931958
54,-0.85019016,-0.6983203,"('incapable', 'capable')",-0.7133342,-0.5629283,1.040685,0.94225407,-0.1742798,-0.1063315,-0.0679483
33,0.8405828,0.7823473,"('wrong', 'right')",1.1495024,1.1494706,-1.1301345,-0.7907137,0.2866502,0.3803681,-0.0937179
9,-0.83957523,-0.68166256,"('unaffectionate', 'caring')",-0.8914263,-0.46965638,1.1553897,1.2006686,-0.1918706,0.0164499,-0.2083205
66,-0.8022212,-0.2291185,"('inactive', 'active')",-0.14148435,0.45341763,0.2147486,0.4628067,-0.2429856,0.2290353,-0.4720209
14,-0.7930955,-0.39646548,"('antisocial', 'social')",-1.0760119,-0.9094092,0.061437655,0.22477998,-0.6025566,-0.3603649,-0.2421917
67,0.7808631,0.6423237,"('doubtful', 'determined')",1.046676,0.8762437,-0.73946494,-0.669997,0.3626914,0.2828568,0.0798346
59,0.767812,0.9681866,"('foolish', 'wise')",0.8937095,0.99531716,-0.4105468,-0.41207767,0.4169916,0.5171421,-0.1001505
82,-0.7071221,-0.91912615,"('poor', 'rich')",-1.1722122,-1.087658,7.1559362,6.9125013,1.7588673,1.635239,0.1236283
30,-0.700771,-0.7971015,"('intolerant', 'tolerant')",-1.2049121,-1.2013282,0.25437805,0.27643633,-0.550435,-0.5739978,0.0235628
2,-0.67749155,-0.5647491,"('unlikable', 'likable')",-0.75798,-0.75733685,-0.056138694,-0.027187582,-0.4972034,-0.4497579,-0.0474455
26,-0.6717756,-0.12820038,"('hardhearted', 'benevolent')",-0.38458374,0.35702533,0.65552205,1.0723581,-0.1336124,0.4337277,-0.5673401
76,-0.66462916,-0.51417565,"('anxious', 'daring')",-0.95795625,-0.8864299,0.4919467,0.27916092,-0.3768796,-0.3738149,-0.0030647
7,-0.663894,-0.6379615,"('insensitive', 'sensitive')",-0.76905733,-0.7029492,1.0211294,1.2180878,-0.137274,-0.040941,-0.096333
77,-0.65635884,-1.1120687,"('unmotivated', 'motivated')",-0.919568,-1.2967417,-0.6034993,-0.82194614,-0.7264754,-1.0769188,0.3504434
79,-0.6507667,-0.12069824,"('wavering', 'unwavering')",-0.056160696,0.39886022,-0.57667893,-0.5181712,-0.4278688,-0.0800031,-0.3478657
38,-0.6441252,-0.7661783,"('untruthful', 'truthful')",-0.43549204,-0.44475466,-0.6445769,-0.7924228,-0.5747314,-0.6677852,0.0930538
42,0.5854025,0.58910954,"('unreliable', 'reliable')",0.1680941,0.18744738,-2.838514,-2.9758935,-0.6950058,-0.7331122,0.0381064
29,-0.5249817,-0.60745454,"('unfair', 'fair')",0.00017116964,0.030073319,-0.85333645,-0.5714768,-0.4593823,-0.3829527,-0.0764296
60,-0.51137537,-0.9497745,"('inefficient', 'efficient')",-1.0460005,-1.542239,0.7821786,0.3112386,-0.2583991,-0.726925,0.4685259
19,-0.5040029,-0.5214246,"('inhospitable', 'hospitable')",-0.41233474,-0.2180261,-0.5331219,-0.61787665,-0.4831532,-0.4524424,-0.0307108
