,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,male-female
75,0.4946829,0.575981,"('meek', 'impulsive')",0.6238902,0.5972214,-1.0992426,-1.0726537,0.0064435,0.0335162,-0.0270727
13,-0.44466728,-0.6084667,"('impolite', 'polite')",-0.49826825,-0.43720487,-0.16437545,-0.3556158,-0.3691037,-0.4670958,0.0979921
47,-0.4405509,-0.36275697,"('stupid', 'smart')",-0.46890834,-0.2589534,5.698424,5.646445,1.5963216,1.6749115,-0.0785899
70,-0.43725958,-0.42097273,"('lethargic', 'energetic')",-1.01969,-0.7942909,1.1646398,1.0746248,-0.0974366,-0.0468796,-0.050557
55,-0.41777647,-0.3538136,"('incompetent', 'clever')",-1.4258711,-1.3337169,0.71172166,0.55608344,-0.3773086,-0.377149,-0.0001596
6,-0.40394118,-0.4472843,"('distant', 'open')",-0.13649744,0.0072252825,-0.8745725,-0.71654147,-0.4716704,-0.3855335,-0.0861369
68,-0.39327776,-0.43296617,"('dependent', 'independent')",-0.72247696,-0.8237539,-0.6663874,-0.93305516,-0.5940474,-0.7299251,0.1358777
15,0.3799395,0.526879,"('boring', 'funny')",0.45378175,0.57107484,-0.38716492,-0.33455816,0.1488521,0.2544652,-0.1056131
16,-0.35715625,-0.6380598,"('unpopular', 'popular')",-0.54181767,-0.6518957,-0.06493433,-0.17360105,-0.3213028,-0.4878522,0.1665494
83,-0.35600555,-0.27007172,"('powerless', 'powerful')",-0.6332135,-0.6298217,-0.965762,-0.9832589,-0.6516604,-0.6277174,-0.023943
36,-0.34707266,-0.18702528,"('hostile', 'amicable')",0.21296531,0.7273839,-0.96011233,-0.82186705,-0.3647399,-0.0938361,-0.2709038
85,0.3315214,0.5680948,"('insignificant', 'prestigious')",0.30464226,0.71183175,-1.4029638,-1.2455345,-0.2556,0.011464,-0.267064
5,-0.2838838,-0.22884627,"('distant', 'outgoing')",0.04597687,0.098670065,-1.1607181,-1.0376353,-0.4662083,-0.3892705,-0.0769378
64,-0.28197867,-0.06983881,"('shy', 'confident')",-0.09695467,-0.16834089,-6.3938637,-6.528317,-2.257599,-2.2554989,-0.0021001
27,-0.2704625,-0.13642286,"('hardhearted', 'softhearted')",-0.52196777,-0.27268118,0.89857405,1.2019277,0.0353813,0.2642745,-0.2288932
78,-0.23134881,-0.5448509,"('nonresilient', 'resilient')",0.10611316,0.043959048,0.9774843,0.8407294,0.2840829,0.1132792,0.1708037
69,0.2079302,0.6443284,"('lazy', 'industrious')",1.8336425,2.0310378,-1.7823181,-1.8036577,0.0864182,0.2905695,-0.2041513
20,-0.19976081,-0.21183926,"('rough', 'thoughtful')",-0.5982514,-0.4978493,0.5979362,0.6276017,-0.066692,-0.0273623,-0.0393297
37,-0.19735417,-0.2536339,"('fake', 'genuine')",-0.16348207,-0.2528195,0.21256,0.105231136,-0.0494254,-0.1337408,0.0843154
4,-0.17509696,-0.45878458,"('disliked', 'liked')",0.6692492,0.6735342,-8.224946,-8.254722,-2.5769313,-2.6799908,0.1030595
25,0.16943052,0.15900823,"('egoistic', 'altruistic')",0.92470735,1.1164845,1.1158652,1.0075467,0.7366677,0.7610132,-0.0243455
31,-0.16396438,-0.32448605,"('evil', 'good')",0.2439433,0.35046768,-1.8651873,-1.8091856,-0.5950694,-0.5944013,-0.0006681
71,-0.15297809,-0.20854239,"('diffident', 'self-confident')",0.8393239,0.8731481,0.29579952,0.42391348,0.3273818,0.3628397,-0.0354579
50,0.14026499,0.35451454,"('clumsy', 'skillful')",0.47062346,0.59428805,0.52765936,0.4006233,0.379516,0.4498086,-0.0702926
74,0.109947465,-0.027145158,"('undedicated', 'dedicated')",-0.10014012,-0.02187928,-0.22470358,-0.072053105,-0.0716321,-0.0403592,-0.0312729
80,0.10332438,0.5324241,"('dominated', 'dominating')",-0.2077396,-0.036767006,-0.33942223,-0.09339852,-0.1479458,0.1340862,-0.282032
84,0.08725919,0.016135491,"('inferior', 'superior')",0.43402106,0.59654874,0.55782235,0.5843357,0.3597008,0.3990066,-0.0393058
87,0.08379968,0.4125111,"('unsuccessful', 'successful')",0.20871001,0.5889534,1.086006,1.1856798,0.4595052,0.7290481,-0.2695429
52,0.08244606,0.20358063,"('irrational', 'rational')",-0.068092585,0.06755842,-0.5820333,-0.48449597,-0.1892266,-0.071119,-0.1181076
44,-0.0654309,0.11196795,"('prejudiced', 'unprejudiced')",0.29955548,0.21404427,-1.5608025,-1.5379951,-0.442226,-0.4039943,-0.0382317
39,0.063952595,0.4058261,"('exploitative', 'cooperative')",0.14711156,0.106928006,0.14145383,0.09789153,0.117506,0.2035485,-0.0860425
56,-0.043916248,-0.4838862,"('impractical', 'practical')",-0.14463899,-0.4483016,-0.39219677,-0.63770187,-0.193584,-0.5232966,0.3297126
51,-0.035916366,-0.15287006,"('uneducated', 'educated')",-1.4202056,-1.4939282,0.84029126,0.7892603,-0.2052769,-0.285846,0.0805691
