,jones_male,jones_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
12,1.875943,1.8996707,"('unsupportive', 'supportive')",1.6863849,1.5950044,-1.2370281,-1.4930258,0.7750999,0.6672165,0.1078834
27,1.4949658,1.1525755,"('hardhearted', 'softhearted')",0.52233344,0.33538434,1.6644868,1.5578047,1.227262,1.0152548,0.2120072
82,-1.4089398,-0.9396508,"('poor', 'rich')",-0.61217153,-0.12458289,5.9695463,6.581603,1.3161449,1.8391231,-0.5229782
55,1.3570899,1.6231669,"('incompetent', 'clever')",1.0496716,0.7656589,0.07504076,-0.12678315,0.8272675,0.7540143,0.0732532
30,1.2947603,1.4928169,"('intolerant', 'tolerant')",0.55567443,0.45707357,0.8140403,0.84369874,0.8881583,0.9311964,-0.0430381
73,1.2847171,1.246023,"('helpless', 'self-reliant')",0.2603704,0.37085524,-3.1447084,-3.118522,-0.533207,-0.5005479,-0.0326591
25,1.2536421,0.9837835,"('egoistic', 'altruistic')",-0.034844846,-0.09046512,1.4919503,1.3516759,0.9035825,0.7483314,0.1552511
71,1.2500192,1.0806412,"('diffident', 'self-confident')",0.62377435,0.59076166,0.708495,0.77644086,0.8607629,0.8159479,0.044815
26,1.2297504,0.67941654,"('hardhearted', 'benevolent')",1.5570503,1.4040486,1.883761,1.6281477,1.5568539,1.2372042,0.3196497
1,1.2068295,0.6062097,"('unfriendly', 'friendly')",0.30503878,0.16631249,1.850635,1.8003045,1.1208345,0.857609,0.2632255
42,1.1599231,1.2046679,"('unreliable', 'reliable')",1.523559,1.5930034,-2.503892,-2.4277728,0.0598634,0.1232995,-0.0634361
74,1.1338682,1.1098094,"('undedicated', 'dedicated')",1.8944361,1.8664751,0.34933496,0.08106875,1.1258798,1.0191178,0.106762
44,-1.1330037,-0.7177579,"('prejudiced', 'unprejudiced')",-0.8002224,-0.5638733,-1.4769456,-1.290429,-1.1367239,-0.8573534,-0.2793705
49,-1.1057905,-1.1296532,"('unable', 'able')",-1.0023105,-0.9916074,-0.510109,-0.23792623,-0.8727366,-0.7863956,-0.086341
9,1.0796448,0.796477,"('unaffectionate', 'caring')",0.5035209,0.285802,1.4486142,1.5880322,1.0105933,0.8901037,0.1204896
86,1.010255,0.82319605,"('uninfluential', 'influential')",0.5297735,0.17628583,0.121122934,-0.18294308,0.5537171,0.2721796,0.2815375
43,1.0081888,1.1643946,"('irresponsible', 'responsible')",1.51752,1.5907961,0.7416728,0.76997656,1.0891271,1.1750558,-0.0859287
70,0.97735304,1.410925,"('lethargic', 'energetic')",1.0619036,1.0622337,0.7778335,0.8058612,0.93903,1.0930067,-0.1539767
63,0.9526909,1.0367401,"('unperceptive', 'insightful')",1.9627419,1.9273438,1.2491481,1.1243899,1.3881936,1.3628246,0.025369
56,0.9493043,1.2546852,"('impractical', 'practical')",0.99531996,1.0956681,-0.114992335,-0.16725829,0.6098773,0.7276983,-0.117821
16,-0.94425607,-0.9912707,"('unpopular', 'popular')",-0.4426242,-0.36002666,0.5448164,0.5001803,-0.280688,-0.2837057,0.0030177
68,0.93754673,0.941212,"('dependent', 'independent')",-0.040368088,-0.28222242,-0.5908856,-0.79201764,0.1020977,-0.0443427,0.1464404
6,0.937261,0.71702,"('distant', 'open')",-1.3483039,-1.1880798,0.37797442,0.6205878,-0.0110228,0.0498427,-0.0608655
2,0.8814412,1.0379122,"('unlikable', 'likable')",1.2509004,1.326082,0.47418556,0.6179793,0.8688424,0.9939911,-0.1251487
14,0.87699455,0.95662,"('antisocial', 'social')",0.8670616,1.0141193,-0.6584776,-0.84240675,0.3618596,0.3761108,-0.0142512
40,0.80418247,0.62589806,"('stingy', 'generous')",0.5829752,0.49772498,-1.4636028,-1.7892044,-0.0254817,-0.2218604,0.1963787
48,0.7594476,0.8027853,"('unintelligent', 'intelligent')",-0.02567667,-0.2004127,0.35039666,0.27907455,0.3613892,0.2938157,0.0675735
59,0.7184651,0.37129605,"('foolish', 'wise')",-0.70264316,-0.7117453,0.46207696,0.5613446,0.1592996,0.0736318,0.0856678
75,-0.71110296,-0.37360036,"('meek', 'impulsive')",-1.3182971,-0.99002534,-0.6644664,-0.50416297,-0.8979555,-0.6225963,-0.2753592
29,0.70239127,0.98337585,"('unfair', 'fair')",-0.23903707,-0.26424336,-0.48496076,-0.5008981,-0.0072022,0.0727448,-0.079947
77,-0.7002195,-0.65049493,"('unmotivated', 'motivated')",0.5822753,0.35660505,-0.87787616,-1.0575712,-0.3319401,-0.450487,0.1185469
7,0.6418431,0.7160892,"('insensitive', 'sensitive')",0.6754055,0.50597304,1.0659943,0.9436765,0.7944143,0.7219129,0.0725014
33,0.628189,0.61550653,"('wrong', 'right')",0.31854647,0.29572272,-0.285075,-0.38171083,0.2205535,0.1765061,0.0440474
54,-0.6083761,-0.67992234,"('incapable', 'capable')",0.20509543,0.19969338,1.0905696,1.2684205,0.2290963,0.2627305,-0.0336342
50,-0.59321475,-0.6942239,"('clumsy', 'skillful')",0.29350615,0.36138234,0.46728873,0.61926675,0.05586,0.0954751,-0.0396151
8,0.5834628,0.19925201,"('unaffectionate', 'affectionate')",0.24428424,0.08769153,0.96711445,1.171877,0.5982871,0.4862735,0.1120136
39,0.5828337,0.3361286,"('exploitative', 'cooperative')",1.5740571,1.345458,0.15826157,0.009558573,0.7717175,0.5637151,0.2080024
21,0.5771384,0.63039625,"('immoral', 'moral')",0.5823696,0.31097072,-0.8158369,-0.9395399,0.114557,0.000609,0.113948
61,0.50738174,0.22501051,"('illogical', 'logical')",0.092596255,-0.15314853,0.33560586,0.18754983,0.3118613,0.0864706,0.2253907
57,0.4955844,0.24677575,"('unimaginative', 'imaginative')",-0.27128348,-0.38587403,-2.3050823,-2.659242,-0.6935938,-0.9327801,0.2391863
69,0.48783997,0.42149517,"('lazy', 'industrious')",0.10987865,0.2982979,-0.540409,-0.62319,0.0191032,0.032201,-0.0130978
65,0.48401648,0.48044997,"('insecure', 'secure')",0.9094694,0.5996129,-0.35280958,-0.36230707,0.3468921,0.2392519,0.1076402
24,0.48164982,0.45875418,"('dishonest', 'honest')",-0.1207356,-0.12598515,0.37992817,0.5050497,0.2469475,0.2792729,-0.0323254
15,0.47597367,0.28460333,"('boring', 'funny')",-0.9950363,-1.0743592,-0.05158319,0.07580031,-0.1902153,-0.2379852,0.0477699
88,-0.46710002,-0.66997707,"('low', 'eminent')",-1.0217813,-1.1789862,0.15184759,0.1381386,-0.4456779,-0.5702749,0.124597
80,-0.46430433,-0.23954263,"('dominated', 'dominating')",0.7665179,0.60385895,-1.1128857,-1.3126602,-0.2702241,-0.3161146,0.0458905
64,0.42851597,0.4439236,"('shy', 'confident')",0.98023325,0.81312454,-6.501623,-6.8350897,-1.6976247,-1.8593472,0.1617225
22,0.42762056,0.53315836,"('untrustworthy', 'trustworthy')",0.96697146,0.8778417,-1.0273457,-1.1459963,0.1224155,0.0883346,0.0340809
34,0.39782777,0.34540462,"('mean', 'honorable')",-0.06675064,-0.099250674,5.767749,5.93406,2.032942,2.0600713,-0.0271293
23,-0.39009827,-0.275118,"('insincere', 'sincere')",0.5186429,0.38173026,5.8476005,6.0904436,1.9920484,2.0656853,-0.0736369
60,0.38440776,0.69654304,"('inefficient', 'efficient')",1.4354589,1.4930844,-0.08193435,0.11611234,0.5793108,0.7685799,-0.1892691
35,-0.3778332,-0.37061712,"('corrupt', 'incorrupt')",-1.6765862,-1.6379491,-0.4155751,-0.35121998,-0.8233314,-0.7865953,-0.0367361
5,0.36434877,0.24920334,"('distant', 'outgoing')",-1.3294584,-1.0989583,-0.26763836,-0.018150505,-0.410916,-0.2893018,-0.1216142
84,0.35999274,0.29352987,"('inferior', 'superior')",0.592875,0.43835774,0.7133721,0.65994847,0.5554133,0.4639453,0.091468
58,-0.3585589,-0.5111461,"('undiscriminating', 'discriminating')",1.4326485,1.179989,0.45571738,0.15421987,0.5099357,0.2743542,0.2355815
41,0.34507447,0.3049658,"('unforgiving', 'forgiving')",0.7011463,0.6051301,0.37043154,0.10570626,0.4722174,0.3386007,0.1336167
17,0.3405071,0.2863414,"('nasty', 'nice')",-0.9703583,-0.95764226,-0.59147024,-0.628272,-0.4071072,-0.433191,0.0260838
13,0.32909113,0.6154147,"('impolite', 'polite')",-0.14283852,-0.0535952,-0.5194391,-0.38052672,-0.1110622,0.0604309,-0.1714931
72,0.32894227,0.55408317,"('unambitious', 'ambitious')",0.70449203,0.8326688,-0.58386916,-0.2662126,0.149855,0.3735131,-0.2236581
