,unitedhealth_male,unitedhealth_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
33,1.1234434,1.0262797,"('wrong', 'right')",-0.32275054,-0.46451566,-0.31780553,-0.49880227,0.1609624,0.0209872,0.1399752
39,1.1151333,0.9953281,"('exploitative', 'cooperative')",2.2757132,2.1460886,0.44237408,0.37499186,1.2777402,1.1721362,0.105604
8,-1.1016111,-1.0418327,"('unaffectionate', 'affectionate')",-0.51240873,-0.5448715,0.7804538,0.7817374,-0.2778554,-0.2683223,-0.0095331
43,-1.0957187,-1.0661868,"('irresponsible', 'responsible')",1.2229756,1.3466408,0.64752686,0.74979967,0.2582612,0.3434179,-0.0851567
12,1.0707163,0.9916518,"('unsupportive', 'supportive')",1.812438,1.8577573,-1.4639044,-1.4818577,0.4730833,0.4558505,0.0172328
5,1.0127646,1.124178,"('distant', 'outgoing')",-2.2813358,-2.0658941,-0.3251291,-0.23321976,-0.5312335,-0.3916453,-0.1395882
50,1.011721,0.88362825,"('clumsy', 'skillful')",-0.11909723,-0.28618312,0.19153668,0.24170935,0.3613868,0.2797182,0.0816686
21,-0.97783273,-1.1988075,"('immoral', 'moral')",0.9456539,0.8718299,-0.77807355,-0.7655854,-0.2700841,-0.3641876,0.0941035
81,-0.95009923,-1.019437,"('submissive', 'aggressive')",1.9946572,2.136094,-0.8051349,-0.5997365,0.0798077,0.1723069,-0.0924992
22,-0.912188,-1.0232112,"('untrustworthy', 'trustworthy')",1.1251919,1.2666168,-0.8724176,-0.7763897,-0.2198046,-0.1776614,-0.0421432
26,0.8880737,0.7302882,"('hardhearted', 'benevolent')",0.9246322,0.9074873,1.6093338,1.4495957,1.1406798,1.0291237,0.1115561
38,-0.84223944,-0.6617908,"('untruthful', 'truthful')",-0.975424,-0.89161026,-0.08875245,0.085685976,-0.635472,-0.4892383,-0.1462337
40,0.8287859,0.6805606,"('stingy', 'generous')",0.6050918,0.54880154,-1.5060955,-1.5365875,-0.0240726,-0.1024084,0.0783358
73,0.8006719,0.8708087,"('helpless', 'self-reliant')",-0.55431,-0.6208489,-3.1961594,-3.1325288,-0.9832659,-0.9608563,-0.0224096
32,0.77813274,0.6713639,"('unkind', 'kind')",1.7276356,1.8053108,0.9937927,1.1166077,1.1665204,1.1977608,-0.0312404
63,-0.7474082,-0.7442381,"('unperceptive', 'insightful')",1.8622069,2.0689137,1.0539995,1.232281,0.7229328,0.8523188,-0.129386
20,-0.7423765,-0.85158974,"('rough', 'thoughtful')",1.3088046,1.2344505,1.2114952,1.0495722,0.5926411,0.4774776,0.1151635
77,-0.71192414,-0.9075449,"('unmotivated', 'motivated')",0.81212574,0.78195477,-1.2254711,-1.243129,-0.3750898,-0.4562397,0.0811499
41,-0.68129003,-0.7475678,"('unforgiving', 'forgiving')",0.9412903,0.93365383,0.272126,0.19263025,0.1773754,0.1262388,0.0511366
67,0.62476695,0.61157864,"('doubtful', 'determined')",0.72034484,0.80001074,-0.8722092,-0.80088073,0.1576342,0.2035696,-0.0459354
24,-0.5833222,-0.58798295,"('dishonest', 'honest')",-0.14956945,-0.029817767,0.60240865,0.79051155,-0.0434943,0.0575703,-0.1010646
31,0.5597051,0.5291879,"('evil', 'good')",-1.71799,-1.6951855,-0.8215153,-0.9215429,-0.6599334,-0.6958469,0.0359135
7,-0.54204094,-0.7156253,"('insensitive', 'sensitive')",0.77959305,0.6873478,1.1465203,1.1519897,0.4613574,0.3745708,0.0867866
23,-0.54185337,-0.5945402,"('insincere', 'sincere')",0.6100454,0.61522335,6.029537,6.259952,2.0325764,2.0935451,-0.0609687
44,0.5348921,0.51449215,"('prejudiced', 'unprejudiced')",-0.46216783,-0.49267542,-1.3232181,-1.3621699,-0.4168313,-0.4467844,0.0299531
83,-0.51456845,-0.56083554,"('powerless', 'powerful')",-0.28400445,-0.3346599,-1.0734702,-1.0132872,-0.6240144,-0.6362609,0.0122465
25,0.46350986,0.44186085,"('egoistic', 'altruistic')",-0.4017586,-0.51035446,1.5827793,1.5101533,0.5481768,0.4805532,0.0676236
72,-0.45635563,-0.41902253,"('unambitious', 'ambitious')",0.7714451,0.92833287,-0.6988192,-0.39471808,-0.1279099,0.0381974,-0.1661073
78,0.4468404,0.3828919,"('nonresilient', 'resilient')",1.6750643,1.6844206,0.1109931,0.034656014,0.7442993,0.7006562,0.0436431
66,0.43931943,0.34832868,"('inactive', 'active')",0.66320205,0.5779292,1.1010265,0.7759839,0.734516,0.5674139,0.1671021
15,0.42420182,0.48353454,"('boring', 'funny')",-1.3167408,-1.3782829,0.30422825,0.27625057,-0.1961036,-0.2061659,0.0100623
27,0.4053305,0.32655028,"('hardhearted', 'softhearted')",0.185096,0.025783643,1.5769582,1.4250782,0.7224615,0.5924707,0.1299908
49,-0.3783132,-0.49402934,"('unable', 'able')",-0.6152132,-0.7620503,-0.48816726,-0.4167961,-0.4938979,-0.5576253,0.0637274
29,-0.35230118,-0.24489641,"('unfair', 'fair')",-0.37310863,-0.26105493,-0.40777215,-0.46859056,-0.3777273,-0.3248473,-0.05288
4,0.33667964,0.36032817,"('disliked', 'liked')",-0.49094856,-0.47237906,-6.992472,-6.913336,-2.382247,-2.3417956,-0.0404514
56,-0.33508575,-0.18201265,"('impractical', 'practical')",1.2014763,1.6076908,-0.4514788,-0.14658746,0.1383039,0.4263635,-0.2880596
34,0.317608,0.2972596,"('mean', 'honorable')",0.003970787,0.011238687,6.1730366,6.171786,2.1648719,2.1600947,0.0047772
1,-0.29170346,-0.36608964,"('unfriendly', 'friendly')",-0.24513426,-0.179025,1.7742068,1.663693,0.4124564,0.3728594,0.039597
88,-0.27278736,-0.43276718,"('low', 'eminent')",-1.3648535,-1.5626467,0.109917715,0.05998233,-0.509241,-0.6451439,0.1359029
36,0.2695602,0.13088897,"('hostile', 'amicable')",-2.2355428,-2.424026,0.44347337,0.08035204,-0.5075031,-0.737595,0.2300919
80,-0.2643676,-0.38245264,"('dominated', 'dominating')",2.486234,2.460236,-1.047326,-1.072037,0.3915135,0.3352488,0.0562647
75,0.25639048,0.42393047,"('meek', 'impulsive')",-1.9134073,-1.8015888,-0.59046453,-0.5263693,-0.7491604,-0.6346759,-0.1144845
37,-0.2504776,-0.28285974,"('fake', 'genuine')",0.3771331,0.37753814,0.4526973,0.53990924,0.1931176,0.2115292,-0.0184116
17,0.23747426,0.16037536,"('nasty', 'nice')",-1.0134332,-1.0966544,-0.4697049,-0.4927103,-0.4152213,-0.4763298,0.0611085
74,-0.21846533,-0.22765152,"('undedicated', 'dedicated')",1.8283619,1.9535183,0.081677355,0.12953253,0.563858,0.6184665,-0.0546085
52,0.19979148,0.14847092,"('irrational', 'rational')",-1.619685,-1.8513564,0.09195112,-0.12941793,-0.4426475,-0.6107678,0.1681203
2,-0.1973767,-0.22382882,"('unlikable', 'likable')",1.4890556,1.4391214,0.45263147,0.52565515,0.5814368,0.5803159,0.0011209
19,0.19701616,0.14300913,"('inhospitable', 'hospitable')",-1.5560212,-1.7243649,0.12461506,0.0127621535,-0.4114633,-0.5228645,0.1114012
16,-0.19493374,-0.24160998,"('unpopular', 'popular')",-0.86669946,-1.1035247,0.2453144,0.07077019,-0.2721063,-0.4247882,0.1526819
87,-0.15646097,-0.27508238,"('unsuccessful', 'successful')",1.7443371,1.6653602,0.7591349,0.71536356,0.782337,0.7018805,0.0804565
64,-0.109478906,-0.24247727,"('shy', 'confident')",1.3193358,1.2635248,-6.727867,-6.623932,-1.8393367,-1.8676281,0.0282914
18,0.08519256,-0.1411981,"('disagreeable', 'welcoming')",-0.9632684,-1.3519576,-0.27779636,-0.46530327,-0.3852907,-0.6528197,0.267529
84,0.08151898,0.062281437,"('inferior', 'superior')",0.23765574,0.11696573,0.6743713,0.5367349,0.331182,0.2386607,0.0925213
54,0.05419094,-0.13829991,"('incapable', 'capable')",-0.44988874,-0.5666282,1.1981251,1.1220356,0.2674758,0.1390358,0.12844
9,0.041844204,0.058239453,"('unaffectionate', 'caring')",0.12626961,0.15269427,1.2956506,1.3300686,0.4879215,0.5136674,-0.0257459
47,0.016835209,0.030117258,"('stupid', 'smart')",0.7405681,0.8154111,5.495547,5.5442467,2.0843167,2.1299251,-0.0456084
