,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,male-female
5,-1.355486,-0.8747254,"('distant', 'outgoing')",-0.87639767,-0.87279433,-0.69088435,-0.8463156,-0.974256,-0.8646118,-0.1096442
4,-1.3276892,-1.2748373,"('disliked', 'liked')",0.51851964,0.36305368,-5.603225,-5.8270235,-2.1374648,-2.2462691,0.1088043
46,1.3276137,0.7050664,"('uncompetitive', 'competitive')",-0.35978976,-0.55316484,0.33709678,0.3853548,0.4349736,0.1790855,0.2558881
81,1.31441,0.73773324,"('submissive', 'aggressive')",0.009127331,-0.056179605,-0.2174443,-0.19875328,0.3686977,0.1609335,0.2077642
24,1.3082665,0.92263246,"('dishonest', 'honest')",-0.6973739,-0.63868093,1.1680865,1.1581153,0.592993,0.4806889,0.1123041
55,1.2688001,0.69829035,"('incompetent', 'clever')",-0.8526093,-0.8083527,0.69741374,0.86091256,0.3712015,0.2502834,0.1209181
26,1.2416495,1.3094064,"('hardhearted', 'benevolent')",0.15857002,0.112809636,1.7221506,1.7815669,1.0407901,1.0679277,-0.0271376
36,-1.2208956,-0.7799547,"('hostile', 'amicable')",0.046853088,-0.10887283,-0.52608526,-0.54821247,-0.5667093,-0.4790133,-0.087696
30,1.1271341,0.678076,"('intolerant', 'tolerant')",-0.6569833,-0.6354273,1.0463681,0.9915879,0.5055063,0.3447456,0.1607607
59,-1.0945755,-0.8600378,"('foolish', 'wise')",0.29053748,0.4134154,-0.1897501,-0.35389167,-0.3312627,-0.266838,-0.0644247
16,-1.0866699,-1.1194037,"('unpopular', 'popular')",-0.28093472,-0.24297519,0.18295541,0.18240099,-0.3948831,-0.393326,-0.0015571
72,1.0776334,0.9726734,"('unambitious', 'ambitious')",-1.2271316,-1.1462177,-0.8726637,-0.8076667,-0.3407207,-0.3270703,-0.0136504
41,0.9672569,0.7554479,"('unforgiving', 'forgiving')",-0.070125625,-0.1931352,0.45004258,0.5078077,0.4490579,0.3567068,0.0923511
37,0.9602069,0.9262518,"('fake', 'genuine')",-0.25732782,-0.13661262,0.56564397,0.6087155,0.422841,0.4661183,-0.0432773
9,0.9388689,0.95085675,"('unaffectionate', 'caring')",-1.7461029,-1.7715526,0.93156517,0.91201115,0.0414437,0.0304384,0.0110053
20,0.9066255,0.89295155,"('rough', 'thoughtful')",-0.12718704,-0.07435958,1.2134689,1.3592601,0.6643025,0.7259507,-0.0616482
50,-0.8704752,-0.82950974,"('clumsy', 'skillful')",0.30269307,0.27234066,0.17775007,0.11990766,-0.1300107,-0.1457538,0.0157431
71,0.8432982,0.9704773,"('diffident', 'self-confident')",0.068059474,0.04218866,0.36200273,0.39780128,0.4244535,0.4701558,-0.0457023
86,0.8123152,0.43004078,"('uninfluential', 'influential')",-1.6762531,-1.6768107,0.4716029,0.41810697,-0.1307783,-0.276221,0.1454427
14,0.8094636,0.38223585,"('antisocial', 'social')",0.21237999,0.25053105,-0.63893384,-0.4345439,0.1276366,0.0660743,0.0615623
0,0.7518148,0.19099948,"('unsociable', 'sociable')",-0.46064058,-0.60225874,0.00707992,0.0082315095,0.099418,-0.1343426,0.2337606
43,0.74982184,0.39979348,"('irresponsible', 'responsible')",-1.1229155,-1.1667588,0.9525378,0.9066157,0.193148,0.0465501,0.1465979
78,-0.74948406,-0.9124541,"('nonresilient', 'resilient')",-0.97088075,-1.1470928,0.53069574,0.49862164,-0.3965564,-0.5203084,0.123752
48,0.74622077,0.5094215,"('unintelligent', 'intelligent')",-1.8074021,-1.7516261,0.83317524,0.8932479,-0.076002,-0.1163189,0.0403169
15,-0.7357674,-0.44930506,"('boring', 'funny')",-0.055715334,-0.0524349,0.09699453,0.17213267,-0.2314961,-0.1098691,-0.121627
63,0.73230344,0.28114295,"('unperceptive', 'insightful')",-0.25590512,-0.367875,1.7129496,1.6123742,0.7297827,0.5085474,0.2212353
61,0.7296314,0.42509037,"('illogical', 'logical')",-0.4704537,-0.493198,0.2920914,0.34695107,0.1837564,0.0929478,0.0908086
76,0.7288996,0.30177087,"('anxious', 'daring')",-0.26253682,-0.19798887,0.7475332,0.96858585,0.404632,0.357456,0.047176
21,0.70741725,0.27940226,"('immoral', 'moral')",0.035936944,0.054739993,-0.66731757,-0.5925643,0.0253455,-0.0861407,0.1114862
62,0.6791359,0.051225998,"('incompetent', 'brilliant')",-1.1796349,-1.2943025,0.03607539,-0.03526737,-0.1548079,-0.4261146,0.2713067
65,0.67390406,0.14790513,"('insecure', 'secure')",-0.0673534,-0.14998354,0.17822114,0.2376155,0.2615906,0.0785124,0.1830782
87,0.6653971,0.37307364,"('unsuccessful', 'successful')",0.6861189,0.54919875,0.40213662,0.44246766,0.5845509,0.4549133,0.1296376
18,0.6326086,0.5957881,"('disagreeable', 'welcoming')",-1.033493,-0.9361907,-0.45073003,-0.5216846,-0.2838715,-0.2873624,0.0034909
52,-0.59628344,-0.44344664,"('irrational', 'rational')",-0.43812722,-0.5079371,-0.5129311,-0.64431155,-0.5157806,-0.5318984,0.0161178
2,0.5785705,0.3830965,"('unlikable', 'likable')",0.7295185,0.7245975,0.69426614,0.74321693,0.6674517,0.6169703,0.0504814
29,-0.5670579,-0.57459575,"('unfair', 'fair')",-0.123154566,-0.04645936,-0.5829777,-0.39009207,-0.4243968,-0.3370491,-0.0873477
56,0.5490039,0.06499733,"('impractical', 'practical')",0.15530404,0.05541411,0.21500587,0.11138619,0.3064379,0.0772659,0.229172
3,0.5437273,0.28902712,"('repellent', 'pleasant')",-0.35831785,-0.32311946,0.2607756,0.4297869,0.1487283,0.1318982,0.0168301
66,-0.5277721,-0.3144758,"('inactive', 'active')",0.18013954,0.2679569,0.8425503,0.9883907,0.1649726,0.3139573,-0.1489847
53,0.51301193,0.47309768,"('uncreative', 'creative')",-1.0325079,-0.98645306,1.3723409,1.4795845,0.2842817,0.3220764,-0.0377947
8,0.48401022,0.6999458,"('unaffectionate', 'affectionate')",-1.7178687,-1.6664981,0.3451416,0.3681898,-0.296239,-0.1994541,-0.0967849
17,0.48229644,0.595288,"('nasty', 'nice')",-0.5305698,-0.52392596,-1.0555971,-1.0214193,-0.3679568,-0.3166858,-0.051271
67,0.4712774,0.54733914,"('doubtful', 'determined')",1.1779873,1.2471223,-0.4775076,-0.4383686,0.3905857,0.452031,-0.0614453
57,0.45999673,0.42027554,"('unimaginative', 'imaginative')",-1.2061749,-1.1291441,-1.6931534,-1.5837635,-0.8131105,-0.7642107,-0.0488998
32,0.44721922,0.10299959,"('unkind', 'kind')",-0.1905516,-0.21266884,1.429422,1.4314735,0.5620299,0.4406014,0.1214285
22,0.44397378,0.030339278,"('untrustworthy', 'trustworthy')",-0.146917,-0.10127616,-0.7732062,-0.6767454,-0.1587165,-0.2492274,0.0905109
45,0.437003,-0.12653454,"('incompetent', 'competent')",-0.2710249,-0.41861576,0.5973618,0.56042224,0.2544466,0.0050907,0.2493559
13,0.39310133,-0.3261847,"('impolite', 'polite')",0.07266208,-0.06334104,0.10776627,0.023314856,0.1911766,-0.1220703,0.3132469
64,-0.37777784,-0.6319085,"('shy', 'confident')",0.6762343,0.61946183,-5.6176147,-5.697198,-1.7730527,-1.9032148,0.1301621
49,-0.37208313,-0.395541,"('unable', 'able')",-0.6955284,-0.51059043,-0.5102447,-0.3459565,-0.5259521,-0.4173627,-0.1085894
84,0.33060184,0.27654788,"('inferior', 'superior')",-0.19022799,-0.22421102,0.8977959,0.810038,0.3460566,0.2874583,0.0585983
54,-0.28799188,-0.13525066,"('incapable', 'capable')",-0.4730464,-0.43176815,0.48829058,0.55784667,-0.0909159,-0.0030574,-0.0878585
68,0.27680176,0.23619132,"('dependent', 'independent')",-0.2296832,-0.12526459,-0.36425856,-0.44507352,-0.1057133,-0.1113823,0.005669
25,-0.27263945,-0.19129567,"('egoistic', 'altruistic')",-0.115801945,-0.13952,1.1093838,1.018044,0.2403141,0.2290761,0.011238
73,0.26674053,0.06372771,"('helpless', 'self-reliant')",0.30327758,0.22284427,-3.4868755,-3.6349137,-0.9722858,-1.1161139,0.1438281
85,-0.25367942,0.33275923,"('insignificant', 'prestigious')",0.13002978,0.046301346,0.066496685,-0.012799315,-0.019051,0.1220871,-0.1411381
33,-0.23418257,-0.06608763,"('wrong', 'right')",0.5458922,0.5430323,-1.0006824,-1.1852697,-0.2296576,-0.2361083,0.0064507
88,-0.19512731,-0.133982,"('low', 'eminent')",-0.5151127,-0.47444138,0.35699308,0.2221626,-0.117749,-0.1287536,0.0110046
83,0.16720927,0.08444028,"('powerless', 'powerful')",-0.3018915,-0.29599488,-0.84854406,-0.76941466,-0.3277421,-0.3269898,-0.0007523
1,-0.16424455,-0.09516811,"('unfriendly', 'friendly')",-1.6134789,-1.6958871,1.5968876,1.4625752,-0.0602786,-0.1094933,0.0492147
77,-0.15645397,-0.6032362,"('unmotivated', 'motivated')",-0.4117136,-0.53773206,-1.060159,-1.1511364,-0.5427755,-0.7640349,0.2212594
38,-0.14372362,-0.18409972,"('untruthful', 'truthful')",-0.85251635,-0.9587758,0.018670648,-0.18473583,-0.3258564,-0.4425371,0.1166807
75,-0.14117597,0.18662964,"('meek', 'impulsive')",0.057445835,0.2002242,-0.5043911,-0.42323083,-0.1960404,-0.0121257,-0.1839147
11,0.14063546,-0.07910954,"('unhelpful', 'helpful')",-1.2891909,-1.2126918,2.3218656,2.3882868,0.3911034,0.3654952,0.0256082
80,-0.1390164,-0.560011,"('dominated', 'dominating')",0.77198464,0.8129409,-0.9436223,-0.7722233,-0.1035513,-0.1730978,0.0695465
58,0.1239495,0.15363301,"('undiscriminating', 'discriminating')",-0.41412836,-0.43155152,0.19760567,0.22194882,-0.0308577,-0.0186566,-0.0122011
42,0.114736,-0.20929769,"('unreliable', 'reliable')",0.392322,0.21594271,-2.3199077,-2.3607583,-0.6042832,-0.7847044,0.1804212
34,0.08663244,0.02791255,"('mean', 'honorable')",-0.46761578,-0.48074237,5.6463017,5.6514745,1.7551061,1.7328815,0.0222246
19,-0.06532587,0.12852046,"('inhospitable', 'hospitable')",-0.8818889,-0.90990245,-0.23246925,-0.33022562,-0.393228,-0.3705359,-0.0226921
28,0.043814115,-0.32133234,"('disloyal', 'loyal')",-1.4960144,-1.5001038,1.1801099,1.2413037,-0.0906968,-0.1933775,0.1026807
82,-0.03707157,-0.3311804,"('poor', 'rich')",-0.9870494,-1.038669,6.014627,5.970452,1.6635021,1.533534,0.1299681
51,0.036123205,-0.41347688,"('uneducated', 'educated')",-0.63919294,-0.62367153,0.57054687,0.5388156,-0.010841,-0.166111,0.15527
47,0.026076581,-0.123227194,"('stupid', 'smart')",0.7470438,0.9037272,5.094112,5.14431,1.9557441,1.9749366,-0.0191925
