,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,male-female
7,2.046222,1.5846183,"('insensitive', 'sensitive')",-0.6806473,-0.6670144,0.8980554,0.8381829,0.7545433,0.5852623,0.169281
10,1.8519449,1.3359926,"('unsympathetic', 'sympathetic')",-1.5026026,-1.5704393,0.79245186,0.8182264,0.3805981,0.1945932,0.1860049
44,-1.8241631,-1.6216762,"('prejudiced', 'unprejudiced')",0.31299508,0.35542363,-1.745875,-1.6393167,-1.085681,-0.968523,-0.117158
31,-1.6793389,-1.2964787,"('evil', 'good')",0.028304966,0.019325614,-1.2320814,-1.3771782,-0.9610384,-0.8847771,-0.0762613
60,1.6600554,0.87159216,"('inefficient', 'efficient')",-0.25414985,-0.36903054,0.6371375,0.4945138,0.6810143,0.3323585,0.3486558
35,-1.6474141,-1.079446,"('corrupt', 'incorrupt')",0.65140057,0.72831935,-0.7300294,-0.84410644,-0.5753477,-0.398411,-0.1769367
70,1.5989438,1.174756,"('lethargic', 'energetic')",-0.9849925,-1.0142922,1.0393584,1.0526291,0.5511032,0.4043643,0.1467389
12,1.5820348,1.3658444,"('unsupportive', 'supportive')",-0.8651263,-0.95309854,-1.2154356,-1.3402244,-0.1661757,-0.3091595,0.1429838
23,1.5531173,1.1443504,"('insincere', 'sincere')",-1.8963947,-2.0201025,5.1505303,5.1372466,1.6024176,1.4204982,0.1819194
40,1.5478624,1.4625553,"('stingy', 'generous')",-0.32536608,-0.36556473,-0.79916906,-1.0089962,0.1411091,0.0293314,0.1117777
79,-1.5154943,-1.17458,"('wavering', 'unwavering')",-0.7928405,-0.84385383,-0.22056895,-0.30887374,-0.8429679,-0.7757692,-0.0671987
6,-1.4649515,-0.9230162,"('distant', 'open')",-0.7186862,-0.7397578,0.15719393,0.079943,-0.6754812,-0.5276103,-0.1478709
69,-1.4627349,-0.99041873,"('lazy', 'industrious')",1.9146569,1.9425741,-0.81120944,-0.9213333,-0.1197625,0.010274,-0.1300365
27,1.4473672,1.5588621,"('hardhearted', 'softhearted')",-0.6570394,-0.6035954,1.5815328,1.661968,0.7906202,0.8724116,-0.0817914
74,1.4375663,1.3266072,"('undedicated', 'dedicated')",0.064588875,0.038925268,0.87016463,0.8760176,0.7907732,0.7471833,0.0435899
39,1.4220756,1.160716,"('exploitative', 'cooperative')",0.9235127,0.9824025,-0.022299584,0.059802376,0.7744296,0.734307,0.0401226
