,dte_male,dte_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,male-female
1,-2.7088485,-2.3973026,"('unfriendly', 'friendly')",-0.064810395,0.14312997,0.26248744,0.7821571,-0.8370571,-0.4906718,-0.3463853
9,-2.2330182,-1.8384901,"('unaffectionate', 'caring')",0.040081073,0.37634417,0.025664695,0.5393857,-0.7224241,-0.3075867,-0.4148374
6,-2.2246728,-1.86224,"('distant', 'open')",-0.9853654,-0.6378673,-1.926009,-1.2466067,-1.7120158,-1.2489047,-0.4631111
8,-2.1770978,-2.1301043,"('unaffectionate', 'affectionate')",-1.0539608,-0.7569617,-0.6744427,-0.14635557,-1.3018338,-1.0111405,-0.2906933
27,-1.743399,-1.5061679,"('hardhearted', 'softhearted')",-0.32687184,-0.19278267,0.19005755,0.34199402,-0.6267378,-0.4523188,-0.174419
5,-1.5775429,-1.2501558,"('distant', 'outgoing')",-0.22488141,0.03982894,-1.669133,-1.0696841,-1.1571857,-0.7600037,-0.397182
28,-1.4440265,-1.3335202,"('disloyal', 'loyal')",0.000613682,-0.12212704,0.61233234,0.6887744,-0.2770268,-0.2556243,-0.0214025
26,-1.3772871,-1.3266009,"('hardhearted', 'benevolent')",0.6103947,0.6036107,1.0245036,1.1227525,0.0858704,0.1332541,-0.0473837
10,-1.3753549,-1.2832611,"('unsympathetic', 'sympathetic')",-0.08570406,-0.3205598,-0.18118772,-0.3102723,-0.5474156,-0.638031,0.0906154
31,-1.3570256,-1.165026,"('evil', 'good')",-1.6218904,-1.2687731,-2.1093903,-1.7425076,-1.6961021,-1.3921022,-0.3039999
18,-1.3477398,-1.4769505,"('disagreeable', 'welcoming')",-0.7492264,-0.8929899,-1.1542636,-1.2900376,-1.0837433,-1.2199926,0.1362493
25,-1.3295921,-1.414517,"('egoistic', 'altruistic')",0.31448692,0.37183106,0.65814734,0.8322786,-0.118986,-0.0701358,-0.0488502
53,-1.3225927,-0.9983995,"('uncreative', 'creative')",0.50891966,0.5996142,0.25534874,0.5090915,-0.1861081,0.0367687,-0.2228768
73,1.3102744,1.4436584,"('helpless', 'self-reliant')",1.1617662,1.3087296,-3.5512643,-3.244376,-0.3597412,-0.163996,-0.1957452
86,-1.2730443,-0.96154624,"('uninfluential', 'influential')",0.66918397,0.6239548,-0.60981005,-0.7390229,-0.4045568,-0.3588715,-0.0456853
82,-1.2566061,-1.2621058,"('poor', 'rich')",-0.15821025,-0.18180299,5.7555847,5.549141,1.4469228,1.3684107,0.0785121
40,-1.2052675,-1.1941845,"('stingy', 'generous')",0.031080544,0.005617141,-3.1229053,-2.9266484,-1.4323641,-1.3717386,-0.0606255
78,-1.1927733,-1.1220433,"('nonresilient', 'resilient')",-0.11449447,-0.2561375,-0.39556867,-0.40196213,-0.5676122,-0.593381,0.0257688
80,1.0920268,0.79896533,"('dominated', 'dominating')",0.6666503,0.32280725,0.7525088,0.22010162,0.837062,0.4472914,0.3897706
41,-1.0823656,-1.0866203,"('unforgiving', 'forgiving')",-0.47327945,-0.66108954,0.6660789,0.4816307,-0.2965221,-0.4220264,0.1255043
24,-1.0051936,-0.71200377,"('dishonest', 'honest')",0.6130918,0.806314,0.4211086,0.5598645,0.0096689,0.2180582,-0.2083893
56,0.9930199,1.2048141,"('impractical', 'practical')",1.9282557,1.7521969,0.56295246,0.4756317,1.1614094,1.1442142,0.0171952
64,0.96687794,1.0049502,"('shy', 'confident')",1.385154,1.2265904,-4.9872494,-4.897097,-0.8784058,-0.8885188,0.010113
19,-0.96207523,-0.609377,"('inhospitable', 'hospitable')",-1.1284295,-0.85379255,-0.75387746,-0.3916677,-0.9481273,-0.6182791,-0.3298482
74,-0.9551312,-0.9941493,"('undedicated', 'dedicated')",0.12223437,-0.0045693163,-0.007795006,-5.6942925e-05,-0.2802306,-0.3329252,0.0526946
48,-0.89404416,-0.9632516,"('unintelligent', 'intelligent')",0.9464375,0.84638155,-0.032482095,-0.2758189,0.0066371,-0.1308963,0.1375334
57,-0.8866823,-0.70543545,"('unimaginative', 'imaginative')",0.92608947,0.7353179,-2.9074042,-2.8596015,-0.955999,-0.9432397,-0.0127593
45,-0.8693806,-1.0405557,"('incompetent', 'competent')",-0.04638777,-0.32829577,0.086660266,-0.068269506,-0.2763694,-0.4790403,0.2026709
66,-0.86373997,-0.8460945,"('inactive', 'active')",-0.695286,-0.5456577,0.3174141,0.39456657,-0.4138707,-0.3323952,-0.0814755
0,-0.8476355,-0.96740294,"('unsociable', 'sociable')",0.5071199,0.098813094,0.28624457,0.023893481,-0.0180903,-0.2815654,0.2634751
36,-0.83406544,-1.0008117,"('hostile', 'amicable')",-1.2023071,-0.99281174,-0.9988207,-0.82523143,-1.0117311,-0.9396183,-0.0721128
23,-0.83390766,-0.6532857,"('insincere', 'sincere')",0.14456528,0.021840423,5.517153,5.381189,1.6092701,1.5832478,0.0260223
39,0.7420514,0.6956569,"('exploitative', 'cooperative')",0.05947545,0.08611628,0.41897827,0.29951242,0.4068351,0.3604285,0.0464066
32,-0.7315215,-0.46262679,"('unkind', 'kind')",0.2563588,0.23230682,1.1327276,1.1805147,0.2191883,0.3167316,-0.0975433
35,-0.70799786,-0.57518303,"('corrupt', 'incorrupt')",-1.3540778,-0.9806327,-1.3278953,-0.9020947,-1.1299903,-0.8193035,-0.3106868
68,-0.6862023,-0.73087496,"('dependent', 'independent')",-0.3695436,-0.39464778,-1.245867,-1.606381,-0.7672043,-0.9106346,0.1434303
76,0.6814467,0.50244635,"('anxious', 'daring')",0.16511568,-0.08818174,0.75554854,0.5203558,0.534037,0.3115401,0.2224969
34,-0.67209435,-0.5666532,"('mean', 'honorable')",0.49174148,0.5058544,4.919793,4.6700864,1.5798135,1.5364292,0.0433843
17,-0.65809566,-0.53849864,"('nasty', 'nice')",-0.880164,-0.8411296,-0.122922376,-0.11845096,-0.5537274,-0.4993597,-0.0543677
51,-0.62171453,-0.4563018,"('uneducated', 'educated')",0.010909449,-0.10466066,1.0088506,0.6377279,0.1326818,0.0255885,0.1070933
55,-0.61021304,-0.6952832,"('incompetent', 'clever')",0.11201952,-0.1957363,0.8696726,0.39136437,0.1238264,-0.1665517,0.2903781
54,-0.6039951,-0.6793265,"('incapable', 'capable')",-0.43423924,-0.4615633,0.50731516,0.46845067,-0.1769731,-0.2241464,0.0471733
52,-0.5928487,-0.7184529,"('irrational', 'rational')",-0.36452228,-0.31341916,-1.0780113,-0.85824174,-0.6784608,-0.6300379,-0.0484229
20,-0.5819938,-0.5218017,"('rough', 'thoughtful')",-0.17091593,-0.15007192,0.46002525,0.2343083,-0.0976282,-0.1458551,0.0482269
67,0.55686355,0.4942009,"('doubtful', 'determined')",0.4492549,0.35834265,0.185717,0.015962182,0.3972785,0.2895019,0.1077766
72,-0.53746086,-0.40675583,"('unambitious', 'ambitious')",0.7637462,0.7723056,-0.9007948,-0.6957787,-0.2248365,-0.1100763,-0.1147602
44,0.53472674,0.2100899,"('prejudiced', 'unprejudiced')",-0.08901363,-0.13749897,-0.7285617,-0.8422227,-0.0942829,-0.2565439,0.162261
79,-0.5281527,-0.65215695,"('wavering', 'unwavering')",-0.7409233,-0.6719026,-0.99670696,-0.7253283,-0.7552609,-0.6831293,-0.0721316
58,-0.5178813,-0.690898,"('undiscriminating', 'discriminating')",0.90070367,0.6690495,0.25741094,0.082712606,0.2134111,0.020288,0.1931231
15,0.5123908,0.62524515,"('boring', 'funny')",0.09179373,0.29102576,0.6545654,0.7030224,0.4195833,0.5397644,-0.1201811
69,0.50301456,0.42440298,"('lazy', 'industrious')",0.4483875,0.61561716,-0.9807697,-0.9137101,-0.0097892,0.0421033,-0.0518925
81,0.5027898,0.30797935,"('submissive', 'aggressive')",2.021793,1.641713,0.19615911,-0.23170665,0.9069139,0.5726619,0.334252
88,-0.48619506,-0.89889026,"('low', 'eminent')",0.18152823,-0.015238769,0.1621142,-0.16543749,-0.0475175,-0.3598555,0.312338
62,0.48423514,0.4834897,"('incompetent', 'brilliant')",0.99575734,0.8455287,0.4844676,0.4616966,0.65482,0.596905,0.057915
87,0.42137107,0.06301217,"('unsuccessful', 'successful')",0.43625844,0.23742627,0.69947517,0.37206978,0.5190349,0.2241694,0.2948655
14,0.41903657,0.2782046,"('antisocial', 'social')",1.4958539,1.2260195,0.50466627,-0.06835419,0.806519,0.4786233,0.3278957
85,-0.41846803,-0.7020141,"('insignificant', 'prestigious')",0.015921071,0.101764865,-1.0050616,-0.8656581,-0.4692028,-0.4886358,0.019433
2,0.37270814,0.45359868,"('unlikable', 'likable')",1.2768307,1.3212643,1.4183303,1.3719305,1.0226231,1.0489311,-0.026308
46,0.35492548,0.25730735,"('uncompetitive', 'competitive')",0.45090288,0.06334821,-0.4255052,-0.7062806,0.1267744,-0.1285417,0.2553161
30,0.35406828,0.5830757,"('intolerant', 'tolerant')",1.6007841,1.4365485,1.1080271,0.9185806,1.0209599,0.9794016,0.0415583
60,0.35216177,0.5730923,"('inefficient', 'efficient')",2.2205312,1.9438109,0.74768573,0.52899265,1.1067928,1.0152986,0.0914942
42,0.33858997,0.28557247,"('unreliable', 'reliable')",0.4464298,0.15525916,-2.3638065,-2.21603,-0.5262622,-0.5917327,0.0654705
38,-0.31544632,-0.2298966,"('untruthful', 'truthful')",0.4039698,0.46225294,0.27641594,0.41700536,0.1216465,0.2164539,-0.0948074
21,0.30270502,0.3491847,"('immoral', 'moral')",1.5595331,1.2712601,-0.11557987,-0.7003393,0.5822194,0.3067018,0.2755176
22,-0.29596117,-0.09656743,"('untrustworthy', 'trustworthy')",-0.73845005,-0.75166357,-0.39477664,-0.46846175,-0.4763959,-0.4388976,-0.0374983
50,0.28044447,0.19245756,"('clumsy', 'skillful')",-0.31105423,-0.2751355,-0.20441297,-0.04709203,-0.0783409,-0.0432567,-0.0350842
29,-0.2781917,-0.07893297,"('unfair', 'fair')",-0.597094,-0.581894,-0.8081209,-0.8560772,-0.5611355,-0.5056347,-0.0555008
84,0.2684009,0.38743567,"('inferior', 'superior')",0.3508789,0.28807664,0.4762519,0.6038561,0.3651772,0.4264561,-0.0612789
83,0.2622531,0.3157857,"('powerless', 'powerful')",1.3228619,1.2487341,-1.3154534,-1.3366634,0.0898872,0.0759522,0.013935
