,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
16,-2.2215648,-2.32678,"('unpopular', 'popular')",0.012870792,0.004704103,0.5104748,0.44321784,-0.5660731,-0.6262861,0.060213
56,2.016767,2.481015,"('impractical', 'practical')",1.3075793,1.4601393,0.09486433,0.5193995,1.1397369,1.4868512,-0.3471143
84,1.8447975,1.8803294,"('inferior', 'superior')",0.6043985,0.66830015,0.9817569,1.0722464,1.1436509,1.2069586,-0.0633077
52,-1.7685486,-2.020634,"('irrational', 'rational')",-0.53059775,-0.7825183,0.2163768,0.040051855,-0.6942565,-0.9210335,0.226777
60,1.750644,1.9497771,"('inefficient', 'efficient')",0.8348196,0.9191382,0.21630384,0.4704879,0.9339224,1.1131344,-0.179212
31,-1.7243159,-2.056143,"('evil', 'good')",-0.34182778,-0.6425004,-1.0938807,-1.2407428,-1.0533415,-1.3131288,0.2597873
43,1.6522734,1.7614528,"('irresponsible', 'responsible')",0.5749156,0.32871455,0.4476283,0.49616903,0.8916058,0.8621121,0.0294937
5,-1.5329038,-1.5309469,"('distant', 'outgoing')",0.15600665,0.17337602,0.044574723,0.101041615,-0.4441075,-0.4188431,-0.0252644
36,-1.5175725,-2.0764513,"('hostile', 'amicable')",0.17472903,-0.021708354,-0.14403518,-0.42502293,-0.4956263,-0.8410608,0.3454345
39,1.4357743,1.4338073,"('exploitative', 'cooperative')",0.7003801,0.60378134,0.021357626,0.09348056,0.7191706,0.7103564,0.0088142
74,1.4266223,1.4648664,"('undedicated', 'dedicated')",0.72343785,0.81735194,0.18465084,0.11008239,0.778237,0.7974336,-0.0191966
75,-1.4141344,-1.795414,"('meek', 'impulsive')",-0.0021986756,0.25500262,-0.35124624,-0.21253067,-0.5891931,-0.584314,-0.0048791
20,1.345473,1.1232351,"('rough', 'thoughtful')",0.43233526,0.3824766,1.1235869,1.0223305,0.9671318,0.8426808,0.124451
72,1.3452275,1.3412026,"('unambitious', 'ambitious')",-0.41334534,-0.25183076,-0.88828367,-0.49108806,0.0145328,0.199428,-0.1848952
6,-1.3302971,-1.5765822,"('distant', 'open')",0.034720346,-0.090326555,0.25992256,0.17387721,-0.3452181,-0.4976772,0.1524591
