,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
79,2.0114853,1.5850627,"('wavering', 'unwavering')",2.7565382,2.6315343,-0.5514523,-0.5162403,0.35117814,0.23562238,1.1419374,0.9839948,0.1579426
41,1.7714883,1.359874,"('unforgiving', 'forgiving')",0.8060235,0.6087826,1.3629729,1.375512,0.1621669,-0.027616445,1.0256629,0.829138,0.1965249
4,1.7504778,1.2039704,"('disliked', 'liked')",1.9099351,1.5420036,0.13427767,0.009492673,-5.710221,-6.1685247,-0.4788826,-0.8532645,0.3743819
55,-1.6140705,-1.2335799,"('incompetent', 'clever')",-2.6415083,-2.5574446,-0.31670505,-0.3943912,-0.05781118,-0.012664601,-1.1575239,-1.0495201,-0.1080038
73,1.6070495,1.617549,"('helpless', 'self-reliant')",1.5740721,1.7043178,0.11214418,0.11638866,-2.891888,-2.8533776,0.1003445,0.1462194,-0.0458749
35,1.5774422,1.0194099,"('corrupt', 'incorrupt')",2.626909,2.4994104,-1.2665378,-1.2664927,-0.26298898,-0.37207025,0.6687062,0.4700643,0.1986419
10,-1.4968305,-1.1138623,"('unsympathetic', 'sympathetic')",-2.4254599,-2.3178704,-0.26959547,-0.2909869,-0.06429527,-0.0018951898,-1.0640453,-0.9311537,-0.1328916
60,-1.4903723,-1.0198408,"('inefficient', 'efficient')",-1.5607604,-1.5698183,0.5730916,0.5831987,0.2508554,0.28957143,-0.5567964,-0.4292223,-0.1275741
86,-1.4794554,-1.5613507,"('uninfluential', 'influential')",-1.486329,-1.5891727,0.3920622,0.1713878,-0.018244926,-0.093221016,-0.6479918,-0.7680891,0.1200973
61,-1.4230057,-1.3142514,"('illogical', 'logical')",-0.5420853,-0.54008573,0.45784128,0.39677173,0.10217045,0.043080166,-0.3512698,-0.3536213,0.0023515
48,-1.4042985,-1.224528,"('unintelligent', 'intelligent')",-1.5209111,-1.5020819,0.7297081,0.7604956,0.52796936,0.56134176,-0.416883,-0.3511931,-0.0656899
