,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,male-female
29,0.8567763,1.288598,"('unfair', 'fair')",0.061223567,0.26529533,0.4589999,0.7769467,-0.3179468
26,0.77200437,1.0321096,"('hardhearted', 'benevolent')",1.1717782,1.3494959,0.9718913,1.1908028,-0.2189115
55,0.7714311,0.41748267,"('incompetent', 'clever')",-1.3592609,-1.4482173,-0.2939149,-0.5153673,0.2214524
33,0.76572216,1.1257153,"('wrong', 'right')",0.5036733,0.7269097,0.6346977,0.9263124,-0.2916147
31,-0.7657213,-0.15718687,"('evil', 'good')",0.43629405,0.97010076,-0.1647136,0.4064569,-0.5711705
85,0.7646062,1.3044473,"('insignificant', 'prestigious')",0.9910658,1.406202,0.877836,1.3553246,-0.4774886
10,-0.7585934,-1.1047443,"('unsympathetic', 'sympathetic')",-1.5675074,-1.8957608,-1.1630504,-1.5002525,0.3372021
61,0.75193256,0.85997236,"('illogical', 'logical')",-0.30609083,-0.3901198,0.2229209,0.2349263,-0.0120054
12,0.6970497,0.5308309,"('unsupportive', 'supportive')",-0.75391614,-0.74809,-0.0284332,-0.1086296,0.0801964
73,0.6957954,0.8794342,"('helpless', 'self-reliant')",0.5272273,0.7508218,0.6115113,0.815128,-0.2036167
47,-0.67788446,-0.9007646,"('stupid', 'smart')",-0.5349883,-0.8249789,-0.6064364,-0.8628718,0.2564354
72,0.6682749,0.9010199,"('unambitious', 'ambitious')",-1.5172962,-1.0695657,-0.4245107,-0.0842729,-0.3402378
32,0.63897425,0.5009975,"('unkind', 'kind')",-0.20681162,-0.25310963,0.2160813,0.1239439,0.0921374
49,-0.626108,-0.7490369,"('unable', 'able')",-0.8100796,-0.950487,-0.7180938,-0.849762,0.1316682
81,-0.6234018,-1.4015591,"('submissive', 'aggressive')",0.11117475,-0.7976296,-0.2561135,-1.0995944,0.8434809
82,-0.60225147,-0.7880331,"('poor', 'rich')",-0.3616699,-0.2563919,-0.4819607,-0.5222125,0.0402518
54,0.6008073,0.49894577,"('incapable', 'capable')",0.30468118,0.22276849,0.4527442,0.3608571,0.0918871
70,-0.56962276,-1.130014,"('lethargic', 'energetic')",-0.70633805,-1.0220604,-0.6379804,-1.0760372,0.4380568
67,-0.56221676,-0.71724147,"('doubtful', 'determined')",-0.33176258,-0.47280237,-0.4469897,-0.5950219,0.1480322
8,-0.5423596,0.17693794,"('unaffectionate', 'affectionate')",-0.6699254,0.23665863,-0.6061425,0.2067983,-0.8129408
41,-0.54181856,-0.5141312,"('unforgiving', 'forgiving')",-1.4474666,-1.1969719,-0.9946426,-0.8555515,-0.1390911
36,-0.5282878,-0.32357448,"('hostile', 'amicable')",-0.28786036,-0.081247814,-0.4080741,-0.2024111,-0.205663
30,0.52393955,0.06540812,"('intolerant', 'tolerant')",-1.0277939,-1.2516668,-0.2519272,-0.5931293,0.3412021
84,0.51565945,0.6770522,"('inferior', 'superior')",-0.0077175144,-0.14086679,0.253971,0.2680927,-0.0141217
64,-0.5121981,-0.6816756,"('shy', 'confident')",-0.1931763,-0.56940514,-0.3526872,-0.6255404,0.2728532
16,-0.5101024,-0.28836116,"('unpopular', 'popular')",0.07604416,0.2927612,-0.2170291,0.0022,-0.2192291
9,0.50721,1.0881689,"('unaffectionate', 'caring')",-1.0007415,-0.3220503,-0.2467657,0.3830593,-0.629825
34,-0.49636728,-0.7805762,"('mean', 'honorable')",-0.5746227,-0.62238413,-0.535495,-0.7014802,0.1659852
86,-0.48106328,-0.71071833,"('uninfluential', 'influential')",-2.0306225,-2.0762944,-1.2558429,-1.3935064,0.1376635
88,-0.4739638,-0.7529389,"('low', 'eminent')",0.20763522,0.003846988,-0.1331643,-0.374546,0.2413817
13,-0.45439315,-0.66316617,"('impolite', 'polite')",-1.9195273,-2.0839214,-1.1869602,-1.3735437,0.1865835
25,0.45286885,0.71386516,"('egoistic', 'altruistic')",0.41501746,0.68802875,0.4339432,0.7009469,-0.2670037
65,0.44308373,-0.061399058,"('insecure', 'secure')",-0.5988765,-0.9783692,-0.0778964,-0.5198841,0.4419877
5,-0.41828904,0.034715977,"('distant', 'outgoing')",0.43528953,0.6679801,0.0085002,0.351348,-0.3428478
83,0.41666555,0.3116537,"('powerless', 'powerful')",-0.8761743,-0.8640831,-0.2297544,-0.2762147,0.0464603
46,-0.385254,-1.0197177,"('uncompetitive', 'competitive')",-0.8343034,-1.3695061,-0.6097787,-1.1946119,0.5848332
45,0.3844156,0.28223956,"('incompetent', 'competent')",-1.892632,-1.7902929,-0.7541082,-0.7540267,-8.15e-05
44,0.3796387,-0.035545662,"('prejudiced', 'unprejudiced')",0.37131977,0.06272586,0.3754792,0.0135901,0.3618891
69,0.37884617,0.8163501,"('lazy', 'industrious')",1.1850111,1.220481,0.7819287,1.0184156,-0.2364869
51,-0.37681782,-0.71000594,"('uneducated', 'educated')",-0.24928123,-0.48980367,-0.3130495,-0.5999048,0.2868553
75,-0.35496444,-0.39366776,"('meek', 'impulsive')",0.164032,0.39887762,-0.0954662,0.0026049,-0.0980711
23,0.3290137,0.019106194,"('insincere', 'sincere')",-1.6552107,-1.8111291,-0.6630985,-0.8960115,0.232913
3,-0.326256,-0.6938153,"('repellent', 'pleasant')",-1.0963689,-1.3423237,-0.7113125,-1.0180695,0.306757
78,-0.29736844,-0.20280884,"('nonresilient', 'resilient')",-0.5828953,-0.6464222,-0.4401318,-0.4246155,-0.0155163
52,0.2938447,0.54280186,"('irrational', 'rational')",0.89816856,0.96148944,0.5960066,0.7521456,-0.156139
48,0.29037663,0.2534403,"('unintelligent', 'intelligent')",-1.3821516,-1.1277622,-0.5458875,-0.437161,-0.1087265
74,0.26334903,0.10918976,"('undedicated', 'dedicated')",-0.16786397,-0.4624055,0.0477425,-0.1766079,0.2243504
0,-0.26333705,-0.73497045,"('unsociable', 'sociable')",-1.5795665,-1.9980175,-0.9214517,-1.3664939,0.4450422
66,-0.25895274,-0.28391775,"('inactive', 'active')",1.0339332,0.8226899,0.3874902,0.2693861,0.1181041
79,-0.25234047,-0.22875044,"('wavering', 'unwavering')",0.57167286,0.58806807,0.1596662,0.1796588,-0.0199926
71,0.25008404,0.43591577,"('diffident', 'self-confident')",-0.7460656,-0.6790588,-0.2479908,-0.1215715,-0.1264193
43,0.24595907,0.07268879,"('irresponsible', 'responsible')",-1.6727966,-1.9896421,-0.7134188,-0.9584767,0.2450579
50,-0.23800163,0.088949814,"('clumsy', 'skillful')",0.97479385,1.3908994,0.3683961,0.7399246,-0.3715285
27,0.2322635,0.62404794,"('hardhearted', 'softhearted')",-1.9153389,-1.2191302,-0.8415377,-0.2975411,-0.5439966
58,0.20007932,0.28474984,"('undiscriminating', 'discriminating')",0.1405826,0.29888004,0.170331,0.2918149,-0.1214839
22,0.18824528,-0.01521405,"('untrustworthy', 'trustworthy')",-0.43476677,-0.6828703,-0.1232607,-0.3490422,0.2257815
6,-0.18556064,0.39713588,"('distant', 'open')",1.0076554,1.2808139,0.4110474,0.8389749,-0.4279275
57,-0.18253765,-0.48444173,"('unimaginative', 'imaginative')",-1.0069957,-1.3137195,-0.5947667,-0.8990806,0.3043139
4,-0.17407031,-0.071492426,"('disliked', 'liked')",0.00030665752,0.16836935,-0.0868818,0.0484385,-0.1353203
19,-0.14418277,0.2572527,"('inhospitable', 'hospitable')",-0.22276257,0.33979416,-0.1834727,0.2985234,-0.4819961
24,-0.14103094,0.12410573,"('dishonest', 'honest')",-1.318307,-1.039073,-0.729669,-0.4574836,-0.2721854
7,0.13206288,0.038399145,"('insensitive', 'sensitive')",-1.0198821,-1.0930676,-0.4439096,-0.5273343,0.0834247
59,0.12057717,0.72437733,"('foolish', 'wise')",0.83228105,1.1391189,0.4764291,0.9317482,-0.4553191
63,-0.10237658,-0.28484574,"('unperceptive', 'insightful')",-0.14211877,-0.20451239,-0.1222477,-0.2446791,0.1224314
11,0.04398976,-0.28371242,"('unhelpful', 'helpful')",-1.6075253,-1.6868781,-0.7817678,-0.9852952,0.2035274
20,-0.034418993,-0.04132159,"('rough', 'thoughtful')",-0.41386533,-0.339397,-0.2241422,-0.1903593,-0.0337829
1,-0.023283452,0.6476146,"('unfriendly', 'friendly')",-0.93915844,-0.2419245,-0.481221,0.2028451,-0.6840661
37,-0.00040397048,0.3382198,"('fake', 'genuine')",-0.6613802,-0.28350702,-0.3308921,0.0273564,-0.3582485
