,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-1.7859802,-1.7885666,"('distant', 'open')",0.6247547,0.4765353,-0.5806128,-0.6560156,0.0754028
5,-1.5304489,-1.5904211,"('distant', 'outgoing')",-0.07876635,-0.16685492,-0.8046076,-0.878638,0.0740304
60,1.5136669,1.2768553,"('inefficient', 'efficient')",-0.2972645,0.071600445,0.6082012,0.6742279,-0.0660267
81,1.5098087,1.3411536,"('submissive', 'aggressive')",-0.95815265,-0.6533302,0.275828,0.3439117,-0.0680837
19,-1.4749407,-1.4682693,"('inhospitable', 'hospitable')",0.06927732,-0.13883929,-0.7028317,-0.8035543,0.1007226
79,-1.4661818,-1.4252009,"('wavering', 'unwavering')",0.020010687,0.07940306,-0.7230855,-0.6728989,-0.0501866
76,1.4458265,1.3995081,"('anxious', 'daring')",0.08454117,0.44277573,0.7651839,0.9211419,-0.155958
31,-1.3503393,-1.3525543,"('evil', 'good')",-0.4709057,-0.84926367,-0.9106225,-1.100909,0.1902865
36,-1.3496163,-1.4086558,"('hostile', 'amicable')",0.7700638,0.27156994,-0.2897762,-0.5685429,0.2787667
1,-1.3355727,-1.665184,"('unfriendly', 'friendly')",2.080445,1.8556914,0.3724362,0.0952537,0.2771825
53,-1.2893637,-1.6578956,"('uncreative', 'creative')",0.8163968,0.7773519,-0.2364835,-0.4402718,0.2037883
8,-1.2749107,-1.2842295,"('unaffectionate', 'affectionate')",1.2350004,1.1428515,-0.0199552,-0.070689,0.0507338
9,-1.2157714,-1.4248431,"('unaffectionate', 'caring')",1.2330983,1.1972729,0.0086634,-0.1137851,0.1224485
86,-1.2076787,-1.6031592,"('uninfluential', 'influential')",-0.22033335,-0.40120012,-0.714006,-1.0021796,0.2881736
39,1.1908493,0.5215314,"('exploitative', 'cooperative')",0.33162796,0.21654129,0.7612386,0.3690363,0.3922023
29,-1.1859264,-0.9634164,"('unfair', 'fair')",-0.45994753,-0.4829734,-0.822937,-0.7231949,-0.0997421
80,1.1605737,1.0983412,"('dominated', 'dominating')",-1.7919598,-1.4775679,-0.315693,-0.1896133,-0.1260797
30,1.1379389,0.9254678,"('intolerant', 'tolerant')",1.3497121,1.2618138,1.2438254,1.0936408,0.1501846
42,1.0774938,1.0628141,"('unreliable', 'reliable')",-2.9278271,-2.721717,-0.9251667,-0.8294514,-0.0957153
14,1.019849,0.762491,"('antisocial', 'social')",-0.4798448,-0.5091749,0.2700021,0.1266581,0.143344
65,0.91061515,0.70334816,"('insecure', 'secure')",-0.46193513,-0.20780087,0.22434,0.2477736,-0.0234336
38,-0.88976425,-0.81531245,"('untruthful', 'truthful')",-0.45475182,-0.3823551,-0.672258,-0.5988338,-0.0734242
73,0.88917977,0.92795014,"('helpless', 'self-reliant')",-2.6422262,-2.602795,-0.8765233,-0.8374224,-0.0391009
66,-0.8234939,-0.9222443,"('inactive', 'active')",0.7244044,0.6165805,-0.0495448,-0.1528319,0.1032871
44,0.7852066,0.73697966,"('prejudiced', 'unprejudiced')",-1.1535729,-1.091642,-0.1841832,-0.1773312,-0.006852
16,-0.7777383,-0.9793342,"('unpopular', 'popular')",0.5216225,0.16766112,-0.1280579,-0.4058365,0.2777786
2,0.72550935,0.5567126,"('unlikable', 'likable')",0.68299705,0.625877,0.7042532,0.5912948,0.1129584
68,-0.7136053,-0.46133462,"('dependent', 'independent')",-0.51911813,-0.54303,-0.6163617,-0.5021823,-0.1141794
69,0.709293,0.49714327,"('lazy', 'industrious')",-0.20122765,-0.49475992,0.2540327,0.0011917,0.252841
62,0.70347404,0.60562515,"('incompetent', 'brilliant')",-0.06401712,0.23396806,0.3197285,0.4197966,-0.1000681
71,-0.70135456,-0.9735887,"('diffident', 'self-confident')",0.6980323,0.5832957,-0.0016611,-0.1951465,0.1934854
50,0.6863683,0.7236268,"('clumsy', 'skillful')",0.18482149,0.19818744,0.4355949,0.4609071,-0.0253122
54,-0.66045684,-0.7536598,"('incapable', 'capable')",1.2835538,1.4207358,0.3115485,0.333538,-0.0219895
64,0.6553642,0.40064535,"('shy', 'confident')",-6.794651,-6.759022,-3.0696435,-3.1791885,0.109545
