,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,male-female
21,0.6515167,0.30931246,"('immoral', 'moral')",-0.71191597,-0.78251386,-0.0301996,-0.2366007,0.2064011
75,-0.6344924,-0.23123114,"('meek', 'impulsive')",-0.45588902,-0.29850522,-0.5451907,-0.2648682,-0.2803225
35,-0.58900744,-0.41077644,"('corrupt', 'incorrupt')",0.22780193,-0.016560975,-0.1806028,-0.2136687,0.0330659
4,-0.586692,-0.61551815,"('disliked', 'liked')",-6.310537,-6.634789,-3.4486144,-3.6251535,0.1765391
87,0.5243225,-0.0014648363,"('unsuccessful', 'successful')",0.70922023,0.57759905,0.6167713,0.2880671,0.3287042
67,0.5241054,0.5202139,"('doubtful', 'determined')",-0.49995238,-0.40266404,0.0120765,0.0587749,-0.0466984
41,0.52125794,0.34550148,"('unforgiving', 'forgiving')",-0.004484946,-0.27864864,0.2583865,0.0334264,0.2249601
55,0.5093629,0.40749288,"('incompetent', 'clever')",0.14914094,0.15983668,0.3292519,0.2836648,0.0455871
57,-0.50225943,-0.8001681,"('unimaginative', 'imaginative')",-2.5298896,-2.5201762,-1.5160745,-1.6601721,0.1440976
85,-0.48497504,-0.84092057,"('insignificant', 'prestigious')",1.311389,0.80395466,0.413207,-0.018483,0.43169
52,-0.47903234,-0.8168126,"('irrational', 'rational')",0.59939724,0.14054772,0.0601825,-0.3381324,0.3983149
22,0.47422916,0.46857202,"('untrustworthy', 'trustworthy')",-0.8605507,-0.8291536,-0.1931608,-0.1802908,-0.01287
3,-0.45301333,-0.67495483,"('repellent', 'pleasant')",-0.0198398,0.0728525,-0.2364266,-0.3010512,0.0646246
40,0.4515153,0.44473362,"('stingy', 'generous')",-1.1387398,-1.3230852,-0.3436123,-0.4391758,0.0955635
20,0.436003,0.434309,"('rough', 'thoughtful')",1.2375453,1.2213721,0.8367741,0.8278406,0.0089335
34,-0.4257016,-0.47647142,"('mean', 'honorable')",5.9292264,6.034345,2.7517624,2.7789369,-0.0271745
82,-0.41758037,-0.33335125,"('poor', 'rich')",6.169814,6.396769,2.8761168,3.031709,-0.1555922
74,0.40977892,0.3121356,"('undedicated', 'dedicated')",0.43459663,0.2841187,0.4221878,0.2981272,0.1240606
37,0.3685799,0.48240262,"('fake', 'genuine')",0.4407074,0.70117706,0.4046437,0.5917898,-0.1871461
28,-0.3677319,-0.8066487,"('disloyal', 'loyal')",0.9391597,0.76704746,0.2857139,-0.0198006,0.3055145
70,0.35751408,0.29715866,"('lethargic', 'energetic')",0.4203555,0.701179,0.3889348,0.4991688,-0.110234
56,0.35454077,0.0691134,"('impractical', 'practical')",-0.15798289,-0.071714625,0.0982789,-0.0013006,0.0995795
26,0.34986797,-0.034992866,"('hardhearted', 'benevolent')",2.29851,1.8872093,1.3241891,0.9261082,0.3980809
10,-0.33589542,-0.61167526,"('unsympathetic', 'sympathetic')",-0.52537763,-0.42810446,-0.4306365,-0.5198898,0.0892533
32,0.33562088,0.031344514,"('unkind', 'kind')",0.70806533,0.77712816,0.5218431,0.4042363,0.1176068
78,-0.31472436,-0.12260623,"('nonresilient', 'resilient')",-0.14891812,0.054858293,-0.2318212,-0.033874,-0.1979472
47,0.30219942,0.3272084,"('stupid', 'smart')",5.6194057,5.815257,2.9608026,3.0712328,-0.1104302
51,-0.2765103,-0.3323036,"('uneducated', 'educated')",0.17778307,0.123366676,-0.0493636,-0.1044685,0.0551049
7,0.26446414,-0.09594928,"('insensitive', 'sensitive')",0.5858847,0.7057592,0.4251744,0.304905,0.1202694
58,-0.26407078,-0.3018083,"('undiscriminating', 'discriminating')",0.14472938,0.079955295,-0.0596707,-0.1109265,0.0512558
43,0.2639977,-0.0014860928,"('irresponsible', 'responsible')",0.5971967,0.6094469,0.4305972,0.3039804,0.1266168
17,-0.25664073,-0.37900972,"('nasty', 'nice')",-0.44495326,-0.5778196,-0.350797,-0.4784147,0.1276177
12,-0.25188044,-0.3330704,"('unsupportive', 'supportive')",-1.8888459,-1.8643887,-1.0703632,-1.0987296,0.0283664
48,0.24999422,0.0716395,"('unintelligent', 'intelligent')",0.626249,0.6331495,0.4381216,0.3523945,0.0857271
24,-0.24444267,-0.48372734,"('dishonest', 'honest')",0.63808966,0.62346154,0.1968235,0.0698671,0.1269564
84,0.23405778,0.36209348,"('inferior', 'superior')",1.0415297,1.0832851,0.6377937,0.7226893,-0.0848956
77,0.22592863,-0.17726082,"('unmotivated', 'motivated')",-1.5994502,-1.5120405,-0.6867608,-0.8446506,0.1578898
13,0.22575353,-0.19138955,"('impolite', 'polite')",-0.86780643,-0.87402356,-0.3210264,-0.5327066,0.2116802
88,0.22318217,-0.19643591,"('low', 'eminent')",0.39366588,0.309207,0.308424,0.0563855,0.2520385
33,0.17416409,-0.0733158,"('wrong', 'right')",-0.34375215,-0.46917298,-0.084794,-0.2712444,0.1864504
27,-0.1702525,0.046788033,"('hardhearted', 'softhearted')",1.499348,1.4951339,0.6645478,0.7709609,-0.1064131
11,0.16893497,-0.09002842,"('unhelpful', 'helpful')",1.2495066,1.2926334,0.7092208,0.6013025,0.1079183
15,-0.1395328,-0.39278445,"('boring', 'funny')",0.63588935,0.5344107,0.2481783,0.0708131,0.1773652
59,-0.13858187,-0.084220886,"('foolish', 'wise')",0.7410183,0.5560528,0.3012182,0.235916,0.0653022
72,-0.13371298,0.07403119,"('unambitious', 'ambitious')",-0.73308516,-0.4042644,-0.4333991,-0.1651166,-0.2682825
23,0.12364176,-0.2610567,"('insincere', 'sincere')",5.463432,5.6003785,2.7935369,2.6696608,0.1238761
63,-0.12090747,-0.2118621,"('unperceptive', 'insightful')",0.5394044,0.6915789,0.2092485,0.2398584,-0.0306099
45,-0.103946686,-0.15418798,"('incompetent', 'competent')",-0.26978374,-0.30804962,-0.1868652,-0.2311188,0.0442536
46,0.10045223,-0.15540758,"('uncompetitive', 'competitive')",-0.96685636,-1.0425252,-0.4332021,-0.5989664,0.1657643
25,-0.08296844,-0.3473437,"('egoistic', 'altruistic')",1.9472181,1.6506532,0.9321248,0.6516548,0.28047
0,-0.08202775,-0.59393257,"('unsociable', 'sociable')",-0.31171292,-0.6327022,-0.1968703,-0.6133174,0.4164471
49,-0.027676884,-0.0766909,"('unable', 'able')",-0.06742185,0.10303738,-0.0475494,0.0131732,-0.0607226
61,0.018164057,-0.47754002,"('illogical', 'logical')",0.29138273,0.063907824,0.1547734,-0.2068161,0.3615895
83,-0.015926331,-0.15816584,"('powerless', 'powerful')",-0.88606143,-0.9013558,-0.4509939,-0.5297608,0.0787669
18,-0.011806257,-0.11538274,"('disagreeable', 'welcoming')",-0.08548929,-0.19699991,-0.0486478,-0.1561913,0.1075435
