,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,male-female
0,-2.220733,-2.384541,"('unsociable', 'sociable')",-0.97602206,-1.267693,-0.70768446,-0.82792,-0.079482146,0.13763705,-0.9959804,-1.0856292,0.0896488
28,-2.1889307,-2.4096186,"('disloyal', 'loyal')",-1.8272861,-2.1139956,-1.2526133,-1.2491308,0.46762696,0.5650942,-1.2003008,-1.3019127,0.1016119
72,-2.0979912,-2.2105424,"('unambitious', 'ambitious')",-1.2847463,-1.4003146,-0.33000118,-0.21325392,-0.8443927,-0.63642573,-1.1392828,-1.1151342,-0.0241486
81,-2.0941622,-1.9926695,"('submissive', 'aggressive')",-1.5437001,-1.6392566,-2.5991485,-2.5672657,-0.8394362,-0.35153246,-1.7691118,-1.6376811,-0.1314307
21,-2.0223973,-2.0048323,"('immoral', 'moral')",-1.3804449,-1.4549353,-2.1006768,-2.0330226,-0.9423169,-0.5188724,-1.611459,-1.5029156,-0.1085434
48,-1.9909527,-2.1864133,"('unintelligent', 'intelligent')",-1.5704848,-1.9348783,-2.2514346,-2.3202965,0.0756646,0.23595525,-1.4343019,-1.5514083,0.1171064
6,1.9882429,1.9234239,"('distant', 'open')",1.520882,1.7656358,3.0927389,3.0147386,0.24188577,-0.096542016,1.7109374,1.6518141,0.0591233
63,-1.9674914,-1.8809164,"('unperceptive', 'insightful')",-0.53428274,-0.71686095,0.31231254,0.3859523,0.6618644,0.9045836,-0.3818993,-0.3268104,-0.0550889
24,-1.9338319,-2.1926253,"('dishonest', 'honest')",-2.1547995,-2.370264,-0.3249115,-0.41178256,0.35812983,0.6812122,-1.0138533,-1.073365,0.0595117
11,-1.8987584,-1.8433022,"('unhelpful', 'helpful')",-2.5812652,-2.6889505,-1.0240885,-0.881738,2.07154,2.5845416,-0.8581429,-0.7073624,-0.1507805
73,1.8967663,1.7866478,"('helpless', 'self-reliant')",1.09105,0.8559016,1.6889958,1.4838655,-3.300723,-3.753101,0.3440223,0.0933285,0.2506938
57,-1.89412,-2.0754855,"('unimaginative', 'imaginative')",-1.4473078,-1.6821294,-1.3632804,-1.5113622,-2.9886608,-3.1913047,-1.9233422,-2.1150703,0.1917281
5,1.8140702,1.7669336,"('distant', 'outgoing')",1.0806173,1.3588365,3.5213578,3.5135882,-0.15577525,-0.53552735,1.5650675,1.5259578,0.0391097
14,-1.7962773,-1.9179171,"('antisocial', 'social')",-1.2850955,-1.4689457,-3.0218804,-3.1260211,-0.69814974,-0.5343476,-1.7003508,-1.7618079,0.0614571
65,-1.7754192,-1.8706442,"('insecure', 'secure')",-1.5302337,-1.7462541,-2.788214,-2.810575,-0.17462254,0.31461015,-1.5671225,-1.5282158,-0.0389067
70,-1.7105029,-1.5948796,"('lethargic', 'energetic')",-1.5930501,-1.7757685,-0.70095587,-0.63108325,0.3378301,0.80438715,-0.9166697,-0.7993361,-0.1173336
3,-1.6992999,-1.6304935,"('repellent', 'pleasant')",-1.0387601,-1.1633737,-0.6821778,-0.5056889,0.35226816,0.5521775,-0.7669924,-0.6868446,-0.0801478
44,1.6894448,1.8095249,"('prejudiced', 'unprejudiced')",-0.20951022,-0.08946644,-1.7159988,-1.5755713,-1.7574079,-1.7299031,-0.498368,-0.396354,-0.102014
13,-1.6672837,-1.7535685,"('impolite', 'polite')",-1.775449,-1.9148208,-0.6423995,-0.6198558,-0.25127506,0.1256011,-1.0841018,-1.040661,-0.0434408
66,1.6450757,1.6918377,"('inactive', 'active')",1.6745636,1.8327572,1.5966531,1.6753912,0.98844206,0.701822,1.4761835,1.4754519,0.0007316
22,-1.5703923,-1.5593328,"('untrustworthy', 'trustworthy')",-1.1483145,-1.2047391,-1.1211916,-1.2760452,-0.9044473,-0.68706506,-1.1860864,-1.1817956,-0.0042908
7,-1.5602857,-1.5684772,"('insensitive', 'sensitive')",-1.5876902,-1.7355462,-0.42496246,-0.28340864,0.24340454,0.522258,-0.8323835,-0.7662935,-0.06609
33,1.5598832,1.4722226,"('wrong', 'right')",1.3151067,1.3367316,1.5301849,1.4685684,-0.6354309,-0.95734143,0.942436,0.8300453,0.1123907
31,1.5321691,1.4057882,"('evil', 'good')",1.6876924,1.7406974,1.5538052,1.5235199,-0.82320434,-1.3773292,0.9876156,0.823169,0.1644466
76,-1.5265529,-1.4521677,"('anxious', 'daring')",-0.31020457,-0.27923185,-2.227119,-2.0845618,-0.22984974,0.24397534,-1.0734315,-0.8929965,-0.180435
30,-1.4916174,-1.5940841,"('intolerant', 'tolerant')",-1.9426765,-2.1200728,0.015397511,0.063437134,0.1554572,0.3753705,-0.8158598,-0.8188373,0.0029775
82,-1.434916,-1.4092906,"('poor', 'rich')",-2.30253,-2.3606367,-3.3976383,-3.4386117,5.625688,5.956418,-0.377349,-0.3130302,-0.0643188
49,-1.4227066,-1.4283822,"('unable', 'able')",-0.9767436,-0.83739364,-0.12332888,-0.0010988098,-0.7383292,-0.52422446,-0.8152771,-0.6977748,-0.1175023
56,-1.3540816,-1.3823664,"('impractical', 'practical')",-1.7907503,-1.8949136,-0.33377653,-0.3133091,-0.2345303,0.24911597,-0.9282846,-0.8353683,-0.0929163
32,-1.2713443,-1.2272781,"('unkind', 'kind')",-1.3195903,-1.4339375,-1.6371785,-1.4911774,0.5725986,0.8055401,-0.9138787,-0.8367133,-0.0771654
77,-1.2137867,-1.2058215,"('unmotivated', 'motivated')",-0.41199395,-0.5090314,0.17990088,0.20719105,-0.8141797,-0.75331354,-0.5650149,-0.5652438,0.0002289
52,1.1915718,0.92505234,"('irrational', 'rational')",1.6467069,1.6477747,0.96516263,0.7694672,-0.21771607,-0.74853194,0.8964314,0.6484406,0.2479908
53,-1.1561224,-1.3251895,"('uncreative', 'creative')",-0.12998596,-0.18167448,1.2563156,1.233322,1.2020963,1.0552331,0.2930759,0.1954228,0.0976531
51,-1.1539747,-0.9957408,"('uneducated', 'educated')",-0.55467016,-0.5893957,-1.3291956,-1.2870811,0.475051,0.8766151,-0.6406974,-0.4989007,-0.1417967
41,-1.1433223,-1.297072,"('unforgiving', 'forgiving')",-0.7484765,-0.8352671,-0.4933663,-0.6095864,-0.11668048,-0.020234317,-0.6254614,-0.69054,0.0650786
39,-1.1346079,-1.2270608,"('exploitative', 'cooperative')",-0.36020216,-0.37692922,0.13308084,0.15779287,0.37364313,0.57113767,-0.2470215,-0.2187649,-0.0282566
12,-1.1106195,-1.1326681,"('unsupportive', 'supportive')",-0.44934788,-0.5708744,1.4979708,1.6058193,-1.6844691,-1.5390166,-0.4366164,-0.4091849,-0.0274315
75,1.1009341,1.2085198,"('meek', 'impulsive')",0.054525606,0.089525044,0.4814392,0.40290877,-0.6447908,-0.8281035,0.248027,0.2182126,0.0298144
79,1.0975144,1.1573144,"('wavering', 'unwavering')",1.5070276,1.6820059,1.3278247,1.3803487,-0.40577886,-0.35318884,0.881647,0.96662,-0.084973
59,0.9966856,0.98483217,"('foolish', 'wise')",0.6124339,0.69037396,0.63369924,0.61962545,-0.037927467,-0.3658715,0.5512229,0.4822401,0.0689828
1,-0.96461797,-1.3230827,"('unfriendly', 'friendly')",-0.1073774,-0.43573368,2.122122,1.9124748,1.7545114,1.3216046,0.7011595,0.3688157,0.3323438
25,0.9341204,0.8727402,"('egoistic', 'altruistic')",1.3344269,1.2182999,1.6577945,1.6552434,1.8940583,1.4445843,1.4551001,1.297717,0.1573831
4,0.8833313,0.8803839,"('disliked', 'liked')",1.2369186,1.2937996,1.3841654,1.2664363,-6.82754,-7.333793,-0.8307812,-0.9732933,0.1425121
47,-0.8573079,-0.87155765,"('stupid', 'smart')",-0.6114772,-0.7540422,-0.4852363,-0.59685516,5.11891,5.2994037,0.7912221,0.7692372,0.0219849
88,-0.7882022,-0.89386433,"('low', 'eminent')",-0.7299911,-0.8718111,-1.5607556,-1.6332086,-0.7906314,-0.71632266,-0.9673951,-1.0288017,0.0614066
16,0.78297186,0.7371449,"('unpopular', 'popular')",0.66434205,0.7630071,-0.79094166,-0.81718135,0.02066572,-0.15884966,0.1692595,0.1310302,0.0382293
9,-0.7526011,-1.0107672,"('unaffectionate', 'caring')",-0.4671833,-0.7276355,2.160562,2.2031415,1.2686069,1.030891,0.5523461,0.3739074,0.1784387
38,-0.74574864,-0.81222045,"('untruthful', 'truthful')",-0.94991136,-1.1145355,0.74501246,0.777232,-0.068209164,0.11760284,-0.2547142,-0.2579803,0.0032661
58,-0.67181545,-0.7663584,"('undiscriminating', 'discriminating')",0.3764334,0.050080758,0.45423597,0.2903356,0.48587397,0.33937085,0.161182,-0.0216428,0.1828248
71,0.6673645,0.61566436,"('diffident', 'self-confident')",-0.067466915,-0.11551303,1.8894725,2.123004,0.1349798,0.03685694,0.6560875,0.6650031,-0.0089156
74,-0.6617238,-0.6488005,"('undedicated', 'dedicated')",-0.3411207,-0.46649954,1.127614,1.0624979,0.35678262,0.4587427,0.120388,0.1014851,0.0189029
17,0.657036,0.5550832,"('nasty', 'nice')",0.71206933,0.7072555,1.2167764,1.1778527,-0.1331612,-0.15027076,0.6131801,0.5724801,0.0407
37,-0.63141257,-0.66478765,"('fake', 'genuine')",-0.5319667,-0.5807692,0.053651493,-0.0890046,0.13983977,0.10896127,-0.242472,-0.3064001,0.0639281
50,0.5664679,0.6923677,"('clumsy', 'skillful')",1.6671039,1.7074603,-0.47008666,-0.4212332,0.22622971,0.17422932,0.4974287,0.538206,-0.0407773
42,0.5528427,0.68534833,"('unreliable', 'reliable')",1.1242303,1.1312212,0.2324405,0.29147446,-2.3418348,-2.1402233,-0.1080803,-0.0080448,-0.1000355
8,-0.5332135,-0.81998587,"('unaffectionate', 'affectionate')",0.06655699,-0.21093969,1.6603534,1.5792332,0.7921079,0.42122722,0.4964512,0.2423837,0.2540675
26,0.5037986,0.29640204,"('hardhearted', 'benevolent')",1.362112,1.2523168,1.3327583,1.3835346,1.8948847,1.4733536,1.2733884,1.1014018,0.1719866
20,-0.44256335,-0.39198354,"('rough', 'thoughtful')",0.52726835,0.44007635,-0.16166951,-0.19385172,0.8169198,0.7908324,0.1849888,0.1612684,0.0237204
34,-0.39197576,-0.35340792,"('mean', 'honorable')",-0.8265991,-0.847621,1.3843219,1.3609798,5.330753,5.6521425,1.374125,1.4530233,-0.0788983
80,-0.3113098,-0.073728085,"('dominated', 'dominating')",-0.015596062,-0.017163604,-1.4158827,-1.269326,-0.33281574,0.009495549,-0.5189011,-0.3376805,-0.1812206
61,-0.29800987,-0.442996,"('illogical', 'logical')",0.08555287,0.04760574,0.60218275,0.5711624,0.005977258,0.10026068,0.0989258,0.0690082,0.0299176
87,0.2869798,0.2700311,"('unsuccessful', 'successful')",1.251452,1.2268684,0.071006246,-0.013255278,0.69843346,0.503537,0.5769679,0.4967953,0.0801726
27,0.28380764,0.18379469,"('hardhearted', 'softhearted')",-0.8573004,-0.92575485,1.2451239,1.3002505,1.1083918,0.8843596,0.4450057,0.3606625,0.0843432
78,-0.28106108,-0.13801867,"('nonresilient', 'resilient')",0.20326486,0.119716614,0.3358339,0.46491995,0.70873666,0.76353425,0.2416936,0.302538,-0.0608444
15,0.27795514,0.191119,"('boring', 'funny')",0.7435942,0.83359283,0.5939104,0.5944019,0.72615296,0.5928911,0.5854031,0.5530012,0.0324019
84,0.24085216,0.24251744,"('inferior', 'superior')",0.6148746,0.6958659,0.6863787,0.7398331,0.6191079,0.4156288,0.5403033,0.5234613,0.016842
19,0.23008856,0.22565214,"('inhospitable', 'hospitable')",-0.06621441,0.08521645,2.2447457,2.2565963,-0.09226195,-0.08679091,0.5790895,0.6201685,-0.041079
67,-0.17988686,0.054258183,"('doubtful', 'determined')",-0.64465,-0.4881227,-0.14228156,-0.09203099,-0.40123558,-0.280154,-0.3420135,-0.2015124,-0.1405011
18,-0.12388936,-0.17995769,"('disagreeable', 'welcoming')",0.37907964,0.5511404,-1.0115205,-0.93327963,-1.1734809,-1.10546,-0.4824528,-0.4168893,-0.0655635
54,-0.11653565,-0.10116204,"('incapable', 'capable')",-0.20270897,-0.087688744,1.2763361,1.5497563,0.6559322,0.69068736,0.4032559,0.5128982,-0.1096423
83,-0.09831491,-0.06959844,"('powerless', 'powerful')",0.50746244,0.4027051,0.6871185,0.7748637,-0.9320854,-0.72854567,0.0410452,0.0948562,-0.053811
29,0.08719575,0.08141084,"('unfair', 'fair')",-0.3981161,-0.25705683,0.34048542,0.3206024,-0.8607918,-0.88044703,-0.2078067,-0.1838727,-0.023934
68,-0.079568386,-0.044674486,"('dependent', 'independent')",-1.4198805,-1.4109405,-0.353558,-0.53769064,-1.4696156,-1.2971869,-0.8306556,-0.8226231,-0.0080325
64,-0.06794469,-0.14299151,"('shy', 'confident')",0.41560033,0.40462178,-0.20152009,-0.29739386,-6.310934,-6.294077,-1.5411997,-1.5824602,0.0412605
40,0.066790625,-0.11384214,"('stingy', 'generous')",0.2798131,0.15353511,0.5186332,0.44408974,-1.8027651,-2.220156,-0.234382,-0.4340933,0.1997113
2,0.06349979,0.12969474,"('unlikable', 'likable')",0.8089563,0.9741523,0.45931295,0.62582564,0.5740712,0.6931487,0.4764601,0.6057053,-0.1292452
