,jones_male,jones_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
75,-0.429683,-0.7717356,"('meek', 'impulsive')",-0.9716199,-1.3130918,-0.4123147,-0.5824201,-0.6045392,-0.8890825,0.2845433
17,0.4000641,0.4349584,"('nasty', 'nice')",-0.85502934,-0.8134642,-0.5371185,-0.591888,-0.3306946,-0.3234646,-0.00723
61,0.39149147,0.2040192,"('illogical', 'logical')",0.022318196,-0.060086142,0.27135876,0.19354501,0.2283895,0.1124927,0.1158968
47,0.38869184,0.21357383,"('stupid', 'smart')",0.47959784,0.506409,5.5930314,5.2843165,2.1537736,2.0014331,0.1523405
83,0.38102448,0.23679115,"('powerless', 'powerful')",-0.005650319,-0.07486027,-0.78782225,-0.9576225,-0.1374827,-0.2652305,0.1277478
79,0.3708259,0.06374048,"('wavering', 'unwavering')",-1.2200327,-1.5076839,0.30805558,0.06382847,-0.1803837,-0.4600383,0.2796546
66,0.36475855,-0.043409895,"('inactive', 'active')",1.0081179,0.6571124,1.5214721,1.1736733,0.9647829,0.5957919,0.368991
87,0.35957235,0.20533764,"('unsuccessful', 'successful')",1.4950247,1.2689317,0.8344977,0.9603655,0.8963649,0.811545,0.0848199
10,-0.35892358,-0.486547,"('unsympathetic', 'sympathetic')",0.1775862,0.12401889,0.06714325,-0.021159515,-0.0380647,-0.1278959,0.0898312
58,-0.32393107,-0.4807495,"('undiscriminating', 'discriminating')",1.4564306,1.2438493,0.5274912,0.49664485,0.5533302,0.4199149,0.1334153
31,-0.31470594,-0.19638938,"('evil', 'good')",-0.7597593,-0.7718945,-0.7648538,-0.73345053,-0.6131063,-0.5672448,-0.0458615
18,-0.31373656,0.05455628,"('disagreeable', 'welcoming')",-0.5774332,-0.034109585,-0.5908727,-0.32108274,-0.4940142,-0.100212,-0.3938022
28,-0.3109615,-0.3527456,"('disloyal', 'loyal')",-0.012984715,0.057982244,1.0368205,0.94084066,0.2376248,0.2153591,0.0222657
5,0.3038551,0.311495,"('distant', 'outgoing')",-1.2350432,-1.3555626,-0.06324537,-0.24536613,-0.3314778,-0.4298112,0.0983334
81,0.30266404,0.15112603,"('submissive', 'aggressive')",0.93742466,0.8290744,-0.980929,-0.8727201,0.0863866,0.0358268,0.0505598
37,0.29445356,0.021271817,"('fake', 'genuine')",0.3987183,0.39475507,0.6000954,0.41086292,0.4310891,0.2756299,0.1554592
19,0.28857738,0.20018524,"('inhospitable', 'hospitable')",-1.1304972,-1.0935776,0.17089371,0.008926684,-0.2236754,-0.2948219,0.0711465
8,0.27920052,0.31313458,"('unaffectionate', 'affectionate')",0.14594346,0.1955448,1.2922748,1.0281882,0.5724729,0.5122892,0.0601837
35,-0.27593434,-0.21860905,"('corrupt', 'incorrupt')",-1.3614568,-1.4007975,-0.0017441176,-0.22257237,-0.5463784,-0.613993,0.0676146
38,-0.27342778,-0.3315573,"('untruthful', 'truthful')",-0.83347875,-0.77584976,-0.21339549,-0.013795581,-0.4401007,-0.3737342,-0.0663665
76,0.2639046,0.026763894,"('anxious', 'daring')",0.67636484,0.5731925,0.082819104,0.08771193,0.3410295,0.2292228,0.1118067
52,-0.24454352,0.20913142,"('irrational', 'rational')",-0.46677068,-0.38011146,0.27281058,0.32008874,-0.1461679,0.0497029,-0.1958708
78,0.23117885,0.027673893,"('nonresilient', 'resilient')",1.1510787,0.9348274,0.6559903,0.5242154,0.6794159,0.4955722,0.1838437
34,0.22868156,0.2681322,"('mean', 'honorable')",-0.22713488,-0.031383604,6.049295,5.889542,2.0169473,2.0420969,-0.0251496
24,0.22755156,0.08519311,"('dishonest', 'honest')",-0.29950672,-0.102016956,0.41759515,0.3461251,0.1152133,0.1097671,0.0054462
46,-0.22192359,-0.5126468,"('uncompetitive', 'competitive')",1.4386554,1.3872324,-0.7044211,-0.5220349,0.1707702,0.1175169,0.0532533
36,0.22114436,0.21238872,"('hostile', 'amicable')",-1.4607786,-1.424459,0.36233875,0.31526738,-0.2924318,-0.2989343,0.0065025
0,0.20749237,0.21643156,"('unsociable', 'sociable')",0.12208447,0.26671273,-0.47557807,-0.3654956,-0.0486671,0.0392162,-0.0878833
67,-0.20270567,-0.13157605,"('doubtful', 'determined')",0.3327634,0.25111067,-0.82182866,-0.8791386,-0.2305903,-0.2532013,0.022611
20,-0.20125921,-0.40440163,"('rough', 'thoughtful')",1.1697631,1.3836409,1.343756,1.3614568,0.7707533,0.780232,-0.0094787
3,-0.18660943,-0.1945757,"('repellent', 'pleasant')",0.017786786,0.30443782,-0.0368648,0.12101858,-0.0685625,0.0769602,-0.1455227
60,0.18098316,0.45900947,"('inefficient', 'efficient')",0.89421886,1.3443426,-0.43318558,-0.06943543,0.2140055,0.5779722,-0.3639667
41,0.1768922,0.27221453,"('unforgiving', 'forgiving')",0.60737,0.68571264,0.10601608,0.30849344,0.2967594,0.4221402,-0.1253808
62,0.13633241,0.14234504,"('incompetent', 'brilliant')",0.5873518,0.57408476,0.018991752,0.15684628,0.2475587,0.291092,-0.0435333
32,-0.13111487,0.08334677,"('unkind', 'kind')",0.34854335,0.5349673,0.8482374,0.8663036,0.3552219,0.4948726,-0.1396507
11,-0.12537572,-0.34540048,"('unhelpful', 'helpful')",-0.1972861,-0.085356236,1.9606323,1.9635172,0.5459901,0.5109202,0.0350699
72,0.10070367,0.028692551,"('unambitious', 'ambitious')",0.55344975,0.53914666,-0.7183714,-0.7384259,-0.021406,-0.0568622,0.0354562
4,0.0523258,-0.007055089,"('disliked', 'liked')",-0.1819765,-0.3523783,-6.689395,-6.3957253,-2.2730152,-2.2517195,-0.0212957
45,-0.045493245,-0.31754217,"('incompetent', 'competent')",0.5576767,0.37326092,-0.2937125,-0.28634667,0.0728236,-0.076876,0.1496996
51,0.020966057,0.010742804,"('uneducated', 'educated')",0.08124041,0.42278427,0.37591434,0.54949427,0.1593736,0.3276738,-0.1683002
80,0.016214691,-0.43415448,"('dominated', 'dominating')",0.9533434,0.5865885,-1.0763682,-1.2819734,-0.0356034,-0.3765131,0.3409097
85,-0.012729572,0.100073084,"('insignificant', 'prestigious')",-0.29644293,-0.41554686,0.9894266,0.7895938,0.2267514,0.15804,0.0687114
53,0.004991144,0.01541964,"('uncreative', 'creative')",-0.12718858,-0.10895884,1.1252564,1.0171776,0.334353,0.3078795,0.0264735
