,emc_male,emc_female,tuple,corp_male,corp_female,ma_male,ma_female,average_male,average_female,male-female
0,-0.88842326,-0.97464687,"('unsociable', 'sociable')",0.07463397,0.21316417,-0.45949084,-0.6336091,-0.4244267,-0.4650306,0.0406039
36,-0.8604778,-0.9094781,"('hostile', 'amicable')",-0.71589273,-0.94310683,0.6875577,0.7060982,-0.2962709,-0.3821623,0.0858914
53,-0.7932223,-0.97181785,"('uncreative', 'creative')",-0.40373832,-0.50388104,0.8727196,0.61009175,-0.1080804,-0.2885357,0.1804553
61,0.79266065,0.78163415,"('illogical', 'logical')",0.4701058,0.60480297,0.52759844,0.4738123,0.5967883,0.6200832,-0.0232949
23,-0.72086805,-0.7002062,"('insincere', 'sincere')",-0.5673723,-0.060157403,6.403941,6.7523956,1.7052336,1.997344,-0.2921104
10,-0.6725439,-0.8279168,"('unsympathetic', 'sympathetic')",-0.93734896,-0.95839196,-0.29997525,-0.23919499,-0.6366227,-0.6751679,0.0385452
25,-0.6576292,-0.7524618,"('egoistic', 'altruistic')",0.22732121,0.28164774,1.4593146,1.2880353,0.3430022,0.2724071,0.0705951
35,-0.60658365,-0.6591752,"('corrupt', 'incorrupt')",-0.4828768,-0.86760867,0.13318563,0.06546535,-0.3187583,-0.4871062,0.1683479
81,0.5996009,0.87096876,"('submissive', 'aggressive')",-0.02458404,0.3679795,-0.9363054,-0.7443418,-0.1204295,0.1648688,-0.2852983
87,0.5975734,0.6974789,"('unsuccessful', 'successful')",1.668706,1.6660024,0.10608012,0.309062,0.7907865,0.8908478,-0.1000613
14,0.577451,0.78846455,"('antisocial', 'social')",0.8619255,1.4443005,-0.7810315,-0.63435763,0.2194483,0.5328025,-0.3133542
16,-0.54666966,-0.40937552,"('unpopular', 'popular')",-0.23080431,-0.06728797,0.38176823,0.5357678,-0.1319019,0.0197014,-0.1516033
56,0.5397407,0.7918987,"('impractical', 'practical')",-0.27036035,0.41016746,-0.7269378,-0.45903847,-0.1525191,0.2476759,-0.400195
84,0.51984423,0.5380908,"('inferior', 'superior')",0.7659479,0.6888751,0.5459714,0.34839588,0.6105878,0.5251206,0.0854672
30,0.5077093,0.61799705,"('intolerant', 'tolerant')",1.047237,1.4829953,0.8038325,1.0284843,0.7862597,1.0431588,-0.2568991
76,0.50275075,0.70170254,"('anxious', 'daring')",-0.32284847,0.1383637,-0.4295739,-0.26937735,-0.0832239,0.1902296,-0.2734535
20,0.48571825,0.5928568,"('rough', 'thoughtful')",0.59820896,0.8042132,0.6270414,0.4127742,0.5703228,0.6032814,-0.0329586
27,-0.48260307,-0.8063637,"('hardhearted', 'softhearted')",0.0945582,-0.29388466,1.1054174,0.99761504,0.2391242,-0.0342111,0.2733353
64,0.47483206,0.60200465,"('shy', 'confident')",0.16496012,0.07044725,-6.7569137,-6.98088,-2.0390406,-2.1028093,0.0637687
28,-0.4606838,-0.71579325,"('disloyal', 'loyal')",-0.058316037,-0.17739075,1.39651,1.3528116,0.2925034,0.1532092,0.1392942
26,-0.459685,-0.61866343,"('hardhearted', 'benevolent')",1.9531298,1.9098908,1.6398199,1.5623347,1.0444215,0.9511873,0.0932342
32,-0.4572893,-0.4233055,"('unkind', 'kind')",0.26584008,0.56953895,0.8432679,0.9416613,0.2172729,0.3626316,-0.1453587
69,0.45689568,0.4324919,"('lazy', 'industrious')",0.87206626,0.5517262,-0.989188,-0.98506397,0.113258,-0.0002819,0.1135399
17,-0.44090408,-0.28825572,"('nasty', 'nice')",-0.7144411,-0.52951074,-0.78248596,-0.59819436,-0.6459437,-0.4719869,-0.1739568
33,0.43902707,0.21152534,"('wrong', 'right')",0.50062656,0.09424931,0.1508801,0.118228436,0.3635112,0.1413344,0.2221768
67,0.43775833,0.71226424,"('doubtful', 'determined')",-0.1732032,0.20345578,-0.7533948,-0.5506217,-0.1629466,0.1216994,-0.284646
41,-0.4367085,-0.56051975,"('unforgiving', 'forgiving')",0.6859281,0.68845606,0.2297909,0.23135374,0.1596702,0.1197634,0.0399068
44,0.42889738,0.75506175,"('prejudiced', 'unprejudiced')",-0.3908165,0.06711047,-1.2862236,-1.0102279,-0.4160476,-0.0626852,-0.3533624
21,0.38877577,0.5412105,"('immoral', 'moral')",-0.14059785,0.3061793,-1.0642047,-1.051869,-0.2720089,-0.0681597,-0.2038492
78,-0.38393778,-0.74684525,"('nonresilient', 'resilient')",-0.24871036,-0.6848961,-0.13246313,-0.31756037,-0.2550371,-0.5831006,0.3280635
3,0.34369627,0.35212806,"('repellent', 'pleasant')",0.26435113,0.44154996,0.741886,0.55211085,0.4499778,0.4485963,0.0013815
40,0.33795777,-0.09556374,"('stingy', 'generous')",0.82869524,0.18034229,-1.221356,-1.9337505,-0.0182343,-0.616324,0.5980897
51,-0.30418956,-0.3083432,"('uneducated', 'educated')",0.274844,0.33842465,0.27345994,0.10762045,0.0813715,0.0459006,0.0354709
34,-0.3001545,-0.116315916,"('mean', 'honorable')",0.109987825,0.4471818,5.095719,5.308259,1.6351841,1.8797083,-0.2445242
52,-0.28809458,-0.32610488,"('irrational', 'rational')",-0.2858544,-0.5510888,0.75132555,0.77371,0.0591255,-0.0344946,0.0936201
2,0.2860571,0.6019784,"('unlikable', 'likable')",0.987883,1.6222297,0.37158525,0.66875714,0.5485084,0.9643218,-0.4158134
4,0.2663134,0.24268286,"('disliked', 'liked')",0.15603296,-0.104462326,-6.9843335,-7.2821584,-2.187329,-2.3813127,0.1939837
85,-0.25385016,-0.309399,"('insignificant', 'prestigious')",-0.2736279,-0.33568394,0.4837536,0.65697813,-0.0145748,0.0039651,-0.0185399
77,0.2508467,0.24127384,"('unmotivated', 'motivated')",-0.7738974,-0.6501365,-1.4900604,-1.4707061,-0.671037,-0.6265229,-0.0445141
48,-0.24363762,-0.4373723,"('unintelligent', 'intelligent')",0.19542633,-0.00092581194,0.08635953,0.09180264,0.0127161,-0.1154985,0.1282146
49,-0.22281773,0.007189613,"('unable', 'able')",-0.41543722,-0.14203635,-0.20128983,-0.095363095,-0.2798483,-0.0767366,-0.2031117
45,-0.19854188,-0.2142095,"('incompetent', 'competent')",0.16231494,0.32696903,0.028670061,0.009823699,-0.002519,0.0408611,-0.0433801
37,-0.1940265,-0.36890465,"('fake', 'genuine')",-0.30829147,-0.4779073,0.22863823,-0.0014362689,-0.0912266,-0.2827494,0.1915228
63,0.18950337,0.008317921,"('unperceptive', 'insightful')",0.54469264,0.2807906,0.6654261,0.4966061,0.4665407,0.2619049,0.2046358
70,0.1875996,0.15271442,"('lethargic', 'energetic')",0.2775739,0.502776,0.35909352,0.19519773,0.2747557,0.2835627,-0.008807
68,-0.18693663,-0.07954477,"('dependent', 'independent')",-1.0406818,-0.9043514,-0.7949752,-1.0199882,-0.6741979,-0.6679614,-0.0062365
83,-0.15589574,-0.0657101,"('powerless', 'powerful')",-0.62239116,-0.41969705,-1.0703021,-0.9871667,-0.6161964,-0.490858,-0.1253384
11,0.15064831,0.25645608,"('unhelpful', 'helpful')",-0.054059785,0.3396103,0.75296634,1.1490508,0.283185,0.5817057,-0.2985207
24,-0.1460152,-0.27210176,"('dishonest', 'honest')",-0.16082215,-0.21852273,1.075781,0.9772929,0.2563146,0.1622228,0.0940918
7,0.14479089,0.13310099,"('insensitive', 'sensitive')",-0.3563458,-0.1548523,0.50453514,0.45980412,0.0976601,0.1460176,-0.0483575
12,0.13208443,-0.15606476,"('unsupportive', 'supportive')",-0.035849974,-0.41225958,-1.7893922,-1.881612,-0.5643859,-0.8166455,0.2522596
22,-0.12537764,-0.18251732,"('untrustworthy', 'trustworthy')",0.39587915,0.32767922,-0.76096374,-0.98948675,-0.1634874,-0.2814416,0.1179542
13,-0.1140714,-0.13140467,"('impolite', 'polite')",-0.6958999,-0.6145229,-0.30675697,-0.24585149,-0.3722428,-0.330593,-0.0416498
88,-0.112371385,0.140167,"('low', 'eminent')",-0.7952557,-0.21899825,-0.30406812,0.13547178,-0.4038984,0.0188802,-0.4227786
74,-0.112326525,-0.22245488,"('undedicated', 'dedicated')",0.44293606,0.4910658,-0.112906545,-0.10546863,0.0725677,0.0543808,0.0181869
42,0.110610455,0.33653915,"('unreliable', 'reliable')",0.38004887,0.7494051,-3.209552,-3.3143063,-0.9062976,-0.7427874,-0.1635102
75,0.10517943,0.26759464,"('meek', 'impulsive')",-0.5747501,-0.5103518,-0.70271176,-0.63094455,-0.3907608,-0.2912339,-0.0995269
65,0.08990113,0.33847302,"('insecure', 'secure')",-0.16985059,0.15311134,-0.5777223,-0.5055731,-0.2192239,-0.0046629,-0.214561
29,-0.089023195,0.021021454,"('unfair', 'fair')",-0.34821978,-0.28944412,-0.5950914,-0.82776755,-0.3441114,-0.3653967,0.0212853
59,0.07951824,0.08129587,"('foolish', 'wise')",0.15277621,-0.19126473,0.93012196,0.8055721,0.3874722,0.2318678,0.1556044
58,-0.07519189,-0.34246984,"('undiscriminating', 'discriminating')",0.3506402,0.45018044,-0.12914293,-0.30274305,0.0487685,-0.0650108,0.1137793
43,0.0730274,0.08179167,"('irresponsible', 'responsible')",0.0986533,0.3911237,0.45259285,0.4904563,0.2080912,0.3211239,-0.1130327
47,0.06492433,0.2820386,"('stupid', 'smart')",0.25769556,0.5974153,5.8164973,6.0561714,2.0463724,2.311875,-0.2655026
57,-0.06470657,-0.31230858,"('unimaginative', 'imaginative')",-0.2339627,-0.2932094,-3.4873614,-3.5866895,-1.2620103,-1.3974024,0.1353921
71,0.06352611,-0.046948485,"('diffident', 'self-confident')",0.08511568,-0.045862425,0.48664922,0.6306159,0.2117637,0.1792683,0.0324954
15,0.052284833,0.17344876,"('boring', 'funny')",-0.30457562,-0.11018514,-0.104195744,0.06678988,-0.1188288,0.0433512,-0.16218
72,-0.041684687,0.019899584,"('unambitious', 'ambitious')",-0.558773,-0.5179404,0.18213323,0.28174448,-0.1394415,-0.0720988,-0.0673427
46,-0.032388397,-0.16100985,"('uncompetitive', 'competitive')",-0.26048476,-0.031756587,-1.2551711,-1.4137193,-0.5160147,-0.5354952,0.0194805
55,-0.03137172,0.07646421,"('incompetent', 'clever')",0.40616813,0.79326856,-0.07318481,-0.13428344,0.1005372,0.2451498,-0.1446126
50,-0.00023841113,0.10077405,"('clumsy', 'skillful')",-0.34818578,-0.3592498,0.40116292,0.3463072,0.0175796,0.0292771,-0.0116975
