,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,male-female
71,2.2121415,2.0018802,"('diffident', 'self-confident')",0.37703937,0.15869333,0.6378361,0.38878024,1.0371796,0.8795957,2.1264942,2.057792,0.42850122,0.43992382,1.136532,0.9877775,0.1487545
2,1.7914225,1.8835032,"('unlikable', 'likable')",0.92068654,0.9935789,0.61529225,0.6494275,1.910938,1.813327,1.9564145,1.7778999,0.73377323,0.5998603,1.3214211,1.2862661,0.035155
34,1.7739683,1.8108381,"('mean', 'honorable')",0.8064996,0.6736148,-0.83723056,-0.7423368,0.27878156,0.29383984,0.7361752,0.65046257,5.1821485,5.3577604,1.3233904,1.3406965,-0.0173061
9,1.7629008,1.6306882,"('unaffectionate', 'caring')",-0.73251766,-0.8947445,-0.12288752,-0.21024567,0.6312991,0.30440432,3.910099,3.5620499,1.758388,1.7034131,1.2012136,1.0159276,0.185286
83,1.6520476,1.5024511,"('powerless', 'powerful')",0.7511029,0.5948264,-0.14490335,-0.32380658,0.18917437,-0.08761096,0.6969954,0.5537497,-0.86932266,-0.7329059,0.3791823,0.2511173,0.128065
66,1.4454738,0.9854837,"('inactive', 'active')",1.3524745,0.86430204,1.5358304,0.85062027,1.6125231,0.89374894,2.4062867,2.1521626,0.7691129,0.31383628,1.5202835,1.0100257,0.5102578
68,-1.3795648,-1.5063806,"('dependent', 'independent')",0.29793364,0.3742591,-1.1043668,-0.9168721,-0.9118241,-0.74979967,-2.1793332,-2.0411706,-1.5002245,-1.53511,-1.1295633,-1.0625123,-0.067051
1,1.3346138,1.1354434,"('unfriendly', 'friendly')",-0.93507415,-0.9523156,-0.5978978,-0.64658034,-0.23098135,-0.5638288,2.980919,2.4273221,2.2099874,1.8880783,0.7935945,0.5480199,0.2455746
61,1.3171782,0.9697078,"('illogical', 'logical')",-0.54345024,-0.7709713,-0.3668677,-0.7133502,-0.15697455,-0.63055605,1.1604139,1.0131403,0.58562964,0.46827346,0.3326549,0.0560407,0.2766142
15,1.2481774,1.1277862,"('boring', 'funny')",0.6149421,0.35886422,0.92305934,0.7086248,0.2733319,0.25759584,1.4725685,1.5150614,-0.21880633,-0.2313278,0.7188788,0.6227674,0.0961114
54,1.2307155,1.239698,"('incapable', 'capable')",0.19614126,0.29452878,0.31460157,0.26975384,0.17127365,0.3200223,1.318317,1.4621558,0.9000798,1.105766,0.6885215,0.7819875,-0.093466
85,1.1695676,0.6217268,"('insignificant', 'prestigious')",0.23349029,-0.20067239,2.3756642,1.6232041,1.1157107,0.32935184,3.9607027,3.2997189,0.45365855,-0.27701405,1.5514657,0.8993858,0.6520799
56,1.1495066,1.4625686,"('impractical', 'practical')",-0.7101089,-0.2651047,-1.6288674,-0.98434836,-1.3909187,-0.80161095,-1.8253299,-1.5505781,-0.988163,-0.55992943,-0.8989802,-0.4498338,-0.4491464
63,1.1443144,1.3375843,"('unperceptive', 'insightful')",-0.012781428,0.33877572,-1.7923136,-1.341404,0.08735885,0.18697195,-0.13420506,-0.17988738,0.3949599,0.46078664,-0.0521111,0.1338045,-0.1859156
