,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,male-female
26,1.1273557,0.7689515,"('hardhearted', 'benevolent')",0.30649194,-0.04803229,0.7832573,0.14340264,0.8604289,0.28528795,2.7414541,2.2294054,2.2408183,1.9006345,1.343301,0.8799416,0.4633594
48,-1.1190263,-1.146509,"('unintelligent', 'intelligent')",-1.1286031,-1.0856134,-2.3676202,-2.4015634,-1.4273565,-1.5794225,-0.8212549,-1.1134585,0.45698783,0.5759676,-1.0678122,-1.1250999,0.0572877
87,1.1084882,1.1009673,"('unsuccessful', 'successful')",-0.13593967,-0.17779706,-0.17186584,-0.21309745,0.006213475,-0.08122341,0.06651977,0.008139402,0.3757768,0.14653605,0.2081988,0.1305875,0.0776113
8,1.0753841,0.9166325,"('unaffectionate', 'affectionate')",-0.23782933,-0.27650058,0.13683155,0.027676009,0.30888444,0.0653798,3.674304,3.3821518,1.232191,1.0530943,1.0316277,0.8614056,0.1702221
41,1.0379585,0.94382405,"('unforgiving', 'forgiving')",-0.15223569,0.021974586,-0.27244562,-0.3938687,-0.15338227,-0.2929219,0.8916961,0.57001555,-0.49880424,-0.6340724,0.1421311,0.0358252,0.1063059
37,-1.0238241,-0.9357366,"('fake', 'genuine')",0.22734599,0.32500437,-1.7812842,-1.4796017,-0.6673096,-0.61171967,-0.04235343,0.025307503,0.5013073,0.61488426,-0.464353,-0.3436437,-0.1207093
39,1.0061392,0.7711415,"('exploitative', 'cooperative')",0.685612,0.5537174,0.04982572,0.012130983,0.36811262,0.23766421,1.5350939,1.5813124,0.26353332,0.33913502,0.6513861,0.5825169,0.0688692
42,0.98585826,1.0929568,"('unreliable', 'reliable')",1.0278971,1.4381604,0.68086904,0.9102591,0.5373292,0.62784964,-0.809242,-0.8399558,-2.5682955,-2.5456293,-0.024264,0.1139401,-0.1382041
12,0.94864804,1.0613035,"('unsupportive', 'supportive')",0.020973442,0.112275645,0.055139937,0.03822551,0.93681294,0.78466684,1.047491,0.8052888,-1.6160525,-1.7762753,0.2321688,0.1709142,0.0612546
69,0.92798185,0.8533458,"('lazy', 'industrious')",0.51206464,0.21050754,1.0408368,0.6896433,0.72041345,0.26636267,1.894721,1.7073246,-0.5651315,-1.1326321,0.7551477,0.4324253,0.3227224
5,0.92455816,1.0043384,"('distant', 'outgoing')",-0.7739964,-0.713506,1.5727293,1.4287784,0.8888056,0.74445623,3.0634139,2.8683395,-0.19348057,-0.41415086,0.9136717,0.8197093,0.0939624
32,0.91077775,1.1435864,"('unkind', 'kind')",0.8218712,0.83565825,-1.3263764,-1.2593982,-0.44571403,-0.5192134,0.29716545,0.20755935,1.0967565,1.2187444,0.2257467,0.2711562,-0.0454095
6,0.8614644,0.86203045,"('distant', 'open')",-0.97718954,-1.040024,1.6740152,1.4156587,0.88769764,0.63002795,3.5306883,3.302778,0.42513427,0.067678526,1.0669684,0.8730249,0.1939435
23,0.84038013,1.1362448,"('insincere', 'sincere')",-0.99336874,-0.7838141,-1.8454909,-1.5201896,-0.7845366,-0.63805115,-0.050438844,0.115194164,5.7248306,6.2531,0.4818959,0.760414,-0.2785181
47,0.8378182,0.9854031,"('stupid', 'smart')",-0.24139509,0.041667856,-0.49205488,-0.59584683,-0.06745453,-0.12460522,-0.25620708,-0.15792817,4.930334,5.2439895,0.7851735,0.89878,-0.1136065
33,0.83209246,0.73635846,"('wrong', 'right')",0.30100742,0.035655536,1.0209817,0.67147505,0.5241433,0.21738987,2.0874953,1.9636151,-0.51743084,-0.76614034,0.7080483,0.4763923,0.231656
62,0.8302217,1.3522369,"('incompetent', 'brilliant')",-1.247895,-0.55818826,-1.6128131,-0.76266134,-0.71382457,-0.05353438,-1.2103431,-0.92611367,-0.08723183,0.39316058,-0.6736476,-0.0925167,-0.5811309
73,0.7519133,0.88537395,"('helpless', 'self-reliant')",1.1928127,1.4275723,1.6072608,1.730142,0.8880518,1.1163379,0.44243085,0.48699725,-3.252036,-3.428668,0.2717389,0.3696259,-0.097887
38,0.7308473,1.05252,"('untruthful', 'truthful')",-0.36844975,-0.15799287,-0.76085585,-0.3539888,-0.04365786,0.20628043,0.56023043,0.64396554,-0.13749926,-0.05306788,-0.0032308,0.2229527,-0.2261835
10,-0.7141864,-0.8428549,"('unsympathetic', 'sympathetic')",-1.2929037,-1.2943623,-2.2188623,-2.1206722,-1.1715343,-1.2752178,-2.2643683,-2.6592655,-0.026935011,0.05897877,-1.281465,-1.3555657,0.0741007
36,0.70645624,0.14044423,"('hostile', 'amicable')",-0.61129063,-0.97795105,1.2989393,0.48744372,0.90978664,0.031861927,3.8561447,3.4142334,0.068842284,-0.5805797,1.0381464,0.4192421,0.6189043
82,-0.7027697,-0.14024891,"('poor', 'rich')",-1.0314565,-0.4618626,-1.2132119,-0.6236142,-0.21892457,0.41094428,-1.1224631,-1.0188941,6.2671523,6.681138,0.3297211,0.8079104,-0.4781893
40,0.67080075,0.5924702,"('stingy', 'generous')",1.1196834,1.1286883,1.8215749,1.3799305,1.3383675,0.8022941,1.5566269,0.98521364,-1.5432521,-2.0535517,0.8273002,0.4725075,0.3547927
14,0.6588848,0.5756293,"('antisocial', 'social')",0.34375736,0.35090595,-0.7195494,-0.67093486,-0.33974314,-0.55358267,-1.0379506,-1.2473171,-0.8246599,-0.69785416,-0.3198768,-0.3738589,0.0539821
7,0.64517486,0.6395421,"('insensitive', 'sensitive')",-0.1534971,-0.10251853,-1.5493925,-1.40944,-1.0555162,-1.0421715,-0.7343498,-0.84394044,0.49092048,0.6065326,-0.3927767,-0.358666,-0.0341107
59,0.6249957,0.54460436,"('foolish', 'wise')",-0.047816254,-0.036824353,0.60906553,0.431112,0.48501053,0.31955492,1.7694695,1.7009027,0.34686446,0.12475758,0.6312649,0.5140179,0.117247
45,-0.59570247,-0.40526533,"('incompetent', 'competent')",-1.4318005,-1.0348366,-2.616453,-2.1319807,-1.4349004,-1.1757976,-1.7221605,-1.835628,-0.54892164,-0.45520258,-1.3916564,-1.1731184,-0.218538
64,-0.5892779,-0.77332824,"('shy', 'confident')",0.7868774,0.618012,-0.28591293,-0.48602742,-0.19745524,-0.5820626,-1.220818,-1.4570017,-6.256037,-6.569405,-1.2937706,-1.5416355,0.2478649
50,-0.5748457,-0.39621302,"('clumsy', 'skillful')",0.27047834,0.40815577,-0.55975306,-0.5030701,0.08331464,0.048252065,0.4594275,0.4225317,0.51465696,0.41171312,0.0322131,0.0652283,-0.0330152
13,0.5676993,0.59759194,"('impolite', 'polite')",-0.23653108,-0.09522697,-0.7746543,-0.4545677,-0.69379216,-0.38923123,-1.2533237,-1.189426,-1.2960553,-0.97838426,-0.6144429,-0.4182074,-0.1962355
44,-0.53849787,-0.3639109,"('prejudiced', 'unprejudiced')",0.7614289,0.72607666,1.0661999,1.1717137,0.16074196,0.39909315,-1.6269464,-1.1980411,-1.5421276,-1.3687555,-0.2865335,-0.1056373,-0.1808962
24,0.51222295,0.517115,"('dishonest', 'honest')",0.13047916,0.2570928,-0.31813896,-0.30535838,-0.16549082,-0.21342495,0.19798994,-0.015766934,0.86014104,1.0238988,0.2028672,0.2105927,-0.0077255
78,0.5054996,0.59871346,"('nonresilient', 'resilient')",-0.92997426,-0.80743384,-2.10648,-1.7249731,-0.9505283,-0.8108857,0.2187195,0.18753079,-0.19412184,-0.22797242,-0.5761476,-0.4641701,-0.1119775
52,0.4576166,-0.09980929,"('irrational', 'rational')",-0.75696015,-0.9799146,1.2476677,0.76782215,0.5969454,-0.034502253,2.2660282,1.8220291,0.4692461,0.009521689,0.713424,0.2475245,0.4658995
28,0.45224,0.20463951,"('disloyal', 'loyal')",-0.93320185,-0.92209923,-0.72118086,-0.9648514,-0.58823127,-1.0968457,0.4470522,-0.08194134,1.6039634,1.711385,0.0434403,-0.1916188,0.2350591
35,-0.42906743,-0.826788,"('corrupt', 'incorrupt')",-0.5178198,-1.0642538,1.3032628,0.8266269,0.20976485,-0.07622032,1.8939093,1.8809184,-0.53211874,-0.9098273,0.3213218,-0.0282573,0.3495791
43,0.4093344,0.76698405,"('irresponsible', 'responsible')",-0.8736053,-0.45804378,-2.0610752,-1.5235398,-0.796938,-0.47272828,-1.8713315,-1.8624135,0.3855319,0.6745272,-0.8013473,-0.4792023,-0.322145
25,0.38669488,0.2706995,"('egoistic', 'altruistic')",-0.06208207,-0.3133761,1.150233,0.63761723,0.47784445,0.013323676,1.607369,1.2433577,1.430778,1.2136213,0.8318062,0.5108739,0.3209323
76,-0.36859745,-0.37866032,"('anxious', 'daring')",0.46302098,0.5914472,-0.5711679,-0.41371983,-0.28775668,-0.14267771,-1.0341926,-1.0316575,-0.42419165,-0.1286549,-0.3704809,-0.2506539,-0.119827
31,-0.34969044,-0.5223869,"('evil', 'good')",0.1852874,0.2304053,1.194882,0.8368666,0.3179098,0.007724313,1.9511745,1.6149877,-0.7831994,-1.1961021,0.419394,0.1619158,0.2574782
21,0.33462712,0.20443636,"('immoral', 'moral')",-0.1092106,-0.04894211,-1.4974031,-1.2344089,-1.0701777,-0.86763746,-1.5655702,-1.6751122,-1.3808714,-1.1121336,-0.8814343,-0.7889663,-0.092468
4,-0.33436894,-0.15919049,"('disliked', 'liked')",0.82792586,0.876354,0.59993386,0.68836236,-0.46614933,-0.53734034,0.3965248,0.19165538,-6.7675877,-7.385607,-0.9572869,-1.0542943,0.0970074
57,-0.33166373,-0.2665803,"('unimaginative', 'imaginative')",-0.6939132,-0.5244806,-0.25159627,-0.47939718,0.20939124,-0.09587674,-0.9099257,-1.0832932,-2.6724417,-2.735948,-0.7750249,-0.8642627,0.0892378
18,-0.31827298,-0.26372677,"('disagreeable', 'welcoming')",0.8414638,0.8465396,1.1884328,1.0665861,0.43398377,0.44847044,0.52890164,0.4314178,-0.57161415,-0.6047777,0.3504825,0.3207516,0.0297309
88,-0.31721833,-0.39177322,"('low', 'eminent')",0.09791036,-0.112539336,-0.7823404,-0.8528568,-0.48938742,-0.6466015,-0.093928635,-0.41590536,0.10073702,0.14769822,-0.2473713,-0.378663,0.1312917
86,-0.304018,-0.39119992,"('uninfluential', 'influential')",-1.3032709,-1.4485683,-1.6811721,-1.8340865,-0.5427622,-0.77866215,-1.0365043,-1.4802537,-0.5189669,-0.47643605,-0.8977825,-1.0682011,0.1704186
3,-0.28604522,-0.28858334,"('repellent', 'pleasant')",-0.6075006,-0.65328044,-1.6582626,-1.5284061,-0.8299341,-0.7205094,-1.9853693,-2.0077999,0.7901975,0.78691596,-0.7628191,-0.7352772,-0.0275419
60,-0.28003314,0.22835983,"('inefficient', 'efficient')",-0.967709,-0.40636507,-2.0875342,-1.2952138,-1.0774698,-0.4651185,-2.425248,-2.1281652,-0.8009097,-0.1706687,-1.2731507,-0.7061952,-0.5669555
27,0.27813715,0.16212577,"('hardhearted', 'softhearted')",0.25542405,0.100767285,0.11444751,0.03599847,0.158511,-0.06464408,1.3191316,1.170054,1.208731,0.9780414,0.5557304,0.3970571,0.1586733
11,0.25559175,0.5990132,"('unhelpful', 'helpful')",-0.67731696,-0.28599614,-1.4281796,-0.88364553,0.24239407,0.6018529,-0.073277995,0.027469765,2.1060097,2.5005453,0.0708702,0.4265399,-0.3556697
51,-0.24697,-0.25682938,"('uneducated', 'educated')",0.476097,0.64231324,-0.69738096,-0.57175213,0.8106663,0.8863783,-0.7440864,-0.89119077,0.51374114,0.46330243,0.0186779,0.0453703,-0.0266924
22,-0.24431482,-0.16343078,"('untrustworthy', 'trustworthy')",0.08782308,0.3390433,-0.9992123,-0.7557104,-0.6788807,-0.379133,-1.7272505,-1.7651992,-0.98560077,-0.8780926,-0.757906,-0.6004204,-0.1574856
75,-0.2323373,-0.010834731,"('meek', 'impulsive')",0.596911,0.8765391,1.9123304,2.1027226,2.072427,2.4160097,1.0126243,1.1397002,-0.5029871,-0.6320422,0.809828,0.9820157,-0.1721877
65,-0.23139346,-0.26719448,"('insecure', 'secure')",0.15094069,0.23465836,-1.1789329,-1.0531677,-1.4193679,-1.4109802,-2.0965843,-2.0829954,-0.45179334,-0.16089575,-0.8711886,-0.7900959,-0.0810927
0,-0.20895982,-0.2828579,"('unsociable', 'sociable')",-1.0503434,-1.2782451,-1.8252674,-1.9372331,-1.627487,-1.8998203,-1.7052299,-2.0487149,-0.81537265,-0.7635059,-1.2054433,-1.3683961,0.1629528
17,0.20367588,0.27357343,"('nasty', 'nice')",-0.48278108,-0.4279549,0.07666093,0.059204124,-0.50240564,-0.43457726,0.074670464,0.05971099,-0.99434143,-0.9949259,-0.2707535,-0.2441616,-0.0265919
81,0.19823027,0.37548307,"('submissive', 'aggressive')",0.4382987,0.7583259,-1.0975057,-0.9106438,-0.13369109,0.076450035,-2.6294281,-2.5853922,-1.4370294,-0.97147244,-0.7768542,-0.5428749,-0.2339793
58,0.1779325,-0.004981503,"('undiscriminating', 'discriminating')",0.22112176,0.31538075,-0.43265256,-0.7321822,0.18430686,-0.2530759,1.168689,0.8995733,0.26737803,-0.019078799,0.2644626,0.0342726,0.23019
74,0.1474894,0.30660832,"('undedicated', 'dedicated')",0.11895189,0.47694665,-0.27846298,-0.09850353,0.8010851,0.93593603,1.6877742,1.4631678,0.041997507,-0.102320895,0.4198058,0.4969724,-0.0771666
72,0.14129941,0.3907181,"('unambitious', 'ambitious')",-0.50848955,-0.079431444,0.21633184,0.41203323,0.2833942,0.5565516,-0.07581105,0.13056648,-0.5135005,-0.24120829,-0.0761293,0.1948716,-0.2710009
70,0.13864271,0.4539013,"('lethargic', 'energetic')",0.71710384,1.015031,-0.88154614,-0.595574,-0.011590306,0.23735632,-1.7361643,-1.6428164,0.5344902,0.8064759,-0.2065107,0.045729,-0.2522397
20,-0.123512834,-0.22649926,"('rough', 'thoughtful')",-0.6388204,-0.45766538,-0.27183747,-0.04596989,-0.19883683,-0.11271633,0.2768562,0.32896838,1.0284402,0.8582218,0.0120481,0.0573899,-0.0453418
29,0.087860055,-0.09476084,"('unfair', 'fair')",-0.6596177,-0.49038857,-0.44792542,-0.17123297,-1.0891598,-0.8121657,-0.64748687,-0.5486161,-0.23806441,-0.35623223,-0.4990657,-0.4122327,-0.086833
19,0.08740391,0.24118805,"('inhospitable', 'hospitable')",-0.90229493,-0.754899,0.08533283,0.20021757,0.43799502,0.757071,1.4144231,1.4057959,-0.45572388,-0.5905904,0.1111893,0.2097972,-0.0986079
16,-0.08347215,-0.11886112,"('unpopular', 'popular')",-0.63948166,-0.70075345,-0.5748202,-0.56982577,-1.0433925,-0.98992383,-0.62549186,-0.83628964,0.020561207,-0.20516756,-0.4910162,-0.5701369,0.0791207
79,0.07564812,0.029931275,"('wavering', 'unwavering')",-0.039806806,-0.34730873,0.8676173,0.28458413,0.52373713,-0.025664529,2.1774044,1.8186333,-0.19492877,-0.39082596,0.5682786,0.2282249,0.3400537
77,0.06970899,0.033856485,"('unmotivated', 'motivated')",-1.3298999,-1.2276144,-2.3947346,-2.2863855,-1.0274135,-1.1238333,-0.8246485,-0.9950806,-1.6347141,-1.5498433,-1.1902836,-1.1914834,0.0011998
46,-0.05533352,0.15346697,"('uncompetitive', 'competitive')",-1.1119287,-0.66065943,-2.5842168,-2.3048701,-0.9528558,-0.7976574,-2.291354,-2.4086792,-1.0664427,-1.0469735,-1.3436886,-1.1775621,-0.1661265
80,-0.042484894,-0.05866301,"('dominated', 'dominating')",0.24950358,0.26162446,-0.40720096,-0.44380665,0.03995478,-0.06719345,-1.8530648,-1.7395606,-1.0579634,-0.950555,-0.5118759,-0.4996924,-0.0121835
67,0.037574988,0.07378577,"('doubtful', 'determined')",0.41700277,0.4942035,0.28181106,0.37499976,0.31028694,0.35245264,-0.74938697,-0.5407991,-0.92812943,-0.8136259,-0.1051401,-0.0098306,-0.0953095
55,-0.034870975,-0.07976328,"('incompetent', 'clever')",-0.5613433,-0.34436616,-1.4853396,-1.2214794,-0.7454178,-0.6497753,-2.0642338,-2.1718721,0.009931521,0.15134495,-0.8135457,-0.7193186,-0.0942271
30,0.031625085,0.28957707,"('intolerant', 'tolerant')",-0.2739256,0.09642047,-1.7422109,-1.3492737,-0.6104966,-0.4054372,-0.9634954,-1.0765643,-0.26915726,-0.10076772,-0.6379434,-0.4243409,-0.2136025
84,-0.031235676,-0.2115542,"('inferior', 'superior')",-0.9030666,-1.122437,0.017228553,-0.17383954,-0.6652512,-0.757951,-0.20335177,-0.35424536,0.6453655,0.6174235,-0.1900519,-0.3337673,0.1437154
53,0.020458378,-0.1544697,"('uncreative', 'creative')",-0.5225475,-0.6498494,0.2701669,0.18329272,0.70503914,0.47377884,1.5402408,1.238444,0.8178012,0.7636256,0.4718598,0.309137,0.1627228
49,-0.008566551,0.10708746,"('unable', 'able')",-1.2168939,-0.9946276,-1.0516301,-0.92263484,-0.8264365,-0.57067037,0.21453604,0.32829452,-0.97141254,-0.690173,-0.6434006,-0.4571206,-0.18628
