,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,male-female
26,3.3935852,3.030699,"('hardhearted', 'benevolent')",2.3266141,1.7455204,2.8600998,2.3881097,0.4719901
81,-2.9089189,-2.6615138,"('submissive', 'aggressive')",-1.5728161,-1.0891483,-2.2408676,-1.875331,-0.3655366
85,2.7520165,2.2948039,"('insignificant', 'prestigious')",0.15187237,-0.55118763,1.4519445,0.8718081,0.5801364
1,2.7158194,2.3766441,"('unfriendly', 'friendly')",2.2010214,1.8072264,2.4584203,2.0919352,0.3664851
25,2.2121134,2.2296746,"('egoistic', 'altruistic')",1.7457757,1.5505476,1.9789445,1.8901111,0.0888334
9,2.1978366,2.1659777,"('unaffectionate', 'caring')",1.5552065,1.3910803,1.8765216,1.7785289,0.0979927
22,-1.9825941,-1.965473,"('untrustworthy', 'trustworthy')",-1.6679461,-1.226515,-1.8252702,-1.595994,-0.2292762
71,1.971257,1.9551013,"('diffident', 'self-confident')",0.32134575,0.17220506,1.1463014,1.0636531,0.0826483
84,1.9345683,1.7189714,"('inferior', 'superior')",1.090613,0.7883841,1.5125906,1.2536777,0.2589129
3,-1.9270587,-2.1320689,"('repellent', 'pleasant')",-0.14363748,0.045495674,-1.0353481,-1.0432866,0.0079385
5,1.9255716,1.7916639,"('distant', 'outgoing')",-0.12158106,-0.26282734,0.9019952,0.7644182,0.137577
70,-1.8885148,-1.7029797,"('lethargic', 'energetic')",-0.4976295,0.104588784,-1.1930721,-0.7991955,-0.3938766
44,-1.8764712,-1.9050577,"('prejudiced', 'unprejudiced')",-1.8669369,-1.5768468,-1.8717041,-1.7409523,-0.1307518
69,1.8577965,1.652205,"('lazy', 'industrious')",-0.53419983,-0.9543314,0.6617984,0.3489368,0.3128616
33,1.8256649,1.5185835,"('wrong', 'right')",-0.30928454,-0.5646217,0.7581902,0.4769809,0.2812093
76,-1.7761581,-1.5887951,"('anxious', 'daring')",-1.0456563,-0.38898063,-1.4109073,-0.9888878,-0.4220195
60,-1.7740222,-1.0764223,"('inefficient', 'efficient')",-1.203161,-0.19469401,-1.4885917,-0.6355582,-0.8530335
8,1.6945945,1.6283076,"('unaffectionate', 'affectionate')",1.1984009,0.7849553,1.4464977,1.2066314,0.2398663
46,-1.6568078,-1.624949,"('uncompetitive', 'competitive')",-1.124904,-1.0268798,-1.3908559,-1.3259144,-0.0649415
6,1.632001,1.45769,"('distant', 'open')",0.15749374,-0.03301836,0.8947474,0.7123358,0.1824116
65,-1.5697373,-1.0992811,"('insecure', 'secure')",-0.77180743,-0.23223954,-1.1707723,-0.6657603,-0.505012
57,-1.4760069,-1.5294927,"('unimaginative', 'imaginative')",-3.3468304,-3.545894,-2.4114187,-2.5376933,0.1262746
59,1.4284579,1.233557,"('foolish', 'wise')",0.3939991,0.18660416,0.9112285,0.7100806,0.2011479
12,1.414152,1.5109067,"('unsupportive', 'supportive')",-1.2998785,-1.3966372,0.0571368,0.0571347,2.1e-06
64,-1.4103842,-1.4530228,"('shy', 'confident')",-6.5179706,-6.2932577,-3.9641774,-3.8731403,-0.0910371
68,-1.4096237,-1.456378,"('dependent', 'independent')",-1.677468,-1.4202249,-1.5435458,-1.4383014,-0.1052444
36,1.3803163,1.1545793,"('hostile', 'amicable')",0.38500735,-0.3924855,0.8826618,0.3810469,0.5016149
54,1.370371,1.4795696,"('incapable', 'capable')",1.3106192,1.2632432,1.3404951,1.3714063,-0.0309112
79,1.3431726,1.2281879,"('wavering', 'unwavering')",0.2403564,-0.1926359,0.7917645,0.517776,0.2739885
35,1.2403193,0.9409083,"('corrupt', 'incorrupt')",-0.17477164,-0.6640625,0.5327738,0.1384229,0.3943509
10,-1.1904083,-1.0213298,"('unsympathetic', 'sympathetic')",-0.39430374,-0.15238404,-0.792356,-0.5868569,-0.2054991
11,-1.168874,-0.81982213,"('unhelpful', 'helpful')",1.866206,2.1854565,0.348666,0.6828172,-0.3341512
78,1.1531129,1.1226771,"('nonresilient', 'resilient')",0.41450405,0.28576836,0.7838085,0.7042227,0.0795858
14,-1.1314632,-1.1565305,"('antisocial', 'social')",-1.2255927,-0.9157181,-1.178528,-1.0361242,-0.1424038
55,-1.1113664,-0.8099966,"('incompetent', 'clever')",-0.5646137,-0.055020016,-0.83799,-0.4325083,-0.4054817
42,-1.0932028,-1.0419312,"('unreliable', 'reliable')",-3.4137554,-3.11601,-2.253479,-2.0789704,-0.1745086
31,1.0799403,0.7251368,"('evil', 'good')",-0.46753144,-0.9121442,0.3062044,-0.0935037,0.3997081
45,-1.0731596,-0.94767535,"('incompetent', 'competent')",-1.0436984,-0.78307575,-1.058429,-0.8653755,-0.1930535
82,-1.0517262,-0.6313762,"('poor', 'rich')",4.7151055,5.4731584,1.8316896,2.420891,-0.5892014
51,-0.99902284,-0.8597527,"('uneducated', 'educated')",0.33239114,0.63517565,-0.3333158,-0.1122885,-0.2210273
