,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
17,-0.9888715,-1.3928293,"('nasty', 'nice')",-0.16838011,-0.07624498,-0.94844294,-0.96318746,-0.68813455,-0.81646055,-0.6984572,-0.8121806,0.1137234
42,-0.97354424,-0.4377221,"('unreliable', 'reliable')",1.1820619,1.4822974,1.1371067,1.4601417,-2.1804528,-1.974537,-0.2087071,0.132545,-0.3412521
12,0.9672259,1.2286108,"('unsupportive', 'supportive')",1.6180844,1.8928577,1.2184461,1.5562322,-1.4291701,-1.183984,0.5936466,0.8734292,-0.2797826
69,-0.90864867,-0.8454276,"('lazy', 'industrious')",0.26927638,0.4507985,0.24123731,0.27622867,-0.7954796,-0.576033,-0.2984037,-0.1736083,-0.1247954
64,-0.89538157,-0.5749869,"('shy', 'confident')",0.71174914,0.6756165,1.2750473,1.2599715,-5.7251267,-5.513321,-1.158428,-1.0381799,-0.1202481
4,-0.86825645,-1.0265094,"('disliked', 'liked')",1.3079021,1.3858119,-0.16132158,-0.087404594,-5.598283,-5.41331,-1.3299897,-1.2853531,-0.0446366
27,0.85502034,0.58479905,"('hardhearted', 'softhearted')",1.1930175,1.2002461,0.071089864,0.23445323,1.1967218,1.1470162,0.8289624,0.7916286,0.0373338
14,-0.8375972,-0.21053706,"('antisocial', 'social')",1.0654317,1.0104029,1.5409937,1.3902645,-0.48483887,-0.58769006,0.3209973,0.40061,-0.0796127
8,0.8013984,0.36592102,"('unaffectionate', 'affectionate')",0.36039528,0.28150335,-0.14694092,0.035860915,-0.23632833,0.11189581,0.1946311,0.1987953,-0.0041642
41,-0.78091663,-0.7485336,"('unforgiving', 'forgiving')",-0.84353524,-0.6818063,0.8813053,1.05694,0.16676572,0.26854777,-0.1440952,-0.026213,-0.1178822
84,0.77507955,0.82694304,"('inferior', 'superior')",-0.25445312,-0.32381186,0.7383646,0.69726706,0.62469465,0.70626384,0.4709214,0.4766655,-0.0057441
78,-0.74124867,-0.7813365,"('nonresilient', 'resilient')",0.55607253,0.77174795,0.8091384,0.8912566,0.6153124,0.54519176,0.3098187,0.356715,-0.0468963
66,-0.7240029,-0.5487842,"('inactive', 'active')",0.4339561,0.34448066,0.8528423,0.7986362,0.82124037,0.96176094,0.346009,0.3890234,-0.0430144
58,-0.7202518,-0.9456217,"('undiscriminating', 'discriminating')",0.20506881,0.05025834,0.8049201,0.65423536,0.14249165,0.054253105,0.1080572,-0.0467187,0.1547759
62,0.7081448,1.0757743,"('incompetent', 'brilliant')",1.8982503,2.0121443,0.3497581,0.43475536,0.055149704,0.078273565,0.7528258,0.9002369,-0.1474111
13,-0.7041207,-0.3909499,"('impolite', 'polite')",1.098452,0.9722679,0.5937769,0.61303866,0.19218197,0.12303742,0.2950725,0.3293485,-0.034276
50,-0.69845426,-0.6871798,"('clumsy', 'skillful')",0.5442817,0.7033889,-0.14379169,0.16691057,0.20032184,0.32865566,-0.0244106,0.1279438,-0.1523544
86,0.6981946,0.7435298,"('uninfluential', 'influential')",0.9033823,0.8549114,0.6557342,0.60170144,0.060425267,-0.021074628,0.5794341,0.544767,0.0346671
81,-0.6910224,-0.072231784,"('submissive', 'aggressive')",1.2257125,0.91068816,2.0295544,1.5033193,0.006179787,-0.28937623,0.6426061,0.5130998,0.1295063
56,0.69054973,0.9876151,"('impractical', 'practical')",1.404279,1.5006287,0.9524834,0.8338653,0.394042,0.369299,0.8603385,0.922852,-0.0625135
0,-0.6843494,-0.544064,"('unsociable', 'sociable')",0.39406073,0.10476261,0.93357134,0.62000585,-0.23630735,-0.46223724,0.1017438,-0.0703832,0.172127
36,-0.66706944,-1.4313791,"('hostile', 'amicable')",-1.4133186,-1.3832716,-2.0143213,-1.8526758,-0.2984574,-0.2162877,-1.0982918,-1.2209035,0.1226117
38,-0.65683657,-0.80437964,"('untruthful', 'truthful')",0.096791156,0.24233231,-0.85668087,-0.6384527,-0.12957218,0.11828558,-0.3865746,-0.2705536,-0.116021
9,0.6539188,0.5906333,"('unaffectionate', 'caring')",0.2759568,0.31186366,-0.300807,-0.0963321,0.5719121,0.75821346,0.3002452,0.3910946,-0.0908494
74,0.6230678,0.7547129,"('undedicated', 'dedicated')",0.21599902,0.30615667,1.1502364,1.1898022,0.4793309,0.5433592,0.6171585,0.6985078,-0.0813493
39,0.5902267,0.80392915,"('exploitative', 'cooperative')",0.2078383,0.034797084,1.6675655,1.6295843,-0.1693161,-0.18526909,0.5740786,0.5707604,0.0033182
23,0.53216875,0.5609635,"('insincere', 'sincere')",0.51772696,0.543325,0.4861845,0.47142535,5.371163,5.2178593,1.7268108,1.6983933,0.0284175
33,0.5254755,0.27851495,"('wrong', 'right')",0.29596043,0.27097172,-0.36764088,-0.2946818,-0.9753637,-0.82493263,-0.1303922,-0.1425319,0.0121397
32,-0.52141297,-0.14687876,"('unkind', 'kind')",-0.33832383,-0.22366288,1.3097054,1.3444655,1.0059131,1.2064655,0.3639704,0.5450974,-0.181127
51,-0.5113051,-0.25438154,"('uneducated', 'educated')",1.6994429,1.36661,0.95627826,0.7546348,0.6863317,0.5807075,0.707687,0.6118927,0.0957943
46,-0.5027893,-0.34213752,"('uncompetitive', 'competitive')",0.71230644,0.635643,1.6777936,1.4042679,0.19332413,-0.0029965825,0.5201587,0.4236942,0.0964645
31,-0.50153804,-0.9501919,"('evil', 'good')",-1.7052214,-1.5905181,-1.5744323,-1.3338591,-1.8414917,-1.5719448,-1.4056709,-1.3616284,-0.0440425
83,-0.48760772,-0.52908427,"('powerless', 'powerful')",1.141159,1.1738354,-0.3772633,-0.39910215,-0.889062,-0.9670686,-0.1531935,-0.1803549,0.0271614
87,-0.47501618,-0.3265127,"('unsuccessful', 'successful')",0.18593565,0.003598094,1.3779589,1.2400212,0.5904945,0.67566687,0.4198432,0.3981934,0.0216498
53,-0.4678933,-0.5777525,"('uncreative', 'creative')",-0.0667785,0.008322738,-0.036631875,-0.010982238,1.3582425,1.351121,0.1967347,0.1926772,0.0040575
7,0.46395302,0.76150715,"('insensitive', 'sensitive')",1.0413148,0.92128533,0.5701813,0.6080806,0.7950628,0.6820284,0.717628,0.7432253,-0.0255973
30,0.4270333,0.80835,"('intolerant', 'tolerant')",1.3115557,1.2875032,0.4087978,0.41001368,1.1186025,1.1049274,0.8164973,0.9026986,-0.0862013
10,-0.4205327,-0.11846254,"('unsympathetic', 'sympathetic')",0.5568436,0.5646224,0.3447232,0.20127979,0.2849592,0.08323825,0.1914983,0.1826695,0.0088288
70,-0.41018865,0.15870403,"('lethargic', 'energetic')",1.4731878,1.5061989,1.1354411,1.0863508,1.200225,1.0482697,0.8496662,0.9498808,-0.1002146
28,-0.39720395,-0.5121917,"('disloyal', 'loyal')",-0.07622527,-0.21850976,-0.04291942,-0.17820016,1.1251453,1.1159334,0.1521992,0.051758,0.1004412
2,-0.39635372,-0.28469485,"('unlikable', 'likable')",0.087078586,0.15141234,1.2464713,1.3697321,0.42592478,0.7376196,0.3407802,0.4935173,-0.1527371
77,-0.38745838,-0.3741566,"('unmotivated', 'motivated')",1.4661973,1.2453104,0.30139846,0.07893747,-0.8426022,-1.0430576,0.1343838,-0.0232416,0.1576254
1,0.3730933,-0.072863735,"('unfriendly', 'friendly')",-0.41347572,-0.39934772,-0.06928699,-0.09316998,1.2097238,1.4389609,0.2750136,0.2183949,0.0566187
82,-0.35696036,-0.12441309,"('poor', 'rich')",0.36056364,0.28828844,-0.06401892,-0.046159845,5.7758174,5.706166,1.4288504,1.4559703,-0.0271199
29,-0.34519482,-0.642827,"('unfair', 'fair')",-1.4750675,-1.4337369,-0.38326433,-0.40645254,-0.6733313,-0.73989266,-0.7192145,-0.8057273,0.0865128
54,0.3268122,0.3227285,"('incapable', 'capable')",1.1483114,1.1601776,-0.29809308,-0.111805975,0.47534868,0.6377226,0.4130948,0.5022057,-0.0891109
43,-0.31486,-0.03266665,"('irresponsible', 'responsible')",1.6897606,1.7166184,0.79851365,0.93975073,0.72792464,0.7940696,0.7253347,0.854443,-0.1291083
63,-0.28234658,-0.11337665,"('unperceptive', 'insightful')",1.923939,1.921896,1.6056308,1.7294188,1.2159551,1.2473853,1.1157945,1.1963308,-0.0805363
55,0.24330561,0.45878512,"('incompetent', 'clever')",0.0698369,0.024159528,1.1336591,0.9386093,0.15702818,-0.056431197,0.4009575,0.3412807,0.0596768
34,0.23407769,0.16523153,"('mean', 'honorable')",1.0884476,0.97967184,0.1292361,0.12676923,5.964405,5.804256,1.8540416,1.7689822,0.0850594
80,-0.23036137,-0.030710526,"('dominated', 'dominating')",0.43793875,0.27560097,1.7177988,1.3249868,-0.8831455,-0.9660884,0.2605577,0.1509472,0.1096105
59,-0.22941647,-0.16052765,"('foolish', 'wise')",1.2570595,1.3163129,-1.1357186,-0.8168128,-0.38548416,0.0003233594,-0.1233899,0.084824,-0.2082139
61,0.19916771,0.08220769,"('illogical', 'logical')",0.2826519,0.26184762,-0.37515348,-0.42819053,-0.06786811,-0.08050011,0.0096995,-0.0411588,0.0508583
24,0.19731489,0.2885776,"('dishonest', 'honest')",0.518776,0.4346274,0.033724792,0.08419423,0.56867105,0.67582816,0.3296217,0.3708068,-0.0411851
76,-0.19710714,0.34433106,"('anxious', 'daring')",-0.48184124,-0.41317934,0.6078396,0.60326964,0.857026,0.71249163,0.1964793,0.3117282,-0.1152489
65,0.188665,0.4053876,"('insecure', 'secure')",-0.2565816,-0.37374353,1.0983398,0.9316332,0.03848812,-0.033657987,0.2672278,0.2324048,0.034823
79,-0.18771304,-0.5089057,"('wavering', 'unwavering')",0.22458458,0.41299835,-1.9659083,-1.5306158,-0.28196457,-0.052778862,-0.5527503,-0.4198255,-0.1329248
3,0.1830269,0.33950117,"('repellent', 'pleasant')",0.054260038,0.10134594,0.9221955,0.6737718,0.5086474,0.18818277,0.4170325,0.3257004,0.0913321
20,0.17002095,-0.0012865514,"('rough', 'thoughtful')",0.032414965,-0.09292933,0.932642,0.67171127,1.050956,0.90385044,0.5465085,0.3703365,0.176172
35,-0.16374648,-0.38552675,"('corrupt', 'incorrupt')",-1.8841807,-1.8708544,-1.757093,-1.6678637,-0.6633441,-0.4657379,-1.1170911,-1.0974957,-0.0195954
60,-0.16300066,0.21548659,"('inefficient', 'efficient')",1.5390118,1.5624936,1.5759118,1.470272,0.48981813,0.28661984,0.8604352,0.883718,-0.0232828
37,-0.14572811,-0.010137036,"('fake', 'genuine')",0.55664915,0.32142523,0.38076013,0.20652477,0.41835392,0.30555165,0.3025088,0.2058412,0.0966676
15,0.13737491,-0.20498963,"('boring', 'funny')",0.049692802,0.08905216,-0.9937528,-0.9041347,0.15793541,0.23450862,-0.1621874,-0.1963909,0.0342035
40,-0.13288729,-0.20146713,"('stingy', 'generous')",0.104634024,0.025132604,0.46236932,0.34191057,-1.455304,-1.5123804,-0.255297,-0.3367011,0.0814041
85,-0.09828968,-0.31130403,"('insignificant', 'prestigious')",0.15789452,0.2673415,-1.154312,-0.86251533,-0.58191,-0.19535866,-0.4191543,-0.2754591,-0.1436952
18,-0.0824846,0.100494936,"('disagreeable', 'welcoming')",-0.6063416,-0.54506624,-0.7126636,-0.33840236,-0.66517675,-0.43428648,-0.5166667,-0.304315,-0.2123517
52,0.07065944,-0.45294803,"('irrational', 'rational')",0.10113489,0.12939891,-1.7435946,-1.4703511,-0.67478096,-0.47732002,-0.5616453,-0.5678051,0.0061598
71,-0.058455136,-0.16677672,"('diffident', 'self-confident')",0.7399239,0.7715595,0.011259742,0.12909383,0.14285631,0.27143702,0.2088962,0.2513284,-0.0424322
67,-0.05542884,0.36990935,"('doubtful', 'determined')",0.77522385,0.887318,1.3045214,1.3047696,-0.25797164,-0.21195067,0.4415862,0.5875115,-0.1459253
57,-0.0438198,-0.03814254,"('unimaginative', 'imaginative')",0.63921136,0.62851715,-0.3235847,-0.45099452,-1.7306592,-1.9724503,-0.3647131,-0.4582675,0.0935544
11,-0.034266308,0.015473906,"('unhelpful', 'helpful')",0.42816222,0.4039144,0.4111953,0.51442087,2.3871744,2.2906456,0.7980664,0.8061137,-0.0080473
75,0.029596187,-0.10610127,"('meek', 'impulsive')",-0.4161794,-0.52506655,-1.3678502,-1.2472041,-0.48846394,-0.49948233,-0.5607243,-0.5944636,0.0337393
21,-0.023979846,0.27565154,"('immoral', 'moral')",2.0036683,1.8932518,0.6640061,0.5403863,-0.6763455,-0.75558513,0.4918372,0.4884261,0.0034111
25,-0.020381749,-0.49679065,"('egoistic', 'altruistic')",-0.386528,-0.39952847,-0.61615306,-0.5498805,1.261577,1.2241831,0.0596285,-0.0555041,0.1151326
49,0.01199238,0.0029136762,"('unable', 'able')",1.4879299,1.5935729,-0.512157,-0.38293797,-0.2603433,-0.21698116,0.1818555,0.2491419,-0.0672864
88,0.0046595996,0.07060255,"('low', 'eminent')",0.42677554,0.3636086,-0.9772065,-0.7969403,0.12884635,0.31973222,-0.1042313,-0.0107492,-0.0934821
68,-0.0022738418,0.11695752,"('dependent', 'independent')",0.46065286,0.22462915,-0.14614287,-0.29917532,-0.6170291,-0.77791506,-0.0761982,-0.1838759,0.1076777
