,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
10,-3.4585855,-3.4020846,"('unsympathetic', 'sympathetic')",-0.9572611,-1.0118958,-0.3488201,-0.4232503,-1.5882223,-1.6124102,0.0241879
43,-3.01534,-3.036806,"('irresponsible', 'responsible')",-1.4303818,-1.3890746,-0.09148267,-0.14624818,-1.5124014,-1.5240429,0.0116415
45,-2.8706994,-2.7345421,"('incompetent', 'competent')",-1.3133093,-1.2215323,-0.42255032,-0.3249727,-1.5355196,-1.4270158,-0.1085038
69,2.8653915,2.7009897,"('lazy', 'industrious')",0.88057506,0.9630209,-0.5119503,-0.5167023,1.0780054,1.0491028,0.0289026
85,2.3824177,2.0276015,"('insignificant', 'prestigious')",0.6035986,0.27578783,-0.3402388,-0.7127797,0.8819258,0.5302032,0.3517226
70,-2.1441627,-1.9478637,"('lethargic', 'energetic')",-0.4444693,-0.33007488,0.21871969,0.32226607,-0.7899707,-0.6518908,-0.1380799
23,-2.1233747,-2.0791404,"('insincere', 'sincere')",-0.4319216,-0.3584383,5.241245,5.3128214,0.8953161,0.9584142,-0.0630981
0,-2.0980964,-2.26969,"('unsociable', 'sociable')",-0.46057588,-0.7540841,0.03817468,-0.05974268,-0.8401659,-1.0278389,0.187673
60,-2.0506208,-1.8843384,"('inefficient', 'efficient')",0.6293635,0.79923695,0.07326059,0.23975839,-0.4493322,-0.281781,-0.1675512
35,2.0294693,1.8480017,"('corrupt', 'incorrupt')",-0.39733845,-0.48473224,-0.87668717,-0.92212296,0.2518146,0.1470488,0.1047658
55,-2.0265656,-1.8864378,"('incompetent', 'clever')",0.5551728,0.5266459,0.2678789,0.27712277,-0.4011713,-0.3608897,-0.0402816
13,-2.0194545,-2.0524411,"('impolite', 'polite')",-0.35574523,-0.541257,-0.33677614,-0.28193778,-0.903992,-0.9585453,0.0545533
24,-1.9711453,-1.9283073,"('dishonest', 'honest')",-1.3875421,-1.4551778,0.70533353,0.7178733,-0.8844513,-0.8885372,0.0040859
11,-1.9171735,-1.939189,"('unhelpful', 'helpful')",0.86548066,0.86692333,2.0417686,1.8930564,0.3300252,0.2735969,0.0564283
28,-1.7778175,-1.9106171,"('disloyal', 'loyal')",0.01521457,-0.0682881,0.97361445,0.8494536,-0.2629962,-0.3764838,0.1134876
30,-1.7712578,-1.8467093,"('intolerant', 'tolerant')",1.1592546,1.094137,0.6286459,0.65369177,0.0055476,-0.0329602,0.0385078
86,-1.7597593,-1.8771658,"('uninfluential', 'influential')",-0.038741514,-0.23055369,-0.34665182,-0.4147109,-0.7150509,-0.8408101,0.1257592
63,-1.7471954,-1.713769,"('unperceptive', 'insightful')",-0.045429774,0.027824607,0.6822128,0.76511246,-0.3701375,-0.306944,-0.0631935
56,-1.721898,-1.6631366,"('impractical', 'practical')",-0.34943274,-0.33752608,-0.5319318,-0.37425473,-0.8677542,-0.7916392,-0.076115
57,-1.7108023,-1.7555417,"('unimaginative', 'imaginative')",-0.16255292,-0.21393651,-2.772753,-2.8744302,-1.5487027,-1.6146361,0.0659334
46,-1.7078956,-1.5469868,"('uncompetitive', 'competitive')",0.33254176,0.47749418,-0.97614115,-0.83192754,-0.7838317,-0.6338067,-0.150025
38,-1.6277401,-1.6922278,"('untruthful', 'truthful')",-0.86851674,-0.81566125,0.15703587,0.19220346,-0.7797403,-0.7718952,-0.0078451
75,1.6269294,1.553331,"('meek', 'impulsive')",0.12255582,0.08226246,-0.6225593,-0.59684557,0.375642,0.3462493,0.0293927
22,-1.5498154,-1.3808478,"('untrustworthy', 'trustworthy')",-0.7616702,-0.7770237,-0.96235436,-0.8545172,-1.09128,-1.0041296,-0.0871504
65,-1.5137123,-1.3830644,"('insecure', 'secure')",-0.66799015,-0.70735,-0.09660117,0.07452146,-0.7594345,-0.6719643,-0.0874702
36,1.5007957,1.1606288,"('hostile', 'amicable')",-0.79811764,-1.0241486,-0.08851684,-0.35504946,0.2047204,-0.0728564,0.2775768
21,-1.4670666,-1.3360525,"('immoral', 'moral')",0.29397574,0.2561607,-0.7005892,-0.5483157,-0.62456,-0.5427358,-0.0818242
14,-1.3565657,-1.2671341,"('antisocial', 'social')",0.77490526,0.8407916,-0.09085879,0.0056199655,-0.2241731,-0.1402408,-0.0839323
7,-1.3237965,-1.2032067,"('insensitive', 'sensitive')",0.21822187,0.34880614,0.47350562,0.5210404,-0.2106897,-0.11112,-0.0995697
41,-1.3130648,-1.3589342,"('unforgiving', 'forgiving')",-0.75278693,-0.7624347,0.12455158,0.03225711,-0.6471001,-0.6963706,0.0492705
27,-1.2196933,-1.2673398,"('hardhearted', 'softhearted')",-0.38311666,-0.31443658,0.8447652,0.7509494,-0.2526816,-0.2769423,0.0242607
25,1.1998277,1.1367806,"('egoistic', 'altruistic')",0.7791671,0.7162492,0.72417986,0.60916626,0.9010582,0.820732,0.0803262
32,-1.1843915,-1.2165688,"('unkind', 'kind')",-0.41299137,-0.45461392,0.74432325,0.62297314,-0.2843532,-0.3494032,0.06505
31,1.1770705,1.0656676,"('evil', 'good')",-0.74256706,-0.8219892,-1.2261182,-1.3685966,-0.2638716,-0.3749727,0.1111011
3,-1.1460427,-0.9814276,"('repellent', 'pleasant')",-0.040139154,0.071188994,0.6009014,0.567955,-0.1950935,-0.1140945,-0.080999
74,-1.1354572,-1.123279,"('undedicated', 'dedicated')",-0.29975647,-0.19622442,-0.5322885,-0.6084593,-0.655834,-0.6426543,-0.0131797
62,-1.1224898,-0.8803327,"('incompetent', 'brilliant')",0.655662,0.8791275,0.41524008,0.7348271,-0.0171959,0.2445406,-0.2617365
51,-1.1175625,-1.0413243,"('uneducated', 'educated')",0.40224743,0.34530246,0.8484485,0.8534084,0.0443778,0.0524622,-0.0080844
73,1.1103907,1.0998998,"('helpless', 'self-reliant')",0.27431113,0.24238251,-3.4494827,-3.4372973,-0.6882603,-0.6983383,0.010078
76,-1.0598184,-0.89460146,"('anxious', 'daring')",-0.17008398,0.060375594,-0.19683854,-0.08224131,-0.4755803,-0.3054891,-0.1700912
81,-0.9995059,-0.80749726,"('submissive', 'aggressive')",1.21295,1.2320424,-0.23510292,-0.12799048,-0.0072196,0.0988516,-0.1060712
33,0.9230646,0.86052966,"('wrong', 'right')",0.30689448,0.2562845,-0.4861318,-0.46833694,0.2479424,0.2161591,0.0317833
9,-0.8672483,-1.0203556,"('unaffectionate', 'caring')",0.103245296,0.0181414,1.0388662,0.8531743,0.0916211,-0.04968,0.1413011
4,0.857251,0.7782106,"('disliked', 'liked')",-0.5040143,-0.4839717,-5.744651,-5.773943,-1.7971381,-1.826568,0.0294299
16,0.8559731,0.79382163,"('unpopular', 'popular')",0.05896185,-0.01486993,0.23672187,0.17617702,0.3838856,0.3183762,0.0655094
34,-0.8351467,-0.8893517,"('mean', 'honorable')",0.049201272,0.096700415,5.4613905,5.52759,1.5584817,1.5783129,-0.0198312
82,-0.81402564,-0.7268506,"('poor', 'rich')",0.22349773,0.18759027,5.7510643,5.7981505,1.7201788,1.7529634,-0.0327846
79,0.7554051,0.6549502,"('wavering', 'unwavering')",-1.4646517,-1.4580446,-0.5603934,-0.52932835,-0.4232133,-0.4441409,0.0209276
59,0.7514575,0.61026394,"('foolish', 'wise')",0.030252717,-0.11883713,-0.13645068,-0.10932691,0.2150865,0.1273666,0.0877199
37,-0.70452714,-0.6213209,"('fake', 'genuine')",-0.10801791,-0.1573425,-0.006237722,0.032690667,-0.2729276,-0.2486576,-0.02427
2,0.6911839,0.657112,"('unlikable', 'likable')",0.3207179,0.285119,0.5975683,0.6565926,0.53649,0.5329412,0.0035488
12,-0.6809009,-0.6334684,"('unsupportive', 'supportive')",0.48385105,0.53727776,-1.5950687,-1.6413379,-0.5973728,-0.5791762,-0.0181966
61,-0.633784,-0.7396446,"('illogical', 'logical')",0.331159,0.12163176,0.59670293,0.54140806,0.098026,-0.0255349,0.1235609
1,-0.6307352,-0.93341357,"('unfriendly', 'friendly')",-0.41604477,-0.7213088,1.1840069,0.81147856,0.0457423,-0.2810813,0.3268236
29,-0.6225466,-0.63471705,"('unfair', 'fair')",-0.7506452,-0.7789653,-0.51531976,-0.62825155,-0.6295039,-0.6806447,0.0511408
72,-0.6186009,-0.50474316,"('unambitious', 'ambitious')",-0.6311668,-0.5898915,-0.5083646,-0.42414477,-0.5860442,-0.5062598,-0.0797844
39,-0.61604834,-0.66507757,"('exploitative', 'cooperative')",0.48863134,0.39859834,0.24275334,0.29043084,0.0384454,0.0079839,0.0304615
42,-0.6094414,-0.4311835,"('unreliable', 'reliable')",-1.4916404,-1.3014807,-2.9013884,-2.8971493,-1.66749,-1.5432711,-0.1242189
66,0.6041103,0.45188358,"('inactive', 'active')",-0.37193435,-0.38586545,0.84903574,0.7823025,0.3604039,0.2827735,0.0776304
53,-0.56124264,-0.736817,"('uncreative', 'creative')",0.76040435,0.59458464,0.7556282,0.58768183,0.3182633,0.1484832,0.1697801
50,0.55571544,0.62460023,"('clumsy', 'skillful')",0.20115055,0.34323642,-0.04438695,-0.08338272,0.237493,0.294818,-0.057325
68,-0.5463407,-0.51484096,"('dependent', 'independent')",-0.05382689,-0.02917837,-0.66553044,-0.4726061,-0.4218993,-0.3388751,-0.0830242
47,-0.5161235,-0.5963815,"('stupid', 'smart')",0.5423257,0.48461053,4.960358,5.0620384,1.6621868,1.6500891,0.0120977
48,-0.49748796,-0.59260446,"('unintelligent', 'intelligent')",1.7980242,1.6662099,1.0510627,0.924866,0.7838662,0.6661572,0.117709
77,-0.48653683,-0.4332392,"('unmotivated', 'motivated')",0.82615924,0.9107574,-0.94009346,-0.701772,-0.200157,-0.0747512,-0.1254058
71,0.48069468,0.3946601,"('diffident', 'self-confident')",0.69911635,0.6766211,0.3336763,0.38050905,0.5044958,0.4839301,0.0205657
80,-0.46363148,-0.34667164,"('dominated', 'dominating')",0.902815,1.0611659,-0.20194669,0.0134205,0.0790789,0.2426383,-0.1635594
26,0.44640568,0.20810814,"('hardhearted', 'benevolent')",0.2658697,0.12543818,1.4718263,1.1668029,0.7280339,0.5001164,0.2279175
